O00142 Q8N4B1
Q9Y6Q6 Q9Y657
O15381 P60604
Q3LHN2 O60879
P0C263 Q9P2K3
Q6NXT4 Q9BRF8
P09919 P16383
Q6PJF5 Q9HAE3
Q5JR12 P78356
Q99661 P78385
O15496 Q5T0B9
Q6EEV6 Q14393
Q9UBI9 P05013
P61081 Q9NX52
Q96P63 P02728
Q13619 Q9BYP8
Q16650 Q8WWV6
O95925 P17050
P62266 O14681
P60880 P0C6S8
Q6NV75 Q9NZR4
Q71RC2 Q7Z6M3
A2NJV5 Q5VV52
Q96M19 Q08397
Q96AQ9 O00154
P0CF97 P60412
O95727 Q7RTU7
Q9BVG4 A0A0J9YX94
P51668 Q6ZVH7
P07738 Q9N2J8
P17050 Q8N104
F5GYI3 Q7Z7A3
Q9NVM9 P49642
Q6NT46 A6NC62
P82979 Q9Y316
Q96BD8 Q9BS91
Q8N123 Q5W5X9
P25063 P28068
Q5JS37 P57727
Q8NGI0 Q9Y4P3
Q9UBA6 Q2T9L4
Q03013 Q12894
Q96BQ5 Q86XS8
Q9Y6A9 Q17RA5
P48029 Q9BWK5
Q96JP5 Q8N228
Q9NX70 Q15424
P15421 A6XGL0
Q8NI29 Q8IU80
Q15466 Q9NXV2
Q8NCW0 Q68DU8
Q05215 P49069
Q9NZS9 Q9UK00
Q8NDT2 Q01892
Q6ZWL3 P56385
P17661 Q8WTW4
Q9NP84 Q13286
Q96DX4 Q8WTP9
Q99999 Q12836
Q15415 Q8WX92
P23083 Q9Y3C6
Q96C86 Q0VDE8
Q9H0K6 Q9C0E8
Q6PCB0 P43034
Q6NUQ4 Q9H6B9
Q9BRG1 Q9UK99
Q9NR00 P48380
Q96MY1 Q8IXI1
Q96G25 Q9HAU8
P52756 Q9ULY5
P01614 Q58FG1
Q5VSG8 P48047
Q96LR5 Q4G0J3
Q4VXA5 O95969
Q96FZ5 Q6UWP7
P46937 O43908
Q96EX3 O43447
P46059 P36639
Q9Y676 Q5T160
Q6ZVT0 P35408
Q9NT22 Q2M5E4
Q9BSM1 O96013
Q8WZ59 Q9NRM0
Q5T681 P07766
Q96EE3 P35711
Q7Z7H5 A0A1B0GV22
Q15165 Q6DN72
Q9UN79 Q8N6L0
Q9Y4Z2 P18283
Q9HCE1 P14649
Q9H3H3 Q8N693
P30046 P16949
P0CG43 Q7RTV2
Q10567 A2A2V5
Q99757 Q8WVX9
Q674X7 Q8NH69
Q9P055 P25025
P60321 P52732
Q6P7N7 Q0VDE8
Q12904 A6PVY3
Q9BW61 Q96DZ7
P51970 Q6UWL2
O15162 Q9H649
Q8TD90 Q2QL34
P0C264 O43765
Q16048 P02728
O14603 Q8NGY0
Q9H6D3 O75711
Q86UE3 Q8NGQ4
Q9UM44 P62136
Q9P1U1 O94811
Q8IZT8 Q6XPS3
Q8TBB0 Q9NP71
P0C7V4 Q96FE7
P19525 A0A0C4DH33
Q00013 P50150
P23443 P09913
P20674 Q8TD86
A0A1B0GVG4 Q9NRP4
Q8NGW6 Q8IWQ3
Q01968 P01588
P57740 P51161
Q13323 P31314
P15104 Q8IXL6
Q03188 Q01362
P22532 O60931
O43247 A6NDH6
P32238 O43745
Q6UXG2 Q9Y6I8
Q8TDE3 P29074
Q96EF0 Q96I85
Q9H3H3 Q9GZN8
P25787 P16442
Q9Y2B9 P61952
Q92851 Q9BUT1
Q8NGJ1 O00574
Q8IU60 Q96CF2
Q9BU20 Q5TEA6
Q9GZW8 Q9H8U3
A1YPR0 Q5TCH4
P21815 Q9NX24
Q8TAF5 P49674
Q5T0N1 Q8WTQ1
P40925 Q5TDH0
P08134 A2RUU4
Q6NUT3 Q96KR7
Q6SJ96 O15120
D3DTV9 O60765
O43766 Q8NH80
P11441 Q8N159
Q92530 P04632
Q8IVU9 Q8TAW3
Q14532 Q8TED9
P02585 Q05901
Q9NWC5 Q9Y366
P22415 P16188
Q6HA08 P34059
Q9BSK1 Q9NXR8
A6NLX4 P31358
Q9H3U5 Q86Y28
A4D1S5 P46459
Q7Z3H0 P36896
P62937 Q9H106
P01834 Q99435
P15421 Q08116
O95007 Q9P1W8
Q9UBK7 O00168
Q9H0R8 P60484
Q14392 Q9H2S6
Q3ZAQ7 P48775
P24158 Q9HBV2
O60551 Q8TAG6
Q5T3I0 Q8NG57
P63132 P31267
P63165 Q9Y5Q3
O75746 P30504
P63104 Q9Y473
A2RUU4 P10144
A6NH00 O00479
Q96F15 Q7Z2X4
Q96H15 Q6RFH8
Q14183 Q5SW96
Q96SK2 O75553
Q6UXR4 Q6QNK2
Q8TCD5 Q5T2N8
O15524 Q96GX8
Q13137 Q8IWS0
Q5TD97 O00534
O60543 A6NM36
P08118 P61457
Q6B9Z1 O43462
P22304 Q9NXV6
A6NF34 Q9NRC1
P00846 Q9H4G1
Q9BXU7 O43745
B2RXF0 O43927
Q9P032 A0A0B4J1U7
Q14011 Q9H0Q3
Q86Y07 Q9UMX5
Q70HW3 Q8IXS8
Q66K79 Q7Z5A4
Q8IXB1 P28161
Q01718 P23276
Q8IXI2 O15382
Q9P1Z2 Q9NX57
P49842 Q3LXA3
Q96JW4 Q8N6N6
A8MZG2 Q9UNX4
Q8N365 Q9UJ42
Q8NDZ9 Q86W54
Q6ZVK8 Q8IV03
Q96AQ7 Q8NC54
Q7Z7B8 P00167
P0CV98 Q7Z5W3
Q86WW8 Q96KW9
P60409 O43524
P35716 P19525
Q9ULD6 Q6PI25
Q9BQD1 Q9BQ49
P78549 Q92800
A6NIL9 Q16559
Q8WXQ8 Q96A04
Q8N323 P05121
Q9HD87 Q9ULH4
P60602 Q6P2I3
Q9H3K2 Q6ZQT0
C9JVW0 Q8NGN6
Q12852 Q9UBQ5
P12034 Q8N268
Q6NUM6 Q6UXD1
Q99457 O43598
Q8IXQ8 P78385
Q99615 Q6VEQ5
P0C7T4 Q8NA03
Q75T13 P40429
Q569K6 O60635
P78539 Q96EX1
O60934 Q6L8H1
Q6NXN4 P47895
P50150 P62312
Q658K8 Q9UPY5
Q96M43 O14960
Q15024 Q15691
Q9NQZ3 Q9BXE9
P49757 Q6ICL7
Q6P2P2 O00764
P41439 Q969I6
O75891 P41208
Q2M218 A1XBS5
Q8WWH4 P17987
P62906 P30512
Q86VE0 O75373
Q9P0L0 P49910
Q9Y230 A2RU67
P0C623 Q8N3R3
Q30KP8 Q8N9W7
Q13216 Q99689
Q96PD2 Q7L8S5
Q9Y4H4 A6NHY2
Q9Y473 Q01740
Q5HYM0 Q5JTJ3
Q14916 Q9BX40
P48426 Q9BUF7
Q96DH6 A8MUM7
Q6ZP68 Q6ZSC3
Q7Z6J9 Q8TB40
O96006 Q6ZN17
Q9GZS3 O14978
Q6ZS72 P54274
Q9C037 Q06547
Q9UJQ1 Q8NGA1
Q15024 P0C7U1
Q6X4W1 Q9HD87
Q96EH3 Q56P42
Q14533 Q9BYT1
A6NMK8 Q9Y242
Q9Y442 Q6S8J3
Q07325 Q92737
Q9ULC0 Q8N535
Q9UBI9 Q9UF47
Q8WZ26 P02649
Q6ZN18 Q15389
A6NN06 Q99871
Q12829 Q9NPL8
Q5JR12 Q8IZJ6
Q9UBX0 Q9Y3E7
O43741 Q92187
P00751 O14520
Q6NXP2 P62877
Q6UXR8 Q9BRQ0
P05814 Q92561
Q6ZS82 O43299
Q1L6U9 G3V211
P01584 Q5VWM5
Q5VTD9 P59991
O00429 Q15391
Q9Y6Z4 A6NHM9
Q9UBX8 O95793
Q02080 P52888
Q9Y324 Q13361
Q9NV06 O75414
P19526 Q5W0B7
Q92902 Q9H9H4
Q9NRD1 P21917
Q6ZRP5 P54577
P62191 O14530
A1L443 Q9GZW8
Q9Y2D8 Q5JU67
P62318 Q9H772
Q5EB52 Q9UGB4
Q5TEV5 Q68J44
Q92551 Q9Y5A6
Q13094 Q8N1F1
Q8NH85 Q13508
Q99538 Q8NHB7
P52823 Q6PEZ8
P0DP71 P43362
Q8NGG8 Q9H2I8
Q2WGJ8 Q9BV29
Q99697 Q6S5L8
Q8N9M1 P10147
P05814 Q8NI32
Q9NPF5 O15522
Q8NGL6 O14511
Q969T9 Q8N2F6
Q8WV99 P62875
Q0PNE2 P30492
Q8WUM0 Q9Y2S6
O43660 O75031
O43247 P47211
P02675 Q6IEU7
Q9Y6R6 Q96RD2
Q8TDD1 Q9BT49
Q96E09 Q5VV52
Q969K7 Q96M98
P0C671 Q96SQ9
P32119 Q6PJG9
P49888 O15116
P48552 A0A0B4J2F0
Q13586 Q9UHW5
Q9BVG3 P20827
Q12836 A6NJJ6
Q15800 O95639
P25874 Q13283
Q96NZ1 Q9H1R3
P56597 Q9Y4J8
Q8ND30 O43677
O43323 Q96L21
Q96IW7 Q13258
A6NF83 P20823
Q86WA9 Q9UBT3
P06340 O95872
Q9UFC0 P10145
O60662 Q99784
P62081 Q6UW15
Q9Y248 Q9NP84
Q9UBF6 Q96GC5
Q8NGD2 Q969E3
P46721 Q9H306
P84090 Q3LHN2
Q6PKX4 O75781
Q7Z3Y8 P08311
Q9UJX2 Q8N865
Q5XLA6 Q9BT76
O96020 Q9Y294
Q56NI9 Q8N5H3
O95502 H3BTG2
O60688 Q14582
Q9NR28 Q7Z340
Q8IVP9 Q14232
O14867 P0CE72
Q9NQ33 Q63ZE4
Q9Y5M8 Q8NG66
Q8WWZ3 Q9BQM9
Q49AN0 Q8NBK3
P24385 P78352
O60216 Q29963
Q16082 P08779
Q5TC12 Q5VWQ0
Q9H147 P01732
Q5QP82 Q9H9C1
Q4W5G0 P56279
Q8TDM5 Q9NR46
P30492 Q96KN9
Q7Z5A8 Q8TAF7
Q3B8N2 Q8N9T2
A6NKP2 A8MUP6
Q7Z5W3 Q8NBN3
Q9BWP8 Q6DRA6
Q96MF6 Q8N8D1
P05937 Q8IWA4
P28328 Q8NEG7
Q99954 P22732
Q5J8M3 P22090
O75608 Q6ZRR5
P48664 Q9BYS1
Q9BQE4 Q8TC94
Q9NT62 Q15717
Q6UWN5 P62993
P14136 P11465
P49841 Q9UF47
Q8IYR2 Q86SH4
Q9H7V2 Q8N0Z6
P46663 Q86X55
Q4G0N4 P55808
O60721 Q3LI70
Q96QR8 P19971
P60568 Q9BXR5
P42331 I3L1I5
Q9UHX3 Q08623
Q5CZA5 Q14194
Q14CZ0 Q06546
A6PVY3 Q15431
Q66K41 Q33E94
Q96RL6 Q15109
Q6IB77 Q9Y5X4
Q8N5F7 Q9P035
Q9BTD3 O14639
P04439 Q8N5S3
O75351 P0C5Y9
P61587 Q8WUY8
P0DML2 Q9C0B5
P68106 Q07866
Q9Y6Y0 P04179
Q9NXC5 P35325
Q9P1D8 P32456
O14990 Q8WWX0
Q13007 P08195
Q9UHP7 Q8NGY3
Q9UPQ0 Q01469
Q16799 Q9BZA5
P0C5J1 Q5SQ13
Q8WUY1 O00716
Q96B33 P37198
Q32M84 Q96LJ7
Q86VF5 P51812
Q13286 Q9UI46
Q6P474 Q9UFN0
Q13123 Q9UNN4
Q8WXK3 P16402
Q10713 Q8WWZ1
Q7L266 P35410
Q86UB9 Q5T8D3
Q9UBC0 Q6IPT2
Q504U0 Q13614
Q8N6H7 Q6ZRF8
Q15800 A8MT33
O14772 Q8NGJ3
Q6ZS92 Q96DE5
P41225 P0DP25
Q8NAS9 Q96HQ0
Q9BVA1 Q9UHY1
P49721 P12273
Q7Z4H4 Q6UB35
A6NK06 Q7Z5Q1
P33908 O14603
Q86XT4 Q8N307
A6NF36 P0CF97
Q9BXK5 O95801
Q7Z4H8 Q9BTL3
Q86XS8 P17568
Q9BU70 O00213
O43927 P32745
A6NIU2 Q99622
P23975 P07954
Q5VUD6 Q9BVC4
Q8N149 Q8N1G4
Q9NUQ3 Q9UHR6
O15119 Q6SA08
P0C645 P0CG37
P28356 Q9P0L2
Q5VUY0 Q16143
Q8NGJ9 P01112
Q3KRA9 Q8NCQ3
Q96R05 O60268
P17987 Q8WWH4
P0DMR2 Q8NCA9
P01034 Q9UM11
Q86XK2 Q15286
P62502 Q9HBK9
Q6EEV6 Q4VXA5
P18465 P08236
P59537 A6NFE3
P23141 Q15397
Q7L5N1 P06396
Q86WT1 P43628
O43159 Q9NPI1
Q14623 Q14406
Q7Z7D3 Q5JT82
Q6ZR62 O76042
P63211 Q6ZRR5
P0DP01 Q969F1
P32971 Q9BYN0
Q5H943 Q6ICL3
Q96CW6 Q9GZP9
Q86XD5 Q9NT99
A8MT69 P0C024
Q9UJX6 Q8IWF7
Q96M89 P25311
P17342 Q9UEU5
O14863 Q9Y371
Q96MB7 O43731
O43240 Q53G44
Q5SW96 Q63HM9
P48066 Q8TE67
P30518 Q8IXS0
P0C862 Q9H3E2
Q96BM9 Q15904
P04844 P00995
Q9BQE5 Q8IWU4
Q99435 P01210
P06454 O75569
Q8WVV5 Q9UJD0
Q9UMQ6 O15269
P0C7A2 Q96AG4
Q9H1B7 Q9BWP8
O94900 A6NML5
P15515 P01563
P12724 Q9H816
P06865 Q96CS4
P0DI83 Q6UWF7
P20264 Q6ZNE9
Q3MJ62 Q13794
P53680 Q8IU85
Q14919 Q9NPG1
Q9Y5E1 A6NHL2
C9JL84 Q9H4I0
O14977 Q9Y2R5
Q6IPX3 P48549
Q6UW88 Q9BX70
Q9H1P6 Q5W5X9
Q9H816 Q7LFL8
Q6NXT6 P61225
Q9Y2D2 Q68CQ7
Q12824 Q9Y375
Q8IXR9 O14904
Q8N377 A6NKN8
Q13495 Q9BRJ7
P78352 Q8TCB7
Q7Z5H4 Q6XQN6
O15389 Q5F1R6
Q99757 Q8IXY8
Q0VDE8 O60493
Q9BYZ8 P0DN80
Q9BQ65 Q6UXB3
Q6IPX1 Q96BQ5
P37023 Q9UNN5
P17213 P17980
O95521 Q9HB19
O95696 Q02535
Q6ZN30 F2Z3M2
Q8NCR0 P36383
P17643 O75911
P42677 Q1A5X6
O15145 O15156
Q9Y6A4 Q9Y4E8
Q7L1I2 Q8TB45
P62701 Q6P2C8
P0DN80 O75439
P58511 Q14123
Q7L0L9 Q9NRI5
Q96MG8 P07988
P61421 O75915
Q8NGX8 P25713
P49593 Q01650
P26038 Q07973
P05106 Q96T59
O60894 Q7L311
Q5H913 Q96GI7
Q8NBF4 P04839
Q9H074 Q86YB8
Q08AI6 P08254
Q86W11 Q6P087
Q6S5L8 Q99697
Q53H80 O95521
O43294 Q99075
Q5R3K3 Q16625
Q8NA61 Q8N9Z9
Q13630 Q8N4L1
Q8NGY7 Q9H0U9
P59922 Q5JUK9
P13232 Q6UXY1
Q96SR6 P0CG12
O15432 Q9NPH3
Q9NVM9 Q6IPW1
Q9UPM6 Q68D42
Q9H4I8 Q96MP5
Q9BZJ4 P78381
A0A075B6R2 Q9BXW4
Q6ICL3 P16260
Q8N1V2 C9JJ37
P0CZ25 Q9Y5G1
Q9NYS0 Q9P2Y4
Q12765 Q13304
P07910 Q9Y397
Q9H3G5 Q99624
P0CB38 Q8WUU5
Q9Y5K8 Q9BYI3
Q96IQ9 Q5TZK3
Q9NYV9 Q16799
Q9UK13 Q9BWF2
Q9P0U4 Q96QH8
H3BNL1 Q7Z5H4
Q16553 A0A0C4DH68
O75396 Q494R0
P10915 Q86SI9
Q9UGM5 P05107
O43930 P62333
Q8WV19 Q6ZMV8
P09923 Q8TCD1
Q9Y228 P48741
Q96AQ8 Q5I0G3
Q8N8E1 Q5M775
Q8NG11 P51861
Q8NGI9 Q96J84
Q9BXJ1 P0CG13
P22612 Q8N7U7
P84157 Q6IEE8
P54274 Q92681
P59901 Q1A5X6
Q8NEM2 Q14642
Q8NFH4 P23588
Q9BYD5 Q8N628
Q9NPJ3 O95807
A0A0B4J1V0 Q5TGJ6
P49767 Q96FC7
Q9BUU2 Q8NG77
Q580R0 Q8NH85
P10145 Q8N729
O15245 Q969W9
O60895 Q8N8N0
Q8TF65 O75888
A6NCQ9 Q96GD4
Q96F85 P35625
A0A1B0GVS7 A2RU49
Q96KD3 P26368
P18440 A6NNL5
A1L4L8 Q5SYC1
Q9UPY8 Q96LW7
O75896 Q9H293
P23975 Q9UND3
P06730 Q5JR12
Q96D05 P58872
Q8N6K4 O14936
Q8NGC3 Q96SQ5
Q9UKP3 Q9NXV2
Q86YD1 Q86YE8
Q08AI6 Q6UWN8
Q8TCT0 Q8WXI9
Q8IZ08 P63173
Q6Q0C0 O00451
Q9BYC9 P59665
P51511 Q8N616
P60411 Q6YP21
Q8NCL8 A5D8T8
Q495A1 Q3C1V1
O00253 O00482
Q8NC60 P31350
Q9P253 Q99732
O95393 P13805
Q9H0R8 Q92556
Q16670 Q8WWF8
Q9H322 Q99832
Q6IC83 Q9Y2Q3
Q8N6L7 Q5VXM1
Q3KNV8 Q5VU92
P50876 P57103
Q6L8H2 Q9UD71
Q14761 Q8N755
Q9BYV6 P09017
Q8TC76 O43677
Q6ZNE9 Q92966
Q13263 Q5VXT5
Q96GE4 Q96EY9
Q9BSL1 P00749
A6NLX3 P17098
Q19T08 Q5SRN2
Q92734 Q9NS69
Q6ZTU2 A2RTY3
Q01459 Q8NGS3
Q9NSY0 Q10589
Q9NRA0 Q8NF99
Q5T750 Q96G79
A8MWK0 O94921
Q9Y2T4 Q6ZMY6
Q9P1F3 P51843
Q8N755 Q14761
Q6UXP7 O43278
Q9P0M2 Q8WUX9
P09211 P05013
O95866 O75373
Q29718 P59827
A8MWK0 Q9UK05
Q96NZ9 Q9Y478
P49842 Q96BJ8
Q9UQ53 Q8NGJ9
Q9H269 Q96FG2
O00470 P51798
Q5SRH9 O76054
O43707 Q8IVQ6
Q9Y316 P82979
P53004 H3BR10
Q5GAN4 Q86TS7
Q96A46 Q8NGA6
Q8WTQ7 Q9UG56
Q9BR11 Q7L311
Q8N9Q2 Q96G23
Q8TA94 O43296
Q9H6Z4 Q9UM22
P23469 Q9H255
Q9HC73 Q6UXD1
Q15084 Q16548
A0A075B6P5 Q8N336
Q8NHS2 H3BUK9
Q9UKG9 Q86WS3
Q16678 Q8N145
Q9NW81 Q96GZ6
Q4G0J3 Q96LR5
P59535 Q8IXM3
O95983 P40426
P15289 P21917
Q13363 Q8WZ94
Q15369 Q96QF7
Q86WV5 Q86UQ5
Q9BRJ9 Q9UBV2
P52429 Q8N7C3
O60925 P35225
Q12926 Q9HBG4
Q5MNV8 P30874
P35080 Q9BW91
P35523 Q8N5W9
Q1RMZ1 Q3MIW9
P28068 Q96QC0
Q5TEZ4 Q68J44
Q9BW60 Q99684
P60709 P78540
Q8N127 Q9UKP6
O95389 Q2TAY7
Q8WUU4 Q8WVF1
P22681 A8MYP8
P0DJD3 Q9Y6R9
S4R3P1 Q9Y2S6
P26641 P37235
P54577 Q14135
Q5BKX5 O14656
P61163 Q02809
Q15013 Q9NXJ0
Q9H1K1 A6NI28
O75888 Q8WXA3
Q8N7L0 A6NGS2
Q99962 Q9UI38
Q9Y2I8 Q17RM4
Q6ZUV0 Q9H0X9
Q8TBK2 Q86WA6
P24387 Q9H1E1
Q9H3Y6 O75437
Q03111 Q8NET5
Q969V4 A6NMK8
Q902F8 Q8NGH6
O43529 Q9H0W7
O14545 Q3SY84
P40259 O94991
Q6P597 O15144
P02489 Q75VX8
Q9P2G1 Q5T1J5
P13804 B3EWF7
P08218 Q8N9I0
Q8NHC5 Q04844
O00461 Q9BS86
Q3B8N2 P31513
Q86WA9 O75052
P14859 P59544
Q7L513 Q8TF74
Q7Z5L4 Q9UP52
P63121 Q96HE9
Q30KQ7 Q16663
Q12870 Q8N5C6
P0C604 Q9UKD1
Q15052 Q9P1D8
Q8N6K0 Q9HCZ1
P23769 Q8N7C7
Q9H1Y3 A6NER3
A0A075B6J1 Q96CB9
P19440 P48448
O60609 Q5T7V8
Q8NC44 P0CG22
P56181 B2RU33
P61326 P51674
Q16548 O60245
O95178 Q6L8G9
Q9Y6H1 Q9Y2J0
Q7L7L0 O75531
P18089 Q9H205
Q6NT32 Q5TA45
Q9Y2Z9 Q9BSE4
Q16518 Q9UKJ1
O76000 Q8N8U3
Q9P2W7 Q9UKP3
P09429 Q9NPF5
Q05823 Q8NCF0
Q9H400 Q6Q0C1
Q9UK80 Q9BQJ4
Q8N954 P47881
Q8NGE1 Q8NFZ8
P30044 Q8N8Z8
P54826 Q6AZW8
Q8N328 Q86TW2
Q8IWN6 Q96DB9
Q8TAG6 Q8WUF5
Q3SXZ3 P40692
Q96FT9 Q8NGJ6
P83916 P01236
Q9H808 Q8NGL3
Q00325 Q9BUP3
Q9NPL8 Q7Z3Z0
Q86XU0 A0A0G2JMD5
O60884 Q96EE4
P01814 Q17RH7
Q9UFW8 O00110
Q6UXL0 Q8IUY3
Q14141 Q8N135
Q9NZL9 Q99742
Q9NPJ3 Q96GA7
Q9NQG5 Q07444
Q8IYS8 Q04743
Q9UF11 Q99437
Q8WVE0 A0A075B6I9
Q5JRV8 Q16533
A6NEY8 Q86WS3
Q9BQR3 Q14162
Q6ZV60 P22532
P62330 Q00888
Q96DA6 Q96LT6
Q15431 A6PVY3
Q6ZR85 O60519
P26196 Q8WW62
Q9Y2V2 A8K4G0
P23396 Q8WUZ0
O14757 Q9Y6Q1
Q14258 Q13434
Q969V4 Q5VVS0
Q08ER8 P12956
Q00537 Q4G0N0
P10092 Q969Q6
Q8NH57 Q15622
Q15761 O95156
Q08493 Q92989
Q49B96 Q5VT03
Q8IVL6 Q92847
P51636 P36969
O95620 Q9BRV8
Q9NYA1 Q92747
P15516 Q13370
Q96GU1 P21953
Q9Y2H1 Q9GZZ7
Q9NPR2 A8MU76
Q9NPF4 Q9NPD3
P22234 P09466
Q9H069 P43354
Q99619 Q96FA3
Q9BVV8 P62424
P05165 P61326
P98182 Q8TAC1
Q6UXS9 Q9H2B4
Q8NCG7 Q96I82
A6NCL2 Q96HH4
P0DOX5 Q8TC41
Q9BVI4 P33993
P12694 Q5W186
Q9NRZ9 Q9BUL5
Q8NGK9 Q6ZSS7
Q96E14 Q86Y46
Q8N1L9 Q16773
Q9NPF4 Q9BUJ0
Q8NGJ2 Q9GZX7
P51843 Q6E213
P63162 P56597
O75521 O00178
Q15054 Q9H6F5
Q86WN2 Q3B726
Q8NGJ9 A8MUU9
Q9NZQ7 O43749
Q99640 P11441
P07195 Q9H2X8
P30939 Q9Y587
A5D6W6 C9J3I9
Q9H9J2 Q99959
Q5T5A4 O60443
A8MPS7 P30953
P07203 Q5TAA0
Q9P109 Q96BM1
A8MXZ1 Q96RU7
Q6UXZ0 P06310
P0CAT3 Q7Z7A4
Q5VT98 Q53FZ2
P06865 Q9UNW8
Q9ULK5 Q6ZST2
P60509 Q9NZV5
Q6ZSG2 P00750
Q8N6S5 P42331
P59665 Q8N4T4
Q9Y3C7 Q12893
Q9Y519 Q9UGM5
O95965 Q9NRJ2
P98187 Q96N22
P20073 Q8NHC6
Q9NQ76 A1XBS5
P48507 Q9HBM0
Q9UJU2 Q92611
Q460N3 P04181
P19622 Q5JPI9
Q6UWY2 Q6QHF9
Q8N100 Q9UGU5
Q07343 B1AMM8
Q9UBD0 P10767
Q8NFZ5 Q4W5G0
Q8N6W0 Q96P68
Q9P1W9 Q99504
O75954 P47902
Q53GQ0 P59091
Q8NCV1 O43638
P46089 Q9BQ95
Q15293 O75973
Q8WUX1 P54710
Q3ZCU0 O43914
O75474 Q9H2X8
P0DMV1 Q9NP97
Q13461 Q9BYR8
Q8NAE3 Q96A59
Q9BS26 Q86V85
Q9NR64 Q15404
Q13790 P04216
Q9UGI9 P0CW71
Q06187 Q9UPQ8
Q15052 P35030
Q9NQZ8 Q8IXR9
Q16082 P82664
Q16661 Q86Y46
Q9UJ72 Q5H9M0
Q01844 Q8NHC4
Q17RA5 Q9UBX3
Q6IS14 Q14154
A6NLX3 Q96GW9
Q9HCE7 Q8N104
Q9UBF6 Q6NX45
P35368 Q8NBS9
P25103 Q9BTP6
Q13636 Q8IY63
Q8N138 Q8N2K0
Q5TEJ8 Q8NFT2
P19235 Q86XR5
Q8WYA0 P15863
Q9UNE2 Q8N1N4
Q8TDW5 P05546
P0DP25 P41225
Q8N402 P32929
Q7Z6K4 A6NL05
O75593 P60608
P43355 Q96PB8
Q9BTY2 O60759
Q99062 Q9Y651
Q5JTZ9 Q00059
P62491 P17036
P23297 P55199
Q8WW43 P11712
Q9UIE0 P23510
Q15435 Q9UIG5
Q9NZH5 Q8NCN5
P30273 Q03721
O43761 Q8N6T7
O60762 Q14974
Q08334 P15621
Q9Y4P3 Q53GG5
Q9UBW5 Q8TAT8
Q96FM1 P30154
Q8N108 Q9H0R6
Q4VX62 Q15119
Q96MP5 P0DN82
Q96JP5 P55075
Q6UWD8 Q3LI66
P43897 P10600
Q9H2K8 P83881
Q07000 P13498
Q8N4T4 P78508
P23610 Q9NS61
Q86TL0 Q6UWP7
Q9Y4W6 O43610
Q96G74 O95568
P14091 Q5VUD6
Q96B70 Q9NS68
Q99832 P55344
Q9BYU5 P02675
O43830 Q9NVN3
Q5YKI7 P12273
Q8N0Y2 Q13515
Q9NPC6 O75843
P58876 A0A0C4DH29
Q9H7D7 B2RV13
P23759 Q6P9B6
P01589 Q71UM5
Q8N554 Q9NW68
A6NH00 Q96HT8
Q9Y2S7 B1AL88
Q8N967 P51808
Q969M1 Q5SSJ5
Q96KP4 P34810
Q5TA45 A8MT65
Q9H0P0 O96006
Q68D42 O14598
Q96NX9 P0CG36
P47992 Q8N8U2
O43781 Q9BTE1
Q9BYJ1 Q96BQ1
Q9BYV9 Q92665
Q9P255 Q9UNG2
Q9UFN0 Q9Y2E8
Q9NS28 Q9NP64
P52657 B3KU38
P09544 A6NDE4
O75312 Q9NZN8
Q5W0B1 Q8IUC1
Q8IZI9 P0C7P0
P40259 P20848
A2RUU4 P06454
Q68D42 P41247
Q64LD2 Q9UBD0
Q2WGJ8 Q5T160
Q8WXH2 Q86YW5
Q96BU1 Q9Y2C3
Q6UXS9 Q7Z3Z0
Q8NGM1 Q9BR76
P29966 O15350
D6RJB6 Q8WXT5
C9JVW0 A6NMY6
P49767 A8MQ27
Q5T442 Q9UIV1
P49761 P49642
Q9GZT4 P51800
Q6ZVN7 P14921
P16104 Q8N187
O15444 P61081
Q8N2X6 Q8N239
P59536 P55001
Q96ET8 P14770
Q9Y5R5 Q96CM3
O14807 Q96BI3
Q8N4B1 P15144
Q96LZ3 Q96PC2
Q9NTN9 P29377
Q96BP2 Q17R89
Q8NH81 Q96H20
P0DPA3 Q7Z3Z2
Q05048 Q9H0C3
Q8WWA0 P33151
P86397 Q8IW50
A0A0C4DH25 O60936
Q69YW2 Q96LT4
A8MWS1 Q6ZNM6
O95749 P14314
Q9NPF8 Q9BSK2
Q9BYI3 E9PRG8
Q8N6M0 P08246
Q9H867 P62952
A6NGS2 Q8N7L0
Q6ZMG9 Q8NGJ9
P14210 Q99795
Q8IZL9 Q9GZZ6
P15088 O95461
Q15311 O43827
P02750 P0DO92
Q6ZVK8 P78334
Q8TDU5 P62955
Q9H4K1 O60232
Q7L9B9 Q8WW33
A6NM03 Q9BRT8
Q13509 Q8IZF7
Q5VZR4 O15273
Q5T6R2 Q8NB90
Q6UXH8 Q6WN34
Q9H1M3 P17174
Q16643 Q8NC54
Q09FC8 P17544
A8K5M9 Q15697
Q13363 P01891
Q5TGI0 Q9NZL4
Q96K75 P11802
F2Z3M2 P49842
Q53H80 O43390
Q9H6D8 Q96T17
Q9BTM9 O95677
P05534 Q63HM1
Q8WV44 Q8N9A8
Q9BR01 Q8WXA2
Q96SF2 P55769
Q8TCG5 P05026
Q6PJE2 Q96KC2
Q9BVA0 A6NG13
Q9NUD5 Q6ZRG5
Q96R30 Q8NGK4
O14503 P0CG31
P49356 Q969J5
Q96LY2 Q9BZ19
Q92670 Q13946
Q96FJ2 B5MCN3
Q8NBI6 Q9NZL4
Q9NSA2 Q9H6X4
Q8NGJ5 P0C629
P02675 Q07325
