Q96EZ8 Q9H1A7
A6NEH8 A6NF01
Q9NRD5 O60256
Q01459 Q6ZMM2
Q96IK0 Q8N300
O76081 Q8IYL2
P86479 Q9UHP7
Q99727 Q15056
Q6NVY1 P84090
Q9NU19 P34820
Q9BXF9 O60671
Q6ZQR2 Q8NAV2
Q8NGS2 Q96K17
Q6NX45 Q9NUS5
Q8IZP0 P54819
Q8TBZ3 O60542
Q8IYJ3 Q9P055
Q9P0S9 Q96FL9
Q14656 O43422
P05198 Q5GH73
P0DMU5 A4D2B8
A6NE82 Q6UX82
Q96SK2 P01160
P07360 O15243
Q5HYJ3 Q07011
Q96FE7 Q5T700
O95744 Q8NGF1
Q9ULW8 Q16651
Q9NPH3 Q8NC42
P05976 Q9Y6K1
Q9Y6K8 P46108
Q92914 P0DP72
Q9BRC7 Q53HI1
Q92917 Q8TED9
Q6P461 O95238
Q9H0K6 Q86V24
Q8WWZ8 Q9NUC0
Q70CQ3 Q99880
Q5FYB1 Q9BWW9
P61566 Q8NEZ5
Q8NEG4 Q9BW27
Q15691 Q32P51
Q8IU53 Q09013
Q8IUC8 Q00444
Q96BQ3 Q8NGG4
Q96CX6 P36969
P11802 Q9H0R3
Q29718 Q9Y573
Q9UJA2 P22888
Q6L8G4 Q8N3A8
Q5SGD2 Q10586
O94876 P15291
P0DN25 Q969G3
P35236 Q9Y5P4
A6NKW6 O75521
O43447 Q5VSD8
O75629 Q6P589
Q12952 Q15329
Q9BW04 Q8NGR3
Q02413 Q8WYQ4
Q9HBL7 Q96H35
A6NFX1 P36896
Q9UJW9 Q8NEZ2
Q9Y366 Q86VZ4
Q4QY38 Q6T423
Q6L8Q7 Q8TF27
Q9NQG5 Q6P1L6
Q494W8 Q8N108
Q3KQZ1 O43361
O14595 Q6UN15
Q8WVF2 Q7Z5L2
Q9Y2T4 P62304
Q9Y2Q3 Q01628
Q92935 Q9H8S9
P01780 Q9Y5X4
O75326 P14621
Q8NGZ5 P05091
O60356 Q969T9
P25685 O00767
Q6P3S6 Q92785
P0DN26 Q7L1Q6
P83369 Q8N4S7
D6RBQ6 Q9H875
P50502 O76061
Q9UKH3 B2RN74
A8MXE2 P42229
Q8IUQ0 Q9H2A2
P08100 Q16854
A4D250 Q02643
Q02543 Q9Y543
P63123 P86496
P22004 P78346
Q8N3Y3 Q8WVH0
Q8IXE1 Q8N434
Q6ZMJ2 Q3LHN1
O75121 P78540
Q14442 O95780
Q16527 Q6UWJ8
Q5I0X4 A8MWY0
P00568 Q9BQF6
Q8WXK1 P35575
Q8N2X6 P15880
P02794 Q7Z624
Q9UI10 Q8NBZ7
A6NCW7 Q7Z6I5
Q8TDU6 Q9UIW0
Q9UN30 Q9NVS2
Q9NP81 Q9UI95
P30039 Q9NUD5
P50222 Q96EY7
Q6ZMB0 Q9Y6F1
Q8N8E1 Q8NHH1
Q9P296 Q8N5C7
P60510 Q12962
Q9NYJ8 O94760
P04196 Q902F9
P42701 Q86TU6
P11473 Q9NX08
Q709F0 Q9UHQ9
A8MVZ5 O75251
Q14790 P59922
Q6UXB0 P15313
P05112 Q96D53
P20132 Q9HCU5
Q96M93 P09001
Q8IUM7 P16619
U3KPV4 Q96SB4
Q8N118 Q10471
Q8NFQ6 Q9H8M7
Q99808 Q96QH2
Q9HAP6 O43900
P58294 P07311
P17538 P36952
O75396 P21980
P31942 P21810
P55010 Q5VSG8
Q9Y6D9 Q8N7G0
O00755 P01893
P05814 P02812
P13521 Q9H479
Q8IXM7 P61619
P29762 A6NIZ1
Q13563 Q969Q4
Q86UE4 Q9GZR5
Q9Y3B2 Q15435
P04040 Q7L1V2
Q969S2 Q5M9Q1
P30305 Q9UKJ1
Q8N130 P21926
Q9H808 Q15526
Q6ZRP0 Q6DKI7
Q8N2U0 A6NE82
Q96DA0 Q5VW38
P63120 Q96EE4
Q96Q07 P48544
Q5I0X7 Q5VW32
P78411 P09132
Q12797 P0CAP2
Q86SG5 Q58FG1
Q5T1A1 P0DJ07
Q9Y534 P08218
Q14142 O43824
Q4V326 O95292
Q86TE4 Q9NZS9
Q8WXS4 P20674
Q13422 Q9NPC4
Q96RD3 Q9NRW7
Q6PI48 Q13394
P53004 Q8TE85
Q8NA61 Q96B42
Q8WTQ4 O94901
Q9NR19 Q6ZRC1
Q8N5S9 P51677
P05534 Q9BZV2
Q8N8G2 P00167
Q92696 Q8N0U2
P06734 P55103
P37173 P78413
P58294 Q2M218
P35462 P05060
Q5JR12 Q9BT23
Q9BZW8 Q5NDL2
Q9UJW2 P51449
Q86XG9 P48556
Q8TCI5 Q9Y680
O43505 O75192
Q96PT4 O14910
O60869 Q15650
O95411 Q15102
Q96GQ5 Q9BYS8
Q8WW62 Q8TDL5
Q8TDF5 O00155
P48449 Q5W0N0
Q9C029 P16562
Q00613 A8MU76
O14786 P84095
Q02383 Q8N7X2
Q7RTV2 P08253
Q6PEX7 Q9H987
P05231 P09874
Q86W25 Q8N5I9
Q9NYB9 Q15427
Q96A04 P06733
Q8NHC5 Q6DKI1
P26717 Q8NEP9
Q99884 Q8NFR7
O76083 P30307
Q6ZNC8 Q8N7G0
P32456 Q9P1D8
Q8IW35 Q13526
Q8NHP7 Q9BY76
Q8WUD4 Q96T53
A6NLC5 P45844
Q6UXH8 O43155
P04279 P0CG24
Q4VX62 Q92599
Q9NRX3 Q9ULZ1
P0CK97 Q6PIY7
Q9ULX9 Q08380
Q8IXJ6 Q99571
Q16602 Q5EBL4
Q5VT33 Q75V66
A6NFK2 Q9Y225
Q9Y662 P60022
Q6UWS5 Q687X5
A8MYB1 P49257
P0C645 Q96PG1
Q9ULW5 Q96M78
Q9H255 Q8TAT8
P0CJ76 Q96IK1
Q6UWS5 Q96RS6
A7E2S9 P01911
A6NEF3 Q9UDX5
P09488 Q8N819
P23258 Q9Y2Y8
P78358 Q2M238
Q99961 O75751
Q9H114 Q7Z3E2
Q8N2C9 P47883
Q9BST9 Q6ZR52
Q86YH2 Q8NCQ7
P53367 O95218
Q0VFX4 Q8IUC6
Q96JY6 Q9Y592
Q9UHR5 Q15057
P52434 P0DKB6
P60153 Q96NF6
Q96EB1 Q495W5
Q9NZR4 Q9H160
P0DMW3 Q9BWF2
C9JXX5 P55286
Q15013 Q0VAK6
P22223 O60844
Q8NH79 Q9NXJ0
Q5GH73 P05198
Q96K37 Q9UGP5
Q9BSY4 P11684
Q86YQ2 Q14CN4
A2VDF0 O96005
P63098 Q9Y5W9
Q96RU3 Q96RI1
Q9NT99 O14734
P24468 P47901
P08686 Q6KF10
Q9NYV6 P22694
Q8WV48 Q08050
O94844 A6NDD5
O75563 P50570
P42685 Q8N1F1
Q86WI0 P33764
P23246 Q96LR4
Q9BSD7 O95395
Q13185 P50876
O75298 Q6ZMG9
Q9H1Y0 Q96AY2
Q9BRQ8 Q8WU58
Q92629 P0DMR3
A6NLU0 O15382
O94892 P32969
Q9UQ03 P47712
Q96E40 Q9UI54
O95208 Q9NSY2
O95057 P17658
P59020 Q9BX68
Q6UXH9 Q9NPC4
P35858 Q6NTF9
Q96H79 Q9NPR2
P81277 Q86U28
Q2TB18 A1A4G5
Q02543 Q8WV48
Q9HAT0 Q8N8Y2
Q9UM11 Q96MU6
O60308 Q86UF1
Q9UJX2 A6NGB0
Q7L5A8 Q5TC04
Q643R3 O43827
O14764 Q96CW1
Q14103 P23527
Q8N0Y5 Q701N4
Q96D96 O00142
Q9NZB8 Q9Y6W5
Q6ZS86 Q86SK9
P57076 A6NHQ2
Q13889 Q9NRX5
P42785 A6NIM6
Q8NHP1 Q96CF2
P30512 P62906
P07288 Q92527
Q86UN6 Q7RTS3
Q86Z23 Q03154
Q4KMZ1 Q7LDG7
Q9H7C9 Q15366
Q9NYL9 Q96EH3
Q9UJ83 Q96EN9
Q6PF06 Q9NP70
P12272 Q53H96
Q8IZY5 P31947
Q9Y3F1 Q9Y463
Q92552 Q96PB1
P25116 Q5VV16
O15111 Q9NS23
Q99541 P31267
Q9NX78 Q9NS68
Q9BSA4 P55064
Q7L4P6 A0PJZ0
Q96PZ2 P21453
O00232 P31040
Q9UBQ5 Q6IQ49
P06733 Q92870
Q9Y606 Q8N831
O14907 Q9BWW8
Q9Y3B4 P01906
P0C7M6 P41271
Q9Y271 O14684
Q8NBF6 Q8TC71
Q15165 Q86WB0
Q5SRI9 P51815
Q3MIX3 P80297
P61086 Q8NCK3
Q96N96 P0DMV2
Q92546 P35236
P30626 Q96KB5
O14639 P61165
Q9H0A9 Q9BZQ4
Q8IUC2 Q96DU9
O75154 Q6IBS0
P82912 P49755
Q9Y3B8 Q9H4A6
Q6TCH7 Q9NTX9
Q7RTS9 Q02643
Q9BVT8 Q9Y282
O60239 P01766
Q3KNW5 Q13895
Q5RKV6 Q8IUF1
P04053 Q96MG2
Q8WUY1 P06746
Q9BX10 Q9H1E3
Q9BV10 P22570
Q5JXX7 P50225
Q14137 Q8TAT8
Q7L591 P09417
Q6UXU6 Q9ULM6
Q9BPY3 Q9NVV9
Q7Z4N8 Q9H875
Q5H9I0 Q15929
Q5H9M0 Q9UKL4
O75431 P12319
A8MUP6 Q8NGU4
Q96HJ5 Q9NPB8
O76075 O00244
Q9BT17 Q7RTU5
Q68D86 Q32MQ0
Q96QH2 Q99808
P53667 Q99440
Q68EA5 P31997
Q8WVR3 P23219
Q9H0N5 O95221
Q9HAW8 Q8N988
Q96HA9 Q9BXJ8
O94808 O14713
Q99469 Q6KB66
Q7Z4I7 Q9BSE4
A6NKN8 P16422
Q99880 Q70CQ3
Q8IUY3 Q96J87
Q9BTC8 Q86SG7
Q86UN3 Q92935
Q9BZF2 Q8WUJ0
Q00444 P12544
Q15560 Q8N6Q3
Q8NFU3 Q6UWW9
Q6J9G0 P12694
Q9NYB0 Q9BSE4
Q13748 Q9Y4X0
Q9H354 P30626
Q496A3 O43820
Q63HM1 P05534
Q99684 Q8TAE6
Q8IY51 P01137
Q9Y312 P27105
P57738 Q68DV7
P0DL12 P17861
Q4KMZ1 Q96S07
P40259 Q08945
Q8IW40 Q96D96
O95456 O75695
Q8NBF6 Q8NH80
Q9H4W6 Q9H2F3
P30483 Q9UHF3
P50548 O15528
A6NNX1 Q8NCE0
Q9UGC7 Q01844
Q9BQ75 Q9Y573
P20711 Q8N4G2
P30939 Q96B70
Q9HAP6 Q9GZS3
Q9NSK7 Q14781
Q16254 O75593
Q8N782 Q8N8Q1
P0DKX0 Q96I15
Q96DU9 Q6ZMM2
Q9NP71 Q9NSI2
Q96L46 Q8IWE4
Q9P2N6 Q5JX71
P0CG13 P30495
Q8WTQ7 Q96PC3
P08670 P0C7W0
Q9UP83 Q5JTD7
O15130 Q14D04
P59551 Q6ZQW0
P57775 Q8IYA7
P60568 Q8NGM9
Q7Z418 Q86TA1
P04637 Q9Y4J8
O75324 Q8TDM0
O60299 P20264
O75911 O94788
P32969 O94892
Q6PB30 P14625
O95297 P35610
Q99969 P55060
Q86W50 P62877
Q8N0U6 Q5VW32
Q9H1J7 Q9NPC4
P53805 Q6ZT89
P49368 P26599
Q6ZQW0 O75436
A0A1B0GV22 Q14157
Q86WR0 Q8NHA8
O43313 Q96E17
O00264 O94925
Q15546 Q8N726
Q13242 Q5TA77
P14060 Q04760
Q9UH99 P31249
Q6P050 Q9H633
Q09327 Q9HCE5
Q538Z0 O14843
Q86XR5 P22083
Q8IUC8 Q5VSD8
O95867 Q96FZ2
Q9NQ69 E9PRG8
Q86VU5 Q13547
Q6PH85 Q9Y3Q3
Q9H0M0 Q15560
P32314 Q13202
Q9UGI6 Q9UI30
Q9UBL0 Q6PK04
Q8WW62 Q8N841
Q96HC4 L0R8F8
Q8IZF7 P62952
Q8NDV2 O15123
Q96G61 Q14011
Q9BY84 A6NI47
P20338 Q4G148
Q8IW41 Q06587
P61081 O15444
Q9Y6H3 Q8N7G0
Q6ZSY5 Q5VVY1
Q5VZ72 Q96LR5
Q30KP9 Q8TC26
B3SHH9 P57057
P68371 P29373
Q9NZR1 Q9H8N7
Q8NFK1 Q8N8F7
Q99784 Q9H342
Q7Z7L9 O95619
Q66PJ3 Q92772
A6NMS3 O94905
P0DP01 Q9NRN5
Q96ES7 Q8WTV0
Q96S90 Q9UJ42
Q8TAE8 Q9UBK7
O15305 Q2I0M5
Q6UWT2 O00634
P34130 Q6ZSG2
Q9H114 Q9NRJ1
Q9H4E5 Q9NR81
Q96R45 A0PJX4
Q96PD7 P22748
P51861 Q8NG11
P63316 Q8IW52
Q5VSG8 P55010
Q8NH92 A6NF36
O43173 Q15434
Q86UU9 Q8TBC4
Q86UT5 O60814
Q9BXW4 Q9BQE5
P16188 P22415
A0A0C4DH31 Q9NP98
Q30KQ7 Q8N1L1
O75444 Q8N9B8
Q96EY4 P07550
Q7Z5H4 H3BNL1
Q9Y5J6 Q7M4L6
Q9Y2A0 Q4G0N7
K7EIQ3 Q7Z7J9
Q00978 Q96HV5
Q8N4T8 Q6VVB1
Q9HA38 Q8NGL1
O15354 Q8IZJ4
A6NIK2 Q14159
Q86YD5 P19526
Q9BYC5 P27482
Q9UI08 Q9BZE1
Q9HBI5 P49913
P33993 Q9BVI4
P84098 P32926
Q6ZVQ6 P59665
P34130 O43830
Q9ULC3 Q9UNQ0
Q16540 Q8NEJ0
Q3YBM2 Q8WW59
P53396 P40205
Q8NGL7 O75446
P05783 A6NF89
Q8IV77 P99999
Q8WZ82 P12956
A1A580 P20941
Q96EC8 D3W0D1
Q8TB52 O95990
Q6ZMJ4 Q70IA6
A6NHY6 Q96Q80
Q14586 Q8WU10
Q9NVD7 Q9Y4X4
Q6IS14 Q8N7H5
Q92499 O15428
Q9NS61 P20160
O60216 Q9NWB6
A6NI61 Q8N9W6
Q9Y3F4 Q5VZV4
Q9BWV3 Q96DA0
Q9HAK2 Q8TA94
Q9NQ03 Q9NPH0
P31150 Q86VW2
P0DMU4 P02771
Q1W209 P11166
Q8NG92 A6NMT0
Q9HAQ2 Q8IUQ4
P30419 O95619
Q7Z6I5 P01148
P49810 Q99972
P04229 Q969T4
Q9P0J6 P14866
Q96QA6 Q9UJQ7
P16104 P35998
P37268 Q6PI26
Q6ZST4 P04271
P45983 Q8NFR7
Q8IX18 Q13296
Q9Y3C8 P22674
Q96PT3 Q5T5M9
Q9UIF7 P0DMV0
Q04900 P58012
Q9BRX9 Q9Y2V0
A0A075B6K2 Q9H305
Q96DE5 G3V0H7
Q8NHS3 Q8N1P7
P37173 Q2T9L4
P0DMW5 P19099
Q53HC5 Q96C36
Q7Z5S9 Q9NS18
Q8N7S2 Q8IYR6
Q6NUN9 Q8N5K1
P36969 Q9H4M9
Q8IZY5 Q6TGC4
Q71RC9 Q9HCG8
Q9H496 Q6AW86
P30533 Q8NGS1
Q96CP7 O60383
Q02297 Q8WZ73
Q9NUJ1 Q96I13
Q16853 Q96BD8
Q9BUK6 Q8N228
Q16181 P78396
Q96NS5 Q6IEU7
A6NCE7 A6NGH8
Q9BX74 P16389
Q9HAB8 Q15583
O15234 P31995
Q96A05 Q99536
A6ND48 P04264
Q99418 Q13614
P56705 Q9NRI6
Q8NCE0 P49427
Q9UHY8 P15336
Q1W4C9 Q6DN03
P24588 Q9UHM6
O43924 Q9BQ67
P78386 P58170
Q13536 Q68D06
Q8TB96 Q02363
Q14964 H3BU77
Q96GV9 P49238
Q6UDR6 P0CG00
P30049 Q96J42
Q9BTE7 P08729
Q5HYR2 Q96GC6
O76014 Q9UBQ0
Q3LI77 Q9GZN8
Q8TAI7 Q8N109
Q99626 Q7Z7A3
Q14154 O15151
Q13451 Q7RTS1
Q8WY91 P08686
Q9H171 A8MXJ8
Q9H6W3 A6NM45
Q6NW29 A8MWX3
P51991 Q16850
Q9NP90 P30520
Q14137 A6NK44
Q969H4 Q9H777
Q4U2R8 P27348
Q9ULY5 P0DP08
Q6TCH7 Q8TE85
Q6P5Z2 P07498
Q15935 P46695
Q9Y5Q0 P45985
O94850 Q10589
Q92506 P09238
P31997 Q8IVU9
P63220 Q3BBV2
C9JFL3 Q15052
P36222 Q569K4
Q9HBG4 Q12926
Q13670 P01705
Q92551 Q8NDW4
Q9H0W7 C9JUS6
Q96SZ5 Q96TA2
Q95604 O14788
A0PJX4 O43493
Q9BYW3 Q06520
Q5T7N2 P25398
O14613 Q9UJQ1
O95747 O60232
Q9BXK5 Q9BT88
Q0D2K5 Q15849
Q9NUE0 P07988
Q5VXH4 Q9HBV2
H0Y7S4 Q6UY11
Q8IZW8 Q8N3F9
Q9H1J5 Q5TEC3
O15466 Q92737
O14791 Q9H4G4
O75131 Q6V9R5
Q9BT78 Q6ZS11
O43708 Q7Z5L7
P41161 Q9UIM3
Q9NVP2 Q8NHW4
Q96C24 Q9UK45
P31314 Q9Y5Z7
Q9UMX5 Q5TA50
Q8IYB4 O15354
O75711 Q9H6D3
P51164 Q8IY51
P59551 Q14CZ8
P08100 Q8N9W6
Q9P298 A6NNA5
O43196 F8VTS6
Q96RJ6 Q6PDA7
Q9GZL7 Q8N8K9
Q8IW35 Q05195
P57057 O14929
O43663 Q9NP97
Q96IK0 Q96FF7
Q8NBJ9 Q9NUH8
Q9NU19 Q9H0E2
Q5RI15 A6NL26
P49448 P63173
Q8NFT8 Q9BYZ8
Q8NFX7 Q5T5S1
O76003 Q08AG7
P26439 O43865
O94826 Q9Y3D7
Q8N9S9 Q86VE9
Q96GI7 P06312
Q9BZW2 Q9H9S5
P43119 A6NJI1
P06280 Q9NSI5
P61964 Q96MS3
P0C672 Q8IUC1
Q04759 Q8N5Z5
Q9Y2E6 Q6E0U4
A0JP26 Q9Y657
Q8NGH6 Q86XN8
Q6NSI1 P35241
P59025 P11597
P21796 P22760
Q6NXE6 P29084
P68133 Q96HJ9
P0C7V7 A1A4S6
Q5JNZ3 P24311
O15457 P0DML3
Q07960 P17026
Q96FV0 Q8N0U7
Q68DK7 Q96A44
Q9Y343 Q12824
Q8NH64 Q9XRX5
P59025 Q96D21
Q1W4C9 Q8NGC1
Q6ZN06 Q8N5L8
Q92851 P34995
A0A0B4J1V0 P03951
Q7Z6B0 Q6UWN5
Q8IYP2 Q7L5L3
O14730 Q03060
Q9Y5U4 Q9NUN5
Q969H8 P03979
Q8NA19 O60479
Q96M15 P53539
O43731 Q96MB7
P26715 Q66K80
Q9NUW8 Q6ZUU3
Q9NRQ2 Q30KQ1
Q401N2 Q9P1J3
O75594 Q5TA76
Q9NYW8 Q8WUZ0
Q14695 Q96JJ7
O94907 Q92890
P18031 Q8N6G1
P21281 Q86UX6
Q96PQ1 Q6VUC0
Q99747 P80294
Q9NSC7 B0FP48
P0CJ86 P13987
Q8WYN3 Q5UCC4
Q08ER8 P22087
P35638 Q8N4Q1
O75439 Q9Y6F9
P63146 Q8NFT6
P36957 Q53H96
O95478 Q15012
B1AK76 Q49AM1
Q5T1B1 Q8TBN0
H0UI37 Q3KQV9
Q9HBH9 O43543
P20718 Q96BR1
Q9Y265 Q9BRX9
P25116 Q8NCU1
P02763 Q9NRW4
Q1ED39 A6NIN4
Q86YB8 P45973
Q5JUW0 Q9UJU5
Q8TAI1 P46459
P04217 Q14761
Q9Y581 Q96GE6
O95398 Q6ZTI6
Q96TA1 O15218
Q9NPF8 Q8NHP6
O95567 Q86WV6
Q9Y2T3 Q8WVI0
Q16270 Q13268
Q9BUL8 P20774
Q9UQ07 P17812
A2RU37 Q9H2U2
Q08629 P28332
Q8N8R5 Q658L1
Q6GV28 Q9NRC9
A1L162 O43414
Q12824 P53803
O00743 P57103
O00716 Q9NRN9
Q8NHV1 P25189
P17081 Q6IQ49
Q9UD57 Q9BS86
Q9H239 Q8N7R0
P48065 Q8N5S3
O76027 P30460
A4D161 P57773
Q13422 Q6P4F1
Q8NGP8 Q6KCM7
P43361 Q9Y2W3
O15229 Q9H4H8
Q8WYN0 Q8N4F7
Q99645 Q5K4E3
O95741 Q86UQ8
Q96HJ9 P68133
Q9P0K8 P53365
O75600 Q06124
O75751 P17706
P35326 Q9BT76
Q9Y5N6 Q5MY95
Q9BZB8 Q8IXU6
P30501 P51858
Q5QP82 O15530
Q68BL8 O60828
Q9UK45 O75563
Q6NSX1 O95171
P35789 Q13547
Q08116 Q6ZPB5
Q96PD2 P34981
Q14773 Q9H8X2
Q96T51 O75449
Q96H72 Q8TCY0
P49675 Q4G0X4
Q49AN0 Q99593
Q8TAE8 Q96A59
Q49A26 Q9Y333
P43007 H0Y7S4
A8MUP2 Q9Y2R5
Q99678 Q5FVE4
Q8IUG1 Q32M88
Q6ZYL4 Q86SG5
P15848 Q8NAJ2
Q9BU40 A1E959
Q8NGH8 P00492
P0CG48 P11487
Q96PU5 A6NC62
Q9UKJ5 Q9NVU0
O75526 O75396
Q2M5E4 Q9NT22
P21815 O15143
Q5T752 P22749
P78367 O00238
O75764 Q9BRP1
Q8NGB4 A6ND48
A6NHL2 Q13509
Q9UBK5 Q9BPW8
Q8N9V6 O75419
O95292 Q4V326
P10646 Q08345
Q8NGE1 Q9BYJ4
Q15434 Q8N1V8
Q6P1M0 A6PVL3
Q9BXL5 Q9GZK6
Q9P2G9 Q8NEV9
Q8IW70 Q96FJ2
Q9H1J1 P01766
Q6PL45 Q96HZ7
P0C7T3 O94876
Q8NEN0 Q63ZY6
P62913 O75467
Q9NRD1 O14775
Q8WU17 Q9BY32
A0A075B6S5 Q8NGA4
O95644 P60331
Q9UNG2 Q9P255
O00476 P0DP04
Q5MJ07 P51689
Q6N063 O15254
Q8NGL0 P06734
Q495Y8 P15812
Q99935 Q309B1
Q8IUZ0 Q86XT4
Q99633 Q8N1N4
P22626 P35325
Q6ZS82 Q96C19
O76076 Q13228
P31689 Q86V85
Q6NUT2 Q9BSW2
O00168 P0DMW3
Q8TDF6 Q96QI5
Q9UKK6 Q969M3
Q6U736 P16989
Q9HCQ7 Q49SQ1
Q9H7Z7 Q15025
Q9BYR9 Q9NZJ9
Q8NGH9 A7MCY6
Q08AF8 A0A0C4DH43
Q9NS68 Q99679
Q9H313 P59646
Q6EEV4 Q13636
Q93083 Q96SI1
P01189 P60866
Q6ZR85 A6NJ64
Q9NVM4 Q9H6B9
Q01453 Q9HAW0
Q86WV5 Q99442
Q15025 Q9H7Z7
P36639 Q9NQZ2
P51508 O15342
Q9HD64 Q9NS61
Q7Z3G6 Q969N4
P19012 O75915
A4D1S0 Q9BS18
Q8TD86 P32321
A6NJI1 Q8WZA6
P31941 Q9BYX7
P30411 Q86VZ4
P13598 Q9NV88
Q53QZ3 P52435
P30872 Q8N815
P02787 Q9Y5U2
P05121 Q9NR64
P0C7I6 Q701N4
Q5VWP2 Q6NVV0
Q8N4K4 P35218
P10828 Q86XR5
P43357 Q8N129
Q9NP91 Q8N7P7
P56180 Q8IYX0
Q9UKN8 Q75L30
Q96KN9 O43251
Q96M78 Q9ULW5
Q96NT5 O14843
O95406 Q5VZB9
P53350 Q16851
Q9H305 A0A075B6K2
Q9NRX1 Q49AM1
Q9H898 A8MWL7
Q8IXS8 Q9NXW2
Q96GE5 O60565
A8MWP4 Q8NGC6
P15531 A6NJV1
P58505 Q8TDU6
Q8NCC3 Q16836
P51659 O00115
Q8IZC4 Q13324
P30487 Q8IW92
P0C7N8 Q8NA58
P20962 Q9NY56
Q9HCY8 P60174
Q92805 Q07820
A6NKF7 P23415
P36956 Q9HD64
Q13572 Q6UWN8
Q16775 Q9UHD0
Q92541 Q9BRP8
Q9NYZ2 P25800
Q8N8H1 Q969I6
P09341 Q9NX55
A0A0B4J1V2 O15381
Q29983 Q9HCL3
Q86T26 P49674
Q9NYW0 P51665
Q9BXA6 O14925
P20941 O43761
P50238 Q8NFZ0
Q8N392 P07954
Q9NVX2 O15503
Q8N565 Q9H069
O95780 Q9UK12
Q8TBY0 Q9UNK0
Q9UKM7 P0C7M8
Q9NRQ5 Q9Y471
P02728 Q9BYT3
P0C8F1 Q5T280
Q9Y5I1 Q5T6J7
Q9H1J7 Q8IVN3
P34741 Q9UGI8
Q8N3J5 Q5VTE6
P01909 Q76EJ3
Q9BYQ9 A2RUH7
Q96PU4 Q5H913
P51800 A6ND91
Q13422 Q9H871
Q6ZSC3 Q15084
Q9Y6A5 Q7Z5L4
Q6PF04 Q8N0V4
O60583 Q3ZCU0
O43719 Q96LB8
Q9H2I8 Q6ZN32
Q14814 P17812
O00591 P02750
Q8TB96 Q15813
Q7Z340 P50613
Q14627 Q7RTX9
O14925 O00462
P00918 A6NCW3
Q8TDX6 Q9UHU1
Q8IUF1 Q5RKV6
Q8NAV1 Q16663
Q5XKR4 O60239
Q9H6Q4 Q5MJ10
Q02535 O95696
Q96H72 P42892
Q9Y4K0 Q9H489
P25490 Q9NRQ2
P58340 Q9Y266
Q9UP38 Q6L8H1
Q5JS13 Q14032
O14894 Q9UBQ6
Q9H3E2 Q9H765
Q9H560 O95863
Q9NR33 Q8N431
P57721 P53350
Q1T7F1 P04424
P08861 Q6ZV70
Q15828 Q13064
P16520 Q6IBS0
Q9Y421 O00175
Q8WXA3 P31358
Q8NGC3 P01033
Q8NGQ6 Q15935
P03971 Q969N4
Q6UX27 Q8N695
Q9NSA2 Q9UGV2
Q96KX1 Q6UXI7
A4D1E9 P0C623
O75503 Q5D1E8
O43678 Q6T311
Q96QD5 Q8TC94
P60953 Q9H9Y4
Q5JRV8 A6NEQ0
Q96FE5 Q9Y4C5
Q8WXT5 Q8WV22
Q99990 Q15637
Q9H814 Q9BYQ6
Q9Y4P8 Q86XR5
Q9BSE4 Q8N162
Q6UX40 P23409
Q8IZ20 P20853
Q9H0C1 Q9NY27
Q6UWP2 Q96B49
Q9BQI7 P0C6A0
O43927 A6NKW6
Q9BZL3 P17600
Q08AG7 P25490
Q07687 P01344
Q7RTP0 Q92989
Q15849 Q6NSW7
Q7Z2H8 Q99877
B1AL88 A0PK05
Q9H974 O14770
Q8IUR7 P20941
A0A087WTH1 Q8N257
Q96FJ2 Q15782
P55042 Q86UE8
Q9HB29 P35637
O00155 Q92686
P45452 Q5T319
Q9NP08 Q9BY32
P47897 P60985
P40205 Q8WUM9
A6NC42 Q9Y2L1
C9JBD0 Q96PH6
Q15418 Q8N3J5
P31213 Q0D2K2
Q86U37 Q2NL67
Q9HB07 Q8TDX5
P01817 Q494R0
Q9Y4K0 P62841
Q3Y452 Q86YG4
P63244 Q13618
Q3KP22 Q8WWX9
Q9H825 Q8IZU3
Q96B49 Q8N8J6
Q5T1S8 Q8N5Z5
Q6P3S6 Q8IY95
Q13614 Q504U0
Q8NHB7 Q8N8Q9
Q96AB3 Q8TDX7
P50461 Q9NWC5
P0DKL9 P39086
Q6VB84 Q9HD45
A6NDN3 Q6UXR4
Q9ULX7 A5YM69
Q15276 P01912
P23528 Q5VUJ5
Q96NB2 P61278
Q9H3L0 P0DP42
P43355 O76013
O15533 P15085
Q9UPW0 Q8N8V4
C9JVW0 O60256
O95445 Q9H892
A6NKU9 A6NC97
Q13976 O60894
Q86XQ3 Q9GZK6
Q9Y586 Q99643
Q8IVP5 Q96A65
Q6P047 Q8NG85
P10153 Q8IZN3
P01699 Q15743
Q6UWN0 Q3LI70
Q9HCQ5 Q9NUQ7
A4D250 P58317
P50552 Q96CX6
P30049 Q15070
P52434 P0C0S5
P16109 Q8N9G6
P22459 Q5VYY1
P35462 P11473
P63218 Q9NXL2
Q0VG06 O15551
Q8N130 Q86X83
Q9ULC5 Q9UNW8
Q86X45 Q5SSJ5
Q6UX72 P16219
Q9BSY4 Q92544
A6NDG6 Q96CD0
O15431 Q96LK0
Q5TD94 Q14011
Q96MC9 B2RXF0
Q15006 Q8WW33
Q7Z5W3 P80098
Q9NWB6 Q9NYF5
P51854 Q9Y3Q8
Q8NA42 P37268
P20700 Q6ZSV7
Q8NG06 Q495W5
P48645 Q9HCQ7
A6NF89 A6NJ64
Q9Y2V2 Q9H993
P01583 Q5T5X7
