P62258 Q9UKT5
P06239 P43405
P84103 Q15366
Q9NSC5 Q6NYC8
Q68D86 P55040
Q6A162 P48146
Q2WGJ6 P60409
P10415 P22736
Q86WT6 Q6PHW0
Q96I27 P60409
Q8NEU8 Q9UL26
Q9UDV6 Q9H5I1
Q9UBU9 Q86V81
Q96NC0 Q9UBB9
Q6ZUJ4 Q8WYH8
Q86YD7 O76015
A1L4K1 Q9P0T4
P15336 P18847
Q494R4 Q01850
P03950 P35609
P50750 P08238
Q9Y297 Q00987
P06899 P04908
O95848 Q8TBB1
Q13064 Q15637
Q8N9W6 P48146
Q9UBT7 Q8NA61
Q96NG3 Q13064
Q9BQ04 Q3SY00
Q13077 Q6BCY4
Q15691 P25791
Q13077 P49639
P12004 Q9H211
Q15041 Q9ULP0
Q93062 Q96SI9
Q01844 Q92993
Q53G59 Q8N205
Q9NQL9 P26371
P26641 Q658K8
Q9NWS9 P10073
P29372 P04156
P43355 P31947
Q9C026 Q9Y2T2
Q96GF1 Q8NBI2
O95684 P50552
Q9H0R8 Q8IZE3
P04637 P25208
P18031 P62993
Q5VWX1 Q8NEC5
P10636 P63104
Q02930 Q3LI70
P60409 Q13895
P09936 Q9NYB0
P60520 O75323
Q8NHQ1 P50402
Q15025 Q9Y5B8
O15155 Q16623
P81274 P63096
P0DPB3 P55036
P61968 Q8N9N5
Q8IW45 O43765
Q96CS2 O60341
P37173 P02750
P49639 Q5T749
O00410 Q9BXW4
Q92844 Q14164
O94929 Q9UKT9
Q7Z6K5 P14373
P60411 Q9BWG6
P43364 Q15560
Q8N895 P25788
Q9UPY5 P16070
Q8N4T4 Q13137
P04637 Q9UBF1
Q8TAB7 P60410
P23760 P20265
P60370 P50222
P03372 Q16881
P54727 Q92681
Q8NHJ6 P29350
O43741 P11217
Q06481 P14921
Q8IWZ5 O75716
Q5T124 Q12933
Q9Y250 Q99633
O75382 Q15562
Q9Y6C2 Q5H9J7
Q96FJ2 Q9NSC5
O43597 Q9BYQ4
Q9Y680 O43765
Q13232 Q6ICB0
Q14257 P60520
Q13547 Q96D98
Q9NQT5 Q92841
Q13094 P51116
P40692 Q969T7
Q9UIS9 Q9Y6X2
Q8TAP6 Q9NP86
Q9GZM8 Q3ZCT1
P00540 Q9NSC5
O60248 Q96LI6
P43115 Q7Z3S9
O95544 Q8TBB1
O00560 P05162
P08582 O60760
Q15038 Q8WV99
P00540 O95273
Q8TBB1 Q9BWD1
P16298 P14316
Q9UMX0 P23284
Q9Y3X0 Q9BSI4
Q9Y237 Q8ND90
P15884 P61968
O60880 Q9BZW8
P26371 Q14584
P14373 Q8IWZ5
Q08881 Q13094
Q9NRQ5 O60238
Q14494 O15525
P10721 O14508
Q86WV6 P09913
Q9H788 Q8N1B4
Q8NEB9 Q96F24
Q99961 Q5T9C2
Q12933 P22415
P10398 P31947
Q15843 P62081
O15553 Q9ULZ3
Q9Y333 Q9UK45
Q96GE4 Q8IZU0
Q7Z2X4 Q7Z3S9
Q9H2G9 O43167
P28482 P14921
Q969R5 Q8WUB8
Q86VR2 Q9H0R8
Q13490 P55210
Q8N983 P51116
Q03135 Q16881
Q12815 Q6A162
Q96IX9 Q15323
O95751 Q96BZ8
P35711 Q96A09
Q96GG9 Q9HCM9
O43566 Q9BSI4
Q9UDV6 Q86YD7
Q08117 O14503
P43364 Q15007
Q8WZ19 Q16543
P35813 O15169
Q9P2K3 P43360
O95352 P29692
O75558 Q8WWY3
P14373 O43602
P14770 O43597
P50542 O75381
Q15528 Q6P2C8
Q3SYF9 Q16633
P61956 Q8N2W9
P61964 Q9Y2D8
Q6ZVK8 P49366
Q7Z3S9 Q6ZMK1
P49639 O14817
Q9UIS9 Q92769
P01009 P43307
P31150 P62820
Q8NFW5 Q8N1N4
O95429 Q99816
Q8N6L0 Q9Y287
O14880 P24863
Q96HA8 Q9BX70
O95817 Q9UJY1
P05787 Q15323
Q13177 P62993
Q9BQ89 P36406
P62805 P35609
P49736 Q9Y294
Q14565 P25788
Q04864 P47224
O00635 O00560
Q6NT76 Q96EZ8
P62805 P49736
Q04864 Q9NRZ5
Q9BUZ4 Q15323
O75360 A5D8V6
P98179 P38159
Q7RTN6 Q15831
Q9UL45 Q6QNY0
P14373 Q13418
P78345 P16333
P78362 Q16629
P49901 Q9BYQ0
Q9UBY9 P15884
Q9NS91 Q13416
Q6L8H2 O76003
Q8TD46 P41217
P43360 O43439
Q96MF7 P40222
Q969U7 Q7Z3S9
Q68D85 O14931
O14669 P46937
Q15109 P02766
Q92997 P78337
Q63ZY3 P25800
Q08AM6 P86480
P13994 Q96NJ6
O00560 Q9NTM9
Q96LA8 P17096
Q9UKT9 Q5JVF3
Q9BYV2 Q86V42
Q9NYB9 P54646
P20226 Q15573
Q15365 P26599
O00255 Q04206
Q9C0F1 Q9P2A4
P43628 P30484
Q8NDB6 P21673
Q96A73 Q9NUX5
Q9NZC9 P15927
Q9NYB9 Q9UL45
Q9UIM3 Q8WVL7
Q99873 P62805
Q08AF8 Q8N4P3
P00395 Q9Y2R0
Q8N895 Q13363
P0DI81 Q8IUR0
P13688 Q8TDQ0
Q6NX49 Q9GZM8
Q9UMS0 Q6RW13
Q15040 Q7Z3S9
Q86Z20 P49910
Q9NQB0 P12956
Q9UDY6 Q5W5X9
Q9BYR5 Q7Z3S9
Q15323 P68106
Q9UID6 Q96T60
P78560 P42575
Q9NX04 Q2KHM9
Q2KHM9 Q9NX04
O75832 Q9NWT6
Q6NYC8 Q8N6L0
Q96MC5 Q99081
Q7L273 O00560
O15062 O43602
O75031 Q08E93
P29317 P52803
O95166 Q9H1Y0
Q13422 Q7L5A3
P26045 P31946
P01100 P17275
Q8IWZ5 O00233
Q16658 P63104
O75593 Q9Y6H3
P47928 P16333
Q02241 P62330
Q9BS40 Q969J2
P60410 Q5HYJ3
Q9Y6D9 Q99576
P36406 O95863
Q93062 Q9BVV2
Q8TBB1 Q9Y316
Q96T60 O43829
P25800 Q9Y3Q8
P05549 P06748
P26678 Q92838
P01583 P50222
O43508 Q9NP84
Q93062 Q9H496
P31942 P09651
Q9BYQ3 Q5TA81
Q12778 P31749
Q9NPJ6 O95954
P04792 Q12874
Q7Z6G3 Q8N6Y0
Q9NRW3 Q15415
Q15109 O43889
P25788 P25786
P15884 P25800
P02750 P17813
P16220 Q6SA08
O76064 Q96IT1
Q8WYH8 Q9NQC1
Q93062 Q6DKI2
P49356 P49354
Q9Y225 P21589
Q9NVD7 Q13418
Q12846 O95183
Q16695 O60341
Q01105 P20226
Q68D86 P17024
P62136 P12830
Q15466 O15379
Q53HC0 Q14192
Q8NE01 Q13643
P49910 O43865
P68036 Q6ZMZ0
Q9Y2X8 O15344
P32969 O43829
Q9Y6K9 Q15025
P30989 P30990
P11177 P08559
Q13137 Q7Z434
P53667 Q13153
Q6PKX4 Q8N6F8
O43609 P60411
Q9UGY1 P54274
Q08117 Q15014
Q6PF05 O15320
Q93062 P60329
Q9UPY8 Q9Y448
P62942 P36897
P36406 O00214
P25800 Q9H257
O94955 O14503
Q8ND90 Q96IZ5
Q96HA8 Q8NA82
P60412 Q13554
Q9UMX0 P13521
Q9UIS9 Q13547
P13805 Q9UBU8
P30533 Q99523
P54920 Q12846
Q12982 Q969F0
P18848 Q86UD0
Q96JM7 Q13895
P53778 Q8IUQ4
Q07021 O00198
O43597 P22681
Q8N2R0 P25788
P49841 Q6J9G0
Q15041 P34897
Q6XQN6 Q96HH9
O75360 Q6P2D0
P61073 O60603
P25791 Q9H2G9
Q7Z3S9 Q8WUK0
Q9BYG5 P60953
Q9NRG1 Q7L775
Q16623 Q16617
P06493 Q99640
P32242 O43597
Q8IZU0 P55081
Q7Z3S9 Q7Z4I7
Q9HAT8 Q9NWZ3
Q8IW93 P61586
Q15428 Q9UQB8
Q08AF8 O14653
Q9Y4L5 Q969T4
Q9Y5B8 Q9UBF9
O95295 Q96L14
O60238 P17152
Q13671 Q13137
Q15415 P49761
Q8NA61 Q6P597
Q93062 Q9UHH9
Q96HA8 Q5T752
O15116 P62312
Q5T124 O94955
Q9H0F6 Q9BYM8
P04196 Q96PM5
P49761 Q9BSI4
Q5HYJ3 P60411
Q9BYV2 O96015
P16949 P46527
O43699 Q14192
Q9GZT8 Q9BVJ7
Q96C00 O60573
Q9UJ70 Q99081
P15408 P05412
O60880 P20963
Q8N2Z9 A8MT69
O00463 Q9Y4K3
Q99496 P51668
Q9BYG5 Q8TAP6
O14503 P18545
A8MQ03 P60410
P17987 O43439
Q9BYR5 Q9UBX3
Q04206 P67775
Q7L591 Q13077
Q99750 Q8WWR8
P09874 P63165
P01282 Q12884
P06239 P29350
Q15843 Q8WXE9
Q93062 P05813
Q8IZU0 Q9Y2Q3
Q5TCM9 A8MQ03
Q96CS2 Q9Y3C0
Q14990 P50222
Q9UKT9 Q08117
Q9Y4K3 P61088
Q15427 P57075
P13807 Q13155
P43353 P60409
Q9UMX0 Q9NP55
P10415 P04637
Q86X95 Q07955
Q9NV29 Q9BSE2
Q9ULZ3 Q96P20
Q9UGC6 Q6L8H1
O75771 Q9BVG8
Q13838 Q86V81
Q9NR28 Q15041
P98179 Q86VE0
Q8NAV1 Q96SB4
Q7L5N1 Q9BX70
Q8WV44 Q14584
Q96FQ7 Q7Z3S9
P08238 Q15185
Q9C086 P60410
P06753 Q03933
Q15041 Q05329
P46060 P63279
Q96CS2 O95751
Q9H6Z9 Q9NYB9
A5PLN9 O43617
Q9Y3Y2 Q13838
O00623 P40855
Q04864 P25791
P25800 Q8IYX7
P14921 Q9BQA9
Q99593 P52952
Q13422 Q9HC52
Q9BZL3 P27449
Q5XKE5 Q7Z3Y7
Q06455 Q8NA61
Q9Y4R8 Q9NWS0
P52565 P63000
P56279 Q13137
Q7L4P6 Q8TAU3
P19525 Q9NUL3
O95273 Q9P2Z0
Q53EZ4 Q2TAK8
O95751 Q7L190
Q9H7C9 Q9H8Y8
Q96MM6 O76011
O43741 P60370
Q13155 P04637
Q15024 Q92551
Q9Y2X8 Q9UJV3
Q969R5 Q08117
O75934 Q13155
O43913 Q9UBD5
O43639 Q9P2A4
Q9UJX0 Q96EY1
Q16665 P49407
P0DMM9 Q9GZT8
A8MQ03 Q5TCM9
P35609 O43827
Q96HA8 P02489
P17482 P26371
Q15173 P30153
P07948 Q9HCN6
O75665 Q9GZQ8
O75461 Q14188
Q9HCP0 Q8TAP6
O43741 Q08117
Q12933 Q8N2X6
Q6P1W5 Q8N9W6
P30041 P54274
Q9BUZ4 Q13084
Q6A162 Q9BVV2
Q8N2I9 Q96RU8
P57060 Q8N8K9
Q12788 Q9Y5X4
P26371 Q5T754
O43765 Q8WUU8
Q06124 O75496
Q9C026 Q9UI08
Q8N205 Q9Y287
O75530 Q9NY59
Q8WXF7 Q9UBP0
Q9UL15 P14373
Q15323 Q8TD31
Q13422 Q8IYX8
Q96PV4 Q8TBB1
Q9UMX0 P61165
Q96EK5 P47804
Q9Y2B0 Q8WY64
Q66K80 Q16637
P37198 Q9NYB9
P11802 P24385
Q53EZ4 Q86YD7
O95995 Q9NYW8
Q8IZU0 Q7Z614
O15156 Q96HL8
Q9NUL5 Q9BYQ4
P23511 Q9Y383
Q9Y679 P35372
P08727 O15160
Q99961 Q9H788
P15408 P17535
P63165 P15336
O76064 Q9Y6D9
Q8IWZ5 Q5TA81
Q07866 Q96M63
P60520 Q8TC07
Q92567 Q15637
Q8WYA6 P50222
O95429 P34931
P56589 P40855
Q9Y3C5 P51668
Q96GY0 Q14847
Q9UGJ1 Q8IVS8
P84090 A8MQ03
Q86WV6 Q9UHD2
Q9UKJ5 Q8NA61
Q7Z3S9 Q96PM5
Q9UBB9 Q8NDB6
Q99571 Q7Z3S9
P55081 Q7RTU3
Q08117 P26196
Q8WUD4 Q9BZJ0
Q08117 Q8IYR0
Q8TAU3 P60370
Q6RW13 P60520
P32189 P22736
Q92956 Q12933
O95671 Q8ND90
Q96BZ8 Q15323
P27694 Q96LW4
P48443 P10826
Q96Q40 Q16543
Q9UL25 Q9UKG1
P15531 O00746
Q9Y228 Q9Y3A3
Q04864 P48065
P35711 P25800
P54274 Q15691
P21912 Q9H1K1
Q8NBP7 P07355
Q13094 P62993
Q13882 P23246
Q96FQ7 P36406
Q8IXL7 Q08379
Q9NXC2 P43360
Q96FW1 P62837
Q6PEW1 P63165
P35557 P16118
P31749 P49841
Q5T3J3 P45973
P62195 P19447
P63208 Q7L273
O75971 P35638
P60328 P32242
Q13043 Q06830
Q99614 Q9H4P4
P16333 Q9H222
Q9H444 Q9UQN3
Q6PID6 P56279
P10636 Q9UNE7
P60900 Q96K19
Q8N9Q2 Q9H190
Q14526 Q13363
P84022 Q9H2G9
O75469 P08238
Q8IUC2 Q15038
O43586 Q9Y2R2
Q04323 Q9HCM9
P54852 P26715
P16435 O00264
P17813 P01137
O14910 Q9NZW5
Q0VD86 P05549
Q00987 Q00688
Q9BRK4 Q9NWS9
Q9GZL7 Q14137
Q8N511 O75477
Q01844 Q13077
O60671 Q99638
Q13643 P57682
Q8WWW0 P62834
Q9BRK4 Q8NEA9
P60412 P49639
Q8NHY2 Q7L5N1
P49747 P32242
Q3KNV8 Q9HC52
Q9Y2F9 Q96N21
Q7L2K0 P60411
Q6XQN6 Q93062
Q9Y4P1 Q9H492
Q8N474 O60353
Q01850 Q9H788
Q14974 Q16637
Q8ND90 Q9UMX0
Q03989 O95429
A1L4K1 P31146
Q8IUQ4 Q92692
P53004 Q8TBB1
P27986 Q15661
Q7Z5A9 P53611
Q9UKG1 P20339
Q9H0A8 Q8N668
O95166 Q8NI08
P50281 P16035
Q9H0R8 P60411
Q9UBB9 P55040
Q15637 O76071
Q96ES7 Q14525
P60410 Q8WTR7
P39019 P11309
Q12933 Q2KHT4
Q13829 P25786
Q5TKA1 P10244
O95721 Q9BV40
Q86SE9 Q99496
P50591 Q13618
Q06330 Q13573
Q14D33 Q96EA4
O43557 Q6UX06
Q9BYR5 Q9UHI7
Q14318 Q9GZT9
O43502 O75771
Q9Y6K9 P05787
O75323 P60520
P50542 Q8WTR4
Q9BYQ0 Q7Z417
P41226 P05161
Q9BQ61 P09012
Q13643 Q9UMQ3
P85037 P14316
Q969E8 P62854
Q86SX3 P35638
Q6A162 P35908
P26371 Q5TA78
Q12800 Q96LZ3
P08670 P63104
Q06609 P11245
P04637 O14641
Q8TEW6 Q9BSQ5
P49841 P37840
Q96DZ9 P25791
O75553 Q3B8N2
Q9BZW7 Q07002
Q15796 P61586
P45973 P84243
Q9BRK4 P52292
P43364 Q13330
Q9H257 P56279
P54253 Q93062
Q8TF74 O00401
P0CG48 P06493
Q8NDH3 Q12800
P60411 P09923
O75385 Q9H0R8
P26371 P60370
Q15797 P49841
O75943 Q9UM11
Q8N5M1 Q9Y608
P26045 Q04828
P48454 P49418
Q04941 Q9BSE2
Q9BYV2 Q9P2K3
Q14011 Q8TBB1
Q96T60 O43524
Q15633 P19525
Q9BXL8 O43463
Q6L8G9 Q02930
Q96MH2 P54274
Q6NXS1 P62140
Q14241 Q9BYV2
Q16623 Q9Y6X1
Q9BYQ4 O15162
Q9H9H4 Q96HL8
Q8NEC5 Q9BYQ4
P36404 O43924
Q15323 Q99816
Q9HD26 Q2TAK8
Q9NPQ8 Q9UI14
Q9NW38 Q8IUH3
P62993 O43516
Q8TBZ8 Q13137
P51151 Q8IWE5
P13010 Q9H4A6
Q96GX9 Q8TBB1
Q9BW66 Q9NX04
Q53T94 P27797
P59990 P50222
Q08117 P14136
Q96RJ6 P15884
P21964 Q15323
O95429 Q99615
Q9H257 P25800
Q9NYB0 Q8IYL3
P63208 Q96IG2
Q5T700 Q96F15
P04637 Q96GM8
P55081 P51116
O00622 Q9UHD9
Q5T4F4 Q9P0L0
P25788 Q9NRJ3
P09769 P09917
Q92567 A5D8V6
Q9P2K6 Q9UMX0
Q9BYQ2 P60370
P06400 P62993
Q9H307 Q15287
Q96MH2 Q13526
Q9UKB1 Q15653
P49257 O15260
Q6NYC8 Q9NSC5
O43889 Q92685
Q7Z4I7 Q7Z3S9
Q8TBB1 Q96Q83
Q9UBK9 Q8IUQ4
P60370 O60573
Q86UW9 Q6P597
Q15717 O00560
P59991 Q6PEX3
Q93062 Q6ZVT0
P29353 P03372
Q8NC69 Q0D2H9
P45973 Q9UIS9
Q15637 Q13064
P49901 P60409
Q08117 Q13077
Q96B02 Q9NX47
Q12884 P01282
P14618 P27361
P60409 Q9NQS3
Q9BPX1 P35638
O75360 P49639
Q9BYR7 Q02930
Q8N205 Q9NRQ5
Q6IPU0 P61764
P15884 Q96BZ8
Q9GZM8 Q9ULM2
P54284 P56545
Q12834 Q9UI95
O15151 Q13064
Q99750 Q96C28
O75558 Q8TBK6
Q06141 Q99750
Q15637 Q6PEX3
Q8TAB5 Q96M63
Q7Z5W3 Q6ZN57
Q9P121 Q7Z3B1
Q9Y4H4 P63096
Q96FJ2 O96015
O15049 Q9H4P4
O15294 Q9H1M0
Q5TA78 Q6ZNA4
Q6NT76 P55081
Q8TBB1 Q8N987
P84103 Q15287
O60861 Q16543
Q9GZM8 P35226
Q6UY14 Q96T75
P17544 P18847
P20248 Q96PU4
P08727 Q9H5Z6
P26371 Q9GZM5
Q9NPG2 Q8IYA8
O14964 A9UHW6
P26371 Q5TA81
Q8N443 Q15323
P01282 P32241
Q53T94 Q01105
Q9NZ43 Q9P2W9
Q13111 Q71DI3
P60410 Q9H2X0
O75558 Q86X02
P62820 P31150
Q8NA61 Q96NC0
P15884 Q96NT3
Q969G3 P50222
Q9Y5L2 Q9ULW2
Q99836 P51617
O00560 Q3LXA3
Q9H1Y0 O95786
Q96CS2 Q9BQD3
Q99871 P18848
Q9BRK4 Q9HC98
P84243 Q9Y6K1
Q96HA8 O75553
P49407 Q14749
Q8N205 O95858
O75593 P84022
Q14498 Q96MA6
Q9UKD2 Q9NYB0
Q9H165 P25800
Q9BYV2 P19013
Q9UI14 Q13596
Q6A162 Q9H963
O95257 Q8IYX8
P62995 P38159
Q9BYR0 Q8NEC5
Q7Z3S9 Q5T7P3
Q9NRS4 Q8N6L0
O95231 P78358
Q12933 Q9BSW7
Q96LK0 Q8N205
Q9BQ66 Q5TA78
P14373 Q9Y2B5
P54257 Q96IX9
Q86UY5 P14373
O75553 Q6P1W5
P09228 Q7Z3S9
Q6Y1H2 P51572
Q8WYN0 Q8IVW4
P15559 Q9UK53
Q9BYV2 Q7L775
Q9UMX0 Q9H0X6
Q86YD7 Q53EZ4
Q9NPJ6 P40222
Q0VDD7 Q8IZU0
Q9BQ66 Q5TA81
O95273 P55042
Q8TBB1 Q96CG3
Q96HH9 Q9UJ71
O75360 Q8TB03
P05412 Q8N1L9
P42768 Q06187
Q8N1N4 Q8NFW5
P41208 Q01831
P14618 P10398
P49711 Q01860
Q6PIY7 Q93062
Q9BRP4 P62195
Q8NDC4 Q99081
Q9C005 Q8WWB3
Q3B820 Q99750
P60410 O76003
P31751 P49841
Q9BT49 Q13077
P60520 Q13501
O43586 Q96GM5
Q96LM6 Q15645
P57060 Q6A162
Q13422 Q96Q83
Q8IUQ4 P41182
P63165 Q96MM3
Q9UJX0 P15884
Q6A162 P62195
Q8TAD8 P55081
Q9H1K1 P21912
Q8NHQ1 O00506
P15884 O43639
P49757 Q00987
Q8IW40 Q7Z5L2
Q8NI38 Q92966
O95831 Q9Y3Q8
Q9BXS5 Q9Y2D8
P15884 Q8NDC4
Q9NXC2 Q6A162
Q9UPY8 Q15691
Q96DX5 P12277
Q7Z3B4 P37198
P55854 Q9HC62
P09923 Q7Z3S9
Q96BR9 P32969
O15266 P35711
O15427 Q8IZU0
Q04864 Q16181
P27449 Q92838
P18848 Q0D2H9
Q8IX15 Q08117
Q8N6L0 Q9Y3D6
P22001 Q07812
Q08379 Q6NSX1
Q13490 Q9NP84
P50461 P35609
Q9H1X1 Q9NP66
O14733 O75293
P62993 Q13163
P18848 Q9BWC9
Q96LT7 P49770
P54253 P23528
Q969V4 Q8TD31
Q9P2A4 P62993
Q8NEA9 Q6PI26
Q9HCM9 Q9Y2X8
Q92624 Q8N2H3
O43765 O14836
Q5W5X9 Q9Y2D8
O43186 O94817
P35610 P54274
Q9BYQ0 P25490
P12814 P63172
Q8N6L0 Q6NYC8
Q70UQ0 Q9UBB9
Q13155 Q9UBB9
O43543 P50222
Q8N9N5 Q86YD7
Q9Y2X8 Q9BWX1
P11216 Q8IUQ4
O95704 Q9UN19
Q9NYB0 Q9UKD2
P60409 P32242
Q9Y333 Q9H9D4
Q5W150 Q13077
Q969G3 Q9Y2J4
Q8TAU3 Q9GZM8
Q9NUY8 P60411
Q9P2Y5 Q07812
P61981 P04637
P15884 P49901
Q96BS2 Q9NP66
P46937 Q96G27
Q9H0N5 P43364
O43602 P50221
P63261 Q96HA8
Q08117 Q96JC9
Q96T60 Q9UID6
Q99750 P24278
P62829 P50222
Q96CS2 Q8TD10
Q07817 P99999
Q8IUE0 Q15742
Q6IPU0 Q8N6Y0
P53041 Q92731
P26367 O15347
Q5XG85 Q99750
P13807 P49841
O95747 Q8NC24
P51959 Q6NT76
O43741 Q9BYQ4
Q9Y6J9 Q16594
Q8WVZ9 Q9BXW4
Q9Y6D9 Q96CS2
P63000 Q9NPB6
Q17RF5 Q99750
Q15437 O43365
Q9BSQ5 Q96N03
Q9UBT7 Q9C029
Q8WX92 O75525
Q9NPJ8 Q96MT8
P0CG21 Q99932
Q7Z3S9 Q15973
Q9BT92 Q9Y5B8
Q9Y2X8 Q9BV68
Q9HCM9 Q5I0X7
O95990 Q12933
O00264 P22830
Q8IYF3 Q9H596
P51116 Q9NU19
P25101 P05305
Q8IUH5 Q9NP61
Q8N5M1 Q9BRK4
Q96MN9 Q6A162
P05112 P24394
Q969Q1 Q96RP9
O75832 P43686
P50552 Q9UQB8
Q9NWS0 Q8IXW5
Q9UJV3 Q9Y2X8
Q08752 Q12905
P26371 Q5T5A8
P60370 Q9BRU9
Q00613 P49137
P46695 Q04206
Q96QF0 O95716
P14373 O75604
Q8N684 P49760
P62995 Q96MU7
P40855 O00623
Q9NP66 Q9NRD5
Q93062 O00241
Q15645 Q15013
P49674 Q16625
Q96IW7 Q99942
P50222 Q9BYQ6
P62805 Q9Y294
P78386 P32242
P10276 Q96EB6
Q5T5B0 P49639
Q8IX15 O95365
P53680 Q6PD74
P56279 Q8N3L3
Q86XK3 O75150
Q15831 P08238
Q9BQ66 Q6L8G9
P14373 O60573
P54619 P54646
Q8TAD8 P60371
Q9BSI4 P52565
P23246 P26599
O75558 Q8N9N8
Q9P0T4 Q6NT76
Q96MX6 Q9H6T3
Q8WXD5 Q9H840
Q13554 Q93062
P60410 Q5TA82
Q8IXX5 O14879
Q12800 Q8TBK6
Q53G59 Q7Z7H8
Q07002 Q9BRK4
Q9BT92 Q15742
Q92556 P84095
Q8TAU3 Q9H079
Q0VD86 Q9BSK4
Q9BXF9 Q3LI64
P67936 O75365
O95363 Q7Z3S9
O95872 Q03431
Q15040 P14373
Q8N661 Q9BXK5
Q8N9E0 Q9NVV9
Q15637 P26368
O43609 Q96MH2
P08238 O00170
Q8WUD1 Q8IWE2
Q96A26 P45880
Q92624 O14901
Q13064 P07992
Q99933 P36406
Q12948 P40424
P15173 Q70UQ0
Q3LI64 Q9BXF9
A8MTZ0 Q96RK4
O43502 Q6NVH7
O76003 Q8IWZ5
P59991 P60410
P25800 Q8NA61
P05198 P19525
Q04864 Q8TCE9
P49366 P27361
Q6ZUJ4 Q9Y605
Q96B67 P07550
Q9H788 O95751
Q676U5 Q9BXS4
P50222 Q9Y4K3
Q6A162 Q6ZVT0
Q9Y223 Q15323
Q15645 P53672
Q96HA8 Q15323
P25791 Q14919
Q9Y333 P62310
P25800 O60711
P37235 Q7Z3S9
P31269 Q15654
Q8N8B7 Q8N4Y2
Q14790 Q92851
P11309 Q9Y2K1
Q15323 P78385
O15234 P61326
Q96SQ5 Q6A162
P60370 Q9P2Z0
Q9NVV2 Q12800
Q8N9W6 Q66K41
Q6P2H3 P54274
Q9BYQ4 Q9BYR5
P17947 P23769
Q9HCM9 Q96GG9
Q5TA79 O76081
Q9BYQ4 P60411
Q9Y6J9 Q9HBM6
P82979 O00148
Q9GZM8 Q8TAU3
P43246 P09429
Q5TA79 P60410
P28482 P51812
Q15323 Q9BQ89
O14818 Q19T08
Q99836 Q9UGK3
Q9NZL4 P54652
Q9GZV5 Q969T9
Q15014 Q9H165
Q86UD4 P60370
P25490 Q9BYQ0
Q15910 O75530
Q96IF1 P31947
Q9H6L2 Q6A162
Q53FD0 Q13077
O75426 Q8WVJ2
Q92882 O43281
Q15025 Q8N4P3
Q13277 Q9H115
P04155 Q6UX41
Q66K41 P61978
Q9UNE7 O95817
Q9Y383 Q13247
Q13137 Q9UHD2
Q9Y6E0 Q9BUL8
O43463 Q6TGC4
Q8N1K5 P62993
Q9H147 Q8IX15
A1L4K1 Q8NEF3
Q9GZQ8 O95352
Q9NZG7 Q9BXK5
Q86UV6 Q92530
P24941 Q96PU4
Q8IY31 Q05D60
P60409 P43220
Q15038 Q96A09
P20963 O60880
Q16543 Q8N987
Q16385 Q9UBF1
Q9H875 Q8NHQ1
Q8IVP5 Q96E29
Q9NRY6 O75716
P31269 O14744
Q96G27 Q9NZC7
Q9UHD9 P25311
Q9ULC4 O43583
Q9NPC6 P12814
P01112 O00329
P08908 P11362
Q13489 O43353
P07948 P16671
P54253 O43809
Q7L775 Q9NRG1
P52306 Q9NS73
Q8NDC4 Q9Y2W2
Q12800 O00560
P25786 Q9UJV3
O15160 Q9UBB9
Q8N511 Q12846
O95363 Q9BYR6
Q96RJ6 O43765
Q8TCP9 Q14498
O43298 Q15014
P60410 P59991
O76011 P01350
Q8IZU0 Q9NXC2
Q13547 Q9UKG1
Q53EZ4 O60941
P78560 Q7L273
Q9UL46 Q06323
Q9Y3B7 Q8N1B4
Q13362 P30154
Q70IA8 Q15025
Q9NQL9 Q04864
P60709 P23528
Q16186 P0CG48
O60784 O75674
Q8N8G2 Q99594
Q13868 Q9NQT5
P63104 P10398
P41182 Q9H2G9
Q9UGI0 P53582
P35908 Q15323
Q96GN5 Q13895
Q13895 Q969V4
Q9BV68 P61077
A8MV65 Q3LI70
Q9Y2J4 Q16649
Q9HB75 Q99750
O14627 O43741
Q969R5 O95995
Q96Q77 Q9UHV2
Q64LD2 Q6A162
P25800 Q9H165
Q96IX9 Q8N6Y0
Q15323 P17024
Q9NX04 Q86UD0
P23284 Q9UMX0
Q06609 Q96B01
P30484 P43628
Q15233 Q13526
Q08493 P30626
Q9BV19 Q7L775
Q9UHX1 Q15365
P27918 O76036
P06732 Q96DX5
Q13188 Q9H0R8
P49281 P00403
P60409 Q5T5B0
P62875 Q9NVV9
Q9NRD5 Q7L775
Q9UMX0 Q9UHQ9
O95639 P50222
O43809 P60660
Q6A162 P57075
P29466 Q08AM6
Q96FJ0 Q8IWV1
P18031 P42229
O60341 Q9NS23
Q8WUD1 Q08379
P68363 Q13509
Q9HC52 O00257
Q9NVA2 Q99719
P61978 P12931
O95954 Q9NPJ6
Q9C0F1 O76064
P32242 P60411
P49638 Q8N9I5
P02511 P07315
Q9NYB0 Q13069
Q8NHQ1 Q9NR11
P15884 P47224
Q99081 P42773
Q14451 Q8TAK6
O60573 Q8IX15
P43360 P61513
Q6RW13 P43378
P11309 Q8N7W2
Q8NI38 O95678
Q17RB8 Q13137
P63104 P0C0S8
Q15583 Q13363
Q6ZMM2 Q7Z3S9
O15371 Q04864
Q7RTU3 Q99750
P54725 Q96BR9
Q05519 Q14498
Q04864 P25800
O95751 P55081
Q5T5A8 Q9UGC6
P61970 Q5T751
O14503 Q9GZZ1
Q9NYB0 P06454
Q9NX04 Q8TD17
Q99757 O43829
Q8TBC4 P61081
Q96QD8 Q99942
