P06730 Q9NRA8
Q9UJX2 Q13895
Q13547 Q96N64
P55085 Q92905
Q16548 O43521
P25786 P26371
O76081 Q2WGJ6
Q13394 Q8IUQ4
Q9BYG5 Q9H4E5
Q96PM5 Q9C0C4
Q9BZL3 Q96G97
P47224 Q9H0U4
Q8TC07 Q9H0R8
Q8N6Y0 O15155
P25445 P48023
Q86XD5 Q9BSI4
P24278 Q96PN8
Q9NYB0 P61964
Q9Y4K3 Q9NYA1
Q8WU90 Q9Y295
P55036 P54725
Q9NZ43 P14373
P17480 Q01105
Q68D86 P17024
Q15831 Q13451
Q9UL42 Q6ZVT0
Q13137 Q8WWY3
O14836 Q99836
O15541 Q13435
P15884 P56279
O76003 Q13077
O75886 Q13094
P49638 P26371
P31946 P27348
Q14145 P45381
Q969U6 Q15323
Q9Y295 Q9Y2D8
Q8TAP4 Q8N9N5
Q9ULP0 Q15041
O43559 O43597
Q7Z398 Q04864
Q9NYB9 Q9NQY0
Q5TA78 P60409
Q9BZL3 P21145
Q502X0 Q9H8Y8
P23396 Q00987
Q8WXD5 Q9H840
Q8WTP8 P60410
Q13188 P0C1Z6
O43186 Q08117
Q8IXM6 Q96BA8
P49901 P60410
Q96T49 P62140
Q9Y295 P38432
Q13422 Q9NUL5
Q9HAF1 Q9H8W4
Q8TAP4 Q86VP1
Q01844 Q12933
Q6NX45 Q9BUH8
Q6NYC1 P50750
P07947 Q96BR9
Q9BZD4 O14777
P43686 P62195
Q96KP6 Q15025
Q9UMX0 O14764
P63165 Q12800
O75822 Q8N5M1
O43809 Q8N684
Q07955 Q9UBU9
O00401 O00560
O14733 O15519
Q9NX65 P17028
Q6RW13 O00330
Q8IZU0 Q96LR5
P31947 P98177
O60504 O00401
Q9NRG1 P00492
Q9NQ94 O95810
P24863 O43186
P31946 P62258
P60370 P0C7H8
Q9BYQ2 Q5T7P3
Q13643 P48380
Q29960 P43628
P11309 Q8N7W2
Q6A162 P35908
Q14457 Q07820
O75886 Q969R5
Q9UKT9 Q8N6N6
O14633 Q5TA78
O15350 P46937
Q8WUF5 P62136
Q71F23 P37198
Q3LI66 P48146
Q6A162 Q96KP6
P14373 P06730
Q9NQG6 Q9UMX0
Q08426 O43805
Q14642 P08567
O95295 Q9UBB9
Q9H8Y8 P30048
Q5T754 Q5TA81
P63167 Q63ZY3
O76015 Q5XKE5
Q6P444 P13196
P55211 Q13490
Q6L8G9 Q5TA77
Q71UM5 Q00987
Q9H8W4 Q99584
Q13526 P37198
O95257 Q9H0I2
Q8WWX9 Q96EQ0
Q9NYB9 Q13131
Q13077 Q13011
P09234 Q9BRX9
P17275 P17544
Q96CS2 P43360
Q12846 Q13277
Q9GZV8 Q06455
P53567 P49715
Q9BYQ0 Q8NE01
Q9HD26 Q14849
Q9UM19 Q86UW9
Q8N3I7 Q3SYG4
Q9UMX0 P45877
O43815 Q9Y3A3
Q8IX06 Q8IVS8
P31947 P51946
Q8N8X9 Q96MF2
P55081 Q8N7W2
P23297 P26447
P19793 Q71SY5
Q6ZSB9 Q96BR9
Q9BSE2 Q9Y6X1
Q9UI95 Q7L273
Q96S82 P07992
Q8NBZ0 Q13131
O43353 Q13114
Q9H5Z6 P08727
O43586 Q9UQ90
Q16186 Q9Y5K5
P50222 Q8N7F7
Q6IQ16 O15131
P43362 Q9UKG1
P26371 O43597
Q8N5A5 Q13155
P31948 Q96AP0
P60411 Q6RVD6
Q969G3 Q7Z3S9
P49639 Q9BYS1
P61978 Q15415
P39687 Q66K89
O43586 Q8WWY3
Q9Y5B8 Q8N0S2
Q9NPI6 P26651
Q07812 Q7Z419
Q96RJ6 O15481
O43586 O00560
Q96GT9 Q8NEA9
Q9UKT9 Q9NQT4
Q6A162 P63000
Q3LI66 Q06250
Q13077 Q14D33
Q9HD26 O43805
Q9Y5L2 Q9ULW2
Q9NWS9 Q9BRK4
Q969T4 O15344
Q9UQM7 Q13557
Q9NVL8 P14373
P13073 O00560
Q9GZM8 Q1A5X7
O00161 O75558
Q16539 P31749
O75716 Q6PEX3
Q9UBY9 Q8N0S2
Q6P1W5 Q13895
P51572 Q9Y3D6
P61978 Q96MU7
P05408 Q9UMX0
Q16795 P78537
Q8ND90 Q9H7E9
Q68D86 Q9BVV2
Q8NAX2 Q03989
Q9C026 Q969V5
Q15365 P98179
Q14CS0 P55072
Q96EY4 P60409
Q7Z6G3 Q494R4
P12931 Q92569
Q9H257 Q9BYV2
P62312 O15116
O76003 P26371
Q96QF0 P41227
P15884 Q8WWR8
Q92567 Q93062
Q13077 P36406
Q13043 Q9GZQ8
O00560 Q96GX9
Q96BA8 Q9BVK8
Q12962 Q8WTS6
Q9NUX5 P30838
O14879 Q92905
Q8N6D2 P61088
P04792 P49137
Q96EQ0 P05121
P55081 Q8IYX8
O43439 Q99750
Q9Y2T1 Q15583
Q96BR9 Q8TAU3
Q96GX9 Q8TBB1
Q9BQD3 Q8WYH8
Q96QF0 P61006
P12004 P39748
Q6NYC1 Q8NAV1
Q9BYQ3 Q86XF7
Q8IYA8 Q9UJX2
Q99750 Q7Z2X4
P56545 P09067
Q9UHP6 Q04864
P41182 O15156
P29466 P09038
Q5TAQ9 Q93062
O15379 Q15466
Q5JST6 O14579
P63165 Q96MM3
Q9C0F1 Q96HT8
Q99836 O00206
P60411 Q9BYR5
Q93062 P60329
Q9BTY2 P50222
P08631 O43516
P16333 O15117
P16333 P43699
Q9H8W4 Q9UBY9
Q8TBB5 Q8TAP6
Q495A1 Q9NQS3
Q99836 Q9UGK3
Q9BVV2 Q04864
Q92567 Q8TF42
P0CV98 Q9C005
Q9H190 Q96CG3
P32121 Q08499
P10599 P42574
O00471 Q68D86
P29460 Q9NPF7
P11802 P42771
P43490 P03886
Q9BZS1 Q92993
Q15109 P62993
P30520 Q8NB12
Q96BR9 Q5T7P8
P14598 Q8IZP0
Q00994 Q9Y6C2
P19012 Q96CS2
Q6PF15 Q92624
P50222 Q2M2Z5
P14136 Q9UBU9
Q9BT92 Q15742
Q14533 P19012
Q08379 Q13526
P62191 P55036
P43353 Q15323
P60370 Q0D2H9
P60409 Q12901
Q3B820 Q59EK9
P26678 Q92838
P04049 P30304
P50221 Q12982
Q15654 Q5JVL4
Q9NVV9 Q9UBU8
Q9P0W2 Q68D86
Q9HB19 Q8TC57
P43220 P60410
P23763 Q12846
P36406 Q9BTL3
Q86UA1 Q9H0E2
Q96CG3 Q8TBB1
Q9BXN2 Q12983
Q9UBV7 P53611
Q9H4Y5 P05549
Q9Y2J4 P35900
P62312 Q9Y4Y9
Q8IYA8 Q6DKK2
O15379 O43823
Q9UNE7 Q86WG3
Q99081 P17542
Q92567 Q8WU79
Q9NPJ6 O14777
Q8TD10 Q96IZ5
Q06830 P54274
P63244 O75530
O75575 Q99081
P45984 Q5JST6
P10606 Q13077
Q96B97 P06729
Q92786 P56545
P49407 O43298
O75558 P15884
Q15797 Q9HAU4
Q9BYQ3 Q5T752
P45983 P16104
Q9BYV2 Q9BXJ5
Q96NC0 Q9Y2D8
Q13105 P43358
Q76N32 Q13363
Q8N9N5 P52758
Q13131 Q93062
Q6L8H2 Q8NEC5
P55212 Q96HA8
Q8IZU0 Q969Z0
Q96HC4 Q02363
P62330 P21283
Q9NYP9 Q9GZM8
Q01959 O15354
Q9BS34 O95273
P50222 P68400
O43463 P60409
P53673 O75558
O95967 O75360
P26371 Q7Z3C6
Q96CA5 Q13490
O60828 Q15691
Q8TAC1 P09105
P53611 P57081
P08727 P14136
Q6A162 Q9BUZ4
Q86XK3 Q6NT76
Q8IX19 P07306
Q71RC2 O14503
Q9Y3Q8 Q9UJX2
Q9GZP9 P60409
Q9NUQ2 Q9UMX0
O00571 Q7Z434
Q8N490 P27361
Q13541 Q9UKV8
O00471 P00973
Q8IUH5 Q96DA2
Q8TBB1 Q15415
Q8N668 P25963
Q14847 P25788
Q6A162 Q86YP4
Q9GZV8 O60573
Q9NZ52 P0CG47
O95863 P36406
Q15025 P24278
Q8N8F7 P21145
Q13188 Q99259
O14662 Q12846
P14373 Q14657
O15553 O43586
P28482 P14921
Q6NUJ2 P60410
O43889 P14672
P06454 O60356
Q68D86 Q96PV4
Q969J2 Q9HCM9
P60410 Q9NQS3
P52630 Q00978
Q7Z3S9 Q8IW45
Q07627 Q9NWS9
Q9NPG2 Q08AM6
P04271 P06703
Q8N9N5 Q93062
Q9HCE7 O14757
O43639 O43597
Q8NEU8 Q9UPY8
O00155 Q9UJ14
Q3LI64 Q9BXF9
O43765 Q9BT88
Q9H444 Q9NZZ3
O43765 Q6ISS4
Q96LA8 Q9HAQ2
Q9P0T4 Q07627
Q8N612 Q6RW13
P06239 Q9NP31
O95273 Q9P0T4
Q01081 Q86X95
Q96FQ7 P36406
P62995 Q08170
Q9H3R5 Q7Z3B4
O14832 P43364
P11309 O43524
P59991 P60410
O95363 Q6A162
P55884 O00303
Q9BW66 Q8WXE1
Q2WGJ6 Q6A162
Q6NT76 O95363
P14373 Q7Z3S9
Q5T752 Q9BYR5
Q9HCG8 Q9Y421
P04049 P30086
Q15797 O15194
Q9BYQ6 Q96MT4
Q9H0R8 Q9Y3P9
Q96PN8 Q04864
O95273 Q8NE01
P49639 B2RUY7
Q8WW24 O75478
P48378 Q92949
P61019 Q96FJ0
Q9Y5W9 Q9UI14
P62993 P06400
P25788 P60900
Q7Z3S9 P02008
O43741 Q96BA8
P53041 P03372
Q96D59 Q969F0
P48059 Q15404
Q96NC0 Q96MA6
Q9BY71 P16333
Q01105 P63000
Q86Z20 P62258
Q9UHD9 O00622
P68363 Q6RW13
P78362 P26368
P25791 Q96DZ9
O75553 Q96MN9
Q8N5A5 Q9H2G9
P37198 Q494R4
Q96EZ8 Q13422
Q9BVL2 O14770
Q5TA78 P59991
Q92844 Q9UHD2
Q7Z3Y7 P05787
Q96BR9 Q9NWQ4
O95990 A1L4K1
P49407 Q14749
Q13131 Q9HAT0
P48146 P25788
P63244 P63167
Q13077 Q53TS8
O14733 P45983
Q92681 P54727
Q96NC0 Q8NA61
Q9Y5J3 Q15038
Q9BWG6 Q8N0S2
O43516 P16333
P62877 Q13309
P26441 P26992
Q99259 Q96DZ9
Q9Y2U5 P31947
P10398 Q9UNS2
Q6NT76 Q6ZN18
Q9NWS6 Q9BPY3
Q6NYC8 Q13137
Q13895 Q96GA3
Q08117 A1L4K1
Q9NPJ8 Q04864
Q9Y3Q8 Q14145
Q6A162 Q92993
Q9BZW7 Q9P2K3
A5D8V6 Q15038
Q13137 Q9BXY8
Q9BRI3 O43889
Q3B820 Q8NA72
P07315 P02489
Q9NUL5 P60410
Q9Y4K3 Q8WWZ3
P40199 P13688
Q15323 Q17RB8
P43365 Q8N3C7
Q9UGI0 Q9UK58
Q9NWQ8 P06241
Q15323 Q9NYB9
Q8N6R1 Q8N6L0
O95777 P62310
Q5TA82 O15162
Q96FV9 Q9BYV2
P02686 Q9GZU7
P25791 Q6NUQ1
P63104 P10636
Q14192 Q63ZY3
Q92993 P04637
O43597 Q9BYQ2
Q9BVV2 Q6NT76
Q9BVT8 O94905
Q9H672 Q6NT76
P05412 Q16520
Q9UJ72 Q96F86
Q8NHQ1 Q86V42
O75558 Q06455
Q92917 P51817
P04637 O60341
Q5VWG9 P84243
P49458 P35609
Q9Y2K6 O43597
O75386 P60409
A8MYZ6 P41235
Q53EZ4 P14678
P35249 Q9H4P4
P60409 P60411
Q9Y3Y2 P84090
Q99750 Q9BVV2
Q13137 O00560
Q9UNE7 O95816
P61981 O14757
P78344 P20042
Q9UIV1 Q9ULM6
Q5SXH7 P62993
Q04323 Q9UMX0
Q8NHY2 Q7L5N1
P07766 P43405
Q9UJX2 P38432
P62263 Q9Y3D8
Q6ICB0 Q13232
P60411 Q9UGL9
Q08379 Q9Y3C0
O00165 Q9ULQ1
Q99750 Q96EN9
Q6P1W5 Q86UW9
Q12933 Q86SE9
P31151 Q96S59
Q96AP0 Q14195
Q9ULM2 Q8NHQ1
Q9UL45 Q13503
P10636 P31749
Q9UNE7 Q99933
Q6PF05 Q9NZD8
P15884 O60573
Q6A162 Q16385
Q7Z3Y9 P78386
Q04864 Q8IZ13
Q8NI22 P49257
O43704 Q06520
Q8IZP0 O14512
Q96QH2 Q86WV1
O14662 O75379
Q9BW66 Q08379
P25929 P10082
Q9NRD5 Q96MH2
P46663 P01042
Q99750 Q7Z794
O14530 Q99689
O60504 P13631
O43609 P60410
O60238 Q12983
Q5T5A8 Q15323
Q9BYV2 Q96CS2
Q6NYC8 P62136
P38919 Q9Y5S9
P22234 Q6ZVK8
P63279 Q9H444
Q9BYR9 Q08E93
Q99873 Q9Y3Y2
P18510 Q9NYB0
P0DJD3 P49761
P12757 Q08117
Q14457 P10415
Q9NP31 Q9Y575
Q13829 Q13618
O00257 P63104
P35222 P49789
Q96HT8 Q2TAY7
O43805 Q9P0N9
Q9H444 O43633
P30154 Q15172
P60409 Q7L2K0
Q99708 P61968
Q86UW9 Q92567
Q9HCU9 Q13547
O15525 O14867
Q15415 P98179
Q5SWA1 P62136
Q5VSL9 P62714
Q01850 Q9H788
Q9NYB0 Q14135
Q14134 P49841
Q99750 Q8N715
Q96DZ9 Q05329
Q9UBB9 O95295
Q53HV7 Q08AM6
Q8N6L0 Q9P0N8
O43242 P60896
P60411 Q96I27
Q92734 Q9Y5V3
Q9UHP6 Q86XT4
P00915 Q12800
Q9HC52 Q86SE9
Q9UGC6 P62906
Q96K21 O75351
Q9UJ78 P63165
Q9Y237 Q8ND90
P32302 P61073
Q9Y3Y2 Q16637
Q92734 O15162
Q8WWB5 Q04864
Q8TBB1 Q7Z3S9
Q5HYN5 Q9BU76
P60370 P15976
Q8WWY3 O95967
Q9H8S9 Q13043
Q15046 P08865
Q13133 P48443
Q96NC0 Q8N1B4
Q96EQ0 O75830
Q08AF8 Q8NC69
Q8WXH5 O43559
Q8NEC5 P02652
Q96HC4 Q15942
A5D8V6 O60504
Q6NT76 P08579
Q53TS8 Q13285
Q9P209 Q9Y237
P10398 Q3ZCQ8
P41743 Q04917
Q86YD7 Q6A162
Q17RB8 O75558
P05783 O14964
O76070 P54274
P0CG48 Q16186
Q5XG85 Q99750
P0C7H8 Q8WUK0
O43924 P36405
Q8IXL6 Q96MK3
Q6UX06 Q5T700
P14868 P62993
O00401 P60953
Q96LR5 Q96EQ8
Q9BYQ4 O43741
Q9Y4P9 Q6A162
P54252 P0CG48
Q04864 P24863
P19338 Q9UQ80
Q6ZS27 Q12933
Q08426 Q13077
O75807 Q13522
P60409 P78368
Q6A162 Q14584
Q8N726 Q13330
Q9NVP2 P54198
Q9H477 Q96AP0
Q8IZU0 P31947
Q13077 Q9BT49
Q7Z3S9 Q8TC90
P35900 Q6KB66
Q04206 Q15653
P40306 O43186
Q13480 P51451
Q9UBR4 P84022
Q9NQZ6 Q96C55
P52292 P37198
Q9NPB6 Q92569
Q8IXK0 Q9H0I2
P19012 Q86XR8
Q92993 O43829
Q9H0X6 Q9UMX0
P52294 Q9GZX7
Q01094 Q92466
O76083 Q49AN0
Q92567 O75553
P06753 Q8N0S2
Q9H0E2 Q15038
P13196 Q6P444
P62068 Q8TBZ3
Q9BYQ4 Q9H2X0
Q92692 Q8IUQ4
Q6NUQ1 Q9NX04
Q99719 Q9NVA2
Q9C004 Q8IUH5
Q6L8G9 Q5T7P2
Q13137 Q92567
Q16548 Q8IZU0
Q8IYX8 Q13422
Q96PU4 P24385
Q7Z6G3 O43482
P38432 Q9Y3D8
Q9BV90 Q8TBB1
P60660 O43809
Q7Z3S9 Q6NUJ2
Q99572 A8MQ03
O95231 P78358
P43360 Q9NXC2
O75604 Q86XT4
Q96IX9 Q08379
P11802 P24385
P55040 Q7L273
Q9Y4K3 P51668
Q9UKT9 Q5T7W7
P23528 P63104
O60888 Q8WUP2
Q9NYB0 Q14019
P41586 P18509
O76003 Q9BUY5
Q99757 P63010
Q9UBU8 Q8N7W2
Q9Y5Y2 P60409
Q15642 P48023
Q86W54 Q9BYR5
Q9BYR5 Q6UY14
Q9H7E9 Q9BRK4
O95678 Q9BYV2
Q86YT6 O95166
Q15131 P08238
Q8TBB1 Q7Z6G3
Q99853 Q7Z3S9
P43115 P15884
Q5T5A8 P60370
Q13573 P26368
Q6P1W5 O43251
Q9P0L0 Q8WXG1
O76011 Q9Y5Y7
Q9BXK5 Q9Y342
Q9BYQ4 P29972
Q8N9N5 O15427
Q8WWM9 Q8WTU0
Q9H5Z6 Q6PI77
P60409 O75506
P14373 Q9BQ89
O95429 P54652
P60410 Q9Y223
Q03393 Q8TBB1
Q96CS2 A1L190
P10073 Q96IT1
P19012 P53365
P35609 P00540
Q03692 Q16656
Q9NZN9 Q9BSI4
Q3LI72 Q08AM6
P53582 Q9UGI0
Q7Z4N8 P43356
O60936 P04637
P17152 Q12983
Q9H257 Q9BWG6
P08670 Q13835
P79522 P38159
P28222 Q99750
O60662 Q96PM5
Q9H0U4 P47224
P60520 Q8WXU2
P62195 P43686
Q9UI36 P61328
Q9NZD8 P02489
Q8IUE0 Q15742
Q13546 P19438
P02749 P01130
Q9NUL5 Q9BQ66
Q9BW62 Q13895
Q14155 P60953
Q9UI14 P37840
O15525 Q14494
Q99496 P35226
Q53G59 O00560
P35638 Q9BSW2
Q9UL45 P09493
Q96A26 P45880
Q04206 P15884
Q7Z3S9 Q9H5Z6
Q5VWX1 P0DMM9
Q86V81 Q9UBU9
Q9GZT8 Q9BSW7
Q8WV99 Q15038
Q13363 Q15583
Q68D86 P31947
Q14011 P38159
O60341 P04637
Q9H5I1 P16333
Q9NWN3 Q6A162
Q16611 P10415
P15336 Q15532
O75360 A5D8V6
P51861 O75800
Q96GD4 P06748
Q13064 Q96AH0
Q14155 P41227
Q8TBB1 Q719H9
Q9Y2K6 Q969F0
O43524 Q13485
P10082 P49146
P02795 Q15139
P04792 Q96G03
Q5T752 O14633
Q7Z3S9 Q9BQ24
P48775 Q9H8S9
Q9UI14 Q9BQ24
Q3SY00 Q8NHQ1
P60411 Q96HR3
Q15973 O95273
O60487 Q6UWV2
Q9NPJ6 Q8WYA6
O43298 Q8WTP8
O75410 O95619
Q04917 Q7KZI7
Q00403 P20226
P02511 P07315
P15173 Q8N7B6
P43686 O75832
Q14145 Q6P1L5
O14613 Q9Y5B8
P26196 Q96BR9
Q8NBZ0 Q9UJX2
Q96HD9 Q8TBB1
Q8WWY3 Q8NHQ1
Q9NYG5 Q9BYR8
P41235 O43688
P62993 O43561
Q02930 Q6L8G9
Q12904 Q13155
Q9C0F1 Q8TAU3
Q9H2G9 Q14192
Q15742 Q6DKK2
P49736 P49450
Q5T5B0 Q7Z3S9
P00540 P14373
Q8WTX7 Q96GY0
Q8N0S2 Q8NA54
O14503 P10606
P35908 O76015
Q53T94 P50222
P60409 O14656
Q9Y4L5 O15151
Q9NPD3 Q06265
Q96EV8 Q7Z4N8
Q3SYG4 Q8N3I7
P46527 P11309
Q8TCT9 Q9BUN8
Q0P5N6 Q08379
Q9ULM2 Q8WV44
O14796 P10275
Q13227 Q86VW0
Q8WUD1 Q8NEG0
Q9NQL9 A8MQ03
Q13137 Q96D03
Q99836 P51617
P61326 P38919
P61081 Q13616
Q13526 Q9HC98
A7MD48 Q05519
Q96GY3 Q8IYF3
Q14525 P04264
O00329 P01112
Q96DZ9 Q9NZD2
O00459 P62993
O43488 O95154
O00429 Q9NQG6
O15162 Q9NQL9
Q8N5G2 Q5TA76
Q13123 Q8NHQ1
P60411 Q9NQL9
P46108 P11362
P06748 P63104
Q9BYR5 Q9UHI7
O95793 O76003
Q96CV9 Q9Y3C0
Q7L7L0 P63146
Q96HA8 P51178
B2RXF5 P56545
P25788 Q9BUF7
Q9P2K5 Q13077
O94992 P50750
P15622 Q68D86
Q8N5M9 Q9BXN2
Q13956 Q14019
Q8WYR4 Q6PF18
P60411 Q8IVW4
O14791 Q8IXL6
Q53EZ4 O14964
Q59H18 P19429
O14757 O00255
Q8N1B4 Q9Y4K3
Q9P2W3 Q9NS64
P15622 Q96GN5
Q8WW32 P60329
P62333 P43686
Q8ND83 Q13643
P0CL82 Q8NEA9
P24863 Q8WWB3
P23258 Q9UGJ1
P19623 P54274
Q96FQ7 Q7Z3S9
P54274 Q06830
O75832 P43686
Q15323 Q96MM6
Q13064 Q9BQ89
Q8WV44 Q16670
Q8N138 O15269
Q15654 P04899
Q9UKT9 P25791
Q9BSL1 Q9C040
P29466 Q5XLA6
P63000 Q9UJX2
P60409 O75716
Q8IW40 Q7Z5L2
O60573 Q04864
P13805 Q9UBU8
O43602 Q6A162
Q5T754 Q9BQ66
Q8N6Y0 Q9H788
Q92624 P81605
O95905 Q9NWS0
Q14457 P08670
Q9UJV3 P29972
Q9BYQ4 Q8NEC5
Q6GQQ9 Q8IVM0
Q14749 Q96HA8
Q86WP2 Q9BVV2
Q9H788 A1L4K1
O00214 Q15583
Q15323 Q6NYC8
P40189 P15018
Q8WV44 Q8TBZ8
Q9Y6D9 P55081
Q96A72 Q9Y2J4
Q03989 P61024
Q8IXK0 Q86SE9
Q2WGJ6 Q9UBR4
Q9BQ66 Q7Z417
Q7Z6G3 P52292
Q05D60 O14879
Q14141 Q8IYM1
Q9NX58 Q9H190
P50222 Q9Y333
Q6NYC8 Q9BYV2
P07910 Q96IZ5
Q9NZI2 Q9NZV8
Q8N8B7 P50221
P10636 P49841
Q13643 P57682
Q12933 P25942
Q15973 Q8N0S2
O95715 Q8IYF3
Q96BZ8 Q9BYV2
P0CL80 Q96IK5
Q9NQ48 Q96HA8
Q9UK41 Q99816
P16410 P42081
Q96K19 P60900
Q03135 P51636
Q6P1W5 A5D8V6
O43186 P40306
O43298 Q15014
Q96HA8 Q9BRK4
P37840 P00414
O00401 Q99828
P54274 Q6P2H3
P10912 Q16829
Q15025 Q9BXS5
P62136 Q6NYC8
P60409 O43609
P60900 Q9Y5K5
Q9NQ79 P29972
Q96MH2 P11309
P49841 Q14134
P60411 P43353
Q12800 P00915
Q9BYQ4 Q6L8G4
Q9Y5Q8 Q6A162
Q9NYA1 Q14192
P50222 Q9BYR0
Q99735 Q96BA8
O43167 P60370
Q12933 Q9GZU8
Q9UJW0 Q13137
Q70Z53 Q13435
Q9BXC9 P61289
O15234 P38919
P60411 Q13526
Q93062 Q9H0E2
P25791 P0C1Z6
Q9BS34 P60370
A8MQ03 Q15025
P15884 O15232
Q9NWT6 Q13418
P37198 Q9UGL9
Q9BVG8 Q99816
Q13901 Q01780
Q9H0E2 O60784
Q13330 Q5VWX1
Q7Z699 P62136
O43739 Q8N0S2
Q8IXK0 Q96NC0
Q9NQ48 Q9H8S9
Q16643 Q9BSI4
Q9NYB0 O75884
Q6A162 Q14331
P23396 O14920
P19012 Q8IWZ5
P60409 P28799
O14530 Q6P1W5
A1A5C7 Q7Z3S9
Q8N3F0 Q9HCM9
Q96EG3 Q3KQV3
Q7Z3Y9 P02538
Q7Z3Y8 P04264
P78352 Q00987
A8MQ03 Q92911
Q15973 Q15323
O75821 Q96AP0
Q16670 Q9BQ66
O43257 Q16539
P84022 O43186
O95273 P82980
P0CG48 P06239
Q8IXW0 Q7Z3Y8
Q6A162 Q8WWW0
P63104 P26045
Q99942 P43005
Q14498 P59991
P49407 P06702
P46108 P27986
Q8TAU3 Q13077
P61224 P47736
P15036 Q15131
Q504U0 Q86X02
Q9BZL3 Q9BRK4
Q9BXN2 Q9NRS4
Q96JM7 Q9H8W4
Q8N8R7 Q8N4G2
O15409 Q13363
Q9UBV8 P59990
Q15025 Q9H0R8
O00154 P43360
Q16643 P62993
P10275 Q9ULZ2
Q7Z3S9 Q6PEX3
P50402 Q8N8X9
Q9NT62 Q9H0R8
Q9NRD5 Q8NEH6
O15160 Q9BRK4
P16333 P48023
Q7Z3S9 P49639
Q13546 P48729
Q96GN5 Q96T49
Q96IV0 P54727
P31040 Q9NX18
Q15415 Q9BTL3
Q9BRK4 Q96GG9
Q5TA78 P49901
P36406 O43623
Q59EK9 Q9H6L4
Q9Y4A8 O15525
P62993 P15498
Q9HC52 P35226
P26371 Q2WGJ6
Q96DZ9 Q99259
Q6NT76 Q8TBB1
O94842 O95947
Q16204 Q13526
Q92597 P12956
P60409 P51959
Q00994 Q08AF8
P32320 P43115
P26371 Q9UGL9
Q719H9 P54646
P45983 O14733
P09017 O43639
Q8IWX8 Q70Z53
Q12983 O60313
Q7Z3S9 O43559
Q13617 Q8N668
Q96BD5 P37198
Q01844 Q13077
O43586 Q9Y2R2
O60573 O43597
P04259 O14777
P84022 O75593
P18031 P10599
P36941 Q15326
Q9UMX0 Q6GPH6
Q9HAT0 Q6PJW8
Q5VWX1 P98179
P00540 Q8WWB3
Q13190 O75410
Q9HC62 Q8N6L0
O60675 Q16236
P63279 Q8N3Z6
O95793 Q9HA38
O60884 Q9GZX7
Q12805 P10398
Q6A162 Q8TD31
Q15038 Q96LR5
Q9HC52 P35227
A0MZ66 Q12800
P26196 Q96PV4
Q13585 Q7Z3I7
Q8TCJ0 P63208
O75604 Q9NYB9
Q9Y2Q5 Q96GS4
P12814 P05198
P60410 Q7Z417
P26599 P23246
Q9UGI0 Q08117
Q04917 Q8N5S9
Q8TE12 P62993
P60370 O43609
Q9H2G9 Q86VK4
O75386 P43360
Q12933 Q15628
Q15742 P40937
O75558 Q6NYC8
Q8WTP8 Q96BR9
P78556 Q15311
Q9Y247 Q2TAC2
Q7L4I2 Q9BYV2
P60410 O75427
P00540 Q9Y2D8
A0PJX0 Q6EMK4
O00204 O43900
Q15041 Q9Y3D7
Q9C0F1 Q15560
Q9BX70 Q96HA8
P61024 P98170
P50222 Q14155
P25788 O14818
Q9UBH0 Q9BWG4
O15481 Q96RJ6
Q12933 P19438
Q01664 Q13077
Q5HYJ3 P60412
Q9BYV2 Q86V42
Q13643 Q63ZY3
Q9H0W8 P14373
Q9NSC5 Q86UU5
O14964 Q96LR2
P14373 Q9BRU9
P18827 P34741
Q0D2H9 Q14032
Q9NZD8 Q9NTM9
Q6A162 Q9P0T4
Q8NA61 Q8IYX8
O60260 Q6NUN9
Q92731 Q16881
O43597 Q14847
O96017 Q15173
Q9UBL6 Q5XKR4
Q96M91 Q9NP66
P08754 Q9Y4H4
Q8IYX8 Q96PV4
Q9BXK5 Q15836
Q9UQB8 Q15427
O14503 Q9Y5V3
Q15637 P55345
Q9BRK4 O43741
O95967 Q02930
Q13643 Q96AG3
Q9H8Y8 P40222
Q8NCA5 Q9Y224
Q08117 Q9H8Y8
P50539 Q13137
P20393 P06727
Q6A162 P55064
P46527 P61586
Q14565 Q9GZT8
Q15583 Q99750
P29317 P52803
Q9Y5W5 O00755
P38432 Q16637
P50222 Q8NE31
Q06250 Q3LI66
P28069 Q14847
Q16552 Q9BQC3
O96017 P53350
P00966 P10398
P06753 Q9Y6D9
Q6ZNA4 Q8WWZ3
Q8IVS8 Q8IWZ5
Q96HA8 P43364
Q96AP0 Q9Y3A5
Q99618 Q13077
Q15038 Q96PU5
Q9UL42 O00560
P48039 P49286
Q00444 P40425
Q5T7P3 Q5T7P2
Q9UJU5 Q01860
Q8IY31 Q96CS2
P60411 Q5TA78
P31946 P22681
Q9UKT9 Q13895
P51687 Q96LZ2
Q9H6L4 Q9UKT9
Q9BW85 Q8NHQ1
P20963 P16333
Q6L8G9 Q02930
P61956 Q9UHP3
Q15654 P53673
P43365 Q9BVV2
Q13432 P36404
Q6NYC8 P07196
P60410 Q7Z3I7
Q9Y2X8 Q0VD86
P30153 P63151
Q9Y3B7 Q13557
Q13501 Q96CV9
O14965 P61978
Q08499 Q0D2H9
Q8ND90 Q9Y2B5
Q0D2H9 Q8NC69
Q15628 Q12933
Q15427 Q9UBY9
Q8TD10 Q9P2K3
Q9BXW4 O75323
A5D8V6 O14964
O75525 Q9NQL9
P24941 Q9UQR0
P48023 Q08881
