Q07699 Q9NY72
Q00444 Q16854
P15559 Q96EG1
Q9BZE1 P60008
Q8WWV3 Q15573
P38571 Q9H2J4
O00338 Q96T23
P17405 O15540
Q02241 Q02108
P78417 Q9BX63
P07686 P22528
P15056 Q99929
Q9H257 P26358
P36957 P51826
Q16613 O60583
Q02080 Q9Y216
Q9HCU8 Q9NR19
Q8N1V2 O60264
Q969Y2 P16455
Q9UDY6 Q15723
Q8WXI4 Q9BTP7
P49848 Q9UJM3
Q9H0E9 Q9NR20
P78417 Q9BYK8
Q6NXG1 Q01469
Q13123 Q9BYG8
P55212 P31942
Q8N7A1 Q9Y6J9
P43699 Q3BBV0
P38646 P09016
P17676 Q9NQI0
Q5JY77 O15370
P18846 Q9BWD1
Q2M3C7 P04554
P59044 Q9BTP7
P04053 Q3BBV0
P45877 P02545
P11161 P43304
P42679 Q8IZL9
Q9UBU8 O75936
Q13546 O94953
P15559 Q6NXT2
P00338 Q01851
P12956 P49753
P15918 Q00059
Q96EK5 Q71SY5
Q9NYD6 O00764
P35754 Q15916
Q969Y2 Q6STE5
P37275 P35236
Q9Y3D3 P42695
O00628 O75192
Q9UDW3 P35325
P52926 P29144
Q12933 Q8NDX5
Q9NNW7 O60481
Q9Y6K8 O60481
Q01130 Q16548
O43316 Q02153
P13349 P41252
P43897 P42785
Q6FI13 Q9BR61
P11161 Q2M3C7
P08319 Q9UFW8
Q13362 Q04828
Q01064 P09884
P49184 Q9P2R7
Q08257 Q96JN0
Q9H5Q4 O15514
Q96P71 Q9ULX9
P05089 P51948
Q12837 Q8N9W6
P54098 P58876
P41229 Q96EK5
P32929 Q8NB91
Q99487 P17481
Q8WXC3 P30260
P48163 P10412
Q15233 Q5SW96
O60551 Q9NVW2
Q05923 P35326
O75570 Q96JB3
P49411 Q9H611
Q13523 P07148
Q9Y295 P17481
P0CG30 P31276
Q07869 P45877
O75363 P62487
Q9P2W6 Q9NVW2
O94763 P46783
Q06710 Q16612
P08047 Q9BSE5
Q8NFH8 Q96KK5
Q92908 Q9NP86
Q15562 Q07973
Q92793 Q9UDX5
Q16543 Q9NPC8
P08047 P30626
Q99967 Q9NRJ4
O95931 P09455
P19793 Q04837
P63272 P30419
Q9NYK5 Q86U86
Q8IXQ5 Q9Y234
P56282 Q8N9N2
Q8WVC0 P59044
O75891 P17947
Q9UBK2 Q16540
P54577 P17050
Q8N6F7 P10074
P40939 Q53T94
Q6PRD7 Q9Y463
Q92844 Q6UB98
Q9BX63 P82932
O00268 Q6PRD7
Q8N142 Q15723
O94763 Q9H257
Q9HC52 Q969P6
Q16543 Q9HAZ2
P00492 Q6UB98
P37108 O00115
O14776 P54098
Q9NX18 Q5U623
Q6ISB3 P15428
O60675 Q9Y2R5
P82932 O15514
P52565 O75461
Q9H5Q4 Q96JN0
Q9NQX1 P49589
Q9BZQ8 P15976
P13796 Q5U623
Q9HD34 Q8N1G1
Q9NZL3 Q96AA8
Q9UQR1 P00568
Q5THR3 P21695
Q8NFG4 P54278
O00411 Q8WZ19
Q9Y3D3 Q13426
Q07973 P30876
Q01581 P05412
Q9Y2J8 Q9BTP7
Q9Y3B7 Q7Z5L9
Q96EK5 Q8NFU5
P08621 P0CG30
P32929 Q15542
Q8TE02 Q16520
P55039 Q9UKI8
P48729 P13631
P28324 Q9Y2R5
P08579 O75251
Q9UI36 Q9UBR1
P05787 P62805
Q16576 O75880
Q9UNP9 P35321
Q08495 Q12857
P13631 Q9NT62
Q96S44 Q9H2W6
Q9HCN2 Q9H4Z3
Q6B8I1 O14497
Q9NRN7 Q9NVP2
P17706 Q9HAW0
Q9NV56 P00338
Q8WWL7 Q99819
Q9P0R6 P28715
O00338 P47902
P54577 Q5TB30
O15169 Q01130
Q8N142 Q96BN2
P04053 P29762
Q01581 Q15291
Q9Y216 P86791
O43679 Q13795
O60381 Q9BYN0
Q969G3 P22061
Q8IVS2 Q9NP71
P16383 P00918
Q16666 O15169
Q9BSH3 O75251
Q92871 Q9UHH9
Q03989 P07195
P53567 Q8IWZ3
O43307 Q9BWW7
O75891 P23760
Q9BYD2 Q53T94
Q99638 P32929
O43316 Q9H4K7
Q12882 Q5QNW6
O00142 P0C7P1
Q9BYC9 Q01826
O43913 Q9BWD1
Q8TDY4 Q96T23
P0CG30 P58876
Q8NFG4 P02545
P17174 Q12800
P53396 Q9ULV3
P49411 Q04725
Q06265 Q9Y2L1
P52435 P82921
P68104 O94916
Q9P2Y5 P42695
Q96QR8 O60678
P06746 Q9UIV8
Q03154 Q5XKR4
P63279 Q14032
Q96CS3 Q9UI36
Q13523 Q7L7X3
Q9UKF7 Q05516
Q13547 P13693
Q16594 P43897
Q15583 Q9BR61
P82663 Q9Y6W3
Q2VPK5 P09067
P18440 P18074
P10599 P52435
P17676 Q9UPY3
P51970 P17900
P26358 Q9HCY8
Q9NY33 Q6UN15
Q8WUN7 Q9C002
P59044 Q7Z5L9
P09874 P49888
Q99966 P54098
Q9UHR5 Q16643
P12956 P54577
Q00169 Q8IU81
Q9Y3B7 Q01094
Q9Y2P7 P13995
P09661 O95400
O95931 P05089
P26583 P20132
P06746 Q9UN86
Q9P0M9 P20823
Q96LA8 Q7L7X3
Q13123 P25398
O43593 P50135
P20132 P38571
Q9H6S1 P32314
Q9BYN0 P35680
Q05952 Q9HCN4
Q96QV6 P49753
P49759 P11586
Q8IXM3 Q9NVU0
O95379 Q6EKJ0
Q969K4 P55318
P36402 Q06278
P10155 Q9NSY1
Q13115 Q8TE04
P17405 Q9UGK3
Q9H257 P68431
P41279 P29558
Q8IVS2 Q9Y463
Q9ULW8 Q9BRL6
P13693 P06865
Q92908 Q16540
P28347 P29466
Q8WUN7 Q15697
Q9Y6G3 B2CW77
Q99612 O43182
Q16633 P49589
P00326 Q9BSM1
Q13610 Q14894
Q6NXT2 Q08257
P49184 Q9H6S3
Q9H6S1 P17947
Q04828 Q9UBE0
P05164 P83111
P25774 P09960
Q9NP86 Q13029
Q8WXC3 O95125
Q96P71 Q9BSH3
Q9NR46 O94864
Q9BTC8 O94788
Q13285 O60678
P15104 Q5XKR4
Q9HBU6 P51531
P40925 P49736
P51946 P15428
Q9Y535 Q16773
Q7Z2X4 Q9H4Z3
P52701 Q9BYC8
O43913 P07195
Q14914 P36954
P16383 P30419
O75936 O95248
O95379 O75503
Q99487 Q16576
Q9UHR5 O75175
Q9NRN7 Q02086
P43897 Q14938
P78358 O00716
Q9Y234 Q8N9N8
P05164 P09132
Q13795 Q8TBZ0
Q13085 Q99967
Q9Y657 P78371
P16104 P48200
Q13415 P49638
O14561 P58876
Q12933 Q9NYD6
Q9Y463 O14920
Q9H2J4 Q6UB99
Q9UBP6 P82664
P35326 O43829
Q92731 Q16828
P17096 P16152
P14868 P31267
P33402 P27694
P25208 P07327
Q15080 P12755
P33076 Q9NWF9
Q9NX09 Q96KN3
P54803 Q93088
P13378 O75879
P36957 P16402
Q8N5U6 Q68CP9
Q9Y535 Q9BZQ8
P50452 P17900
Q6FI13 P07148
P48643 O43513
Q9UKU7 Q9Y6X8
Q9UJM3 Q99081
P18440 Q92560
P28482 Q8TAX0
Q15349 O00170
Q02386 Q13867
Q16612 P35475
P25325 P28715
Q08495 O60315
O75897 O75461
Q99558 P08047
Q99880 Q9UBW5
Q05952 Q6P1L8
O75030 O00471
Q9NZI7 Q9Y2J8
Q9UKF7 Q71SY5
Q6NUP7 Q16254
P17516 O75528
P40692 Q07020
Q96A58 Q15544
P68104 Q99684
P11586 P09016
Q7Z5Q5 P41252
P62875 Q14442
P02545 P49069
O75343 P13010
O96019 Q9P2W6
O00764 P23759
Q16576 Q16822
P48163 O94993
P42574 Q9UK76
Q9GZT8 O60381
Q9H6S1 P27540
Q06546 P62942
P48147 Q02446
Q9H9J2 P28340
P84103 Q14678
P16104 P09936
P10275 Q9Y291
Q96N77 Q49AM1
P08579 P00568
P00326 Q7L7L0
P10244 Q9BRV8
P54136 P33778
O75891 Q96LT9
Q96EK5 P01106
O15091 Q9UBC0
Q8IVS2 P29374
P26639 Q96KN3
Q6FI13 Q06520
P07711 Q9BY32
O75534 P10619
Q15173 P30307
Q05195 Q5JY77
P46199 Q8TAP9
Q8WXU2 Q9NR46
Q8TF76 P20591
P17900 Q9NQR4
Q5QNW6 Q68J44
Q16773 O43929
P15056 Q9UGU0
Q13156 Q9Y2T2
P19447 P46459
Q9Y2V7 Q8WTW3
P50548 P48643
Q13523 P46783
Q6NUP7 O96020
P33992 Q9BWD1
P06746 O60678
P49675 Q9NWT8
P08729 Q9NZL3
P03372 P00338
P52756 Q6PRD7
Q96I25 Q9HBG6
P29762 Q9Y222
P05787 Q9H9L7
P15036 Q9BSL1
P59046 O15151
O75897 Q8NHV9
Q9Y216 P0C1S8
Q9Y238 O60682
P34896 O76039
O00471 P31270
P08651 P38646
P48163 O60814
O15305 P22670
P49406 Q12951
Q9UHD2 Q86V15
Q9NPB1 P26599
P00568 P60008
Q03052 P16050
P32519 Q13867
P43897 Q13523
Q8WW12 Q92844
Q16613 Q8IZU0
Q9UNN4 O76094
Q96QG7 P23771
P42679 P25774
Q9NTZ6 P09936
Q9H4K7 O95639
Q9UJA3 P15374
Q9BWX1 Q9UI17
Q9Y3D5 Q9Y5K3
Q16773 Q15544
P40939 P22736
Q9P2Y5 Q969S2
Q13415 Q96M11
Q12815 P10244
P49591 Q9Y2U9
Q9NY74 P04066
Q99819 Q14119
O94788 Q8N9N5
P16402 P07741
Q9HC52 O14561
P49916 P33402
Q08495 P17509
Q04727 Q8IUQ0
Q6NUP7 P61964
P26441 P82970
Q15583 O43504
O43248 Q96LI5
Q8TAP9 P39023
O94782 Q9BTM9
P16383 Q04828
Q03828 Q9BRV8
Q9P032 Q9HAW0
Q9NP74 O60284
P28161 Q5QJE6
Q9H257 Q9H9Q4
P12277 P14678
Q6XUX3 P55318
Q9UQR1 Q6B8I1
O95786 P09012
P49715 O60760
Q9NX01 O75936
Q08495 Q16656
P08263 Q14190
Q92837 Q6ZYL4
P49902 Q53HV7
Q13637 Q16633
P20671 P30419
Q8IWT3 Q9Y2V3
Q07864 P09210
P78549 Q16773
Q9UPP2 Q6DRA6
P41970 Q9Y2T2
P40261 O60315
Q9Y3B7 P17482
P28838 Q8TAD8
P32119 O94864
Q9NZE8 P14653
P10599 Q86WB0
O95990 Q8N3H0
P15036 Q12849
P13693 Q02386
Q09472 Q58A44
Q8IUE6 O60477
Q03989 O60551
A6NDE4 Q9BYD2
Q9BSF8 P40925
Q01459 Q15080
Q9UBP6 P17516
P06454 Q9Y2D0
Q03154 P55771
P35558 Q0VD86
O95696 P06732
P35712 O14727
Q9P2Y5 P10276
Q99549 Q9NZE8
P23760 P35321
P29466 Q9UFW8
Q9H7D7 O43543
P78540 P33778
Q02241 P16050
Q9H4K7 O75643
P23769 Q04724
P50750 P82930
Q92731 P48735
Q96CS3 Q15233
P52701 Q9H765
Q92730 Q9UHX1
Q9Y676 P17861
Q99966 Q9NP74
Q9Y4A5 P35790
Q9P278 Q03181
P53350 Q14106
P35236 Q9BWT3
P68402 Q14469
P18085 Q9UJW9
Q9Y4B6 Q7RTV3
Q9NV56 Q8N427
P55771 Q9BZQ8
P00352 Q8NB91
Q6NUP7 P08236
P54577 Q9BWW7
Q96M27 Q8IY57
Q03154 Q9Y2V3
Q96AJ1 Q9Y6G3
P28358 Q01064
Q9C0J8 P28161
Q9P2K5 P39023
O60682 P29144
P29374 Q8WYK0
Q14032 Q7Z591
P49411 Q15415
Q8N9N2 Q9NS39
P84243 Q07960
O75570 Q6NXT2
Q8N3C0 P08236
Q9UEE5 P53779
Q9H2S9 P17036
Q9H257 Q96LA8
Q9Y5X4 Q9Y2Q9
Q8WVN8 P51948
Q8NFH8 P31273
P23760 Q9ULC6
P19447 Q9BW04
Q8NHV9 P50452
Q9H5J8 Q16548
P28324 Q9Y239
Q9HD34 Q12948
P63302 P53539
P0DMN0 P16455
P19793 P15104
Q9NP31 Q13105
Q07864 P55210
Q96GX9 Q96SD1
P51965 P61769
P10599 P15586
Q9UNE7 Q8WTS6
Q8NDX5 P07195
Q9P278 P53999
Q9BUE6 P61964
Q9BWE0 P22531
Q9Y295 Q15916
P49759 P27708
Q14152 P15848
O60675 P00352
Q7Z5Q5 Q9BU02
Q02386 Q9Y6M4
Q8TDY4 P04908
P50897 P82933
Q96QT6 Q9UGK3
P27695 Q96HU1
Q9NVV4 Q5TB30
Q8WWV3 Q8TCJ0
O43182 Q8WXU2
Q13285 P50135
O95243 P51857
Q16740 Q8WTS6
P55212 O00472
Q15054 P17516
Q9UDY6 Q9UBC0
O14924 Q06124
Q13546 Q05048
Q9Y216 Q16670
P17676 P15104
P35270 Q53HV7
Q13126 Q92565
Q02252 Q06416
P32519 Q9NPB1
Q13162 Q15651
P0C7P0 O00287
P29144 Q04725
P55316 P35326
Q9Y295 Q96BN2
O43307 Q6ZYL4
Q5MJ70 Q5H9J7
P26441 Q6P1J9
P00568 O94913
Q99801 Q9UI17
Q9BYE7 Q969K4
P50990 Q02556
Q02252 P15336
Q92665 P61244
P22304 Q9Y2T1
P53677 Q96T23
Q8TE02 P13010
P31327 Q15543
P55771 Q14914
O95429 Q9Y2V3
Q13795 Q99879
Q9H257 O43474
P49753 Q9NZL3
Q15327 P13639
P62487 O75394
P62995 Q9BR61
P53384 Q99612
Q8N5F7 O95786
O14713 O14862
P06280 Q01581
P22528 O00257
P11245 P49917
Q9Y3D3 Q14527
P28702 Q9BYC9
P31267 P35790
P35218 Q03701
P43897 Q13950
P21291 Q99551
P29083 Q68J44
P06746 P51580
Q9BYD1 Q03164
Q16822 Q14781
Q99956 Q9NXR8
Q06416 Q96IV0
P19878 Q8NHV9
Q6W2J9 P32322
O94782 P01040
P14061 P35680
Q96IV0 Q6UB99
P36957 Q08050
O95379 Q02548
P47902 O43837
Q8NI60 D3DTV9
P29218 Q14562
Q96HA7 Q92698
Q16629 Q96P71
O75676 Q5H9J7
Q9Y4B6 Q92522
O95429 Q92908
Q9BXL7 Q13487
Q96AJ1 Q9NZJ9
Q8WVC0 P40925
Q9Y4K4 Q15637
Q14749 P01106
P20226 Q06124
P49639 Q16854
P13995 Q96BN2
P23769 P21695
Q9UL49 Q9UBR1
Q9UPV9 P98170
Q9Y295 Q9UBP6
Q6XUX3 O15525
Q9Y6J0 Q9BYG8
P29466 Q2M1K9
Q9Y4K4 P61371
P14324 Q15544
Q9UGN5 Q96JJ3
Q15466 Q92786
Q99551 P14651
P07864 Q8TAE8
Q96JJ3 Q9UL03
P43699 P16083
Q92730 Q9H2S9
P10828 P32322
Q2PPJ7 Q8WYA6
Q9Y5Q8 Q96G61
Q16629 O75828
O00267 Q9Y2R5
Q01459 P31937
Q01459 Q96PC2
Q9UHL9 P35321
P08729 P15923
P08263 P49917
P35270 Q9C0J8
O43593 P07327
Q14790 Q6ZN30
P34896 O75526
O95248 Q9Y2D0
Q8WVM0 Q6EKJ0
Q04837 P35453
Q9NWF9 Q12857
P52815 P06454
Q969K4 Q8IVL1
Q96PU5 P09067
Q9NY33 O75607
Q8N6F7 Q05925
P46952 Q7L775
Q8N9W6 P22415
Q9Y2X9 Q9Y676
Q9BYC9 Q9BXL8
P43235 P11586
Q9NX02 Q12947
P42695 Q9NQR4
P51114 Q9NR55
Q92759 P22061
Q96PU4 P00338
P48147 Q92565
Q99714 Q15744
Q92908 P25325
Q9NR20 P31269
P41229 P07741
Q96QG7 D3DTV9
O60264 P98170
Q15080 A0AVK6
Q02040 Q01130
P00352 Q9Y222
Q9UIL8 Q9HC29
Q06416 Q49AM1
Q96QG7 Q96KN3
Q969Y2 P84103
P51114 Q9NYD6
P53779 Q9NQ92
P36915 Q92730
Q9NNW7 Q9NPI8
Q9UD71 P15036
P62269 Q86XK2
P06280 Q9ULC6
Q9H9S0 Q5TCY1
Q9H211 O14727
Q16613 O14503
P26599 Q96HU1
Q01459 Q5H9J7
Q8IZT9 O75936
Q8TF09 O60481
Q8WVN8 P57053
Q99757 Q9H611
O75343 O95926
Q9Y216 Q9UGU0
Q9UBC9 P28324
P10599 P50749
Q9Y657 Q9BRV8
P28698 O14727
Q9NVS2 P29084
Q9H765 O15353
Q9BXL7 Q9UBX1
Q58A44 P22304
A0AVK6 P62942
P27540 Q9Y3D9
Q6UN15 P11766
Q9Y2Y9 Q9BPZ3
Q12882 Q8N9N8
P37231 Q9Y234
P29353 O76039
Q8N4E7 Q12800
Q14032 Q9H147
Q5THR3 O60551
Q9H7Z6 P45877
P49640 Q99757
Q06124 Q8WYA1
Q12815 Q15054
Q14442 P18146
O00471 O00472
Q9Y3E5 Q9P2K5
Q9NZI7 P29466
P14652 Q15080
P35548 Q7L0Y3
P16401 Q01469
P14061 P62314
Q96G61 Q9H2W2
P28324 P35754
P07451 Q9Y6P5
O15178 Q9UJM3
Q13526 O95786
P35548 Q12849
Q9UDY6 Q14119
Q9BPZ2 Q16540
Q8N183 P41002
P49902 Q8NFU5
P29218 O43913
Q9Y5Q9 Q8NI60
P82912 Q14807
Q9NQ33 P82930
P51649 P35269
O60711 P07602
Q03989 O15305
P30307 P32929
Q99469 Q15572
Q9UIV1 P46783
Q13362 Q02108
P52815 Q96JP5
P31249 Q5XPI4
P45983 Q9BUB5
P62269 O75030
Q96PU5 Q16656
Q53GS9 P20936
P13798 P19388
P50213 Q3YBR2
Q9NNW7 Q96QT6
Q5H9J7 Q04725
Q13247 P00568
P17544 P07741
O75891 O75607
P28838 O75529
Q13888 O15169
Q96S53 Q6XE24
P20671 P16050
Q9UIL8 P82932
P09001 Q14181
P82912 Q06547
Q99956 Q96I25
Q9ULC6 Q8WYH8
P08729 Q8NFU5
Q96CS3 Q14863
Q99714 Q01196
Q13362 Q96RG2
P83876 Q53GS9
Q96QG7 Q10587
P20807 Q99081
Q15672 Q8N6F7
Q9UIL8 P08319
Q99729 O15235
Q58A44 O95409
P32119 Q9NZI5
O43182 P23771
Q9UKF7 Q8NB91
Q9BWX1 Q00059
Q8NEL9 Q12951
Q13107 Q9Y5B0
P43897 Q9Y2P7
O94805 Q8NEL9
Q8N5U6 A0AVK6
O95218 P12104
O60711 Q7L775
P25398 P58876
P55854 P21246
Q8TF09 O15156
O95786 P54845
Q7RTR2 P61371
Q16548 Q13595
P62917 O94953
P24666 P35590
P40617 P13489
P17096 Q92598
Q9NWF9 Q8WZ19
Q96A58 Q5U623
Q9NYK5 Q96PN7
P15586 Q9UBW5
P25325 O00716
P50990 P50539
Q15672 P27708
Q9Y3B7 O95639
P06280 Q08257
P49675 P52657
Q9NP86 Q5VTD9
Q96FI4 Q9BT17
P53396 Q13595
Q8NFW8 P78358
O15178 P49888
Q9NVV4 Q05048
P30626 O43325
P15428 P15408
O14776 Q96LI5
P24298 Q9BWX1
P48147 P15336
Q96HA7 Q92769
Q8NFZ5 Q9Y6W3
P13984 P32929
Q9H765 P11831
O94805 Q9UBC9
Q9NYS0 Q92748
P53396 P20226
P63302 Q8IUM7
P26641 O14776
P51580 Q96T88
O00754 P12104
P50749 P56277
Q9HC52 P49458
P35321 P28347
Q96QT6 O75446
Q9BTC8 Q9Y2Q9
Q9NWF9 P15336
Q2VPK5 Q15744
P57723 P04908
Q99583 P82675
P43235 O43504
Q9NY74 Q9UHB7
P43235 Q99819
P52815 P84103
Q8TAU0 P41240
O43504 O94782
Q8WYH8 Q9Y234
Q16698 Q9NZI5
Q9Y4Z0 Q9Y4Y9
P13995 Q5VUA4
Q99697 Q96PU5
O60936 P84103
P49411 P04554
Q8NFG4 Q15906
P24864 Q99956
P48729 Q96JP5
Q9UNY5 O75936
Q9HCN4 Q92565
O75190 P02533
P17405 Q14790
P13797 Q96I25
P0DP25 Q9H6S3
P51970 O95551
O95619 P0DMN0
P49638 P17861
Q13310 Q15291
P09430 P52565
Q9UKU7 Q92698
Q96JJ3 O43543
Q99638 Q9NP86
Q9UIK4 Q01081
Q9BZL1 Q9Y463
Q8NFH8 Q96SD1
P30838 P38571
P35218 Q6EKJ0
P63272 P29762
Q9UIV8 Q9HB96
Q15561 P35270
Q99729 Q9UIV8
P15056 O95600
Q8IX03 P08579
P37108 P10914
P13639 P09630
P15586 Q9GZT8
P35900 P54845
Q9UGN5 Q96TA2
O75461 P52888
Q9NWF9 Q05048
P23921 P19419
Q6UB99 Q9BR61
Q14999 Q15561
P25205 Q9UGC7
A2A3N6 Q9NP71
P09132 Q9H8M7
O43593 Q14914
O15091 Q13523
O60678 Q2M1K9
Q16594 Q9Y4B6
P41279 Q13889
O00142 P49640
P22532 Q01826
Q9BYG8 P06400
Q2PPJ7 P10619
O75880 Q15853
Q8N165 Q9Y2Q9
Q9HD34 P05412
Q06416 Q8NFZ5
Q8TBX8 P18847
Q14106 O43143
Q12933 P0C7P1
P24752 P06865
O60941 Q5U623
O95376 Q96TA2
Q96G01 Q9UBD5
Q9UDY6 P09016
Q9Y3D3 Q8WXA9
Q9H4A3 Q9UMQ3
Q96HA7 Q9BXL5
P62495 Q9NVP2
P78549 Q96RG2
O15091 P62487
Q96HU1 P31269
Q6WQI6 P62304
Q06413 P29762
P19878 P52435
Q9BSL1 Q04725
P59046 O00311
Q9UII2 P26367
Q02108 Q9UL49
Q9UM63 Q9BYN8
Q96P71 P61964
O15178 P48730
Q9BV79 Q9Y3Z3
P35241 Q14185
Q9BQ83 Q16548
Q14686 P17661
Q9Y4A5 Q12931
Q16828 Q99594
P55212 Q15543
Q7L3B6 O94916
Q16828 Q9H9D4
P35244 P36957
O75506 P82921
Q13415 P14598
P15407 Q49AM1
P35638 O15217
Q9Y295 Q8N5F7
Q9NYS0 Q9UGL1
Q8WW12 Q14442
Q9HCN2 Q9H6T0
P11473 Q93088
P31327 P06400
O75676 Q8TF40
Q06413 Q8NFZ5
Q9UII2 Q9P2K5
Q96LA8 Q9BYD2
Q9BUT1 Q12873
O95551 Q9UI17
Q14781 Q7L7X3
Q99707 Q8IXQ5
O75132 P35754
P08729 O43719
Q9NY33 Q9Y618
Q6UB28 Q01094
P30260 Q969P6
Q8N3C0 Q9BQ83
Q06413 Q9P2Y5
Q9NNW7 Q96JP5
O43182 P61218
Q8WVC0 Q9BU02
Q96RE9 P51116
Q9HCN4 Q14527
P21675 O75394
Q8IUQ0 P43699
O60711 P11831
P14324 P43699
Q0VD86 P25325
Q15072 P49411
Q99956 Q00577
P52566 Q13595
O60551 Q12800
P53539 Q9NP86
Q6ECI4 Q9NR19
Q9NY74 P27707
Q9UL17 Q96G01
P55854 Q9UBD5
Q53GS9 Q9Y2Q9
Q9P032 Q99929
Q9NP31 Q15572
Q8WVN8 Q05923
Q9NX01 Q96LI5
Q9Y291 P15976
O95848 P10243
Q8IX03 O60762
P30048 Q13247
Q9UDY6 Q9UKI8
P41134 P07451
Q99801 Q8TE04
Q9Y3D3 Q05952
P17096 Q8WVM0
P16383 P22531
P33076 Q9UHD2
Q9BRJ2 Q9UJC5
Q07352 P13995
Q14894 Q9NVW2
P53350 Q14678
P15374 P18858
Q14032 P08236
Q9BYC8 Q9NZI6
P83111 Q15910
Q8WVN8 O43719
Q9UPY3 O94768
P13378 P82930
Q8TAU0 Q9UHX1
Q9BXI3 P23025
Q9HCS4 Q9Y2D0
Q9H7D7 Q06710
P28698 Q9HD34
Q86XI2 Q5EBM0
Q01201 Q99551
Q14686 Q9NY33
Q9UNN4 P78540
O43316 Q9Y6R0
Q99684 P28161
P26639 O14802
P04553 Q13867
P20592 Q02539
O15305 Q05195
Q96S96 Q16540
P00918 P23511
Q6PL18 P34897
P17036 Q9UHX1
Q99487 P50897
O14920 Q969F1
Q16548 Q14781
P33076 P13796
Q12849 Q9NZI5
P54136 Q5VVJ2
P46459 Q06710
P20592 A6NLJ0
Q06710 Q6XE24
P15104 P11831
Q9Y6M4 Q13595
Q9NTZ6 Q9UKF7
Q15545 O00743
Q9HD33 Q13243
P49914 Q96QT6
Q86XI2 Q9GZZ1
P32322 P34059
O15111 Q96Q05
P28698 Q9HCN2
P36402 P32322
Q13415 Q14442
O14618 Q13573
P48728 Q01826
Q9UGP5 P08263
P37108 Q6EKJ0
P50135 P51784
Q14999 Q9C0F3
P22304 P29353
Q93079 O60678
Q9Y4X4 Q96G61
Q96N77 Q16548
O15353 P00558
P10276 Q9Y239
Q9NPC8 Q9NVS2
Q9BX63 O00743
Q8TE85 O75648
Q9UPY3 Q86UU0
Q15545 Q9NWF9
Q8N4E7 Q9BSM1
Q12849 O60341
Q9H2J4 P23025
P10828 P00325
O43837 Q96EG1
Q9UGC7 Q15544
Q9Y5Q9 P63302
P58304 P00568
O75132 P22532
Q13310 Q8IXH6
Q96CS3 Q15560
Q9HCN4 O60341
Q9UHR5 O60477
Q9Y5Q9 Q08495
O15156 P82675
Q03181 Q9NRJ4
Q9NZI7 O95154
Q9HD34 Q92966
Q9H4A3 P24278
Q6NXT2 Q9NP86
Q58A44 Q8WXA9
Q96HU1 P23025
P51580 P37231
Q06520 Q15637
O75880 Q96KF2
Q9Y295 Q9Y603
P28069 Q92871
Q8WXI4 Q9UJW9
P41279 Q96KF2
Q9UHD2 Q96EG1
Q9UPY3 Q9Y3D8
P07711 P15104
O95786 P31942
P24666 Q03828
Q76N89 P13010
Q9UGK3 P35637
P20132 Q9Y618
O95990 Q93015
P53597 Q6UXN9
P09001 Q99638
Q86V15 P20591
P49914 Q8TAQ2
Q8TAU0 Q93096
P31277 P11586
Q9BYN8 Q8N5A5
P28347 P56277
Q15466 Q8N7A1
O75534 Q9Y657
Q04727 Q15185
Q69YI7 Q9NT62
Q9UPP2 P0C0S8
P14678 Q15102
P14678 P82930
O14618 Q8IVL1
P49902 Q10586
Q9HAW0 P28161
O15091 Q86U86
Q96I99 P17483
A6NEQ0 P49589
P0DP25 P62879
Q9ULC6 P42785
Q8TAP9 Q03154
Q16543 Q99733
P15173 Q13126
Q06710 O76031
Q9HCS4 Q04828
Q8IXM3 P19447
P35244 Q9BZL1
O15151 Q9BY32
P48643 P28370
Q96I99 O60481
Q9H6T0 Q9BZE1
P10275 Q9BW04
O60341 Q9Y2D0
Q8NFW8 P35218
P61769 Q16655
Q9NV88 P78371
O15305 P23771
Q9UKY1 O60760
O75132 P0CG30
P15559 Q9NR55
Q9BUJ2 Q9BYD1
Q8IUQ0 P08236
Q7Z7J5 Q9H0U6
Q9UQR1 Q9UBW5
Q16537 Q14527
O60678 Q9NX01
P52566 Q9C0F3
O43396 Q9Y3D8
P20226 Q14106
Q6UXN9 Q9NP74
Q9Y216 Q96BN2
Q9UIF7 Q7Z569
P15104 Q8NB91
Q9NPI8 P09001
Q9NY74 Q9HCS4
Q9HAW4 Q68J44
P46108 Q9H2B2
Q9UNN4 Q68J44
P49916 P35218
P17516 P17535
P49914 Q16514
Q02252 Q13416
Q13568 Q9NZD2
O15151 P00338
Q9NY33 P31277
P49753 O15525
Q16643 Q15415
P14921 P82912
Q12873 P01040
P09001 Q9NZI6
O14593 O75880
Q9UGN5 Q01469
Q16533 O60760
O00338 Q13123
P43355 O00472
Q9P0M9 Q9Y603
Q12931 Q99877
Q9NP92 O94864
Q00169 Q14526
P54136 Q96KK5
Q9NR19 Q12800
P14652 Q15102
Q969K4 P58876
Q99801 Q8IX03
Q12873 Q9NZD2
Q8NFG4 O14924
Q9HC29 Q53HV7
Q9P0R6 O76039
P06132 P22736
Q9UKF7 Q8N9N8
O43679 O00142
Q9NY33 O60675
P35218 Q9GZR1
Q9Y3D3 P23409
P17544 P45877
P24928 Q14914
Q14204 P35475
Q14894 Q9HCG8
P37231 P82675
Q8N9W6 Q92908
O95154 P14651
P82909 P35269
Q12815 Q9HBE1
P82912 P52756
Q12857 Q68J44
P09430 P09936
Q9UKF7 Q15327
Q96I99 Q14526
Q5T6S3 Q9NR19
Q9NP86 P40692
Q9GZR1 P31937
P30838 Q12948
