P54136 O00712
Q04725 Q6UB35
P29466 P26368
Q92837 P36954
P48728 Q9Y6J0
Q9ULV3 Q969Y2
Q99729 P22061
Q8NI60 Q13526
Q07617 Q96PN7
P55316 Q16822
P07195 P10071
Q13510 O95749
Q9UBC9 P28324
O75879 Q9HB96
O15353 Q92844
Q9Y618 Q3BBV0
P12004 P82932
P82912 P31271
Q8N4E7 Q14190
Q9GZZ0 O75880
O43143 P25325
O95361 P49716
Q02252 Q7Z591
P53396 P30876
Q8WWV3 Q5VUA4
P20591 P17947
P57723 Q03052
O43684 Q9Y399
O15091 P09874
Q96MH2 Q8TCD5
Q9P2K5 P36957
P10275 Q06520
P31267 Q13795
Q9NRJ4 Q9UBD5
P54687 O15514
Q9HBU6 Q05952
P24864 P32929
P09488 O43929
P55854 Q99549
P82930 P51946
Q02363 P42679
Q09472 P62917
O75891 Q14181
P07451 P04554
Q9UM63 O60941
Q9NP31 O94953
O14497 Q9UI17
P60484 Q15054
Q92785 P31150
P10275 Q16143
Q15319 Q8NFH8
Q96CS3 O00754
Q7L3B6 Q9UHG3
Q9BPX1 Q8N9N8
P00568 Q99684
P09488 P54803
P51553 Q16560
Q04727 Q15185
Q9NQI0 Q9BWW7
Q9H9D4 P41240
Q9Y6K8 Q13416
Q8WVC0 O95361
P00338 P49916
Q9Y2J8 P24864
P49458 P19532
P31942 Q13310
O75461 P06132
Q7L3B6 Q15562
Q9ULC6 Q96KK5
Q15415 Q9NP92
P50749 P10599
P82930 O76039
O60356 P13489
P50120 Q8IVW6
P49716 Q9HD33
Q8TF76 Q8N4E7
P61970 P10071
O14561 O15156
Q9UMQ3 P40227
P00915 P33778
Q16656 P26441
P46199 Q9UBP6
P35452 Q9Y2Q9
Q15542 P24752
Q9UGK3 P26368
Q9HCP0 Q9Y3D8
Q04725 Q96RP9
P49639 Q9NNW7
Q8IXM3 Q12996
Q9Y2V3 Q93015
Q14696 P08729
P49789 Q15475
P13639 Q7L7L0
Q9NPB1 Q6ZN30
Q9UIL8 P54868
Q8TF09 Q14562
Q9H2S9 Q9UH92
Q96PU5 O15379
P14678 P12104
P55316 Q9BYD2
Q92989 Q8N142
Q15583 P31327
Q9Y2J8 P25774
P20591 Q16629
P00918 P18615
Q8WXC3 P30291
Q15080 P15407
P20592 P23527
P35637 Q9BXL7
Q8NFH8 Q9Y6J9
Q5QJE6 Q9Y6M4
Q6UB35 P49917
O75446 P48163
O14618 Q9BWE0
O60941 P10071
Q15080 A0AVK6
Q9NRJ4 Q15723
P13489 P51946
Q6NUP7 P49916
O43679 P20592
P48382 Q05209
Q8WTS6 Q96EK5
P17509 Q00169
Q9UFW8 P82921
Q14152 Q15560
O15178 Q93008
O43837 Q15542
O15169 Q12824
P51970 P63272
P03372 P07327
O75529 Q6B8I1
Q9BZQ8 O43913
Q9H9J2 Q96JP5
Q14152 P49917
Q04727 P62917
O95243 Q3BBV0
P82663 P37275
Q49A26 Q9Y4B6
P35237 P83876
O95361 O43513
O95405 P35475
O95343 P19878
Q13356 Q96I99
Q15424 Q9Y3B7
O43541 P42679
P48147 Q14863
O95405 Q9Y5P8
Q6PRD7 Q9UJC5
Q8N5U6 Q8TAP9
O60563 Q96RG2
P82914 Q969G3
Q01064 Q6IEG0
P07741 Q99638
Q9BX63 Q9HD34
Q9NR19 O75461
Q9ULV3 Q02153
Q9Y5N6 P0CG30
O95429 Q9HAN9
Q8IUQ0 Q99733
Q13362 Q04828
Q16695 P54868
Q15080 Q16385
Q9UIF7 P22528
Q00059 P36954
P04183 P18146
P46199 Q9NPC7
P62318 Q9H6S1
O75807 Q9P0J6
Q9NWF9 Q96L73
P14678 P09488
P25398 Q8NB91
P18054 Q92949
Q9H6S3 P25963
Q15572 P49589
P55318 Q6XUX3
Q9NX20 Q02078
Q15415 Q8N6F7
P27695 O75891
P50453 Q12996
Q12849 P13349
O95248 P78417
P19388 P00325
O00411 Q5QJE6
P83876 O43290
O94906 O76094
Q9BV79 Q14863
Q99757 Q13416
P62487 P50120
Q9UIV1 P82675
Q99558 Q86WQ0
P57723 Q9UQR1
Q99558 Q15466
Q96S96 Q8NEL9
Q13889 Q9BYD6
P0DP25 Q9H9D4
O00115 P37108
Q9UID6 Q9BYG8
Q9UKV3 P23921
P38646 P09016
P49411 P04554
Q14186 P13489
P56277 Q8IZL9
P57723 P55317
Q12815 P27707
P30876 P48163
Q6UB35 P41229
P29466 Q14526
Q9UHD2 P33076
Q13362 Q15102
P16220 P59103
P35236 Q96LA8
Q6WQI6 P29083
P25205 P50990
Q9Y4X4 Q9HC29
Q01826 P06732
P07148 P34059
O43396 Q9Y3D8
Q9UJM3 P42695
Q15102 Q96SD1
P07451 P28698
Q13547 O75394
Q9H4K7 Q969L4
P00558 O15514
Q9UKF7 Q05516
P14678 P82932
P09132 P18146
Q9HCE6 Q5VTD9
Q8NI60 Q9HCD5
P62269 Q8N5A5
P48163 Q15697
P29374 P25325
Q6XE24 Q969J2
Q15080 Q15573
Q3BBV0 P63272
Q8N9N2 P33992
Q9BZE1 Q86XK2
Q9UKI8 Q9HCE6
P51649 Q9UHR5
P29218 Q13115
P22415 O43819
O94763 Q9Y4H4
P17987 P15976
Q9HAZ2 P21399
Q9NRJ4 P33240
P78549 Q15102
Q8WVN8 Q9UJC5
Q6B8I1 Q14181
Q14192 P36915
Q16533 Q9UHD2
Q9NVV4 P31271
P31937 Q16621
Q96P71 P56915
P11831 Q8N9N2
Q9H8M7 P63167
Q9BT17 Q9BV90
Q96EK5 Q6ZYL4
Q02241 Q96EK5
P82979 Q9HCE6
P40925 Q14188
Q5EBM0 Q9BTC8
Q01094 P19878
P68402 P13984
Q9BXI3 O95926
P11586 Q6EKJ0
Q9Y6X8 Q8N9N2
P08263 Q14190
P49736 O14618
Q9ULC6 Q15393
P52655 Q93088
Q9ULW8 Q14781
Q49AM1 O76039
Q01081 Q16613
Q9BZE1 P37275
O95405 Q6PL18
P46459 P28715
Q15583 Q16740
Q9UHN1 Q15697
Q9P278 Q9BTC8
Q13415 O75880
P59044 Q07869
Q14209 O43504
Q16773 Q13426
O75828 P09661
Q16854 Q05952
P52888 Q9NP71
P50453 P41134
O95551 P33402
Q04837 Q8NFW8
Q14749 P17509
Q13287 P13984
Q9NRJ4 Q16666
P17987 Q05923
P53567 P48200
O60356 P51114
P13010 Q08495
P00558 Q96QV6
P09132 O14776
P34897 P13349
P19793 P48735
P27708 Q14938
Q96CS3 Q8TBZ0
P13349 Q9Y295
Q9BYD1 O75607
P47874 Q07869
P43897 Q13950
P30260 Q16613
Q9UIV1 Q969P6
P29084 Q9UIV8
P17096 Q12815
O94916 O00411
P0CG30 P48431
P30626 Q12946
Q9BSE5 Q9UBX1
Q09666 P48730
O94906 P13797
Q01538 Q9BUT1
Q2M3C7 P15336
P20591 Q12948
O95400 Q6P1J9
Q8IWZ3 O75461
O60711 O60315
Q02363 P47897
Q96FI4 O00743
Q96G61 P33778
Q0VD86 P00325
Q49AM1 Q92830
P20592 P17544
Q9BYD1 O75643
Q03923 Q8N9N2
P32119 P17481
O95926 Q2VPK5
Q9H9J2 Q15393
Q9NR19 Q8WTS6
Q96DT0 Q92552
Q6P1L8 Q9UI36
Q9BYD2 Q96LT9
Q9HCY8 O75643
Q14442 Q10586
P23921 P31274
P18847 P24298
Q13795 O60231
Q5H9J7 O75030
P49458 Q99878
P42574 O75446
P32929 Q9NQ92
Q9NTZ6 P13639
P16220 Q9P0J6
P49411 Q9H4Z2
P17050 P19878
Q92922 Q96LI5
Q13546 P41134
Q86YN6 Q9NP92
Q9Y6G3 Q86V15
Q9H9J2 Q9UNY5
Q96QV6 Q99714
O00712 Q06520
Q9H3D4 P43355
Q9Y603 P00915
Q8N4X5 P42785
P35237 Q7L775
O60760 Q86U86
O43148 Q93015
Q14209 P82650
P49638 Q92565
Q9NQR4 Q86V15
Q16676 O95379
Q9NRJ4 Q92522
P42695 Q9H0U6
P82675 O00472
O15370 P00568
P61964 P53384
Q9UKF7 O75607
P50539 Q8N427
Q8WWV3 O60902
P06400 P26441
O14727 P17483
Q7Z569 P26583
P30876 Q9HC29
O00764 Q6ISB3
Q9UI17 P15408
P32322 Q03828
O94993 Q14914
Q05923 P53779
P00325 P49848
P28340 Q5XPI4
P98170 P04198
P0CG30 Q13243
Q5VUA4 Q9NRN7
P53567 Q9NYK5
P41252 Q9UNP9
P52655 Q9NX18
P51970 P50219
P20226 Q58A44
P32780 Q13795
P43694 P01040
P35754 Q9H9S0
P17987 O75607
O96020 P09488
Q9UKV3 P46783
O43541 Q8WVN8
Q9Y676 O00257
Q9ULC6 P52945
P48729 P49184
Q02548 Q9Y6M4
Q9Y2V3 P82663
P00326 Q7L7L0
Q15916 P50135
P15036 P05413
Q8WVM0 Q9Y3E1
Q9BWT3 Q9UGK3
Q01826 Q9BW04
Q16676 P46459
Q05195 Q93088
Q16543 P52926
Q13426 Q9HCN2
P30626 Q9NPC8
Q92769 P53384
Q16612 P09630
Q9BYD2 P62805
Q7RTR2 Q6ZRS2
O43307 P23025
Q92844 Q8WUA4
Q96LA8 P59942
Q9BYN8 Q02962
P55854 Q7L311
Q15393 P16949
P35754 P0C0S8
Q99880 Q9NP86
P25398 P08236
Q9NZD2 P23025
P11473 P61970
P07864 Q7Z5L9
O60671 Q9BR61
P43355 P54821
Q8NB91 O75534
Q02108 Q15072
P05423 P49591
P53396 P0CG12
Q8WYA1 Q9HD34
Q15573 Q96RG2
P98170 Q9UNI6
O94768 Q9BWD1
P62937 O43781
P48200 Q15542
Q9BYD1 O43365
O60481 Q9Y3B7
Q99487 Q06710
P28340 P48200
Q969L4 Q9NZE8
Q96BP2 Q9HCE6
Q9Y294 Q06278
P62495 P54803
Q14863 Q9Y3E5
P20807 P14921
Q96IV0 P08236
Q08999 P50453
O75880 Q9BWE0
P29218 Q9H5J8
O00338 Q15910
Q8WYK0 O75607
Q9HCY8 Q9Y5P8
Q9UBW5 Q9UID6
P17483 Q9UPP2
P41240 Q8TBX8
P07327 Q86UU0
Q9Y239 Q9BPZ2
Q9UPV9 Q16740
P51398 O60341
Q9NX70 P16949
Q8N9N5 P29353
P16104 Q6XUX3
Q9ULW8 Q92989
O60783 P13378
Q12882 Q8N9N8
O95786 Q5VUA4
P52926 P09455
P07327 O00115
P15408 P40261
Q9NX20 P31277
Q9Y6J0 O75648
O60760 Q06710
O00268 P33402
P59103 Q15424
O15305 Q8IUM7
P13796 Q9Y6J9
P01040 O95248
Q93008 P28324
Q13362 Q05209
P49841 O14640
Q9Y6K8 Q9UPV9
Q9NQI0 Q86U86
P00568 P60008
Q9BYD2 A6NDE4
P13010 P15428
P54136 Q13887
P06132 O95931
P53779 Q9BTP7
P52565 Q9UJW9
P27708 Q15319
Q92552 Q13426
P49736 P01100
P20700 P0DMV9
Q05516 P00352
P49675 P49917
P43235 Q9H765
Q9Y6P5 Q8TCS8
P58876 P00326
Q969K4 Q9NPI8
P26639 Q9Y535
Q9UDY6 Q01543
Q96PU4 Q9Y4H4
Q09666 P13798
Q6UB99 Q9H0A6
O75897 Q03111
O43307 Q13569
P23378 P06899
Q9P032 Q92698
Q15672 O75343
P41235 P82664
Q969L4 P49589
Q9H6S1 P50219
P15104 P07602
Q16613 Q8NFW8
P17480 P12277
Q16143 Q16666
P41002 P68402
Q9BR61 Q0VG06
P35218 Q5TB30
Q08495 Q05048
Q9HC52 Q9BYD1
Q02252 O94953
P50548 P05787
Q15329 O60941
Q9BTC8 P46783
P00558 Q99581
Q9NY33 Q96S53
Q03111 Q03013
P31267 P00338
Q92665 P04908
O00716 Q9P0R6
Q6FI13 Q8N9W6
P35637 Q9NRN7
Q9UPP2 Q9BS31
P12104 P30307
P21266 O43364
P49736 Q99956
P20226 P56277
P50750 Q92665
Q9NRJ4 Q9NSY1
Q15185 Q9C0F3
P41161 P32929
P08579 Q9Y3D3
Q13886 P50135
Q8TDY2 Q9H2W6
Q13405 Q9BXL8
Q96LT9 P04183
P30838 Q8IZU0
Q9Y5Y5 P28328
Q14999 P63272
Q6PRD7 Q15054
P17482 P31350
Q5VZM2 Q03052
O76031 Q8IXQ6
O94768 Q9NR20
Q93088 P78364
P62875 Q8IWT3
Q9Y238 O43781
Q16143 P18615
Q86XI2 Q9GZZ1
Q15596 Q9Y2R5
P08048 P09455
P07741 P13984
Q9NVP2 Q9BYC9
P24928 Q93015
P52566 O76039
Q86WQ0 P49406
Q05923 P33402
Q14781 Q16613
Q01094 O75251
Q5H9F3 Q9BT17
P23297 Q9UHR5
P46063 Q9P2Y5
P24928 P82663
P41252 Q9UBE0
O94993 P60484
Q9NP31 Q96QR8
Q96NW7 Q6PL18
Q96G01 P52657
Q8WYK0 P25208
P0CG12 P12081
P30838 Q15744
P78337 Q9NVS2
Q16851 P50219
P35558 Q9NQX1
P16383 Q6PRD7
Q8WXU2 P0CG30
Q9NZD4 Q5QJE6
P59103 Q9UDW3
O75879 P50749
Q8TCE9 P21695
P49736 O95429
Q96I25 P78358
O75461 O14618
O15169 O43365
P35558 P49917
P14868 O95551
Q86V15 Q9UHD2
P41970 Q99757
O00471 Q15014
Q9H257 Q96LA8
P13796 Q02539
O95400 Q96QR8
Q16548 Q9NR55
Q8WVM0 Q15744
Q9BYC9 Q9BUL9
Q15723 Q7Z7A3
P15918 Q96M11
O14561 Q16621
Q9HCY8 P31276
Q99594 Q16772
Q15672 Q6XE24
Q13415 Q96M11
Q7L7X3 Q9BXL5
P63162 P52565
P35218 Q6IEG0
O95749 P09884
Q9P2Y5 Q9UQR1
P41002 O60941
P13686 P53779
Q3BBV0 Q93077
Q14749 O43513
Q9C0J8 P13797
Q8N1V2 Q13487
P22415 Q9NVS2
Q16698 P22670
Q03154 P20265
Q9UBU7 Q6UB28
B2CW77 P25325
Q04727 Q9UBC9
P41252 Q7Z5Q5
Q9NQX6 Q9UHX1
Q8WUN7 Q8TBZ0
P20592 Q00577
O95405 Q9BUJ2
P43355 Q71SY5
Q9UID6 Q9BRV8
Q6NXG1 Q01469
O00471 Q96T76
P62917 P23511
O15178 Q9BUE6
P63162 P54577
P62937 P10827
P55039 Q9UHG3
O75586 Q13795
P14061 Q9UGU0
Q9BWT3 Q8WVN8
Q9P2Y5 O95696
Q9UHL9 P06132
P54136 Q96AZ6
Q9Y2T2 Q9H5F2
Q6UB35 Q9UNY5
P62942 Q6P1J9
O15370 P43897
P27708 Q96JB3
P35321 Q9UNP9
Q9Y2T1 P22304
P23297 P54845
Q15046 Q8WYH8
Q8NI60 O14862
O60760 P15976
Q9BXW9 O43502
P15923 P16083
Q9H6S3 P17036
Q13573 P42679
Q96IV0 P52945
P24298 O60762
Q96AA8 O94782
Q86Y25 Q9NX02
Q13287 P22492
P32929 Q9GZR1
P09429 P35218
P35237 O75506
P49753 Q9H7Z6
P63302 P18858
Q12800 Q16822
Q9UKY1 P26441
P32322 P55317
Q6UXN9 Q9NZE8
P29466 O43316
Q8IVS2 Q9NP71
P35790 O94906
Q9BT17 Q02086
Q96PU4 P22061
P82909 P28715
Q07973 Q5T6S3
Q5TCY1 Q9UIH9
O95551 Q9Y399
O15525 Q03013
Q9BYD6 Q9UKF6
O00268 P63302
Q16143 O00267
Q14790 Q14863
Q8WUA4 P04183
Q9Y2D0 Q12837
P06454 Q8TCD5
Q9BRV8 Q15014
O15353 P38646
Q15723 P33402
Q8IYD8 P01040
Q9HBG6 Q9H1Z4
Q92844 Q92989
Q96PU4 Q07973
Q7L3B6 P35453
Q03701 Q9H2J4
P31267 Q9P0J6
O00743 Q00056
P55084 Q8TAD8
Q13795 P52756
Q6NXT2 Q8N427
P82909 Q9NWT8
O95639 O00764
P12956 Q5XPI4
Q9NWU1 Q05516
Q9BXL7 Q96AV8
Q9UI32 P49716
Q8WVC0 Q9HC29
P35326 P55316
P53779 Q01658
Q16254 P24666
Q9UDY6 O75807
O95429 P13378
Q9BXI3 P58012
Q9Y239 P33076
O75586 Q8NEL9
Q96QG7 P28347
Q04828 Q9NYW8
P49335 P54098
Q8NFZ5 P23769
Q9HCS4 Q99956
Q13637 Q5XKR4
P59103 P10276
Q9NRV9 Q9H5F2
P18846 O75343
Q13867 P13984
O75394 O60814
Q9H6S1 Q9H3P2
P00568 P84103
P39023 Q5M775
P43355 P09067
O15091 P49842
P12104 Q0VG06
P43235 Q2PPJ7
P82933 Q8TCJ0
Q14651 P10071
Q9H7D7 Q9UBX1
P82914 Q15072
Q5THR3 Q9UGC7
Q12857 P78540
P11473 Q13310
Q99558 O60902
P15104 Q14527
Q99558 O15353
Q9Y2T2 Q13243
P29762 Q06413
Q15173 O00287
Q9BSL1 Q5M775
O75506 P37108
P41252 Q10587
Q9NZD2 P28347
P15374 O15370
Q96IV0 Q6ZRS2
Q9H2S9 P36915
Q16773 Q15906
Q16695 Q9P2Y5
P82650 P28069
P55084 P31274
P13995 Q99966
P48200 A6NDE4
P17900 P18054
Q9BUQ8 P20936
Q9BWD1 P43694
Q9Y6X8 P31327
O43819 P31271
Q9BYN0 P78337
P23297 Q9NQ92
P15336 Q9NNW7
Q8N183 Q9UJW9
Q9BSE5 P06280
Q9NQR4 P33076
O95551 P16949
P50453 P17947
Q96CS3 P17947
O76031 Q969J2
Q16772 Q9UBC0
Q9H9J2 Q49A26
P82970 P26441
P36402 Q12882
P18440 O43791
Q96AA8 P11474
Q9NPC8 Q96P71
P25208 P13797
P49902 O14948
P56277 P50219
P23921 Q9BXL8
P54132 Q9BRJ2
Q9NV88 P23378
P35218 O14981
P31629 P20807
Q02108 P20264
O95990 Q7Z2X4
B2CW77 Q9NY33
Q9UNS1 Q9BYG8
O43837 P50219
Q13362 Q14651
P17535 P14598
P23193 Q8N9W6
Q15072 P23921
P29466 Q9UL03
P13995 Q9H0W9
Q8WXI4 P84243
P32314 P00352
Q9UBW5 P47902
Q9NTZ6 Q8IX03
Q9P2K5 P82664
Q8IXQ6 P31350
P46108 Q9H2B2
Q8WUN7 Q14188
Q8WXC3 O60814
P18085 Q969J2
P05164 Q93008
Q96PU5 P05164
Q14526 Q00169
Q8WVM0 O14497
O15305 O43143
O14727 Q9HCG8
P08621 P0C7P0
Q14204 Q00403
P20592 Q05923
Q96I25 P22061
Q8N3C0 Q16777
P08319 P82979
P53004 Q13243
Q15291 Q01064
Q9BZE1 Q9Y3Z3
Q13029 P09960
Q15054 Q96GX9
P09488 P62875
Q86Y25 Q8N6F7
P41252 P15336
P11766 Q9H9S0
Q9Y5X4 Q96QG7
O15178 P35218
Q9BXI3 P23025
P03372 Q9H2W6
P09874 P13489
P22061 Q9UL49
Q9Y297 Q8TAD8
Q0VD86 Q14678
Q8NFU5 P43355
Q7Z3T8 Q6ZVM7
Q9UNL4 P0C7P0
P13693 P41225
P12104 Q03181
Q8WVN8 Q86Y25
Q16828 Q9BQ83
Q14442 P29084
O15235 P10243
P51116 O95248
Q8NFZ5 Q7L7L0
P41161 O43307
P54098 P57053
Q02446 P61970
P0DMN0 Q96KK5
Q9NT62 P31274
O14802 Q9NQI0
Q9UIV1 Q01064
P0CG30 O75132
P83111 Q969G3
P09132 P31274
Q9BYC9 O60671
Q96RG2 Q9H4Z2
O94788 Q5TB30
Q9BYC2 Q96DT0
P06132 P23527
P35548 P20591
Q9BV36 P38571
P15976 P19878
P03372 Q96JJ3
P48431 O43396
P63167 Q99549
O75936 Q16666
Q12952 P06732
Q96BN2 Q9Y216
P07864 O43829
Q06547 P82912
Q9UKI8 Q13107
P05412 P51553
Q16777 Q2M3C7
P54098 P52756
Q969Y2 Q9H611
Q9P2K5 Q00059
P41161 P49411
P31942 P22528
P82970 P20807
P11245 Q6W2J9
Q9NP31 P01100
P34897 P06746
Q9BWE0 Q9Y2Q9
O94788 Q99929
P21673 Q5TB30
Q05195 P62269
Q13405 Q16621
P10914 P23381
Q6PRD7 O15156
P13984 P54868
O60678 O43316
Q9BPX1 Q49A26
P11161 Q9UGC7
O75343 Q86U86
P08579 O15540
Q12986 Q8N142
Q9NQR4 Q53T94
P18054 Q06416
P48728 P31276
Q12962 Q8N7A1
Q7RTV3 Q6PGN9
P10914 P50213
P68402 O15514
Q9Y2U9 P37108
Q15173 O43316
Q99880 P37108
Q05925 Q9H765
Q6NXT2 Q16543
P20591 Q8NCU7
P35900 Q9BSM1
Q92871 Q14839
Q9BYD2 Q9C0F3
Q9BSL1 P06280
Q9H6S3 P50897
P07741 Q13610
Q14651 P07992
Q16143 Q9NZL3
P46199 Q99583
Q96HA7 Q02548
Q9HCY8 O43719
P14653 Q6WQI6
Q8NEL9 P04066
P82914 O60381
P18440 Q15906
Q13547 P13693
Q9UEE5 P13639
Q969L4 P24298
Q68J44 Q99929
O14593 Q9BW04
Q9UPP2 P33076
O43543 Q9BXW9
P09017 Q96RP9
P43304 Q6EKJ0
Q9BXL5 O14641
P08263 Q15475
Q15543 Q04828
Q9HCG8 P82930
Q9UN86 P35227
P49716 Q9P0M9
P43897 Q13523
Q9BZE1 Q15561
Q9Y216 Q9NYW8
P53779 Q9UEE5
Q14209 Q9HD33
Q96TA2 Q13569
Q9UKY1 P07196
P49759 Q8IWT3
P11245 Q9UHG3
O75343 P23511
P35251 P83881
P52945 Q9H4A3
Q9H9Q4 Q9Y4K4
Q9NYK5 Q86U86
Q9NR46 O43719
P0DJD3 P35900
Q70SY1 P36915
Q9BSE5 O43913
P78358 Q9UM82
Q5EBM0 Q92793
Q7L3B6 Q9Y6J9
Q8NFG4 P49005
P0C7P1 Q12933
Q9BPX1 Q9NVU0
P51116 P17509
O75563 Q14209
Q16772 P15586
O15169 P51784
P30048 O95926
Q9Y2T1 Q13950
O15370 Q9H0C8
O00411 Q8IXH6
P09132 O60682
Q6DN03 Q9H765
O60760 P09067
P21246 Q7L311
P13995 Q16576
P05089 Q99697
P51553 P41229
Q9UGP5 Q96HU1
Q9NVW2 Q9Y6G3
Q96GX9 P17947
Q15080 Q9UEE5
P59046 Q9UJC5
P29466 Q00444
Q9BX63 Q9NX20
Q14119 Q96HU1
O00170 O96019
Q03989 Q93015
P48729 P22492
P19447 P16949
P02545 Q00059
O75880 Q05952
Q58A44 P51532
Q9HCS4 Q06520
Q9NV88 Q96P71
P53004 Q15573
P40925 P50219
Q9Y603 Q96A58
Q9HCG8 Q9UNE7
Q12849 Q92759
P35269 P08729
O96020 Q00169
O95751 P35325
Q9UII2 P52657
P62316 P00326
O43353 Q5XLA6
Q99594 P39023
Q9NYD6 P09936
P32929 Q15542
Q9NQ33 Q01469
Q9HCS4 Q01581
Q96JJ3 Q7RTV3
O43679 Q13107
Q13085 P02545
Q96CS3 P61964
Q9BPZ3 P04908
Q15046 Q99081
O00411 O00311
P43268 Q5TCY1
Q12873 P15104
P58012 Q96G01
Q8WVM0 Q02446
P31267 Q16822
P53677 P28340
Q01081 Q9UD71
Q8IUQ0 Q03111
Q14442 Q9BYE7
P24864 P07864
Q9BR61 P22670
Q86V15 P62917
Q96BP2 Q58A44
P09210 P58876
Q14469 Q9NX02
Q9Y297 Q5M775
Q7Z5Q5 Q9P2R7
Q969K4 P13349
P07741 Q8IVW6
Q01196 Q99714
Q9Y5B0 Q9UDX5
O43684 P49675
Q9Y261 Q9NP86
Q969K4 P17405
Q5VWG9 Q13405
Q9BYD2 Q92664
Q93088 P54803
O75643 Q15185
Q13610 P32929
P15173 O75828
P13631 Q9H4A3
Q9Y216 O14646
O14727 P35638
P49638 P62875
Q96IV0 Q15029
Q9BT17 O43829
Q16539 P01112
Q9BYC9 Q99929
Q6UXN9 P41279
Q9GZZ1 Q8IZL9
Q03923 Q9NT62
P62995 P24298
Q9BYD6 P35475
P43304 P49716
Q13887 Q15102
O94768 Q9H6S3
P50120 Q16587
Q7RTR2 Q9BSF8
O95990 P47897
P19388 P13798
Q9P278 Q969S2
Q9NQ33 P22531
Q9BY32 P29083
Q16548 Q86UE8
Q9UNN4 O76094
P35218 Q96KF2
P24385 Q9UBD5
Q8N5U6 Q9UL17
Q9Y5K3 P54577
O75164 Q9UHN1
Q96HA7 Q8NFU5
Q8N1G1 Q93088
P31350 O95125
Q969K4 Q15562
P58304 P09960
Q96M11 Q53T94
P21399 P17861
P21695 P49916
P82914 P78527
O94906 O43395
Q9ULX3 Q9H765
Q9HBG6 Q9UBD5
O43776 Q969G3
Q16576 P82932
O00115 Q06520
P27694 P35790
P82650 Q01201
P52657 Q8N7A1
O00471 P19622
P23378 P06746
Q8NFU5 P82650
P51649 Q16560
P54132 P10155
Q9H4K7 Q01130
Q8WVM0 Q9UJW9
P28161 Q15393
O95600 Q96GX9
Q9H6S3 Q03052
Q64ET8 P22528
Q6ISB3 P15428
Q9BY32 P50749
Q9BYC8 P17096
P35637 P00441
P09874 Q8NEL9
Q9NYD6 Q9BXI3
Q5QJE6 Q9BZL1
P18440 Q02078
P52565 Q8WUA4
Q9NX09 O95343
Q9GZZ1 Q9BS31
Q99612 P68104
Q9UBW5 Q13487
Q6B8I1 P05549
Q9BRL6 Q8WVN8
P26583 P05413
Q86UE8 Q9BZE1
Q8WVC0 Q9UBR1
Q14749 P30307
Q96HA7 P15408
Q14442 P57053
Q8WVN8 Q16587
P53779 Q03828
Q9UJM3 Q5VTD9
P35270 P19419
O00170 P28340
Q9NP74 O00311
Q16851 Q8IVW6
O15217 Q92922
Q15173 P28340
P55854 Q16891
P29353 O14901
Q92785 Q9H6S3
Q9HB65 Q16540
Q53G59 P21917
Q6PJT7 O15217
Q03013 O43513
P62314 Q8N9N2
P05423 P48200
P0DMN0 Q9UJC5
P21695 P55317
P54821 Q96M11
O43776 P84103
P53677 Q96LT9
O75897 Q13526
Q5H9J7 P22492
P16949 Q8TBZ0
Q01658 Q9BV36
Q13356 Q9BYN8
P13797 P55317
Q9BSE5 P29558
Q8IUQ0 Q9P0K8
O00764 Q0VD86
O15540 P31273
P23378 Q8NFW8
A0AVK6 P13489
P31269 Q8N142
Q9Y6X8 P35558
Q9P2R7 O43364
Q8NFZ5 Q8WZ19
P53597 Q9Y6W3
Q14032 P18858
O60814 P50452
P11245 Q8TAT5
Q16633 P55210
Q13867 O15379
P43268 Q9NYK5
Q06124 Q8IUM7
Q14106 Q10586
Q9UBU7 Q2M3C7
Q5SW96 P51946
O96019 Q03013
Q8NHV9 Q8N6F7
O75897 Q9NR55
Q9UIK4 Q15596
P51649 P0DJD3
P49753 Q02078
Q9Y6K8 Q8N6I1
P17987 P0C7P1
Q9NWT8 P09960
Q9UKN8 P54868
Q9UJM3 P51531
Q15291 Q9Y4B6
Q9P2W6 O60284
Q13356 O43182
P11766 Q9NPC7
P62314 P14061
Q8N427 Q01851
Q9UI32 P22492
Q00688 P51580
P15173 P50135
Q7RTR2 P19419
Q9BYN8 O43929
P35790 Q01094
O95429 P35712
Q5RKV6 Q9Y2L1
Q15572 P10155
P18848 P17036
Q9H4K7 Q92989
P56589 O00628
Q96QG7 P10619
Q6B8I1 Q8WYH8
Q6P1L8 Q13569
P35638 P07148
Q9Y603 Q92837
P39748 P49368
Q13886 P49789
Q7RTV3 P48147
Q92871 Q9UGU0
Q12933 Q14686
Q9NX09 O15151
Q9NYK5 Q86WB0
Q9UDY6 Q9NVP2
Q8WVC0 P16083
Q7Z569 P06899
Q12996 P10599
P23297 Q14781
P06454 Q12931
Q92785 Q68DY1
Q9NP74 Q9NP71
Q9UJA3 Q9Y4B6
O94805 Q9Y3E5
Q8IVW6 P12271
Q9NWF9 O00462
Q96QG7 P10827
Q14152 Q96AV8
P53396 Q8WW12
Q96S96 Q969Y2
Q8IX03 Q9NWU2
Q14749 O00115
P21266 P53350
O15091 P62487
P29353 P04066
Q13156 Q9HD33
P20807 Q8IVW6
P11586 O00754
P15976 P00326
O15091 Q92759
Q96AA8 P15172
P52926 P17706
Q15022 O15169
Q9UBT2 Q06278
Q9BWE0 Q13637
