P20226 Q9BW71
Q8WZ75 Q9Y6J0
Q03181 Q99750
Q12962 Q15154
P42166 Q14966
Q9HAU5 Q13094
P68366 P56696
O95163 Q13077
P47928 O14788
P07339 P31314
O14980 P11498
Q96QG7 Q92817
P41235 Q13501
Q02446 Q14566
P04083 Q9UBP0
O43747 O14678
P15498 Q93062
P61978 Q14832
Q8N4C6 P62987
P35609 O14924
Q15836 P46721
P49770 P68036
Q92796 P18848
O14936 Q08209
Q9UMX0 Q16760
Q13501 O60494
P68400 O14964
P43694 Q07002
P68133 P35240
P78560 P11801
P67775 P15884
P50552 P18031
Q15078 P01730
O75925 Q15427
P10589 Q9NZ42
Q04912 P08754
O94875 Q5SXM2
O15455 P48551
P11362 O14818
P13349 O94985
Q15029 Q9BWT7
O43353 Q9Y5S1
P0C0S5 P37023
P14543 O95816
O14745 Q9UBD3
Q9NTK1 O75909
P27986 P21333
P68400 P12259
P15502 O95059
Q5T2W1 P78504
P78549 Q15042
Q9HCM9 Q8IXH7
P33993 Q14209
Q99650 P31271
P06400 Q96B26
Q9UKT9 O76095
Q14789 P40926
Q15303 P56524
P63244 Q9UJY5
P06493 Q00653
O75582 P61604
P38398 Q9NYS0
Q13216 Q14643
P25963 Q96PU5
Q15834 Q16527
P05129 Q9UQB8
P20618 P50895
Q13185 P27701
P54764 P24390
Q15276 P49796
P22607 P21579
Q9BSW7 Q16623
P53350 Q99801
Q92793 O60610
P04439 Q9H4L4
P19429 Q9UIS9
Q06124 Q9NWF9
P35222 Q9NXR1
P49768 P49069
O15151 Q13469
P07384 Q149N8
O95835 Q5TAQ9
O95886 Q9UBH0
Q9H9D4 P12429
Q9Y4K3 A6H8Y1
Q15942 Q9Y6X8
P35638 Q8IYF3
P46100 Q9UGK8
Q9UBI6 Q8TDN6
P50452 P48169
Q96C24 P43681
Q99959 O95237
Q15560 P78406
Q92841 Q99567
Q86SE5 Q9UHD8
Q14289 P48357
P21860 P37231
Q12888 P62312
P04049 Q9NRI5
P49842 O43432
Q06124 P49910
Q8WXI2 Q14978
Q14643 P00734
Q16539 P05783
P25098 P05412
P21579 Q99952
P46108 Q9BQI3
P31946 Q9UBF2
P41743 Q92503
Q96S59 Q8NBM4
P61981 P0DP25
P61981 Q99558
P61244 Q8IW19
Q8N3F8 Q8N114
P01303 Q15113
Q8TC92 Q8N6P7
P63104 Q9Y2J2
Q96D42 P42857
P61981 P19174
Q9BXS5 Q14108
P22681 P17028
Q13424 O60258
P46109 P11310
P12956 P10276
P04150 Q9UQM7
Q01844 Q9H410
Q04206 P35716
P41743 P39060
P54257 P61296
P37173 P30301
P19784 Q9H4E5
Q05513 P0DP25
P51681 Q3KQU3
P10721 P17661
P20929 P02786
Q01955 O00257
O15392 Q13077
Q06124 Q9BVJ6
Q9P2R6 Q96KS0
P10809 O14818
Q14CW9 O43261
Q99704 Q02535
P05106 P28482
Q8N8S7 P78347
Q8WU20 Q9H2X3
O43318 Q9Y6C5
O00459 P00966
P62306 P17028
P10415 Q08881
Q92597 Q9BUZ4
P23025 Q8TD08
P52799 P53618
Q16849 Q86YB8
Q13485 P13569
A0A5B6 P60228
Q5T3J3 O95602
Q13490 P37173
P04234 P31268
P17174 Q9UKY1
Q9NRN7 Q92997
P61244 P04114
P08246 P28749
P05412 Q96QF0
P08069 O75081
P08174 Q13316
P98095 Q96KQ7
Q04917 Q96IZ5
Q8IW41 O60706
P29350 Q8WTV0
P12956 Q03014
Q9Y2X7 P62979
P27348 P0C0L4
P48740 P11171
P17252 P49639
Q05655 Q96KQ7
P68400 P23458
P00746 P46779
Q92731 O95985
P42680 P62979
Q13432 Q08881
Q13424 Q00534
P54619 P13725
P52756 Q9NPI1
Q05513 Q14653
Q7Z7J5 Q12959
P10415 Q96A54
Q09472 P54253
P25208 Q9Y6Q6
Q8IYI6 P55055
P43088 Q9H0A8
Q9P2H0 P30793
P40763 Q5U651
Q13361 P05154
P04637 Q9NUP9
P05107 Q9NWN3
P68402 P09619
Q15761 Q8IYB7
O75909 O95180
P09012 P56945
Q13043 Q9UBD0
P63208 P11161
Q96CW1 Q8WV92
P63279 P36956
Q05655 P21589
P49790 Q15369
Q08495 O14530
P30153 Q9NVP1
P26368 Q14209
Q8N2W9 P31785
Q9UHP6 Q9BR39
P02545 Q96EK5
P68400 O43312
P51531 Q07820
Q6EEV6 P20036
P27448 O14796
P51677 P36406
Q9Y5N6 P62805
P45983 Q9GZR7
P63244 Q70Z53
P55075 O75391
P07711 Q99595
Q9NVV9 P35249
Q99748 P17542
P57678 Q99717
Q7L5D6 Q15185
P35548 Q6RSH7
P19320 P35226
Q5JY77 Q9ULW5
P07585 Q9GZT6
P25963 Q16526
Q9NPI5 Q13114
P10721 P10412
Q13432 O43426
P61981 Q92908
P05771 P48509
Q9UQ80 Q14766
P49711 P46108
Q92900 Q15834
P18827 P11150
P12931 P49407
P36897 P62491
P08603 P50406
O60232 Q9BWX5
Q01959 O95630
Q7L590 Q15834
O95251 Q9Y2L6
Q53ET0 Q93045
Q03113 Q9NQB0
P27986 Q01844
Q8N715 P24941
Q07820 P60002
Q15645 P20248
P42574 P05067
P61981 O75533
P35222 Q9UNE7
P31277 Q15465
P35462 Q06710
Q7L5N1 O15492
P05556 Q01362
Q05655 P20916
P22681 Q12959
Q06124 Q9NUQ7
O60437 Q969X2
P32456 Q96C92
O75928 Q13555
O75925 Q9P2K6
P08670 P11362
P56693 P20226
P49768 P53621
Q14289 O95983
Q92688 P46379
Q92905 Q6NUQ1
Q15642 P34741
Q92597 Q9NPI8
Q5T2W1 Q5JSZ5
Q9NZN4 Q96AQ6
Q8TBR7 Q12830
Q15853 O43157
P16333 P04114
P78527 O43639
Q15369 P10809
Q9NR12 O14543
Q13416 P62942
Q9NPI1 P51587
P09769 Q03167
P28069 P43119
P98161 P24394
O00459 P40189
P54132 P13797
O95376 P07199
P35080 O14818
Q13425 Q15052
O60762 Q9ULH1
Q15038 P04637
O95751 P48061
P18206 P11387
Q14643 Q9UMZ2
Q96IZ0 Q6IA86
Q15303 Q9P296
Q8N5U6 Q9P2Z0
P35968 O14737
Q04724 Q9ULB4
P06493 P19338
P19235 P52292
P33151 P51572
P05771 P11831
P19438 Q92908
P27361 P04406
P98164 P54619
Q13485 Q15646
P06400 Q12933
P20339 P60903
P06454 P08729
P10321 Q9NXR7
Q93009 P60900
Q01844 O15524
P52657 O43815
Q8NHJ6 Q02641
Q9H204 Q9Y620
P68431 Q9Y6I3
Q04864 Q14232
Q9UBS8 P55055
P26358 P55789
P55774 P45379
P62318 O14950
P68133 Q13516
P45973 P05305
P42224 P49841
Q05513 P63010
P01023 O95163
P32927 P09917
Q99741 P33552
P38936 Q9BT78
Q13885 Q9NUQ8
P02686 Q86YN6
P67775 P18545
O14757 Q15796
O15162 Q9UQF2
Q9H4B4 Q9UHF0
Q9P2H0 Q9UQB3
Q15796 Q8NEB9
P35609 Q9UGK3
Q9UBK2 Q8N668
P24941 Q92796
O15127 Q9NX18
P35222 P21580
O43809 Q9Y6I3
Q8N5H7 P19883
P30411 Q13643
P63146 P28067
Q9HB75 P57729
P84077 Q86VB7
P58340 O43324
Q8IYF3 P22003
O75716 P05412
P02741 P21333
P61981 O14978
P25445 P51674
P21580 Q9Y5L4
P49792 O00308
Q9UP83 P08631
P35568 P63104
P26641 Q9Y210
P62993 P30154
Q15700 Q8IYB3
P45983 Q96B97
Q02548 P52333
Q14686 P21731
Q96G01 P31749
P42768 Q92630
Q16394 P10124
P12318 P32418
P29350 Q06710
O14980 O75159
Q8WXI2 Q04771
Q15833 P33991
P42229 P41743
P04150 P30291
P50548 P17844
O60264 P30040
Q04759 Q13464
P03372 Q9Y2L1
P11831 Q9BWU1
P12004 Q00597
Q96SB3 Q9NP59
P21675 P10600
P53667 Q12972
P17252 P62995
Q01130 P01703
P19784 Q13363
Q15155 Q9XRX5
P11142 Q13177
P19838 Q969H4
O60682 Q92786
Q99250 P04003
P42574 O43680
Q04206 P53667
Q01130 P53667
Q03135 P60510
P20248 P35080
Q8NCR3 P22362
P27797 P55010
P22681 P78357
Q9BVI4 Q9ULB1
P21675 P23769
Q15834 P41159
Q00534 P06729
O75955 P08047
Q05655 P14210
P63208 P31689
Q04724 P69892
P20936 P62191
P10721 Q99972
P46821 Q15464
Q92793 O00213
Q14155 P01833
P04637 P27701
P68133 Q12983
Q02535 Q7L5N1
P16473 Q9Y3C4
Q13501 P68400
P06239 O00165
O00716 Q7Z7C8
Q9H190 P02585
Q9UMX1 Q12824
P18031 P11171
P62993 Q9UBC3
P03372 Q9ULU8
Q9UIV1 O75934
P48643 Q8NB37
P16615 P49448
Q15560 P48509
P05107 Q8N129
O43913 P46934
P62993 P01100
P36897 P04183
O43463 Q9NZ52
P08697 Q53TS8
O60674 Q07954
P67809 Q86YM7
P17252 P84022
P40337 P62753
Q8IU54 Q96N16
P09237 P00734
O00585 P28360
Q14974 O96004
P17301 P25929
P04637 Q01844
Q13535 P13236
P42858 Q92754
Q05209 P50993
P08670 Q969D9
P35222 Q8NEV4
O60603 P14416
Q04206 P06400
P63104 Q93062
O00257 P41182
Q96DI7 P45984
P26038 O15164
Q7Z569 P11802
Q9HDC9 P01009
P27986 P00749
P12755 P21781
P46109 P52272
P43405 P78559
P14136 Q96BY2
Q02878 Q9UP83
O43463 Q9UMS4
Q96GD4 P35240
P10244 P10415
P63208 P24385
P12931 Q13158
Q9UQB3 Q07955
Q13107 Q9UJJ9
O43396 O15263
P56524 O00220
Q13523 Q9NWZ3
O00238 Q13087
P62258 P56817
P13010 P01112
O60934 P52564
P27361 Q01844
O15111 P04733
Q92793 P14618
O60674 Q16548
P84022 Q13363
P98170 Q9Y6J9
Q9NRF9 Q06330
Q14994 Q12972
P06239 P07333
P14672 P01009
P31749 Q8TCX5
P30291 Q9Y6K9
Q15717 P54368
Q07817 Q99547
Q92597 P32245
O60239 P12272
O75582 P61326
O15379 O15524
Q96AC6 Q9UKV0
Q13216 P23458
P51116 Q13838
P68366 Q03135
Q96HC4 Q00610
Q16637 P18507
Q16539 Q9HCE6
P16070 P05067
P61296 O60687
P61978 P09496
Q8IZ52 P30536
P15502 Q9UQQ2
P12956 P17181
Q06587 Q9UJW9
P09012 Q9BV73
Q9NZV8 O75508
Q14739 P50281
P53778 P63096
P46109 P61923
P08069 P80188
P53350 P22455
P50542 Q9P104
Q9UMX1 Q9UKL3
P21246 Q9UDY2
Q9NPQ8 Q9NYK1
Q9ULJ8 P06729
O75449 Q8NC24
Q9Y618 Q15303
P19419 Q9UPT5
P62314 Q8N5M1
O14939 Q15466
P52657 P60033
Q05655 Q9H082
P12004 P00491
Q13432 Q13596
Q12904 Q16625
P30559 O43463
Q13002 P15927
P18847 O60479
Q12933 P40222
P36542 P02786
Q9HCP0 P04234
P07948 P01375
P12931 P58062
P07947 Q9H0Q3
P04637 Q13136
Q05655 P27701
P29475 P14672
Q14289 Q7Z3B3
P27797 P06127
P14373 O60828
Q04206 P12036
P62258 P43487
P22888 Q13901
Q01081 P05186
P00995 Q9Y215
Q99962 P15407
P29466 P51948
P61981 Q6P1J9
Q13224 P05204
O75791 P00742
P26368 Q92625
O95870 P35638
Q9P021 Q08345
P63104 P29376
Q15717 P61088
Q16539 O14558
Q05209 Q96LK0
P30260 Q9UKY1
P27986 Q13547
P26038 P49917
P17676 Q92997
P05198 Q96S59
P28482 P63244
P51692 P05091
P61981 Q9UQM7
Q92831 P19532
P0CAP2 O95372
P04637 P06241
Q16514 P61586
Q8ND30 P46934
Q16181 Q7L523
P09429 P04271
P49798 P10643
P62258 P16070
Q01780 P14866
Q9P2H0 P19338
Q15019 Q9BPW8
Q04771 A6NIX2
O60925 P33992
P31930 Q9H992
Q13432 P50281
P48736 P38398
O95402 O95819
P02686 Q96LC9
P12004 P98160
Q9UER7 Q15276
P06241 P08254
P46109 P45984
P12318 Q07326
P62070 Q9Y6B2
P01100 Q9ULV5
O15519 Q8TAS1
P14672 P51617
Q16566 Q6W4X9
Q9Y3R0 Q96SD1
P04150 P51449
Q9H875 Q08345
Q9H410 Q01726
P25391 P22735
P54257 Q07889
Q15796 Q8TDR4
P16234 Q8IYX0
P54257 Q99547
P10275 P06241
P31749 P01344
P15923 Q92692
Q13526 P17302
P51946 P07948
Q9UMX1 Q8N336
Q03135 P49770
P02741 Q5T3J3
P19622 P56470
Q8TEW0 Q14289
Q05655 P08123
P17252 P11362
P55085 O95388
P12931 Q9UK53
P54253 O94972
Q8N490 Q13009
P24666 P60709
P51116 P45984
P13611 Q9Y4C0
P60953 Q99728
Q14520 Q9Y2I1
P15172 P62258
P03372 P62993
Q8N8S7 P62879
Q96L34 Q14344
O43581 P01112
Q15078 P13497
O14908 P33176
O00560 O75496
P04150 P43364
P48552 P49005
Q15185 Q9Y230
Q12846 P62070
Q13432 Q96CW1
P36957 O14828
P40763 P51587
P10276 P54725
Q00610 P21741
Q92793 Q9Y6D6
Q9H1X3 Q04912
P16333 P0DP25
P61981 Q15543
P15311 Q9H0B6
P14672 Q02383
P42574 P60953
Q9NRR5 P56134
P63279 Q96S94
P56945 Q9UKJ5
P11142 Q9NRL3
P0CG47 Q9HCE7
P19419 Q9Y4K3
P49795 Q9UGP8
P24941 P19838
Q99819 P04004
Q07666 Q15052
Q9NR12 Q9NQ38
P45983 P36897
P61956 Q15696
Q00534 Q92889
P35251 Q9NZ52
Q92831 P07237
P40222 Q8TDQ1
P30307 Q9UJX6
P00918 Q92686
P08047 O43353
P67870 P20962
P42702 P43119
Q93038 Q92624
P19174 Q9HBE4
P11142 P36542
Q13796 P51858
P08670 Q9NPG1
P68400 Q92973
Q16827 Q9BYM8
P53667 O75419
P63279 Q9NRR5
Q12852 Q16594
P04150 P16591
P08134 P57073
P07384 P34947
Q92793 Q03167
P05412 O43353
P10451 Q8TAS1
P78509 P51532
P29466 Q96S59
O95751 Q8NAP8
P32004 P42226
Q13131 Q96I34
Q13485 P36382
P27695 P32004
Q9BYG5 P05556
P68400 Q96JB3
Q07157 Q16539
Q13588 Q9H0H5
Q16589 Q8N5V2
Q15700 O14786
P37198 Q969T4
O15264 P34741
P49768 Q13618
P54257 Q9Y210
P38432 O43813
P60953 P11215
Q12959 Q9NRG1
P31749 P62834
O95793 P30086
Q9UER7 Q14802
P01889 Q9H427
Q9NRR5 Q13029
P53420 P56559
P14543 P24588
Q9NXU5 Q9UHC3
O75376 P48146
Q09472 P45983
P16333 P35249
P67870 O15335
O75962 Q92997
P49802 P53618
Q15149 P40855
P10276 P16284
Q15599 P18848
P18084 O95070
Q01844 P13987
P78406 P49810
P51692 P60510
P18850 P31152
Q12778 P06493
Q96CS2 P35900
Q14653 Q8WU20
P49450 P31689
Q92796 Q8NCW6
Q02156 Q13242
P55055 Q8NET5
P04271 Q9BUZ4
P09429 P49736
P13647 P20151
P14416 P49755
P53602 P23416
P16220 Q9HCK4
P00918 P02461
Q06187 Q04721
P17535 P04406
P10275 Q86X27
P53350 P98164
P62820 P12755
O14744 O43566
P25054 P30405
P53041 P08138
Q9HA65 P61296
P47897 P60842
P60953 P52566
P49716 P56704
Q92609 Q13191
P36897 Q9BTV7
P42858 P40189
P17252 Q99816
P10589 P04406
O43639 P51532
P42574 P43364
Q14315 Q9HD26
P84022 P51811
P10398 P62753
P41250 P36956
P14210 Q14296
P36897 Q15645
O75886 Q9NZQ3
P10275 Q9NWT6
Q05516 Q13868
P36897 P16885
P19838 Q9H1D9
P15311 P06733
P49137 P42229
Q15365 Q96II8
P37288 Q9ULJ8
P63261 Q969R5
P54253 Q12933
P24158 Q06587
Q96FN4 Q13021
Q00653 Q93074
P05412 O15117
P14324 O15372
Q12933 P40616
Q9UN74 Q9Y6D5
Q8IW41 P14373
P40763 Q00403
P21246 P50570
P46109 P62820
O14908 Q6ZN30
P63279 Q13571
Q15642 O95238
Q9Y3B2 O43172
Q00534 P60900
Q92900 Q8ND90
P63252 Q86UU0
P15172 O75593
Q5T3J3 P10600
P29475 P20963
P10275 Q96ID5
Q9UBK2 O75586
Q9UKV0 O60664
Q9UBU9 P11277
Q96AQ9 Q9H1I8
P49841 P36575
Q06124 P35368
O95352 Q969H4
Q16665 P19525
P30153 P08559
P04085 Q8IZL8
P17676 Q15642
Q8N6T3 P30281
Q8TAD8 Q03113
P24666 Q5JWF2
Q9Y478 Q9H4D5
Q15596 P03372
P60709 Q9NZU0
P62993 A6NIX2
Q13432 P10589
P42224 Q99961
Q8N488 Q96J02
Q04206 Q13363
P17252 P22736
P43405 P11233
P12757 Q15528
P27361 Q13617
Q99759 Q9Y6W5
P11233 Q96GD4
Q71DI3 Q96T76
Q15388 P51692
P16234 P10415
P37231 P28827
P00533 Q96RU8
P27361 P09619
P11166 Q9Y512
P28074 P05129
P06213 P49810
O14492 P35579
Q14152 Q16543
P05155 P14735
Q92793 P18507
O95983 Q9UHI6
A0A5B6 Q99598
P24941 O43914
Q9NPI8 P35712
Q99700 P02458
P60953 P10276
P54750 O15287
P31994 P23469
O60516 P30874
Q13309 P16070
Q9HD26 Q6VY07
Q15542 P02766
P46527 Q13480
Q9UHD8 Q6UWL2
Q8N8S7 Q969Y2
Q06124 P12757
P12270 P01903
O14777 Q9BUB5
Q99638 P02765
Q8NFZ5 Q92990
P19174 Q9NP62
Q9Y618 O00590
P21675 P32418
P84095 P24522
P23458 Q8IWL1
P49768 P29083
P37198 O15492
P01033 P12004
P61201 Q8N4C8
P52292 Q96EY7
P0DP25 Q9P2R6
Q15700 Q13541
Q13432 P11171
Q9P2H0 Q96AY3
P02751 Q9Y333
P10415 P53355
Q5JY77 Q9HCU9
Q13315 P35372
Q05655 P02461
P12004 O14836
P04626 Q15833
Q5JTD0 P04179
Q9BRA2 Q9BQD7
P28562 Q06330
P11142 P28358
Q9H4A3 P41143
P68366 P23443
P19838 Q9UJY5
O14980 P29320
Q96B97 Q14517
P19338 P13349
P31942 Q9UHA4
O15162 P10415
Q13751 Q8TAX7
P15941 P60763
P84022 P49354
Q9UHA3 P62258
Q9NPB6 P00734
Q8TF68 A4D1P6
P03372 Q8IW41
Q13315 O76094
Q13485 P01127
O15145 P49257
P60174 Q9UHI6
P18031 P09651
Q8N3C0 Q8TAU3
P02458 P43026
P35900 Q15102
P29475 P10721
P06858 Q8WW43
Q9UBT2 Q00536
Q15047 P04233
P26441 P54727
P22681 Q9Y3B2
P36897 Q6ZU52
P19784 O75843
Q16527 O75525
Q92831 Q8NI35
P61981 Q99759
P13611 P06454
Q15424 Q86YD1
P10275 P38398
Q9UQM7 Q6PEW1
P33993 Q96G25
Q9Y6K1 Q9NQU5
Q99497 P63027
P61981 Q86U06
O75925 P61225
Q9NPC2 P35670
Q9NVD7 Q14493
P42680 Q8NBJ7
Q9H211 O15105
P41134 Q7Z3T8
P04637 Q93063
P08519 Q9P2E8
P08648 P55291
P10276 Q9GZX9
P33991 Q99933
P54253 Q9GZT6
Q07820 Q9BZI7
Q13315 Q96A00
P25116 P05783
P56915 P17535
P11021 Q96BI3
P63279 P05230
P27701 Q9BYM8
O14939 Q13363
P02751 Q8IZH2
Q13432 P61604
Q9NZW5 O75969
Q07889 P17676
Q96HR3 O14907
Q13485 O95751
Q07820 Q7Z7K2
Q15583 P39880
P53350 Q6R327
Q92743 P35232
P02452 Q14103
Q6EEV6 P53355
O60894 P12004
P09958 Q12933
Q99250 Q8TF74
Q9BWV1 P25208
P56945 Q9Y3M9
Q96CW1 O15143
P10275 Q9UBK2
Q15311 O43633
P29992 Q8N5H7
Q13535 Q9Y2W7
P17612 Q8IY31
O95477 Q12929
Q14203 P16885
P06241 P49810
Q02779 Q9BPX7
O14672 Q9UBV8
P54253 Q15185
Q15599 Q16623
Q96RI1 Q9NPC2
O76094 P27701
Q16695 Q9H2B2
P07949 P05771
P04406 P61626
P17706 Q9UKV3
P35968 P26010
Q9C0H9 Q6P3W7
Q96B26 P28288
P36896 Q9NRF2
P05771 P22459
P35568 P25686
Q92841 Q12805
Q92793 O60315
P42680 P04156
Q92793 P42858
P68104 P49798
P10599 P29972
Q02543 Q96PM5
P0DP25 Q9Y6G9
P12757 Q02779
P0DP25 P11831
P10276 P17676
Q99523 Q9H8W4
P62993 P54132
Q86XR7 P20340
P51671 P21589
P60520 Q5FBB7
Q96G01 P57727
P32121 P10646
P31269 P07947
Q8N8S7 P16144
O14965 P46091
O14757 A8K7I4
Q99650 Q8NAP8
P51692 Q9Y5J3
P37198 O60711
P42574 P19174
P08754 Q96CJ1
Q08170 P62873
P15498 Q01844
P12004 P51532
P12931 Q08752
O60437 P84103
P01112 P02462
O14908 P62244
P17612 Q9NR46
P06493 P43358
P54750 P06729
P60709 P61158
Q8TEW0 O95295
Q96A33 P30043
P42574 P17509
Q9Y3E1 P53618
Q5T3J3 P35221
Q9BXW9 Q53ET0
Q04206 Q6UY14
Q13185 Q16534
P19419 Q96GG9
Q99523 P21580
Q13432 Q13239
Q9Y3A3 P09603
P49418 Q6VN20
O60896 Q9Y6C2
Q96G25 P20333
O75821 P28799
P42261 O75146
Q9Y6K1 O14764
P05106 O96006
P17302 Q16787
Q07812 P00709
P10275 P11309
P12757 Q9NQ94
Q9NQ66 P32248
Q96PU8 Q9P1W9
O15151 Q7L2E3
P16070 O60784
P68104 Q8NEU8
Q16623 P16885
Q15843 O14832
O75340 Q03135
O75915 P23497
Q8N668 P52630
P05556 Q92793
P48050 O00168
P63244 P54826
Q15796 P45985
P06400 P46531
Q05655 P21333
P02452 P48051
P08572 P04156
P67870 Q05516
Q29983 Q96F46
Q15796 P08697
Q92922 P02100
Q9GZU2 P17931
P27986 Q15915
P15172 Q5THR3
P60981 P08754
Q86X55 O14718
O60732 Q13503
Q13765 P10645
Q99750 Q13868
Q6EEV6 P31323
P46100 Q96D59
P00740 P50402
O15198 Q9UHD2
P09429 P02808
Q8WV28 P08311
O00165 P49917
Q9Y3C7 Q15464
O95197 O95999
Q92793 Q13191
P07858 Q6VMQ6
Q9Y230 P18583
P06400 O95994
P22736 P49810
P57735 P10147
P61981 P51809
P05556 Q9NTK1
P05771 P49366
P08670 P60953
P49768 Q13002
Q9Y463 Q15691
P54132 P25445
P40818 P11215
P43405 P52926
P28482 P60880
P05305 O60725
Q13485 Q01860
P29083 Q9UJC3
Q13133 Q9UQC2
Q14678 Q14653
P12314 Q5JWF2
O14978 P24386
Q02750 Q5U651
Q04637 Q9UHJ3
O60271 P25445
P10242 Q9Y4K3
Q99683 P17480
Q02094 P28676
P42858 Q9BS26
P07949 Q9Y4P8
Q5SZQ8 Q86TM6
Q9BQ66 P02675
P00749 O75146
P08670 P05129
Q09028 Q9H6J7
O15151 P28476
P31749 Q92900
Q16665 Q12772
Q00994 O43933
P08047 P68400
P24666 O95405
Q12834 Q14566
Q8NEA9 O14599
P27694 Q14493
O00311 Q969Z0
P99999 P11912
Q9UMX1 P32418
P04626 Q9NQC3
P40763 P62979
P00533 P56915
P08047 Q13509
P78368 Q9H0E2
P06241 Q92824
Q8IZP0 P31269
P68104 P24385
Q9BXR5 Q92823
P35222 Q16514
Q8WXI2 P25054
Q9P2H0 P17480
Q8IX07 P02746
P0DPB6 P37173
O14908 P43351
Q9Y2W2 O95452
Q05516 Q04771
P02751 P24928
P51955 P20936
O95817 Q9NUQ8
Q15388 P62826
P21673 O95832
P63104 P61586
Q13018 P14598
Q92731 Q08AM6
P29475 Q8N6Y0
P10721 P05107
O95838 P40199
P67870 O15379
Q13310 Q13838
P10721 O95704
Q99717 P62760
P35222 P35372
P06400 P21333
Q9UBU9 P0DP25
P06396 P17535
P63208 P29597
P63167 P21291
Q93038 P60228
Q14289 P35249
Q9H0E2 Q14114
P11473 P20618
P68032 Q9HC52
Q9BQ66 Q9UNS2
Q14005 P35080
P31946 Q15573
Q99829 Q9Y2W7
P30279 P13987
Q13185 Q07954
P04637 P52294
P09104 Q13438
Q06124 O75925
O95613 P19237
Q14D04 Q8TAB5
P63104 P35611
Q96I23 O43639
P40425 Q9UKT9
P15121 Q9Y4A5
P52333 Q9UMZ2
P33993 Q9H013
Q09472 Q13501
P06400 P42261
O15287 Q8WVM8
Q07666 O15315
Q15542 Q04917
Q13485 Q99961
Q14181 Q9GZT8
P19784 Q07869
Q9UMX1 P20265
P17612 Q16623
O75914 Q15853
Q8TBC3 Q8WUH2
Q9NVP1 Q14254
P10275 Q07954
P61981 P55316
P31946 P56693
Q9H211 Q13643
P20226 Q8IXQ6
Q9Y3C7 Q9NYY3
P31946 Q14155
O14733 Q8IU57
Q9UNK0 P16473
Q8NI35 Q12846
Q00535 Q92834
Q9NRL3 Q99933
Q9UM13 P02489
O60603 Q13885
O75390 Q96IZ5
P49662 O75525
P01579 O00141
Q96ST3 Q3SY52
P46108 Q92979
Q99741 O60506
P29350 P21817
P04637 P49848
Q9UMF0 P45379
Q05516 Q14703
P05067 P13807
Q8NAM6 P13501
P54198 Q15109
Q8TAD8 O95477
Q6P1X5 P51790
P49768 P46940
Q99750 Q99828
Q6ZVK8 Q8N3U4
Q9UER7 Q96B23
P10586 Q9NPD3
O75914 Q14721
P40763 P63104
P10721 P20248
O15105 P00450
Q5T230 Q96LR2
Q9BQD7 P15291
P06239 P22736
Q9HBG7 P01112
P15498 P20226
Q9Y2I6 Q15052
P30260 P06493
Q96HA8 Q96CW5
P13647 P35372
P12830 Q12988
O00463 P40855
P33993 P50221
P40763 Q5VTL8
P05556 P11229
P61587 Q9Y689
P42166 P17542
Q9UBC3 O60238
P26358 P32519
P25787 Q9Y248
P28702 P15927
Q9NYN1 Q8WUM0
Q16695 P01133
Q92793 Q9NRR5
Q15139 Q14654
Q8WVZ9 Q969H0
P08648 P24385
P35568 Q92934
P31946 P22087
Q9H9D4 O00255
Q92466 P31749
Q6EEV6 Q03468
P27918 P18545
P60520 Q14676
Q99741 Q13114
Q9HD43 Q9H0E9
P08581 P24522
P60709 Q96QU8
P06396 P07948
O43924 Q9H0I2
P08172 P12532
Q9NR12 Q9UBF2
Q13571 P24385
P15311 Q5TAT6
P63244 P00742
Q7L5D6 Q8N2W9
P04183 Q9NW38
P24928 P50990
P06493 O15146
Q9H422 Q96RK0
P68366 Q9Y286
Q96IF1 Q96PY6
Q92793 P49639
Q9UL45 O76061
Q6UY14 P15090
Q15139 P05783
P03372 A0A1B0GX56
P08047 Q9UMX1
Q9NRR5 Q92667
P42702 Q9UBF9
P07288 Q9P2E8
Q96AJ1 O43739
O14641 Q9Y3R0
P49023 P42684
Q9Y2W2 Q13546
P78344 Q92963
O94875 P08631
P49023 P19883
P36897 P35900
P02745 Q13936
Q15599 P04004
Q93009 Q9UHV9
P24394 O95696
P10398 P20333
Q06830 O43768
Q13416 P54619
P18433 Q9NP79
Q8NC51 P02776
Q9UL54 Q13315
Q13188 P04156
O95628 P04275
Q16548 O14492
Q9Y2M5 P0DP25
O76061 Q92979
Q9UQM7 P02768
P12757 P31689
P01100 Q9P055
P46527 P09486
P22681 O00144
P11274 O00151
Q9UL45 Q9H161
P04278 Q92900
Q12972 O60895
P60709 P35869
P01009 O43264
P68366 P14678
P52434 P32856
Q7L5D6 Q92569
Q16548 P01042
P17480 P17028
P16220 Q15942
P42574 Q14919
P63279 P29992
Q9Y618 O95793
Q06124 Q7Z7J5
Q8NC51 Q9Y6W5
P27448 Q9UKG1
P08670 Q9Y383
P46527 O00762
Q13432 Q9Y6K9
Q92759 P61601
P28702 Q9NWA0
P47872 Q13148
Q16891 Q56P42
P36941 Q8TEM1
O60674 O43439
P12931 Q03468
P28482 Q03135
P37198 Q8NA61
P35222 P15498
P15529 P40429
O00459 P06493
Q9HD26 Q99259
Q01968 P08709
Q9UKV8 Q9H5Q4
P99999 Q8IWZ3
P19320 P17643
P08254 O00255
P29466 P04626
P06241 P60484
Q13813 Q9BTT6
Q15700 Q9GZT8
