Q16665 Q96SN8
O00206 Q9H8E8
P46108 P20339
P23511 Q8IZP0
Q9BVC4 Q96HE7
P46940 P27658
O60825 P35240
O75146 P13500
Q05655 P52565
Q05193 Q13011
P10644 Q16539
Q9UIV1 P12757
Q15746 Q13557
Q15797 P43146
Q04917 P36406
O00212 Q8WXF8
Q16548 Q9NZD4
Q13114 Q03188
P56817 Q9HAU0
O14920 Q9H5I1
P15923 Q6UVK1
O00459 Q13322
Q8WYA6 O43823
Q9GZS3 Q0VDD7
P61981 P07585
Q92835 P13611
P48552 Q8IUK5
Q16514 P20336
Q93009 O60828
P16591 P60568
Q15834 Q13118
P10721 Q12913
Q16236 Q9P2E9
P26006 P51959
Q08209 P07766
P23458 P17844
Q9NPI1 P08246
P35368 Q99941
P30519 P43681
P24468 Q99909
Q99558 Q96FJ2
Q92922 Q92876
Q06124 Q13133
Q9NRR5 Q9P0U4
Q9HCS7 P41218
P02545 Q9Y4H2
P36897 Q0VDD7
P50222 O60687
Q92841 O60934
P48551 O00203
P48552 O94818
Q9NPG2 Q92484
Q9BWC9 P04629
P42574 P19784
P60842 Q96ES7
Q16570 Q9UBS0
O43561 Q9P2M1
P10636 Q9HA65
P38398 Q9HCP0
Q9Y4H2 P01889
P50750 O60262
Q15796 P36575
O43323 Q9H1H9
P05556 Q8N8U9
P17252 P53420
P29317 P14373
Q92793 Q92729
P17980 P55209
O14508 Q92688
P17612 Q9UBS0
Q12778 P20151
Q15834 Q00839
P03372 Q07889
Q8IYI6 Q92793
Q92597 Q9NPH3
Q8NC51 O95816
P54253 Q99972
P43220 Q9Y478
O60383 Q8N5U6
O60264 P21452
P78344 P35221
P18054 Q15427
P61981 Q15466
Q04771 P04899
P11831 P06241
O95251 Q86WV1
O95751 O43765
Q02846 Q96PY6
P25054 Q96SB4
O14908 O14965
O43426 P10275
Q14566 Q06330
Q96B97 P23258
P61981 P40933
P18074 A0A5B6
Q9P2K3 Q9NXB0
Q09472 P42684
P35998 P62195
Q99731 Q14247
P08670 Q92786
P68133 P13994
P12757 P35914
O43707 P27797
Q96AQ6 Q8WU20
Q9H3D4 P30408
P49023 Q07666
P08670 P04278
Q6ZN04 Q86UP2
Q13501 Q93062
Q13541 Q13114
P41240 P21796
P48729 P54257
P68133 Q00403
O00459 Q8TAD8
O43318 O00560
O75030 P78347
Q9HBH9 P09237
P23528 P29323
P41240 P35609
Q16539 P39687
Q12778 Q16555
P04439 Q86UL8
Q13177 P42224
Q99075 O14745
O43561 Q96QT4
Q16539 P49407
Q16621 Q9H5Z6
P08670 O14964
P68133 P06239
Q9UMX0 P12757
O95967 Q9UBE0
P46108 P37088
O00238 Q96PU5
P25490 P20618
P29590 P21802
O14929 Q86XR7
P68133 P10415
P00533 Q9UHL4
Q16633 Q99836
P10747 P01130
Q9GZM8 Q9H204
Q9NZV8 Q13114
P26651 O60260
Q96GD4 Q96QU6
Q13541 Q15475
P11171 Q8N612
P03372 P13727
P42336 Q9UK41
P51681 Q33E94
Q92793 P08047
P28749 P29966
P08253 Q8WYQ9
P14784 P32121
P46821 Q6ZU52
P08758 P0DTE7
Q9UJX3 O00241
Q9Y2H0 Q9HB71
P04637 P25942
P0CG47 P20273
Q9BQD3 P49768
P01112 Q96NX9
Q13242 P48745
Q12913 Q86XS8
P06400 P11831
O43147 Q14114
P12814 P43088
Q15149 Q12955
P20264 P24385
P27348 P25105
P14927 Q9NQP4
Q9UKR5 Q9BV36
Q9NPI5 Q07954
P46531 P15172
Q13485 Q92696
P08621 Q9HCE7
P23769 P15173
Q02763 Q86VP1
Q13637 O75449
Q15797 P53674
Q01851 P06307
P26599 P08253
P27540 Q9BY77
P51617 Q9UKN8
Q02556 O00418
P06401 Q8N5J2
Q9NP31 O15145
Q9HAW0 P00533
Q99683 P35462
O15514 P62736
Q99828 Q6UY11
P36897 P02452
Q13547 Q13627
P78364 P30305
Q99418 P54646
Q6EEV6 Q13547
P56945 Q9Y294
O43597 P37231
O43734 P45983
Q9BY11 P56373
P38398 Q13867
P49795 Q96S59
P17096 O00308
P46108 P25208
P61981 Q7L804
P31994 Q9UBS5
O43294 P16144
P11171 P29317
P30419 P17612
Q15811 P48730
P08195 Q9UBL3
Q15797 P18887
Q06124 Q9NS23
P26651 Q13069
P02647 P01258
P04637 P08311
O60383 Q8TB72
O43521 P00738
Q66K74 P05230
P03372 P54762
Q15796 Q13813
P19784 Q92804
P06241 Q9NRR5
Q13191 P10809
Q92831 P51684
O14980 P04899
P08729 Q02078
P53778 Q96J02
P62316 Q9Y478
Q9NYB0 Q96MU8
Q13873 O95994
P04637 P15173
Q06187 Q9Y4K3
Q13571 P46937
O95477 O15111
Q15796 Q9UL62
P42575 O75909
P35222 Q9UJY1
O43683 Q15785
Q96BR1 P06870
Q15796 O14625
P0CG47 Q13322
O15524 O00327
P61981 Q07889
P45973 Q12972
Q08211 Q8TAX7
Q02156 Q13541
Q07955 P02745
Q12923 O00339
P35568 Q8N3U4
P84077 Q9NWV8
O15126 P32238
O43914 Q96G25
P22681 P14618
P68133 O00203
P23511 P54760
P25788 P26038
P10915 P08603
Q04912 Q9ULV0
Q9NP62 O14795
P0DPH8 Q8TAU3
Q9UBZ4 P51003
P98160 P05976
Q09472 P11362
Q9H0D6 O60573
O75995 Q07817
O43913 Q8WV28
O15105 Q969X5
O15162 O43464
P36897 P80511
P06744 P14651
O15235 P05060
Q8IXH7 Q16620
P08670 Q13838
P08631 P19784
P26038 Q9Y219
O15524 Q06265
P31947 Q6PIZ9
P22607 Q00839
P28288 P68036
Q13885 Q8N357
P23588 P49757
Q92905 Q9Y2S7
P05106 P39086
O00238 P84022
P11912 O94812
O00308 Q9NV58
Q96SZ6 P62324
P42574 P28799
O15524 O14795
P45984 Q99767
P54253 Q15834
Q9BWH2 Q07666
P22681 P62318
P12004 P17081
P84243 Q8IUC6
P03372 P12034
P84022 P48039
P20936 Q92793
Q9UMX0 P10415
P46531 P60981
P68400 Q7Z2D5
Q14152 P31150
P61981 Q92558
P68400 P02751
P38936 P32456
Q9P2H0 P54764
Q9Y6K1 P33993
O14939 Q9UQB9
P62070 P01100
Q9NW61 Q99584
P04278 Q99523
Q99704 P51553
P30291 P02671
Q13526 Q92673
P19823 Q9UHG2
Q9H0D6 Q9UM73
P08621 P32856
P15248 Q9H190
O15530 Q8N2W9
P33402 Q9P2W9
O15342 P51690
Q99816 Q14643
P52945 Q8N1L9
Q13794 P53350
Q15651 P17050
P60228 O15056
P25116 P62277
P11802 P08246
P62263 Q14393
P23258 P01589
P25942 P48729
P13639 P10276
P26367 P35226
Q00597 O95985
Q92796 P11474
Q5JY77 P31751
Q9BRV8 O00231
P43694 O75154
O75528 P42263
P07858 P09486
Q5T2W1 P14317
P15498 Q9NUQ3
P62258 Q9Y5S1
P27361 P28482
Q99708 P20226
O60674 P06493
P10275 P20338
P32121 P98172
Q15942 P05107
Q99733 P09619
P12931 P14784
P35222 Q8IYI8
Q13191 Q14643
P67870 Q96JA3
P29322 Q13427
O00255 P29350
P16112 P03950
O15111 Q9P2W9
P05067 O14964
P05771 Q14CW9
Q9UBK2 Q9NVZ3
P02686 Q9UIX4
Q9UBC3 Q96EY1
O00548 Q9Y3C5
O14807 P50479
Q14654 P47804
O15116 Q14677
P62714 P48551
Q99717 Q15759
Q16629 P20936
Q13107 P02462
O43683 P11487
P17252 P04049
P35568 P25445
P04626 P49407
O75382 P16473
P08133 P0DPB3
Q14974 Q9HCN4
Q92793 O95988
Q9GZR1 P25686
Q96EK5 P42229
Q13158 P98164
Q09472 P21333
P12318 Q08209
O14727 Q9Y6K9
P00374 P08246
P35637 Q9NZD8
Q99717 P41218
P55042 P01732
O60232 P14373
P10415 Q16666
Q9UBU8 O14980
P49368 Q9H9T3
Q13571 P21926
Q96B97 Q15223
Q13554 Q9UBX3
O76070 P62760
P63167 P53350
P07585 P01023
Q13884 Q9Y263
P30260 Q16584
Q13619 Q6ZU52
P98170 P19525
P51159 P63104
Q9NR82 P11717
P22607 Q08345
P54253 O14578
Q9P2H0 P45985
P08581 P57678
Q9Y5X4 Q8WY41
Q9Y6J0 Q9NRR5
P61968 Q14573
Q13547 Q9NPC8
P14923 P36896
Q13287 O95858
Q9Y4K3 Q6W2J9
P67775 P08754
P60510 P21741
P22003 P08758
Q9BUL9 P54259
Q8TC90 Q13765
Q8TAP4 P55773
P60709 O95259
Q8WV28 P23677
Q9NUQ8 Q9H7L9
Q8TAD8 Q9UPT6
P00747 P06729
Q9HAU5 Q14978
P62318 P13611
P06241 Q96GM8
Q9H8W4 Q16690
Q9NRI5 P52292
Q00534 Q8N2W9
P15336 P29992
Q13115 Q08334
Q9NVU0 P53041
P07477 P80192
P51617 Q96J02
Q13873 Q16526
P08922 P08684
O96019 P35318
O00562 Q9UK23
P06493 Q9UNE7
Q15047 P42858
P46092 O95747
P49418 P01591
Q16543 Q92598
P49796 P25787
Q00610 P24385
Q15797 Q9UFF9
O95477 P35499
P42574 P15927
P29475 P98160
P61586 Q969P0
Q9NYG5 P41231
Q99816 Q13352
Q9UHV7 P84022
Q03591 P14784
Q08722 Q9Y5K6
Q04771 P23677
Q6NUQ1 O14795
P00338 P36894
Q16594 O43318
P46940 Q99741
Q14966 Q07869
Q99828 Q9UHL9
Q99700 Q07666
P15502 P09914
Q15714 P02585
Q5RKV6 P16871
P10124 O95985
P51178 Q16566
Q92796 P32121
P62993 Q15796
P10721 P17812
Q00994 O14578
P06213 Q9BZL4
P10721 Q07666
P06400 P42858
Q15797 Q9BQ04
Q13444 P17097
P46777 O60333
Q5TA45 Q96DN6
Q15047 Q8IWL2
P34932 Q12959
Q5RL73 P40305
Q15545 Q13432
P20226 Q92625
Q9UKV3 Q9Y2U5
Q9HBE4 P29803
Q969T4 Q9Y272
O00203 P10082
O76094 Q9BRK4
P16278 Q8NCL4
O95273 Q01344
P38398 P28482
Q05209 O43660
P53350 Q86UR1
P01100 Q17R89
P29350 P41222
Q86SE5 P21583
P25205 Q9C026
Q13546 O15519
P60201 P13569
P62491 Q9NPQ8
Q92530 Q8WUJ3
P61586 P54257
P15172 P05549
P40763 Q9H4E7
O96019 Q9Y3F4
P68104 Q969H0
Q13216 P37268
O60674 O15554
Q9H4G0 Q8IWV7
Q5T3J3 Q96C24
P19793 O00445
Q86Z02 P00742
P31946 O43707
P27361 P52952
Q03013 Q96FE5
P84022 Q6NZI2
Q15853 O95257
Q96FN4 Q02575
Q96B26 Q8IWV1
P54253 Q02878
Q9H211 P55072
O75367 P21817
Q9GZM7 P27987
O75553 P04049
O95166 P35555
Q15544 P62318
Q92793 P02751
O14777 Q9Y2U5
P35568 Q9NQT4
O15198 O95071
P20591 Q92859
P19838 Q8N357
Q8N6Y0 P07949
P10721 P45983
P50281 Q8IYW5
P84022 Q16665
P08631 Q05516
P27694 Q7L590
P0DP25 Q15797
P20382 P04792
P25490 P40926
Q15796 Q9UBC3
P19174 P01023
P17181 Q99578
Q9Y2M5 O95415
O95817 Q99578
P32780 P19419
P50993 Q96M61
Q9BXR5 Q9Y566
O94906 Q92831
P00533 O15198
P07858 P63172
P12757 P09651
P02730 P04150
P24941 Q08211
Q9Y6Q9 P42336
Q03113 P11215
P54253 P14543
P49768 P32856
P17252 P43405
P68366 Q9BXS5
O14908 Q92994
P50570 O14964
P27986 Q99541
P55211 Q00534
O60264 O75821
Q9NZW5 Q12959
P68366 Q8IYF3
P51692 P42224
P30419 Q14765
Q13705 P51690
P19419 Q96EF0
Q7L5N1 P05412
P12259 Q99259
P13612 Q86WC4
P40938 P51690
Q9GZT6 Q9C0K0
P55285 P62820
P13639 Q96Q35
P08138 Q14773
P35712 P06239
Q9Y2X7 Q15596
Q02575 Q13939
P68036 P02794
Q13464 Q16849
P38398 Q14152
Q08334 Q05048
Q9Y6J9 Q96RT1
Q9NZS9 P17302
Q05516 Q00653
Q8N1W1 Q9NZI2
Q12967 O14807
P42574 O14776
P26992 P52597
P28482 P06239
P08670 P60891
Q99728 P00797
O43683 P20151
P68133 Q9Y3C5
Q96AJ1 Q13519
P50613 P41182
Q12809 P37088
O15105 Q00994
P24278 O75056
O00463 P25092
P33241 Q15119
P54764 P22061
O14733 P30153
Q8TAD8 P01034
P09429 Q9NRJ3
Q15796 O43353
Q16363 P12755
O43541 P09211
Q16539 Q9NRQ2
P43694 O60610
Q5T3J3 P10747
P04637 Q9NS37
P28482 P35080
P41182 O76095
P84022 O60500
Q6P1X5 O43924
Q9UBB5 Q7Z3E1
P20823 Q6PJP8
P62826 P01009
P08631 Q9NTK1
O94906 P07711
P16455 Q96JH8
P63165 P00738
Q14573 Q9HC16
P24864 Q99700
P98082 Q9UKJ5
P68400 Q9NZ94
O94972 Q96SB3
P56539 P60880
O14976 Q9Y371
Q9BUL9 P33151
O95376 P48775
O75460 P08138
P10147 Q15761
P04406 P09564
P06241 Q13216
P22681 Q9C0C4
Q96HF1 O60936
P35568 O00222
Q15038 P01308
Q04771 Q9UQB8
Q9UKN8 P55040
Q16891 P01011
P20042 Q5JR12
P12235 Q9HD47
Q92844 P04899
Q08999 P08047
P61201 P52594
P06730 Q9H1I8
Q96CW1 P09466
O15151 P57730
P54253 Q16623
Q13547 Q92835
P07948 P00742
Q9HBA0 Q05519
P51617 P16471
P09104 P16284
Q16363 P14210
O60706 O95551
P46531 Q9P202
P24941 P13727
O15162 O14920
O95067 P00742
P04196 Q86VK4
Q9UMX0 P12931
P24278 P37198
Q969T4 P13647
Q08211 Q9NXR1
P63104 Q9H461
Q9H422 O43524
Q15834 O43586
P35222 P30304
P48764 Q92630
Q12933 P28482
P51608 Q96S94
P41743 P98174
P11802 P60484
Q8NB59 Q9NY26
Q9NRD5 Q9BS16
Q13501 P11274
P68400 O43240
P41240 P78536
P35241 O00161
O14777 Q9UKS6
P68400 Q03014
P33151 P63165
O43597 Q14344
P06493 P63211
Q92624 Q9NZL9
Q07954 Q9UHI5
P14651 Q16625
P29084 P02792
P26038 P14174
P62258 Q13253
P54257 P10398
P00533 Q14155
Q9H269 P10809
P10636 Q13177
Q9H0D6 P49286
P07602 Q969H4
Q16637 O60936
O95251 Q969V3
P63244 P63104
P08047 Q9BZR8
Q9HAU4 Q15102
P61006 Q02388
P60953 P04259
Q13470 P50238
Q09666 Q8WW38
Q15052 P53602
Q16666 P24844
Q13310 P38432
Q00975 O96008
Q02094 Q96HH6
P84022 P35348
P31946 Q14315
Q9UKY1 Q9H079
O15379 P25789
P31946 Q01130
P04271 Q9P299
P27986 Q13185
Q01844 Q13873
P24941 Q6ULP2
Q15596 P16220
Q9HBA0 Q9UK53
Q12798 O43281
Q9BQD3 Q6EEV6
P26367 P50570
P20042 P16389
Q15942 Q96JH8
Q9NX18 P49716
P07093 Q15678
Q03181 Q86TA1
P30626 Q9ULH1
P07858 P61289
P42336 P07498
A0JLT2 Q8TDX5
Q06124 P11831
P02751 Q9P286
P60709 P35555
O95257 Q99683
Q13224 P15309
Q5RKV6 P29275
O60563 Q99567
O75051 Q05048
O95870 Q8NI35
Q16799 Q9UKJ3
Q13315 P01127
Q9BWC9 Q15797
P25789 Q8WVD3
P10275 P11464
Q9BQD3 P00533
P15923 Q8NFT6
Q9Y6X2 Q9BZE0
P78358 Q86V81
P63010 P62508
P08697 Q12778
P38936 P05109
Q99836 Q07812
Q8WV24 P07332
Q9NQS3 Q96SB4
P12956 Q13627
O15360 P54259
P61218 Q92930
P48664 P35659
Q15833 P78559
O96017 Q14181
P62993 P08138
Q9UBN4 Q9H0H5
Q9UBF6 P24043
P36897 Q04771
Q13432 P49427
Q96KQ7 P12980
P24385 O75628
P35222 O00180
Q9Y3C7 P04278
P20963 P15941
O60506 Q14181
Q9Y6Q6 O14981
Q99459 P04792
O75914 Q15257
P46379 P14598
Q13332 Q33E94
Q96ST3 P15498
Q9H8S9 Q13043
Q7Z570 Q03014
P22626 Q96T60
Q8IZJ4 P18827
P04070 P16298
P56915 P27540
P27540 P10586
P52735 Q96ST3
Q9UMX0 O95967
P52926 Q99575
Q06187 P28482
Q03013 Q5T3J3
P51116 P61586
Q8TDN6 Q96B86
Q15835 Q86VF7
P38398 P35637
Q9Y6K9 P42680
Q9BQ66 P18084
Q09472 O95817
O00463 P30304
P29371 Q9Y2M5
P49848 P46821
O76093 Q92979
Q8WV28 P13056
Q00536 Q9Y283
Q12933 Q9BZG1
P10071 Q13291
Q99750 Q9H4G0
P68400 O95999
Q9Y3A3 P17693
Q9P104 P49407
Q9NR46 Q92793
P68133 O43292
Q03113 Q14019
Q9UPT6 O75971
P28288 Q8IU80
O60258 P20023
Q13838 Q9HCU9
P07949 Q9Y223
Q5T2W1 Q07011
Q8IXH7 Q05516
P18031 Q15645
Q9UBY0 Q15406
P98095 O95229
P61981 P16284
Q15303 P10301
Q14765 Q13643
O43426 P53602
P63279 P15498
Q9UI14 O00161
Q15797 P14210
P09874 Q92930
Q9Y692 Q86XR7
P51812 P05060
O15467 Q9GZQ8
Q5UIP0 P23769
Q13310 Q9UHF0
Q9Y2H0 P24394
Q9UQM7 Q16513
O15198 Q9NY56
P27986 P63104
P52888 P15391
P07101 P05198
P03372 P49427
P0DP25 Q13077
P03372 P68036
P54259 P57729
P05106 Q8N1L9
Q8WXD5 Q14508
P67775 P20333
Q03393 P62888
P35222 Q9C0D5
Q00994 P30622
P20020 Q8TD31
O60341 P29323
O15350 P19320
O00186 O43379
Q9NZN4 Q9Y6N7
O15182 Q9Y2X8
Q9UJY4 P19474
P78527 Q9BY11
P36888 P40763
P19784 Q07889
P43088 Q9NRD1
P04899 P15336
Q8NCP5 Q9UGI8
Q96HA8 P08519
P36897 P18031
P50750 Q9Y6K1
Q92918 Q99933
Q99816 Q9NX58
Q15545 Q99972
Q9UIS9 Q9UM11
P28482 P42127
P12004 Q9Y333
P28161 P42684
Q99717 Q92731
P40222 Q9UKV0
O43768 P08709
Q09028 P09661
P54253 O75604
Q92624 Q9UKT9
P46109 Q9UQE7
Q07866 Q8IXK0
Q9P2Y5 P20336
O00470 Q00526
O60383 O43707
Q53G59 P19784
Q15303 Q8TAA9
P10828 Q14978
P84022 Q9H270
O14733 P11274
Q92731 P56524
P46379 Q92905
P01112 Q9H307
Q9H211 Q9HD26
Q16620 P23280
P22736 P35232
P32780 O15379
Q9H2X0 Q9H2K2
P56945 O75460
P00533 O75496
P06239 P31152
Q13424 Q13884
P02768 Q0P6H9
P61201 Q66K89
Q6Y1H2 Q14738
Q9H0M0 P19235
Q06643 Q9Y3E7
Q06124 Q92793
P08047 P02751
Q16778 Q8NHJ6
P05412 Q9NUW8
P0C0S8 Q14201
P18031 P13631
Q04771 Q13480
Q8N0X7 O60664
P11274 Q8IU57
Q5UIP0 Q96IY1
Q5T3J3 Q03135
Q01892 Q15139
Q16778 Q9NPC6
Q01130 Q12834
P01135 P51965
P68400 P08579
Q16539 P21333
Q8N6Y0 P28482
P11171 Q92597
P62256 O15467
P16157 P48061
Q06187 Q9HBH9
O60504 Q13011
Q9H8W4 Q7Z3B4
P07737 P09382
P27361 P00441
P84074 A0MZ66
Q9H0D6 P28068
Q13415 P19086
Q9P2H0 Q7Z6Z7
P04792 Q96KG7
Q07666 P46779
Q13705 Q9UHY7
P68032 Q9P0L0
Q6EEV6 P35712
Q6UY14 P36404
Q6VMQ6 Q9UM19
P25963 O15198
Q96ST3 P13056
Q04771 Q16665
P08670 P62195
P11150 Q99814
P30304 P53350
P00747 P43405
O75419 Q15650
P06213 Q9UPY6
P27361 P84022
P23443 P16471
P0DP25 P32856
P10721 Q13017
P14678 Q96KG7
Q04917 Q9P287
Q9NPB6 Q9Y566
P14598 P24588
P04150 O15344
P0DP25 P45452
P42224 Q9UKJ5
P05067 O15360
P22681 Q13332
O15350 P62258
P55211 P38432
P52948 P49796
Q9Y2V2 P04141
P24534 Q06609
P09211 P06734
O95059 P15509
P17612 Q92793
Q93009 Q92990
Q5T3J3 P40426
O00206 P50616
Q9BXW9 Q92934
Q9NRL3 Q8IWY9
Q16539 Q9H9S3
Q02750 P0C0S5
Q05193 P0DP25
P56597 Q15125
P31946 Q9UNS2
P02745 Q86YS3
Q92835 P60228
P57735 Q8NHQ8
Q04724 Q16539
P50570 Q9UKA4
Q9GZT6 Q03519
P25098 O00401
Q01094 Q92729
Q9H204 Q9BY11
Q9NR12 P23769
P23458 P08559
Q12923 Q96N16
Q9UL45 P06493
P06400 O60216
P15880 Q9Y5M8
P17252 P19793
P61981 P46109
P51398 P55072
O00255 Q8TDY4
O96017 Q9P299
Q9GZY0 P60896
Q9Y689 P02671
P11274 Q7Z6Z7
Q6EEV6 O75031
P10275 Q8WXH0
P19793 P02458
P04150 Q6ZVK8
P51617 P42166
O14641 Q9UI14
P17252 Q92793
Q15052 P30153
Q9NUQ8 Q86YR7
P62633 P48681
P42574 O00505
O75971 P08588
Q9BQD3 Q15019
A0A5B6 P35080
P68104 Q92793
P35222 Q9UM11
Q07021 Q96A65
P26006 O15524
Q16620 Q9NZQ3
Q15746 Q8NG08
Q96RI0 Q99941
O15162 Q92870
O43541 P20336
Q99717 Q9BT67
P31994 P21333
P27986 P29350
P12931 P37231
P52292 Q96CN9
P46379 P61981
P24941 Q9NQ66
O15105 P61981
Q12933 Q9Y5P4
P22303 Q14683
P50750 Q96QZ7
P0DP25 Q9GZX6
Q16555 P16278
P38936 P05107
P09104 Q86YN6
P05106 Q92823
Q15796 Q9UMR2
Q8NHW3 P17676
P54259 P61769
P42336 O43924
P21980 P07711
Q02846 O95278
P11274 Q13332
Q9BSL1 Q13643
P42575 Q07326
Q9UBP5 P01229
P42081 Q12972
P29323 P46939
P54253 Q14204
O43707 Q9GZY6
O95405 Q5EBL8
Q16665 P62736
Q99626 O76064
P23458 P30556
Q02156 Q96I34
P50750 Q9HAP6
Q99836 P36405
P05067 Q9H1Y0
Q06187 Q13077
P04629 P48634
Q9UPY5 Q8N5G2
O00170 Q5SW96
Q7L5N1 Q70EL1
Q16576 P48764
Q01844 Q8IW19
Q14116 O76064
Q02297 O95498
P04049 Q9H0T7
P41743 Q96A83
P51813 O75943
P21583 P25440
P06241 P02708
Q15233 P05129
O94829 Q9BWU1
P54253 P68133
P06241 P84022
Q15233 Q96DW6
P55211 Q15139
Q09472 P36575
Q92956 O00303
P05067 P23025
P98164 Q07666
P57073 O60784
Q9UI14 P55055
Q14289 P02458
Q04724 Q8NAP8
P05067 Q5JY77
P04637 Q96J92
Q16637 Q9H015
P22001 Q9H2X0
P19532 P55198
O75582 P28476
P07711 Q8NHZ8
P08195 Q9Y5U8
Q16576 Q15788
P10809 P06733
P35241 P51948
P02751 P16234
P53567 Q06033
P35368 O77932
O60907 Q9H8T0
Q92731 Q14764
P11802 Q13188
P62258 Q15650
Q13275 Q9UM47
Q9Y6Q9 P12272
Q99735 Q96PU8
P21579 Q96S44
Q9Y4I1 Q86Y82
P00533 Q99081
P17612 P06493
P38432 Q9UIS9
O95777 P63104
P55854 P59665
P13010 Q9NP66
O00170 P16220
Q9NVZ3 Q9UL26
Q05193 O94842
Q96PU4 P40855
Q96EK5 Q7Z3Y8
Q13217 Q9Y6Q5
Q9ULB1 Q92633
Q99459 P08123
P45973 Q9NRG4
Q06455 Q08999
Q8N6Y0 Q92731
Q9HCE7 P33176
P04234 Q8IVM0
P12004 P28360
P63096 P07602
P12644 P98161
P56945 Q13617
Q8NHQ1 Q9H0K1
P20963 Q15382
P04637 Q96T21
Q9Y4K3 Q13503
P61981 P54727
P46934 Q86XR7
Q00403 Q99081
P84022 Q92956
P10451 Q92750
Q03405 Q99081
O00220 P63098
P49137 Q9UNN5
O60271 O15397
O60674 P06239
P61981 P28324
Q14103 P53396
Q07864 Q9NZQ3
P41235 Q9Y337
Q92597 Q96AX1
Q00535 Q92934
P24158 Q9NZC3
Q58WW2 P08246
P16144 Q02094
Q15797 Q9NS68
P84077 P15622
P18583 P35606
O00221 Q9BWF2
Q09472 P62834
P10586 P20248
P36897 P84022
Q9BQY4 P17900
P55036 Q8IYW5
Q9Y463 Q13190
P19793 Q01955
Q02790 Q8N752
P37173 P16144
P18850 P04053
O15525 Q92859
P28360 P02766
Q13309 P12757
Q5JSH3 Q14155
Q9HAT8 P01112
O14641 Q03135
P68104 Q9UDY2
P09874 Q8WX93
Q16543 P16144
Q01844 P08621
P06400 P00750
Q9NV58 P25789
P17612 Q93038
P04271 P24928
Q99608 O14709
O00255 Q12906
O15151 P03372
O75553 P02675
P62993 Q12791
Q09472 Q14061
P48147 O95182
P20226 P09486
Q01094 Q5TAT6
Q6EEV6 Q96FA3
O95219 P05771
P98082 P20963
O15162 Q93062
P98095 Q5U651
P11802 Q15834
P16070 O15164
Q04759 Q07820
P14923 O43908
P37198 P19338
P04150 P45983
Q9Y618 P49356
P04637 Q01484
P04637 P78527
P04899 Q8WWK9
Q9Y2H9 O43281
P23142 P19012
P36897 P04049
P02462 Q96IX5
Q6P1J9 P49354
P35568 P60880
Q92574 Q9NZQ3
Q5RL73 O75899
P63167 Q15637
Q13546 Q13882
Q15306 Q9Y239
P50750 Q15744
Q16594 Q13227
Q9UKS6 P43034
Q15796 Q9H444
P42224 P42681
P35251 P13631
P11142 P09211
Q9HBH9 P50281
Q92796 Q9NZ42
O14777 O95810
P00748 Q9P2R6
P22362 Q96QD9
P27361 O95944
P19174 P19793
Q8WX92 Q13588
Q9NYN1 P32121
Q9Y3C7 P04839
P60709 Q5VWX1
Q92597 Q00994
P38398 Q96PY6
P22681 O00238
P01730 Q13952
P15923 P68104
Q00169 P52597
Q14974 Q16531
P68366 Q08170
Q9HAU5 Q9UQB8
Q15906 P02549
Q00169 Q8NG27
P09429 P35968
P51532 P02461
P08621 Q99726
P11831 Q9BTL3
P31946 Q13443
P17302 P98153
P14678 P15924
P68133 P30153
P08670 O96015
Q9UQC2 P19823
Q9H422 P62745
Q16576 Q05516
P25208 P61956
P54253 Q96T58
O95084 P62314
P16333 P25098
P05067 Q969V5
O43426 P49736
P16871 Q9NYF8
P30533 Q99466
P37231 Q9Y5B0
Q9UBC3 P37287
Q16891 Q14192
P62495 O75056
P46531 Q06547
P10644 Q96MX0
O43914 P46937
P18206 P12872
Q9UQM7 P22234
Q9Y383 Q14449
Q92997 Q9Y3P8
Q9UBF2 P50995
P15498 O14776
P46109 Q12933
Q05516 Q9UER7
Q92597 P48729
Q15788 Q9UNZ2
P04637 Q8TAQ2
Q13485 P17252
Q04323 Q15700
P12757 P14780
P33076 Q05513
P08235 O43866
Q09472 P29322
P46379 P05129
P05109 P08138
O95197 P35555
Q09472 Q13315
Q9NPQ8 Q9NP71
P04637 O95685
Q8IW41 Q15155
P61758 Q12918
P0DP25 Q15678
Q16539 O95630
O75376 P08727
Q6STE5 P15336
P35221 O00221
P36575 Q70EK8
Q7Z465 P14209
P31946 O95201
P46527 P04632
Q00610 P00742
P51809 P49137
P12081 P08588
O60462 P32856
Q13596 Q14773
Q9Y3C7 P62070
P35638 Q9UQR1
P35222 P63104
Q15233 P26374
P06239 O95999
O75643 P49768
Q05193 Q03181
Q99081 P07711
Q13285 P31151
P31946 Q99707
P54253 Q13588
P17612 Q9P0L0
Q16594 Q8NEB9
P24864 P25205
P26641 P11487
Q96PK6 Q9BRR6
O95359 Q6UY14
P13612 O00560
Q15047 Q9Y2I6
Q16621 Q04206
P48443 P55055
P07949 P23467
Q9H840 Q13105
P35249 P56524
Q9Y3M8 P78543
P10636 P30876
P23588 Q8N5C8
O00213 Q9NRA8
Q02383 Q9UM11
Q03113 Q9P286
P68133 Q9BQ61
Q15542 P17676
P43355 Q99959
P28908 P18507
Q12933 P09619
Q8N6I1 P50549
P15498 Q6ZN04
P61764 Q07817
Q15834 Q07817
Q9UNN4 P18847
P19419 P98161
Q09472 Q9Y6Q9
P11802 P22314
P27540 Q96SB4
