Q7Z444 Q9P2M4
Q9NP77 Q5U651
P78314 P13674
P01111 P09105
Q9P0L2 Q96ED9
Q14525 P07902
P21695 Q8WUE5
O75570 P0DO97
Q7Z3J2 P10301
Q9NQ50 Q9HB09
Q5SY13 Q6S8J7
Q8NAC3 Q15018
P16415 O75936
P35790 P59666
Q6UUV7 Q9H0V9
Q16526 Q96KQ4
Q9ULX6 Q5H913
Q8N823 Q9C0I1
Q9NZJ7 Q15008
Q8TCC3 P46937
Q8IY31 P22301
O75071 Q969T3
Q9NXR5 P23297
P61803 Q9BWG4
P21281 Q68EN5
Q9Y6S9 O95396
F8VTS6 Q86XZ4
Q9UK12 Q96LJ7
Q8N393 Q15940
Q6PHR2 P0C7X2
O43865 P20810
Q9UPR6 Q96DX7
Q7L775 O94905
Q15024 Q8TCY9
Q9BYF1 P10073
Q9Y2X8 P18433
O00559 O95872
Q9P203 Q6ZV60
Q9H329 P62736
Q96MI9 Q8IXZ2
Q9NYM9 P46952
Q1A5X6 Q9BPX3
Q9Y2K6 Q8IXR5
Q96MD2 Q8IWU6
P20936 Q9UBN4
Q9Y376 Q8N4C7
Q96N95 Q02153
Q9H9E3 P17706
Q9H2J1 Q9BRT9
Q8NFU1 P36873
P16383 Q5T440
A1L4K1 Q96IT1
Q8N3J3 Q8NA69
Q16134 Q7Z3Z0
Q96JB3 Q8WU08
P57679 Q15139
Q96I34 P04075
Q8IYT3 Q06730
P42677 O95872
Q8IXM3 Q9NNX1
Q99697 Q3SY77
P57058 Q969J2
Q96T51 Q9H869
P18031 Q06546
Q9H2W2 Q16621
P62683 Q15032
Q96BF6 P43354
O15164 Q9UBL9
Q9H5H4 Q5VTB9
O60858 A6NI47
P26439 A6NCN2
P50539 Q5JSJ4
Q9HC07 O15273
P42680 P53350
Q07002 P14651
Q9BR26 A0A1B0GTR0
O76031 Q15034
Q00325 O75911
Q96B97 Q01581
Q9HB58 Q8TAQ5
Q9H963 Q86WC6
Q9BQP7 Q01538
P35789 Q9HD34
Q14159 O00743
P48047 Q9ULE6
Q9BT49 Q9N2K0
Q96JG8 Q8TD55
O14503 O96018
Q9H2J1 Q8NC06
P83369 Q6W0C5
Q6B8I1 Q8IVP9
Q6PID8 Q9H5V7
Q9P2S6 Q6PJT7
Q68D86 P52951
Q96NT3 Q15835
Q5W0V3 Q9Y2T1
P45954 Q5JR98
Q9NZL3 Q13188
Q8N1T3 Q96D53
P52435 Q9UEE9
Q86YH6 P52740
Q7Z3B3 Q5JSP0
Q53T94 Q86UV5
Q9H0R5 Q92667
P51449 Q9HCX3
Q96IX9 Q9UKI9
Q7L0R7 Q9NPI8
Q6P597 O15182
A6NJ08 P23677
P21796 Q9H981
Q00325 Q13285
O60682 Q8IZD0
Q8NEM1 Q96CS4
Q9P0Z9 Q5T5X7
Q9BTU6 Q8WZ60
Q9UHD0 Q6S545
Q9UHR6 Q8NBV8
P14921 P27540
Q14677 Q9HAY2
Q9UIS9 Q9Y5T5
P05023 Q9NS85
P49675 Q9Y2R0
P0CG12 P61204
Q9Y608 Q02846
Q96MC9 Q9UF33
P0CG12 Q9NRC9
P49674 Q96BT3
P00491 Q9GZW5
O15391 Q9UBC5
Q7Z6I5 Q9P2I0
Q9HBF5 Q68BL8
C9JLJ4 O43752
Q9UJW3 Q15172
I0J062 P18433
A6NH57 P98187
Q9Y576 Q13561
Q8NEL0 Q3ZCT1
P61018 P86496
Q7RTT4 Q92831
Q5HYJ3 P57735
Q9Y6J9 Q86VK4
P63098 Q8IYE1
Q99523 Q7LDI9
Q5QNW6 P20591
Q8TE54 Q5T7N3
Q8N9P6 P32456
Q96MH7 A1KXE4
P22694 P17706
A2RRD8 Q6ZSN1
Q9P202 Q96QF0
P50150 P51693
Q5TDH0 P12004
Q2VPK5 P51878
Q96N35 P41279
Q15853 O95922
Q8NCH0 Q8IUF1
Q14847 Q7Z3E1
Q8WWL2 Q04446
O15049 P62683
Q7Z3Y7 Q7L5N7
Q9UBR4 O15212
Q9BXI2 Q68D06
Q9H6S1 P31751
Q8IYK8 Q6PCD5
Q9BVG3 P30084
Q16589 Q9HCS2
O60858 A6NKD9
P28324 Q8IU54
Q5JVS0 Q13637
Q86SE9 O75030
Q92995 P27144
P10826 O15172
Q6ZR37 Q13889
Q9UBF6 Q96AP0
P62333 Q96A33
Q92667 A6NK89
Q9H098 A6NNJ1
P49770 Q96E14
A1Z1Q3 Q10469
Q9UBD5 Q9NYB9
Q7RTV2 P19113
P62942 Q66GS9
Q8WTS6 P15153
P51153 Q99829
Q9P2W9 Q7Z398
Q2TAA8 P53007
Q96MA6 Q92985
O75807 Q7Z6B0
P84243 Q9Y232
Q13516 Q9HCD5
Q8NHU0 A0A087X1G2
Q8N443 Q8NCV1
P53990 P54762
P32189 P52738
Q15669 Q9BRJ9
P07686 Q8N976
P61513 Q6PJ21
P19012 P36956
O14990 C9JQL5
B4DJY2 Q6P0N0
Q96S90 Q5BJD5
Q92523 Q92748
Q96GW9 P49419
Q06124 P43403
Q99801 Q9NR33
Q9HBE1 Q9UBG3
Q6IPR3 Q96Q35
O75928 P0CW20
Q9Y592 Q96JH8
P09565 O95757
Q9NYR9 Q03701
Q6ZMI0 Q68D10
Q03169 O43236
P21127 Q99583
Q16740 P16435
Q8N831 Q15633
Q96DT0 Q86WC6
Q6ZRK6 Q9BYD2
Q6ZT52 Q9NWK9
Q9H8W3 Q9Y572
P56537 Q9BWG4
Q96KN2 Q9NQ87
P51959 Q14590
Q49AA0 Q8N7M2
Q8N8E2 Q15973
Q9Y4Z0 Q8NFW9
A5A3E0 O95872
Q7L591 O75069
A0A087WVF3 Q68BL7
P48788 Q5VVH5
Q8NHY3 Q969F2
P84022 Q9H1P6
Q9NVE4 B4DU55
Q9Y577 Q6NUK1
C9JTQ0 Q8IV48
Q9HCS2 P21127
Q9NZV7 Q6GPH6
Q9UHR4 P51654
L0R819 Q96ND0
Q7L0X2 P31152
Q8WVK7 P68400
Q14549 Q8TBZ2
Q8IVU9 P13796
Q9NXZ1 P08949
Q8NCT3 Q9BX82
Q6PJ61 P09919
O94880 Q14586
O95076 P53007
Q9BSJ1 A6NHC0
Q9BW62 O43294
Q99581 D6REC4
Q15735 A8MXZ1
Q8N7E2 Q9NPI1
Q9Y6S9 P54792
Q9BVG3 Q16831
Q96KM6 Q9H1Q7
Q96I27 Q58G82
Q15349 Q9C0B7
Q5JS13 P16444
O94925 Q9Y210
Q9NZ09 Q6ZNA4
Q8N511 Q86XN8
Q9H9L4 Q96N22
P33402 Q9H5X1
Q9H4A9 Q99848
Q9NQ86 P05387
P18545 P30793
Q8N4L8 Q6P3W6
Q14781 Q9NSI8
P01563 Q86TL2
Q96MK2 Q9UHR6
O43766 Q9H295
Q9C005 Q5XKE5
P10301 Q96PV7
Q5TKA1 P10588
O95755 Q14653
Q9NUL7 Q8N8V2
Q9NS23 P0CJ88
Q8N5Y2 Q96SK3
Q9UBP8 Q9N2K0
Q9UNZ2 Q9UC06
Q7Z5M5 Q9Y615
Q9UL16 Q8WV60
Q96GW9 P32243
Q8TEY7 P53992
Q9BT09 Q9H521
P0DH78 Q8TCJ0
C9JSJ3 Q9P1U0
Q8TBZ6 Q7Z2E3
Q8TD16 Q9BR26
O00429 Q6ZMR3
Q16849 Q13542
Q9BQS7 Q9H8Y5
P09622 Q9NY43
Q9BYC5 Q96PM5
Q68D06 P42765
Q9Y547 Q96PU8
Q9H9Z2 P16499
Q6IN97 A6NK59
Q9NX57 Q13795
P17706 Q86YH2
O15457 P17021
Q9HBM6 Q9Y4P1
Q04828 Q13588
Q7L5A3 Q9Y2A7
O75306 Q969W0
Q969Q0 Q96FW1
Q13609 P0C264
Q9BUA6 F2Z398
Q6NXP0 Q8NDY8
O00470 Q15554
Q92558 Q9NUP7
Q8NI08 Q8WXK3
O95352 Q76KX8
Q9H4E7 Q6S5H5
P51452 O75310
P61916 O43295
Q9HA82 Q49AN0
P00966 A6NMD2
A8K830 O00459
Q8NFW5 Q9BUA6
P78549 P62805
A7E2U8 Q12874
Q6PL24 P52744
O15391 Q9UBR4
P49959 O43837
Q8N9U0 P50876
O75310 Q5W0U4
Q8N9L1 Q9Y3C5
P50914 A6NEF3
P00505 Q9NP79
P50570 Q8NBV8
Q8NAM6 Q3LHN1
P21506 Q8N961
Q9H116 Q9H9A5
Q9UHD8 Q969V6
Q3YEC7 Q9UHH9
P17661 Q15916
O94806 Q9H173
P57059 Q8N264
Q8WZB0 Q76KD6
Q9UHV2 P29590
Q8N184 P68543
Q5TCX8 Q13618
Q6GPH6 P02008
Q68CQ7 H0YL14
Q7Z434 Q2VPK5
Q53H47 C9JLJ4
C9JRZ8 O15547
P19784 Q96MZ0
Q92843 Q01094
Q15744 Q86UD7
Q6I9Y2 O14796
Q9UBB6 P49137
Q6ZSJ8 Q8WXG1
Q9NP79 Q8WU08
Q8WVJ2 Q6NYC1
Q9HBU6 Q8N1B3
Q9NV92 P60509
O00522 Q5T749
Q0JRZ9 Q7L4S7
Q08493 Q12882
Q9H9A5 A6NE02
O14980 O14777
Q9NSK0 P34931
Q05823 Q9UHL9
Q86XS8 Q8NFW8
Q9Y252 O96014
Q9H7V2 Q96NI8
A6NCM1 O60925
Q9UMW8 Q86UD7
Q9NQV8 Q2TAM9
P56373 Q92994
Q9H898 P23469
Q96G23 Q15018
Q6B0B8 O75936
P49137 Q7Z4U5
Q8N0S6 Q13188
P98194 P17542
Q8TAP6 Q9HCS2
Q86TP1 Q9BSJ8
Q9UI26 Q16891
P60604 O00291
Q8N239 P61923
P22570 Q9GZZ0
Q6UXY1 Q7Z4U5
Q9H0K4 Q6PIZ9
O95780 P08842
O95995 Q16589
Q92784 O60688
Q7Z2X4 Q15111
Q96PP9 Q9Y6J9
Q8IZ40 Q96A23
Q9GZX7 Q6ZT62
Q9BYM8 P84085
Q8N535 Q92753
Q7Z444 P57796
Q8IZD4 Q5JTZ9
Q6ZR37 Q7Z7L9
Q96C92 O95139
O95159 A6NGH8
Q5XKE5 Q9UQQ2
Q9UHD8 Q5VTJ3
Q6I9Y2 Q01201
Q9UM82 Q4KMZ1
C9J3I9 D6RBQ6
I0J062 Q9NQS7
P49716 P52198
O43361 Q96MM3
Q9NTK5 P50213
A6NE02 O15381
Q6AI12 Q96JC1
A6NDR6 P49916
O00160 Q8IX12
Q9Y675 Q17R98
Q13884 Q15723
P05162 Q8N7H5
Q9UHN1 Q9UHB6
Q9Y2J4 Q5JVS0
P08686 Q8NFA2
Q569K4 Q9H201
P25205 P51508
Q8N535 P17032
A6NKF2 Q9P202
Q8N8A6 O43615
Q9H7V2 P17931
P52306 Q9BX69
Q96NN9 P25788
Q16539 Q93034
E7ETH6 P35080
Q8WUU5 Q9NWZ3
Q96HQ0 P23109
Q6ZMV9 Q6NTF9
Q9C040 P17861
Q96BR9 Q9NSB8
O95125 Q9P255
Q9BXI3 Q9NYY8
Q96MW5 Q96D59
O75496 Q86SE9
P35908 P41247
O60664 P16104
P30530 Q8IWW6
Q8N0V5 Q7Z6K4
Q9HBH7 Q70SY1
Q8IYH5 Q9NYY3
Q9BXU7 Q5SWW7
P07205 O43189
Q8N565 Q9BWW9
Q8IZ73 Q969W8
Q02040 Q9NNZ6
P43250 Q9Y5K5
Q9Y3Y2 Q8IV61
E9PGG2 O94850
Q96PY5 Q15038
Q96MT8 Q9NPF2
A6NP61 A6NIU2
P36896 A6NDB9
Q6ZQV5 Q9BPZ2
Q9NYJ8 P51948
P22492 O15212
Q9UGR2 P61916
P31040 Q86UP8
P48443 Q9HAU8
Q07866 Q9BWW9
O43310 O95236
Q9UP83 Q9UDV7
A6NFY7 Q99708
Q32M78 Q13007
O00308 Q9Y5J5
Q7Z5Q5 P0DJD7
Q8IWX8 Q15326
O14544 A7E2S9
Q96QS3 P22676
Q17RS7 A6NGY1
O15155 Q6ZS92
P0DPB6 Q9Y6T7
Q86VS8 P51688
Q8TE76 Q9NRU3
Q96RE7 Q15392
Q96JM3 P78411
Q92785 Q02543
Q9NZL3 Q6ZMN8
Q96NL3 Q9H1M0
Q8WVZ9 Q9BRQ8
Q86SQ7 Q92609
Q6PIL6 Q9BRX5
Q8TE49 P43353
O96014 Q8N7G0
Q13519 O95600
A6NMD0 Q92609
P49916 Q6IQ49
Q99909 Q69YQ0
P19793 Q56P03
Q6P3S6 Q8N612
P40225 Q96N68
P41225 Q9H832
Q8N2H9 Q9Y312
Q9UGK8 Q9Y512
Q86T75 Q8N9F8
O75916 P19086
Q8IZI9 Q86YP4
Q9GZV1 P20711
Q86UK7 Q01860
Q9UN79 Q7RTZ2
Q9NZI2 Q9C0K3
Q3B7J2 O43602
O43865 Q16821
Q9NPI7 Q9Y600
Q9Y2D8 P49459
O43683 Q9H7Z3
P17676 O94804
Q00LT1 Q02086
P29590 P49748
Q13948 Q8N7G0
P11712 Q9Y4F9
Q15562 P60484
Q9NWA0 O75554
P13196 O95772
Q92750 O43824
P02724 Q8IXQ6
Q86Y37 Q8N961
Q02446 Q8N6S4
Q9H6K4 P11309
Q9BXB5 P11802
Q86T96 Q68D51
Q9HB19 P55211
Q53S33 O00299
Q9Y534 P19526
Q16822 O43542
Q14582 Q14684
Q8WWF5 Q13505
Q8WZ26 Q96N76
Q8TF46 O43318
Q9NSE4 A1XBS5
Q14974 Q6Q4G3
P17568 Q96NG8
O60268 Q9C0K0
O00470 Q8IWD4
Q9BST9 Q8IXH6
Q9Y2N7 Q9H2C0
Q96MA6 Q5XKL5
Q96PU8 Q15029
Q9UQR1 Q8IUF1
Q96HR8 P08590
P49720 P26045
Q6P9F5 O95661
Q13126 Q0VG99
Q5BKU9 Q96K21
P31271 O43174
Q14188 O43435
Q7L311 Q86WC6
P51689 Q9GZX5
Q15464 Q496Y0
Q96GQ7 P42025
Q5SRE7 P28066
P05186 Q7Z4V5
Q9P2J3 Q5VUE5
Q03252 P59666
Q3MIX3 O60806
O75679 Q9BRT9
O76027 P07355
P51178 Q8N8I6
Q96FA3 P18847
Q9Y6A5 Q537H7
Q9NU02 Q9Y262
Q9H211 Q8IYT2
Q8TBZ0 B7Z6K7
Q8TEW6 Q6P1L5
Q7Z4M0 Q6NWY9
Q9BSW2 Q8IY95
Q8N4F7 P01570
Q96HE7 Q9P1W9
A6NLW8 Q13596
Q06730 Q13164
Q5H9L2 Q13886
O60760 P30679
Q9Y5S8 Q9NSY0
Q53EL6 Q9NWM8
Q6T311 P62745
P0CW20 Q9BYZ2
A0JP26 Q9NQW6
Q96IW2 P12931
Q7L2K0 Q52M93
O00764 Q86VS3
Q6NVH7 Q9NWA0
P54753 P27037
Q9NZB2 O43909
Q86XN6 Q9BQS2
Q9NW38 Q9UI32
Q02153 O75364
Q96PU5 Q0VDF9
Q8TCN5 Q6VAB6
O94900 Q8TCC3
Q96I34 Q9NY47
O60299 Q9Y4I5
Q99829 Q15375
Q96CF2 Q96CT2
Q0VG73 Q9HAS0
A2A2Y4 Q15776
Q16773 Q5VUG0
P61587 Q2M3D2
Q86SG5 P11844
Q00839 Q5EBL4
P58546 Q06418
O60895 Q9NUL3
Q9UIQ6 Q16384
O43711 P07315
Q8N6V4 Q5SNT2
Q5T0N1 O75886
A6NI28 P33260
Q496M5 Q9UL03
Q8WTZ4 Q96GG9
Q8NDX1 Q8WVX9
P0CI26 Q96C19
Q8IZP7 Q6PJG6
P13797 Q7Z4H9
P60903 Q99612
P49662 P27144
Q9P0W2 Q96A46
Q96LR9 Q5T197
Q6VVB1 Q9P0K7
Q96KQ4 Q9BSV6
P85298 Q8WUX9
Q9NVP4 Q9H9F9
Q9H1J5 O00499
O00182 Q8N7E2
P51688 Q8N9V2
P0CW20 Q8N0U7
Q3ZCW2 P61371
Q9NZ09 Q9HBH7
P38919 Q96PY5
P54577 P63092
P10265 Q9BXX0
Q969E1 A8MTJ3
P49116 Q9Y3A2
P58317 Q99584
Q9Y2P8 Q8WUF5
P50213 Q9BRT9
Q9GZT6 Q6ZNA1
Q96ES7 Q96N76
P05141 Q9BY84
Q8IUQ0 Q96JJ3
Q9BSM1 A1IGU5
A8MVU1 O43427
P20807 Q6UX07
Q9UJJ9 P15502
Q7Z7C7 Q9Y2V2
O14921 Q8N6K4
Q9Y6E0 P35228
Q9UIK4 P49757
Q96NL0 Q13401
O95782 Q9H8M5
O95399 Q8N8R3
O60337 Q9NZL9
O14896 P35869
Q86UZ6 Q8NDY4
Q8WYQ3 Q99848
Q6ZMS7 Q9BUL8
O75792 O43567
Q2TBE0 P19224
Q8N3C7 Q5JUK2
Q9H9Z2 P60509
Q13625 Q4ZIN3
Q9Y6K8 Q14849
Q9P253 P22557
Q9Y5W3 A1L020
Q9HCS5 Q9Y2K6
P60709 Q16678
Q9H8G1 Q9H944
O75150 P43268
Q92930 Q8IYJ1
Q04759 P48431
Q9HBI0 Q86UX7
O75534 Q9Y6Y8
Q8IY84 P14316
Q9UPQ0 Q99741
P10075 Q13835
Q99972 Q9H0F5
Q96P47 Q99567
O15492 P16219
Q92966 Q9NPC6
O43639 Q5VYV7
Q8WUE5 P16403
P15923 Q8WWH4
Q8TD90 P18074
P11362 Q9Y4P1
Q9H0U9 Q99459
Q9UJY5 Q9BYZ6
Q9BX82 Q13367
Q64ET8 P49368
Q5T681 Q8N165
P30153 P68133
O14717 Q99689
Q17RS7 Q8TA94
Q6W349 Q8WUM4
Q96BA8 Q8N1N4
Q9H426 Q8TB37
F8VTS6 Q6ULP2
Q9Y6Y0 Q7LC44
Q9NX70 Q9NUD5
Q96FG2 P02647
P78333 P32298
Q6ZTU2 Q03113
Q9BZ19 Q8WW59
P21127 Q9UI15
Q96AP4 Q8TBZ2
Q8NEV1 Q2M243
Q96RF0 Q2TB90
Q9UPQ7 O95983
Q9BVQ7 Q16832
Q9H2C1 Q8IY18
O15266 Q7Z4V0
P10242 Q9Y6S9
Q6UX73 P0DPB3
Q2TAC2 Q9BYV8
P61550 Q8IVT2
Q9UJZ1 Q6PKX4
P49802 P26885
P28074 Q6ZMI0
Q9NRM6 Q9UHF5
Q9UIH9 B2RPK0
Q05066 Q5XG87
A6NFQ7 Q9C086
Q6FI13 Q9BXL8
Q6PHR2 Q8TCQ1
Q8NHV9 Q8TAB5
O43374 Q15418
Q96MT4 Q14409
Q96RQ9 P49184
Q13948 Q9NYS0
Q9H0A0 P14859
Q8IU81 Q14183
H0YM25 Q5T1B0
O75157 Q14CX7
P54619 Q03112
Q8IUR6 P51523
P68104 Q8NE28
Q9H2U1 Q96GF1
Q9UNH5 P36639
O43752 P68543
Q14153 Q53T94
A0A1B0GUA7 Q8IY31
O14770 Q13542
Q15036 P29966
Q8WVT3 Q6ZMV8
Q9H4A9 P0DP91
P22681 Q15642
Q8N7A1 P11234
O00214 P50219
Q5T0L3 Q9Y2E6
Q5VVS0 Q96BJ8
Q9BRQ3 Q93098
C9J202 Q9BXP5
Q8IUZ5 Q9UGV2
A6NNJ1 P05181
Q9H6J7 Q96F44
O95232 Q9BX10
Q86TL0 Q9NVH2
P45973 O43290
Q9UI47 Q9BT92
Q01543 Q05BQ5
Q5T0L3 Q5JSJ4
Q14974 Q9UNK0
O94892 O60814
B4E2M5 P57768
Q5T9A4 P22059
Q6PEV8 Q5VVX9
Q5VUR7 Q8TDM0
Q6NT76 Q96SQ9
Q14590 Q68D20
Q9UIS9 P52566
Q08043 Q8N6H7
Q99755 O43252
Q7Z2E3 Q4G0A6
Q15063 Q9NZ53
Q96FG2 P14091
A0A0U1RRE5 A7E2S9
Q8IUH4 Q05397
Q6VVB1 Q9UGI0
P0DPB3 Q96CP6
P51164 O43929
Q13889 Q53ET0
A8K855 Q13702
Q6P9G4 Q5I0X4
O00329 Q9BRH9
Q96N64 Q16690
P09430 Q5VWI1
Q86V35 Q8N2I9
Q99929 A8MXJ8
P84074 A9UHW6
Q96EE4 Q9Y5W9
P10072 P24298
P15153 O75800
Q9H6L4 Q99741
Q5JU67 Q7Z4N8
P18085 O60499
Q8N720 Q9BXL7
Q92502 Q6PJT7
P02647 P28340
Q9BPY8 F8VTS6
Q15172 Q8WYN0
Q92837 Q6P3W7
Q5JSP0 Q3B820
Q8WV93 P31249
A8MT19 Q8NEG0
Q7Z2T5 Q96MI9
Q5T2S8 Q5VV41
Q6U7Q0 Q6ZMT1
P49354 Q9Y4W6
P08842 Q5FWF6
Q9UMX5 Q9BYV9
Q9P127 A8MXT2
Q49A33 Q6PCD5
Q9H0M4 Q00059
P0DP24 P62942
Q13509 Q9NRC8
P21695 Q9UPV9
Q9BTA0 Q9BYT3
Q9NY74 Q9BXU1
Q9UL45 Q8N9R8
Q9H095 Q2NL98
Q8NG06 O95278
Q9BVP2 Q7RTT5
Q99581 Q5QGT7
Q8TAD2 Q9NTW7
Q0VDG4 Q15286
Q0VGE8 Q49AM1
O43829 O00488
B7ZBB8 P48426
Q92796 Q14863
Q9NRW3 Q96IR2
P21580 O00110
P33260 O94955
A8MUH7 Q00535
P10075 Q9NVX7
Q96A35 F5GYI3
P20936 Q53G59
Q9H1P6 P20700
Q8WWH4 Q9UL63
Q8NG04 O94892
O75716 Q9UJU6
Q8NI51 Q8NET6
Q6XYB7 A8MT19
Q9BQY4 Q9UHL3
P19237 Q8TE54
Q02040 D6RF30
Q6NXR4 P32320
Q9HCH3 Q13387
Q8NG08 P48047
F5GYI3 Q9UQ07
Q03701 Q9P2M4
Q86Y46 P22557
Q2M2D7 O75570
Q9Y2H8 Q6DCA0
Q6P9H5 P48637
Q6IC98 P49748
P54136 Q96L94
Q8TC12 A6NLJ0
Q1KMD3 O60870
Q3KQV3 Q3MUY2
P31249 Q8IWD4
Q05516 Q96S59
P11362 Q49A33
Q9Y4C2 Q8WY50
Q96P09 O75159
Q7L099 Q9BYG7
Q9HAY2 Q01524
Q9NPJ1 Q8N8E2
Q9H596 Q8NEN9
Q8NBI6 Q9BYZ6
Q9UL18 Q86YB8
O95050 Q6AI39
Q9UNH6 P49711
P49368 Q9UL16
P50213 P20472
Q96JH8 P53350
Q8N142 Q9UBX3
A6NNT2 Q96NT1
Q9NSI8 Q16566
O75678 Q9UBP9
Q9UGN5 Q96HY6
Q07021 Q5VTR2
Q2NKQ1 P20591
P52198 P78385
Q9H4Q3 Q8NA19
O75916 P11309
O43586 O60671
Q8N5J4 Q8TDD1
Q9GZX7 Q6ZUS6
P36915 Q9H1Q7
Q9NRM2 Q8TCD5
Q8N4S9 Q504U0
A8MYZ0 A8MW95
O00764 Q9Y5X3
Q96EI5 Q05923
O43299 Q69YH5
O43312 Q2M3D2
Q9BSG1 P28562
Q8TE12 Q9Y2J0
Q96PT4 Q9HB63
Q9UBI4 Q96C01
Q9BQE9 P01215
O15146 Q6UUV7
Q9BXI3 A6NDI0
Q9BQY9 Q8HWS3
P61513 O60826
Q12929 P0DP24
Q8WUM4 Q96NT3
P42330 Q16584
Q96G23 O75152
Q5JNZ5 P14415
P35900 Q76KX8
Q96RU8 Q6ZUT1
P15374 O43687
Q15797 Q8N3J3
Q92526 Q96IZ7
Q9H9G7 P0CV99
O75351 Q15475
Q5JST6 Q15915
O75808 Q9NZK7
O14910 P78424
Q9NVL8 Q8IY26
Q01449 Q96BJ8
Q8N0Z3 P42677
Q9BRP0 Q9UKK9
Q8NEH6 Q8N3F0
Q9H0H3 Q8NEP7
Q9UI17 A6NFY7
Q69YQ0 P51955
O14907 Q5DJT8
Q9Y2V7 O95630
P07437 Q96FW1
A1L167 Q6RVD6
Q96H79 Q9NZ43
Q14525 Q8N9I9
Q92886 Q7Z3Y9
O94993 Q9NZJ9
O95999 P32298
Q9H4Q4 P0DO97
Q9HA72 P13928
Q9Y448 Q9NRY6
P11233 O75185
O75564 P51965
Q9BU70 P60468
Q9P2A4 B4DH59
O14948 Q7RTW8
Q8IYQ7 O76021
P07492 Q7Z4Y8
Q9P2Q2 A8K979
Q7Z3H4 Q5SZL2
A8MVX0 P04040
P48730 Q9H936
P35452 O43663
Q6XPS3 P49675
Q9Y2S2 Q96A59
Q96PY0 P35716
P14091 Q8WWX0
Q16706 Q9NQW7
Q13772 Q9HC21
Q96G03 Q7L0Y3
A0A1B0GUV7 P52594
Q9H8K7 Q3LHN1
P61513 Q5VUJ9
Q504Y3 Q9UIA9
Q96HD9 Q02156
O75333 Q9H0W5
Q8N392 Q13387
O75475 P84074
Q9H2K8 Q5MCW4
Q8NFA2 Q6NSI8
Q8N8V4 P0CG38
P41220 Q9Y243
P48059 Q8WV60
Q9BUJ2 P15313
Q9UIG5 P20264
Q3KP66 Q9Y6A5
P05181 P0C025
Q6ZWI9 Q8N7E2
O43918 Q9UBB6
Q9UPM6 O60499
Q9UPR3 Q9NWW6
P22307 Q9BY78
Q16769 Q6NTF9
P55072 Q9NVA2
P60608 Q92772
Q9NWM8 Q68DY9
Q9UBL9 P50395
O43513 Q5T0L3
Q9NW68 Q8NCX0
Q8WV44 P11511
P0CW19 Q6ZRT6
P24941 Q66K74
Q5VYY1 Q49AN0
O60524 Q9NX09
Q8NI51 P04899
Q9C098 Q6ZT77
Q9H9S0 P28347
P14652 Q8N4Y2
E7ERA6 Q9HD36
Q8NHR7 Q1KMD3
P05388 Q8IWW6
Q9BTE3 Q71UI9
P0C7H9 Q96N68
Q14511 Q15051
O14966 Q16674
Q6ZN04 Q9Y283
Q07075 Q8N2I2
Q499Y3 P01567
Q7Z4L0 Q9BYD6
Q6P4E1 Q14BN4
O75110 P00338
Q14525 Q3KNS1
Q96NJ1 Q9NX47
Q9UHL9 Q7RTU5
Q96JC4 Q6F5E7
P53370 Q96JH8
Q9H9S0 Q9UGK8
Q8N8V4 Q9UII2
P31260 Q7L3B6
P15622 Q8N8Z8
Q9UI12 Q66K74
O60688 O15460
Q6ZNB6 O43303
Q2TBA0 Q9BYL1
P07902 Q9UBW5
Q75T13 O14832
Q9H853 Q5TGJ6
P24863 Q9Y251
P83881 Q71F23
O43913 Q13825
Q16543 P17010
A6NDG6 Q9NR28
O75431 P63127
Q9H0C1 Q8N6T7
Q9BYE0 Q96CV9
Q86TJ5 Q6P1J9
O15127 Q6N043
O60384 Q9Y2J0
Q8TB36 O60243
Q7LBR1 Q96A61
A1L4Q6 P61266
Q86UA6 O00506
Q9NVR0 P02533
Q5SSQ6 O75391
Q99081 P14324
Q96RI1 Q96MT4
Q07869 Q8IYT3
Q9H853 Q9Y225
O14746 Q9UHV9
Q9NVM9 A8MZ36
Q9H3R0 Q9BV47
P79522 Q96MF0
Q9BQ90 Q8N976
Q9Y625 Q9UBL9
Q8IX18 Q92997
Q96JG8 Q9BQY9
Q6NUM6 Q15067
P53667 P41240
A1L020 Q6NVH7
A8MQ27 Q8N1Q1
Q99612 Q9NUV7
Q00688 Q9Y2W6
P49069 A6NF36
Q9Y586 A6NK58
Q8N3E9 P62495
Q8TCP9 A8MTQ0
Q9NPH5 Q96MC9
Q8NBB4 O60266
Q9NUD7 O95139
Q9P1C3 O75154
Q96DX5 O95429
Q9UBQ6 P0C843
Q9UJJ9 P01579
Q96SF7 Q8WWP7
Q8IWN6 Q9NPA3
Q9H694 P55160
P15336 Q9UKT9
P69892 Q6P179
Q9H081 Q96MR9
P35713 Q86WN2
P05388 P35711
P15586 P0DJJ0
P58505 O43402
Q9UKY1 Q9NVH2
Q14938 Q2VPB7
O75167 O43896
Q9Y2T2 Q96H12
Q13569 P49189
P0C0S5 Q9BYH8
Q7LDI9 A0A087WTH1
Q6IB77 P19105
Q9Y6F7 Q96T49
Q15438 P09960
P05093 Q69YN2
P50221 Q8IWY8
Q0VFZ6 P16403
Q5T0T0 Q92539
Q9P2E8 Q9NQB0
Q8NEG2 A6NJL1
Q9Y228 Q96N58
P30039 P26447
P16234 Q9UNY4
Q9H7Z6 Q15796
Q96BU1 O00238
B4DJY2 Q9H0K6
