Q96EB6 P27695
Q4G0J3 O94992
P08621 P78362
Q9UGI8 Q8N8S7
Q7Z3S9 Q969G3
Q8IUH5 P51674
Q9UGP5 Q12800
Q9UKG1 O15379
P60410 Q9C086
P55081 Q8TD10
Q9H267 Q9H9C1
P68431 Q9Y294
Q96EV8 Q6QNY0
Q9H6L2 Q15323
Q5TA78 P32242
Q9UMX0 Q9H173
Q8IWZ5 Q5TA81
Q9Y263 Q04323
Q9BRI3 Q8N6L0
P12004 P04406
Q96DZ9 P04798
Q15369 Q99619
Q9BQY4 Q93062
P14136 Q8WWB5
Q8ND90 Q64LD2
P40306 O95273
Q04206 Q9UBK9
P42768 P08631
Q9BV19 Q96HA8
P79522 Q15415
Q13287 Q6P9H4
Q9UI08 Q9C026
Q0VD86 Q9UJX2
Q8NHQ1 P26373
Q9Y5B8 P10074
Q16206 O00463
P55957 Q07820
Q9BVW5 P15927
P61758 Q9NQP4
Q8NEB9 Q9P2Y5
Q7Z3S9 Q6RVD6
Q9NZD4 P62942
Q8TAE8 P40763
Q13155 Q15046
P50402 P35222
Q96BZ8 Q9UBB9
A8K8V0 P60370
O75541 Q96GN5
Q8TAU3 P60409
Q96EZ8 Q9C0F1
Q8IWZ5 O76003
Q9Y3V2 P63279
Q8IW35 Q562R1
P05198 P20042
P49639 Q07627
Q5VZM2 P11279
Q9NU19 P51116
Q9UMX0 Q96AQ6
Q99497 Q6GQQ9
Q03518 Q13769
P19878 Q92845
Q15699 O94829
O00161 Q9H115
O75558 Q8N9N8
Q8NEC7 O60341
Q03135 P48995
Q13077 Q9NQL9
Q0VD86 P51687
Q7L8L6 O95259
Q9BSH5 Q15645
Q7L2K0 P60411
P60410 O96014
Q13427 Q9UL42
P54252 P0CG48
Q96GN5 O75541
Q9NZ81 Q8N9E0
Q13066 Q96IK5
O95751 Q99728
Q8IUZ5 Q9NUX5
Q8WWY3 Q08379
Q13620 O94888
Q9UGC6 Q6L8G4
Q5TAQ9 Q99750
Q96G25 Q15369
Q8N684 P84022
Q9BZG8 Q12800
O43395 P26368
Q9UKX7 O00629
Q6IB77 P60410
Q9NRJ3 P25788
Q8NEC5 P02652
Q9BPX1 Q96HA8
P84243 Q9NVP2
P36406 O95715
Q8TBK6 Q8IUQ4
Q6A162 Q9NVV2
Q9Y5B8 P05783
O43639 Q96LA5
P40763 Q9ULD0
Q14593 P60370
O75506 P60409
Q86UE4 Q7KZF4
Q9NQL9 Q13643
Q9NUX5 P43358
Q96IZ5 Q8TAP6
Q9BYQ0 P32242
Q9Y228 Q13033
Q9H741 Q15323
Q00587 Q9H4E7
Q8N4G2 Q8N8R7
Q9Y262 P55884
Q8IUH5 Q7Z698
O75971 Q8NFP7
Q9UKB1 P30291
P04637 O75928
O75558 Q8WWY3
Q9NYB0 O75347
O75489 Q16718
P86480 Q8IUB9
Q99459 Q8WYA6
Q13873 P43026
Q96B67 Q9UBU8
P19338 Q00987
P68400 Q13547
Q8N4P3 Q15025
O00161 P54920
Q9BS40 Q12882
Q15415 P49761
O75469 P08238
O95273 P40306
P31276 O95644
Q9Y6E0 Q5VSL9
Q9NVV9 Q9UHR5
Q9HAC8 Q9HCM9
P22681 P55085
Q6A162 Q06250
P60520 Q8TD19
Q9UJX2 Q8WXE1
Q96DU3 O60880
Q9UI14 Q9H8W4
Q5TBC7 Q15562
Q8IVS8 Q93062
Q15973 Q9BYR5
P98175 Q13123
Q02930 Q93062
P00748 Q07021
P63165 Q9BQY4
P13647 P18054
P43026 Q13873
Q01850 Q9UKJ5
P49761 Q15415
Q96EZ8 Q15276
P60410 Q9NUY8
P78537 Q96EV8
Q9P289 Q5VSL9
Q9Y2K5 Q7Z3S9
Q13111 Q04864
Q9UNE7 P10636
P38936 O96020
Q9NYB0 O15347
Q9BS40 O75391
Q92734 P52597
O14964 Q9UHD9
P43115 Q6A162
Q9BVS5 Q8IZU0
Q04206 P0CG48
P04156 Q9UL18
Q07955 O00463
Q0D2H9 P60410
O95273 P17024
Q8N3I7 P78560
Q9NYF0 P35222
Q7L273 P78560
Q9ULK2 O43189
P33993 P0CG47
Q96E29 P08247
P63165 P63279
Q96MW1 Q9BSI4
O75665 Q9Y5B8
Q8NEA9 P52272
Q8WWY3 Q6A162
Q96MU7 Q96SB4
P13798 O00214
Q9ULZ3 O15553
P19474 Q99757
Q9P015 Q59EK9
Q9UPT9 Q13469
P78371 O60232
P40855 P28288
P43626 P29350
Q9NZU5 P47224
P15622 Q96GN5
Q969S2 P14373
P60411 O15162
Q96RJ6 O43765
O76011 P01350
Q9HCZ1 O95273
O15160 Q16637
Q8NE01 P60411
P62993 Q6P1W5
Q96CJ1 Q13490
Q16630 Q9H0M0
P50402 Q99962
Q9H2F5 P19012
P43628 Q06124
O76003 P15884
Q9NUX5 Q8IUZ5
Q6DKI2 A8MQ03
P53041 P08238
Q9H6L4 Q8WZ19
Q15427 Q9Y5A7
Q9H8S9 Q13043
Q2WGJ6 Q8IUC1
Q96Q40 P08238
Q9BXC9 Q99750
Q8NHQ1 P54849
O76003 Q13191
P56524 Q01850
P49639 P04156
Q93062 P35590
Q9GZQ8 Q13043
P10398 P08238
Q7Z3S9 Q9NUL5
O95967 Q9BQY4
Q9BXJ5 Q53G59
P63010 Q01081
O43889 Q99519
Q9Y3B2 Q04864
Q6P1W5 Q96CS7
Q9UJX2 O14791
Q9BZQ8 P06748
P18887 Q7Z2E3
Q8TBK6 Q8TBB1
Q8WW34 P17544
Q9UJV3 Q8WWY3
P53990 P13798
P19338 Q06710
Q8NDC0 Q6P1W5
Q9UHD9 Q13049
Q7Z3S9 P07949
Q70CQ1 Q13451
Q9Y2Q5 Q96GS4
O00560 Q08117
P31948 Q96AP0
O95751 O14639
Q8IW35 O43303
Q99459 O43660
Q15369 O15524
P38936 Q9UHC7
Q96IK5 A6NGK3
P10398 P53611
Q15077 Q8NI22
Q719H9 P54646
O00241 O75553
P51116 Q8N7H5
P08138 Q9Y467
P14923 P16284
Q9NWD8 Q8N205
Q9BQF6 Q13263
Q9UPT9 Q9NRN7
Q8IXL6 O14791
Q00987 Q9Y297
Q13643 P59991
P60411 Q32M78
Q5BKZ1 O75525
Q9NX01 Q04864
Q9UKX7 O15131
Q15025 Q70IA8
Q8TD31 Q9Y5B8
Q9BQY4 O95967
P40939 Q9GZQ8
Q15041 Q9Y3D7
P23528 P63261
Q9H115 Q13277
Q8N205 Q13021
Q92845 P19878
Q9UHR5 Q9UK58
P11362 Q9GZV9
Q13444 P08631
O15409 Q13526
Q8IY26 Q5T700
Q9BQF6 P45973
P10721 P21583
P61289 Q99757
Q9HCM9 Q9HAC8
Q9Y228 Q5VSL9
Q93062 Q0VD86
Q04864 Q9Y5U2
Q9BXH1 Q07820
Q16849 P21145
Q08AG7 P23258
P60411 Q13875
Q7Z3I7 P60370
Q15645 Q8TC57
O14530 P0C7W6
Q01780 Q9Y2L1
Q15118 Q16513
P0CG48 Q9Y253
P18887 Q96T60
Q96CG3 Q9Y4K3
Q9GZQ8 Q9GZZ9
Q8NEY8 Q9BZW7
P62258 Q9Y3M2
Q86WQ0 Q04864
Q9H4D5 P12757
O60880 P20963
P04150 Q03135
P61601 Q9BXJ5
A7MD48 Q02040
P05067 P51693
Q9BQ89 Q13064
P56693 Q13287
Q9GZQ8 O95352
Q00994 Q8WYA6
Q13501 P60520
P30279 P46527
Q96IW7 Q8N205
Q15696 P78362
Q9H0F6 Q9Y6K9
Q13547 Q13330
O00631 Q8N6L0
P0CG48 P25098
O15162 Q9BYR5
Q5VSL9 P62714
P14770 P49639
Q9H3D4 Q15796
P43490 P02792
P49768 P14923
Q16643 Q9BSI4
Q01831 P32780
Q13257 O00560
Q13485 O43524
O43395 Q8N5F7
Q13426 O00499
Q8ND90 Q9H7E9
Q9NPP4 P29466
Q9UER7 P25445
Q96EZ8 Q6NT76
Q9UNF0 P48023
Q16611 P55957
Q8TAP6 A1L0T0
Q9NZD8 Q9UKT9
Q01432 P08238
Q6A162 Q99853
Q8IWZ6 P78371
Q86UW9 Q9NZD8
Q9UGI0 P0CG48
P43403 P20963
Q9HCU8 P12004
P49639 Q5TA81
Q06609 P11245
O00155 Q969F0
Q96MF2 Q8TBK6
P08238 Q14164
Q8N726 P04198
Q8NF64 P41271
O43251 Q9Y5V3
P35711 Q08117
O43900 O00204
P19438 Q12933
O15265 Q9P209
Q7Z3I7 P60409
Q13427 Q16637
P26371 Q15560
Q01844 O15162
Q8IUQ4 Q9UJX2
P18846 O95644
Q08379 Q96BZ8
O00560 Q96DZ9
Q13643 Q8N4M1
Q15528 Q9BUE0
O75683 P68400
P16333 Q9P1A6
Q9BRG1 Q8IUI8
Q9Y3C0 O14777
P50222 P10451
Q13829 Q9H6L4
Q64LD2 Q6A162
Q8IWZ5 Q9BYR5
Q9UJ41 Q99757
Q8WZ60 Q9UD71
Q8N6L0 Q15848
Q04206 O15294
Q9Y2F9 Q96N21
Q7Z3S9 Q8TBB1
Q93062 Q96MN9
Q05397 Q9Y3E5
Q9UHD9 Q13200
O95273 P00540
Q9Y5T4 Q9Y3D7
P01588 P54760
P49411 Q8IVP5
O60493 Q15041
O15355 P67809
O43447 Q92802
Q8NI60 Q96HR9
Q7Z7H8 Q8IZU0
P36406 Q13356
Q15323 Q9NVV2
O96014 P60410
P14678 O95400
Q8WVV5 P25788
Q5W5X9 O95751
Q93062 Q9BQY4
P11940 P06730
P10809 P26371
O95863 Q7Z3S9
Q5VZM2 Q8NBW4
P38432 P13010
Q93062 Q9UHH9
Q8IV04 Q7Z3S9
P13232 P31785
Q13547 Q8N108
P08238 P15056
Q9NPC6 Q93062
Q9NQT4 Q08379
Q02930 Q3LI70
Q9UMX0 Q13049
P63241 O43186
Q6P5X5 Q99750
P60370 Q9BWG6
P04150 P07900
Q92917 Q9NYB0
P30153 P63151
Q6UY14 Q9BZE9
Q9Y3B6 Q15006
O95292 O95070
Q9GZZ1 Q9BXJ9
O43251 O75553
P46379 Q8IZU0
P46527 P11802
P08238 Q8TF76
P26441 P42702
Q9UNL4 Q14103
Q99558 P08238
O95751 P13805
P04156 Q9UKV8
Q00535 P38936
Q9GZT8 Q9UHA4
Q9BZI7 P38919
Q53EZ4 P51116
O95967 O75360
Q8N4P3 Q9BUK6
P59797 Q08379
Q86U70 Q68G74
Q6A162 P20674
O95260 O43463
Q9BXH1 Q92843
Q15233 P61968
O14645 Q96LA8
P60370 Q8TAU3
Q15645 Q96L50
P60411 Q9P0T4
Q9P209 Q7Z7H3
Q969R5 P22234
Q8IYR0 Q96GX9
P17706 P49755
Q8TBB1 Q8TBK6
P84243 Q13111
Q96A72 Q59EK9
Q8N9N5 Q8TAB7
Q9NPJ8 Q68D86
P31948 P53041
Q9H305 Q15025
O14910 Q7Z3S9
Q9BRP4 P62195
Q13137 Q96BZ8
O15379 P24385
Q9NYP9 O43482
Q02446 P27658
P60410 Q9BWT7
Q8IXJ6 Q12834
Q9UBY9 Q9H8W4
Q6L8G9 P49639
Q8TAM2 Q15051
Q9NZ09 P45877
Q9UMS4 O75934
Q9Y4P1 Q9H492
Q8N7W2 Q13427
P52907 Q96B97
P60411 Q08AG5
Q8IYX8 Q9UL33
P02649 P01130
Q96EY4 O95198
Q15777 P48443
Q13586 P30101
Q96DZ9 Q9Y371
Q08117 Q9NRD5
Q96B02 Q9HAT0
Q6NXT1 O75386
P14618 Q16665
O75751 P00519
Q15323 P48146
P60510 O75663
Q8IV48 Q14493
O95257 Q9P2H0
Q9H7P6 Q8TBB1
O95273 Q14929
Q96FN4 Q9NYB0
P60409 Q8NA54
Q13043 Q9GZQ8
Q5TA78 Q9BYR7
O95751 Q9NVN8
Q8N165 Q8IYL3
Q8NA61 Q9Y5B8
O15347 Q9NYB0
Q8TD19 Q9H0R8
P15884 P47224
P35900 P60411
Q15370 Q96G25
Q9H7E9 P36406
Q8N684 Q9BV90
O43609 Q9Y3S2
P46108 P62937
P0DJD3 P49761
P52292 Q9UKX7
P09466 Q96HH9
P07766 P43405
Q15311 P78556
Q01081 O43463
Q15714 Q96HA8
Q9NYY3 Q86Y33
Q99933 Q13200
Q9NZ81 P59022
Q9BXA6 P08238
Q9NV56 Q7Z3S9
O43609 Q99750
P15884 Q9NX01
Q9H0R8 P40939
O00571 P55884
Q15843 Q8WXE9
Q8N6T3 P60520
P78385 P60411
Q9H1R3 Q06413
Q9UKT8 Q16543
Q99828 P48449
O43889 P24593
Q13503 Q9NWA0
Q969U6 Q15323
Q9BUD6 Q15323
O15269 Q8N138
Q96FN4 Q9H079
Q96E40 P60410
Q7Z3S9 P37235
O00560 P13073
O75386 Q6NXT1
Q8N6L0 Q9HC62
O14641 Q96CG3
Q9H6L2 Q6A162
Q9Y2W2 Q15365
O95166 Q9H0S4
P48023 O43586
P60321 O95273
P60880 O14810
P15884 Q6ZQR2
Q9NS73 Q9H8E8
P79522 P0DJD3
Q9NSC5 Q86UU5
Q5T749 Q9BYE3
P03372 O43251
Q9Y287 Q8N205
P35222 Q8WVC0
Q8IZU0 Q96I25
P53350 Q9NYZ3
P04637 Q05397
O00560 Q14498
P56524 P31947
Q13451 Q96Q40
Q96GY3 Q8IYF3
Q6A162 P27658
O43167 Q08117
Q15006 Q9Y3B6
Q6NT76 E9PJI5
Q06481 P14921
Q9GZQ4 Q12933
P35523 Q8IZU0
Q92769 Q9UIS9
Q9Y2X8 Q9HAC8
Q86VI4 Q96A65
Q13444 P06241
P49902 P48047
P38159 Q96AH0
Q96BA8 Q15125
P40692 P07858
P14373 O14530
Q8TAP6 Q96AT1
Q9NWB1 Q96PU8
Q14103 P67809
Q96HT8 Q8IUX1
Q9NUY8 P60411
Q13443 Q9UKS6
Q8N6L0 Q9NRS4
Q969G2 Q9Y5N6
Q6Q0C0 Q99759
P32121 O15111
Q15654 Q6PEX3
O43251 P25788
P86479 P54253
O75340 Q9Y5Z4
Q99618 Q13077
Q15323 Q969U6
Q9H7E9 Q8NHQ1
P22455 P50281
Q3B820 P60409
P60409 Q9UGY1
O00410 Q9GZQ8
P20248 P38936
Q13651 P22301
Q01850 P02766
A5D8V6 Q08117
Q9Y6K5 Q12894
P38936 P15884
P54274 P0DJD3
Q9BU76 Q96MF2
Q8ND90 O95671
P24522 Q13569
Q8NBW4 O43504
A8MQ03 Q9P2F9
P54105 P62314
Q9P021 P78352
Q8N205 Q07325
P14618 Q9H6Z9
O43559 Q7Z3S9
P55085 P22681
Q9UKF7 Q6RW13
Q9Y4K0 P49006
Q15645 O00746
Q96JN2 Q8WWY3
Q9BXW4 Q13188
P17041 P60372
Q96LA8 Q9UGK8
Q53EZ4 P56279
Q86UD4 P60370
A5D8T8 Q6A162
O43597 Q8WXE1
Q08117 Q96I34
Q9UNI6 Q9UJY1
P04792 Q9Y657
Q96EY1 Q96CN9
Q9UHX1 Q8IUQ4
Q969F0 Q8WWG1
P07910 P78362
O95786 Q9NZM5
Q16656 Q9NRC8
P04637 Q13362
P04792 P78417
P48023 Q9UKS6
Q12906 Q99873
Q9BSD3 Q9BRK4
P39687 O15169
Q93062 Q6RVD6
Q8NI60 Q8WW34
P55039 Q9H446
P62993 O43597
Q9Y2T1 Q8N944
Q8NHQ1 Q96GN5
O00401 P60953
P56545 P51946
P46527 P14635
P08670 Q9H6U6
Q969G3 Q7Z3S9
P40855 P23284
Q96LA8 Q9BX10
Q96BZ8 Q8NHQ1
Q8N9N8 O75558
P0CG48 Q9UGI0
P46952 Q9NUX5
P04406 P15927
P25788 Q5W150
O75360 O75603
Q96J77 Q96DZ9
Q13618 P08238
Q14596 Q9GZQ8
P23443 Q5VY09
Q9Y3B2 Q15024
Q8N726 Q9UER7
Q9UBR2 Q6A162
P60409 Q8IW45
Q96T49 Q96GN5
O14978 Q9NWQ4
P18031 P05106
P14317 O43516
Q9Y5T4 Q8IZU0
P07355 P46092
Q99750 Q8TF63
P14373 Q96FE5
Q9NUL5 P60370
P13010 Q9H4A6
Q9Y2W2 Q96EZ8
Q8NAV1 P49760
P63167 Q6P1L5
O00308 Q8N5I2
Q13490 Q96CJ1
O95166 Q13188
Q15437 Q13671
P15173 O75409
Q96LA8 Q9BXL8
P23510 P43489
O95201 Q9NRR5
Q5TA81 P49639
Q96DZ9 Q96E29
P60409 O96014
P0C1Z6 Q9UBB9
P08238 P06239
Q14781 Q9BYR3
Q9UBY9 Q9GZV8
Q96CA5 O15160
O75969 Q7Z569
Q9GZV4 Q04864
Q92934 Q07817
Q08379 P55081
Q02930 O95967
P23771 Q9UQL6
Q8TC92 Q8TBB1
Q8TD19 P08238
Q96FJ0 Q9P209
Q8N2W9 P61956
Q9UKV0 P41182
P60409 Q8WYH8
Q9UBU9 P37198
P55795 Q969V4
P0CG48 Q86VP1
P12830 P35221
Q9GZZ9 P60520
Q8TBB1 O43679
Q9UHX1 Q969J3
Q16543 O14879
Q8N2X6 Q12933
Q92624 Q9UQ03
Q99750 Q96GN5
Q2TAL8 P31321
Q96JN0 Q13077
Q96FT9 P25791
Q9P0N9 O95751
Q8WV44 Q08117
P17482 Q07627
P40121 Q8IUQ4
P55081 Q08379
P60409 Q9BWG6
Q6NSI4 Q8IVD9
P13073 O00560
Q15323 P20674
Q9HAT0 Q96B02
P26441 P26992
P24385 Q16656
Q96FJ2 P50222
Q58DX5 Q8TBM7
Q9NU19 P98175
Q13137 P49901
Q9Y2W1 P38919
O60260 Q6NUN9
Q6RW13 Q96LZ7
O14639 O95751
Q8NCP5 O76003
P14618 P10398
Q9UJV3 O43597
Q9NXW9 Q86UW9
Q9P121 Q9BYR7
Q15645 P59991
P27658 Q53G59
Q92890 Q8TAT6
P02786 Q30201
P55081 Q13123
Q15645 P21964
P35611 Q9NP66
Q9BTM9 O95396
P49356 P49354
Q96A72 Q8TD17
P58753 P27986
P09382 Q13740
P37173 P10600
P09651 Q92973
Q08ER8 P60409
P32121 P28482
Q6UXH1 P42771
Q15654 Q8NEC5
P61964 Q13114
Q8N5A5 O95751
Q6PKX4 Q93062
P23508 P29084
Q9BQ24 Q9UI14
Q9H115 O15155
P03372 Q12778
P55081 Q7RTU3
Q9Y5S9 P78362
O76015 Q9UGN4
Q96B67 Q8IWZ5
Q96HA8 P61289
O95273 Q96C28
P43897 Q15311
Q08117 Q9H609
O60609 Q5T4W7
Q96EV8 Q6QNY1
P55064 Q99750
Q9HAZ1 P60410
P60409 Q9Y473
Q8WUD1 Q8IWE2
Q53GI3 O95273
P0CG48 Q16186
O75603 Q96NS8
O76003 Q9Y3E2
Q8IVL6 Q15323
P02792 P43490
Q9BW85 Q12800
P46092 P60903
Q14032 Q08AF8
Q14247 P42768
Q8TCA0 O96006
Q08117 Q04864
Q96BA8 P26678
O95967 O75716
Q8TAP6 Q14106
O75478 O95363
Q16543 Q9UKT8
O75478 Q9Y4H4
Q9NWS9 Q9UMX1
O00273 P04792
P33076 Q2QGD7
Q7L945 O95273
Q8TAV4 O00526
P49450 Q8NCD3
P61978 Q5D0E6
P04637 P10415
Q92830 O75717
O60353 Q9ULT6
P63000 Q03135
Q15365 Q9Y2W2
P12004 Q15004
P63313 P13196
Q96SI9 Q93062
P40763 Q07666
Q8NHQ1 P38432
Q96SQ9 P60410
P62805 Q04724
Q8NF64 O75575
O00308 Q96B67
O14530 Q8WWB3
Q13950 P17480
O95273 Q9P0T4
Q9H0U4 P47224
Q6ZUT1 Q14498
P04637 O60285
O75665 Q9GZQ8
Q86WX3 A8MQ03
O43463 O95260
Q15942 P35372
O00487 P51665
P29373 P35609
P08238 P36896
P50542 P06703
Q03989 Q8NAX2
Q96GN5 Q9GZV8
Q9Y2B5 Q9NZD4
P62937 Q16849
P42679 P08238
P49005 P28340
P61024 P26371
Q9Y4H4 O75478
Q15125 Q96BA8
P07315 P02489
Q9UBE8 Q9BYR5
Q16515 Q9NRD5
Q7Z3S9 Q96KP6
P10636 P04156
Q9Y3C0 O76064
Q9H492 Q9Y4P1
Q9H7E9 Q6NT76
P28838 Q13185
Q9Y297 P18848
P17028 Q8WWY3
Q09161 P52298
Q8TD19 P63167
P32242 Q16348
O43303 Q8IW35
Q7Z434 Q96P20
P50539 O75356
Q96SB4 Q8NAV1
O95721 O15294
Q96GD4 P06748
Q13444 O15259
P78556 Q15311
Q9NZD8 Q13077
Q14498 Q96MA6
Q16540 Q8ND90
P50222 Q5TA79
Q9UKT5 P63208
Q6PKX4 Q6P1W5
Q13084 Q01850
Q8NHQ1 Q96SL4
P04792 P78318
Q99750 Q16613
P59991 Q15645
Q93073 Q96FJ2
Q9BY11 Q9NUX5
Q5VWX1 Q9UQ90
Q5TZK3 P15884
P17152 Q969F0
Q8N9N5 Q9H1K1
Q9H4A6 Q02742
Q13643 Q9HC36
Q9NQL9 P14373
P60410 Q8NHQ9
P60409 Q9BW11
P60411 P09923
Q15436 Q00536
P09493 O14879
Q96Q83 Q8TBB1
Q9NQT4 Q96D03
O95166 Q96RU3
Q9UKX7 P52292
P63104 P23528
Q15560 P26371
Q9HD26 Q99497
P29466 Q9HC29
Q96B26 P20674
A6NEM1 P04808
P05549 P63279
Q93062 Q7L591
Q6GPH6 Q9UMX0
Q9H5X1 O76071
Q8TAM1 Q3SYG4
P62314 Q8WXD5
P48995 Q96D31
P11912 Q969F0
P46087 O60684
Q5VWX1 O00560
Q8N3L3 Q9Y3C0
P60411 P02008
Q13561 P24522
Q7Z569 O75969
Q9UI95 P14373
Q9UIM3 Q8WVL7
Q9NUX5 P07355
Q96TC7 P31946
P0C1Z6 Q13188
Q9BYV2 Q9BQ89
Q13895 Q9C0F1
O75367 A1L162
P25788 P09228
P60410 P50222
P51116 Q96QH2
Q9H2R5 Q15654
Q14498 Q8N9N5
O75928 P04637
Q8IUH5 O60259
Q5BN46 Q13643
O95257 Q99598
O43889 Q15109
P55081 Q8IYX8
O43543 O43502
Q9NP84 Q13490
P04637 Q9BV47
Q13064 Q8WWY3
Q9BQ66 P17024
Q8WUK0 Q5TA81
Q8IY81 Q9Y6K5
Q9H2G9 Q9UL33
P40222 Q9NYP9
Q9Y5B8 P14373
O75391 Q9BS40
O15379 Q9UKG1
O95166 Q8NI08
Q9H2G4 Q9ULW3
Q15025 A8MQ03
Q96B26 Q9NQT4
Q03393 O00560
Q8N6L0 O00526
Q16539 P35813
Q86WP2 Q9H8W4
P10242 P61956
Q16630 Q9H6L4
Q04864 Q9BRT3
Q9NRW3 Q15415
Q08117 Q9BSW2
Q66K41 P61978
Q6PEX3 Q8IWZ5
P23769 P60411
P52272 P25791
P10147 P14735
Q9GZT8 P51808
P43378 Q969L2
Q96LA8 O00231
Q7RTY1 Q9NSK0
Q6RW13 Q9UGL9
Q96FA3 P80188
Q9NP94 Q96BA8
O15294 Q8NDX5
Q5W111 Q08AM6
Q9BUY5 O76003
Q15053 Q99750
Q9Y3A4 Q9UBB9
P12830 Q9UHB6
P13612 P49023
P02671 P02647
Q9H6L4 O75420
Q9UKT9 Q96A72
Q9NRD5 Q7L273
Q9HCJ6 Q14CS0
Q96B96 Q8NI60
Q3MIX3 Q7Z3S9
Q9NYB0 Q92917
Q96E29 Q15041
Q9BYQ4 Q9NUL5
Q96RK4 Q9BUN5
Q9NZD8 Q92734
P06702 P32121
Q9BXL5 Q13363
Q12800 Q9Y3B7
Q96LA8 Q96BD6
P62316 P54105
P50222 Q9Y4H4
Q14296 O43516
Q96D09 Q5W150
P56545 Q99592
Q9BVS5 Q92985
O14579 Q5JST6
Q00987 P06748
P52272 Q92973
Q53G59 Q9NZ81
Q96I27 P60372
P20794 Q9UM11
Q9H944 Q9BUE0
Q96MG7 Q8N140
Q8TBK6 O00560
Q5VU69 Q9Y5B8
P05496 P35609
P0C1Z6 P08727
O95231 P59991
Q9HBE1 P31943
Q9H0E2 Q9H492
P08238 Q15418
Q9BXK5 Q15836
P60409 Q147U1
Q9UBX0 Q96LA8
O43889 P09871
O95352 Q9GZQ8
P14373 Q96HA8
O00560 Q03393
Q15365 Q13153
Q6PEX3 Q9BYR7
Q13895 Q96GA3
Q8NEA9 Q13069
Q6L8G9 P32242
Q7L273 Q8NFH5
P12830 P62136
Q13643 Q13444
Q8N6L0 Q9BQ70
Q96HA8 P60709
P06748 Q9BZQ8
Q9BYE3 Q5T749
Q14596 Q9H492
Q99873 Q99619
P02786 P02768
P43364 Q8N490
Q6N075 Q8N6L0
Q9HB09 P0CG48
P50222 Q9BTY2
P51572 Q9Y3D6
Q9UKB1 P25963
Q7Z3S9 O75716
Q9NUL5 Q7Z3S9
P13010 Q8IW19
Q6UY14 Q8IYR0
P32239 Q06124
O95273 Q8NDP4
P04792 Q16644
Q5BKY6 P60370
P28482 P32121
Q7L273 Q9H8Y8
Q13895 Q9NVV9
Q96BA8 Q8IXM6
P16333 P78345
P60409 Q13526
Q9NS23 O95166
P18206 O15144
Q08117 Q12899
O43242 P60896
Q9UKT9 Q13895
Q7Z417 Q9UHV8
Q9BYR5 Q14847
P61956 Q5W0Q7
Q9H6Z4 Q15796
Q9GZQ8 Q9BQD3
Q8IX15 P08579
Q96GC9 Q14457
O43597 O43741
P26641 P29692
Q9H0I2 Q8WW01
P49023 P13612
Q13501 O95166
P21964 Q15323
O14787 Q6P1W5
Q9BTV4 Q9UHP3
Q04864 P47224
P25788 Q9NRJ3
P38432 O60341
P60411 Q9BWG6
Q8WTP8 Q9H9D4
O14530 P14373
Q99873 Q9Y3Y2
Q9Y4K3 P61964
Q6P1W5 P07947
Q96BA8 Q99735
Q9UFG5 Q12929
E9PJI5 Q6NT76
Q07955 Q86X95
O75553 Q6ZXV5
Q9H6U6 P08670
O00330 Q9Y6E7
Q13887 P0CG48
O95273 Q02363
P56703 O75084
P63146 Q9BSE4
P10599 P42574
P45984 Q13042
Q04864 Q9NX01
Q92844 Q9UHD2
O14662 Q9H115
Q86XI8 P17275
P63167 Q8NA54
Q15323 Q5T5A8
Q93009 P04637
Q8NG50 Q96HT8
Q9UBK2 P62508
Q99933 P14373
Q08117 Q9HBI0
P42768 Q14247
P60410 P49639
P63104 P56524
Q9H3H3 Q15233
P08238 Q9UPZ9
P08238 Q15208
Q9H9D4 O95751
Q9UK58 Q15287
Q13049 Q9UHD9
P17024 P60410
Q9BXL7 Q9UDY8
Q9BXS5 P60409
Q15696 Q9Y2D8
P46527 P24941
Q9BYR5 P37235
O43521 Q07812
P40189 P23458
Q9BYV2 O96015
P04637 O43847
Q96F15 Q9BZL3
Q86WV6 P39656
P17041 P60370
Q3SYA9 Q13077
P26371 Q6ZNA4
O00482 O60869
Q86Y26 Q9UPU9
Q96CN9 Q6P1W5
Q13568 O43765
O75716 Q6PEX3
P30533 P98155
Q9BZE7 O95273
Q6UY14 Q8TCE9
Q8NEC5 O76081
O14880 P24863
O94972 Q13895
Q8J025 P56704
P05230 P22607
Q9BXW4 Q14596
Q8WWY3 Q92997
Q9NQL9 Q13077
O95273 O43167
Q6ZUT1 Q96EZ8
Q9Y6C2 Q8IY31
Q96B67 O75886
Q01850 Q9BQ89
Q9NQT4 Q9UKT9
Q9NVV9 Q8WVV9
P50222 A6NJB7
Q08752 Q12905
Q8NBW4 Q9HB90
O95214 Q99942
Q9BYQ4 Q8TBB1
P62993 Q16851
Q12874 P04792
Q9Y3M2 Q96M91
P29084 P23508
Q13363 Q9Y4X4
P49247 O75716
P04637 Q13526
P0C1Z6 P25791
Q96CV9 Q9Y3C0
Q15554 Q8NEM0
Q96F86 Q9UJ72
Q9H7H0 Q15427
Q5T700 Q9P0N8
Q9BSI4 Q15785
O94992 Q4G0J3
Q13888 Q6ZYL4
Q8TC90 Q15323
Q96B26 Q86Y22
P60409 Q96I27
Q9BU76 Q9NVV9
Q6P1L5 Q96FJ2
P63165 Q86UW9
P32119 P40763
O43597 P50222
Q6IPU0 Q9BYN7
O95070 Q969M3
P17931 P30203
