Q14511 P12830
Q9HAP6 Q13224
Q15573 P20226
P09429 Q06330
P10586 P12757
Q96T76 P32780
Q06265 Q9NPD3
P36575 Q96IT1
P36897 Q9GZS3
P51813 P20333
P54253 Q5JSZ5
P30988 P0DP25
P84090 Q7L5N1
Q13111 P24941
Q6IA86 P51692
P35222 P49768
P00747 P25391
P32856 Q6PUV4
Q86YM7 Q9BW04
P01344 P11717
P25098 P30411
P48382 P33076
Q5QJE6 P04053
P0DP25 P32241
P31431 O00560
P51617 P11215
Q14232 P18089
O15111 O43524
Q99750 O60269
P29350 P42702
Q9UQ80 P06400
Q16602 O60895
Q9UI14 Q9NRS6
P40198 P05109
Q8WV28 Q96MX0
P14222 Q9GZR7
Q92597 P62241
O00501 Q07157
Q9Y6N9 Q9H251
Q92743 Q9Y232
Q14814 P08047
P50406 P50148
P63252 Q15700
Q9NRD5 Q92692
Q9NWA0 Q9Y3C7
Q9UBT2 P55854
Q9NWQ8 Q06124
Q9NVC6 A0JLT2
Q01844 P54252
P63244 Q9Y3Q8
Q16576 P06400
P54253 Q9H869
Q99590 P49768
Q9P2M1 Q13573
Q12834 O60566
O75909 Q9BQ66
P20226 P01100
P46934 P51168
P14780 P29323
Q6EEV6 Q9UJZ1
P61457 Q96HA8
Q92499 P61978
Q6ZVK8 Q9BQ66
O60706 P00338
Q6NZY7 Q16181
Q9Y2W7 P49810
Q96KG7 Q86YR7
P27824 P04114
P06396 P63261
Q9NYU2 O60613
Q9NRX4 Q96I34
P00533 P05362
O95251 Q9C0J8
P36957 Q05516
Q9UBF6 P99999
Q13469 Q92793
Q06495 Q6P0Q8
Q9UBP0 Q16799
Q96MP8 P20338
P63279 P27695
P16473 O60674
Q9Y5K6 O60500
P30519 Q9P2H0
P25788 P02511
Q15102 Q9NPI1
P42677 Q9UHY7
Q9NPY3 P26038
P54105 P60709
P22061 Q92793
P12956 Q86X76
Q8NI35 Q13224
P43358 P04439
Q8N488 Q06587
P0DML2 O15198
Q7LFX5 P08631
O60383 Q9BX70
Q86WC4 Q9UGC6
P34981 P20396
Q13200 P19438
Q08209 Q92934
Q15102 Q9GZR7
P68104 P63167
Q9Y3C0 Q9Y383
P04278 P30626
Q9UQM7 Q15078
P25098 P21462
P06493 Q06481
P06899 P28300
Q03113 P12830
P40189 P21860
Q6PIL6 Q9NZV8
Q9UNE7 P51668
Q9C000 P10415
Q9Y613 P20023
P46777 Q14974
Q8TEW0 P63167
Q16531 P61968
P35348 P41220
Q9NX09 Q5T3J3
Q9H773 Q8NC60
O95477 O14910
P53355 Q8IZJ1
Q969J3 Q9UHX1
P61981 Q14739
P19784 P42768
Q01844 O00273
Q8NI35 Q99712
Q13547 Q9Y230
P61247 Q9H6J7
Q9UI14 P51149
P68104 P61604
Q15596 Q06413
Q96RT1 O60716
Q01780 Q96B26
Q14978 P17676
Q5JY77 P30556
Q13255 Q13885
P11940 P15170
P51946 P32780
P17612 P05114
Q13287 Q9NVZ3
P31947 Q92934
Q12981 P54920
P53667 P49918
O00213 P05067
P62328 P60709
Q7L5N1 Q9BXR0
Q96T83 Q8TAC9
P19174 P25774
Q14978 P67870
Q04724 P36405
O95988 P31751
P04637 P09874
Q9NZR1 P06753
P55055 Q9NX61
P27361 Q05469
O43187 P14778
O95751 P15622
P63104 P21731
Q53HC5 Q9NRR5
Q9UKI2 P17081
O43463 P26358
Q6EEV6 P06576
Q8TE69 P02795
Q96LC7 P29350
P08514 P62993
P19438 O14920
Q9NRD9 P07202
P32456 Q15102
P08670 Q9BW27
P06213 P02765
Q15047 Q9UN74
P00533 P51636
P05129 P06127
O96017 P22897
Q13571 Q9H0M0
P14784 P04049
P78536 Q15303
P60033 Q9C086
Q14498 Q13838
O15379 Q15759
O15287 Q8N6K7
Q9BUE0 Q9NWA0
Q6RW13 P63244
O14713 Q07954
Q13137 Q9BVV2
P52735 P16471
Q9BV79 P10828
Q9UBK2 Q96RI1
P60953 Q9UKI2
Q8IZQ8 P11831
P02686 Q05513
P60953 P04637
P40763 P06454
Q16186 P04844
P98160 Q6VMQ6
Q969H0 Q13616
O77932 Q14254
Q9BW71 Q16695
Q12874 Q15459
P05060 Q53HC0
P12429 Q92979
P14735 P01308
P07339 P04278
O95475 Q04724
Q92823 P23467
Q6EEV6 P78371
P25685 Q00613
Q9NUP9 Q14500
Q5JR98 P17813
O60674 P15260
P51692 P01589
P53778 O00418
P63167 P20338
O60383 Q12906
Q99698 P67870
P48048 O14745
P36897 Q9H1Z4
Q9P0L9 P19429
Q12824 Q9NRR5
Q9UK23 P42566
Q9UIB8 O14796
O14908 Q07954
O75582 P05114
P00451 P27797
Q9UM13 Q9UJX3
O95819 P05556
P17980 P54253
P21333 P05556
O14543 P19235
O43184 P27986
P98170 P0CG47
Q9NRR5 Q7L4I2
Q96PU5 P51168
Q13319 P60709
Q7Z7C8 O00268
Q05513 Q96A00
P07602 O15198
P04637 P20042
Q9UBV8 Q9H553
Q9NSA3 P35222
P56524 P46100
Q9H0Q3 Q9NVX0
O15399 Q02156
P63279 Q13867
P0C0S8 O75446
Q96HC4 Q00975
Q02878 Q99558
P98160 Q16610
Q14055 P54257
P04899 P50052
Q13402 P10644
O76061 Q9Y2V2
Q13546 Q8IUC6
Q14721 Q16623
P36894 P22003
P36957 O96013
Q92918 O43561
P11226 P04264
P16157 P02730
P84090 Q99962
O95147 P10747
P51817 P13861
P48551 P23458
P22087 Q9HA65
O60343 O94916
P48059 P62328
Q12968 Q15361
Q8TEQ6 P14678
P02771 O43147
P06241 O75056
Q5T2W1 O76082
Q9ULB1 Q99767
Q9Y5K6 P52907
Q9BT40 Q15041
O75909 Q93062
O60232 Q9NP79
P48729 P49810
Q99627 Q9BT78
Q01844 O00160
P09104 O43768
P04406 Q16566
P0CG47 O94972
P54253 Q9UMN6
O60610 Q13563
Q92597 Q01844
Q12933 Q99618
Q92845 P12931
P54764 P52798
Q8TCG2 P20963
O14978 O95967
P07766 P43403
Q08211 P57678
Q8WUH2 P36897
Q12959 P82930
O94985 O60318
O00291 P46783
P63279 P37088
O75153 Q9NYQ7
P10827 Q15493
Q01844 Q9H0M0
P30556 P35626
P51451 P12318
P49902 Q6ZVK8
P48039 O00264
P49356 P49454
P31323 Q14847
Q06187 Q9NR96
P51617 P02686
O15273 O14793
P22455 P19022
P40189 P29597
P11474 Q99698
Q16539 Q06413
Q99627 Q92905
P04637 P23511
O43815 P67775
O60318 Q9NPA8
P84022 Q13219
P12931 P15529
P54105 Q14240
P27694 Q13228
Q9UMX1 Q96H86
Q8WV24 Q13310
Q96PU5 P37088
P63244 Q05193
Q03135 P03372
P17252 P19021
Q12962 P03372
Q01844 Q9H869
Q9Y6B2 P29374
P0DP25 Q14833
P30048 Q96S38
O14641 P49407
P68032 P02730
Q93062 Q9BRK4
Q7Z6G8 P98164
O95985 P49454
P22459 Q12959
Q9BV40 P60880
P05060 P48443
O43581 Q9ULB1
P61006 P46379
Q07157 P17302
O75553 P43034
O00623 P50542
P30154 Q99497
Q92997 Q8TBE0
Q9UHC3 Q9HAP6
Q15185 P08235
Q15645 Q53HV7
O43561 Q13239
P30533 O15355
Q9Y3F4 P84022
Q9Y2W7 P49768
O95967 O75909
Q8NEY8 P08670
Q5TD97 O96015
P46527 Q00535
P61604 Q9UKY1
P0DML3 P24928
P15498 P19235
Q14524 Q92796
Q92558 P10145
P31946 Q96TC7
Q9Y448 Q99547
O15551 Q07157
P26368 O14641
P19099 P10109
Q9P253 Q9NRW7
Q14344 P12830
Q9NP84 O00463
P31947 P05198
Q17R89 Q9UK76
Q9H6Z4 O14980
P26038 P32004
Q10567 P04278
P25054 Q13363
P12757 Q8WUA8
P51681 P06239
Q15669 Q12809
Q9H5J8 P17480
Q96K80 Q93062
P38398 Q9HAW4
P11473 Q99933
O43293 P38936
P45983 Q96LC9
Q9UJW3 Q13547
O95400 O94906
P31946 Q6PKG0
Q9Y297 Q13485
O95257 Q03181
P35321 P68133
P55884 O75822
P23528 P63104
P19784 Q03135
Q13112 P06493
P16871 P40763
P17301 P25391
P46098 P11021
O15350 Q92793
P31751 P23945
P04437 P11021
P14598 P10253
P54725 P55036
O95988 O14787
Q7Z6J2 Q14832
Q7L2E3 O15379
O43639 P98172
O14776 Q15365
P35499 Q13425
P17252 P35368
Q9ULH0 P08138
O75509 Q15628
P17661 P04278
P17600 P62993
Q99973 O14746
O00165 P14317
P27986 P12318
O43818 Q9HCE7
O75446 Q9UK53
P14784 P07948
Q9HAV4 P35658
O95870 Q99942
Q96ST3 P09455
Q6IA86 P23458
Q06547 Q8IY57
P63244 Q05655
P04899 P21462
P35968 P05106
Q99972 Q96AE4
P01138 P04629
P35606 P41220
Q8NHV4 Q09472
Q15388 P25874
O75791 Q93062
Q9UQF2 P98164
P50570 P63167
P19793 P24522
Q9HAU5 P62841
P09104 P68366
P54253 Q15032
P61978 P17676
P08069 P17936
Q9NS68 Q13077
P01215 P21246
O15524 P15260
P63244 P08069
Q86TC9 Q08043
P78406 Q9GZR7
P04637 Q14061
P10415 P00441
P43364 Q8IYD9
Q6UVK1 Q6VMQ6
Q9H427 P27348
P57678 Q9UHI6
Q9H2B2 O43765
P55212 P05549
P53992 Q15437
O60437 Q9UMD9
P21246 Q9NPJ1
O14745 P46721
O14775 P63211
Q8N6I1 P84022
Q8WU20 P10586
Q9BT04 Q9BU20
P14672 O43707
Q99614 P01112
Q04941 O95163
P78552 P29597
O60260 O60671
P19235 Q92835
Q16891 Q9H9J2
P13725 P53420
Q15831 Q9Y3A3
P61956 Q13618
O43353 P08138
O95477 Q9HD26
Q13158 Q9HAV5
Q8WZ19 P12004
O14649 P63104
Q12860 P06241
Q04724 Q9UJU2
P68400 O14958
Q9ULB1 Q8N9I0
Q9UKY1 P04637
P12429 P04637
P11142 P30408
Q15185 P03372
P68400 P18887
Q13228 Q15645
Q07666 P06241
O60894 P01258
Q96T21 O15198
P14555 P18054
P29350 P06127
P26599 Q13137
Q16787 P13497
Q92608 P20963
P62805 P06454
Q9H0Y0 O95352
P19387 P15173
O43187 Q99836
P10124 P10144
P17612 Q16613
P63104 Q13469
Q15020 O43395
P19387 Q8TD31
P49137 P09917
Q16637 Q96HA8
O15530 Q9Y3F4
O15304 P26842
Q96G23 P07306
Q13243 Q9HCE7
P05771 P17677
Q6KF10 O00238
P17252 Q9UQ80
Q9BRG1 Q86VN1
Q9UQ13 P01111
Q9P2W3 Q9HAV0
Q8N720 Q9BQ66
P12004 P38936
Q13432 Q9BX70
Q01844 P0DP25
P36894 P22004
O14649 P61981
P26006 Q14192
Q8NI35 P78508
O95429 P19438
Q13501 Q9H0R8
O95166 Q9UK41
Q15047 Q96SN7
P24941 P04637
O75052 O14994
P28827 Q92824
P0DP25 P47872
P52943 P11831
O75419 P11802
Q9BVA6 P42858
P33151 P14923
Q05516 Q8N5W9
P49841 P15941
Q7Z6B7 Q9Y6N7
Q13571 Q96PU5
P09544 Q9UP38
Q05586 Q02447
P24522 Q16539
Q04724 P20042
O00482 Q9NPJ4
P29350 P16284
Q9BUZ4 O14874
P10415 P49768
P41594 P0DP25
Q9Y6Q6 Q13077
P31785 P04632
P24864 P38936
P25391 P01024
P11362 P31371
P11912 Q8ND90
P07942 P22303
P62324 P10828
P56537 Q92665
Q8N1V2 P51587
O95477 Q9NZW5
P35499 Q12959
Q13642 Q06330
Q13564 Q9NRR5
P05771 P26010
P30154 P13569
P31146 P60709
O00548 Q9UM47
Q9BTW9 O15198
Q96KN7 O75161
P14652 P00441
Q9UBK2 P37231
P01135 P00533
O43915 P35916
Q01844 P54652
P08138 P28482
P35611 P22670
Q15843 P55036
P43250 Q15722
O14745 P48764
Q8WTS6 Q12962
P14598 Q01130
Q9Y5N6 P49736
Q13043 P04637
P10586 P18433
P68104 P25445
Q14112 P15502
P12931 P63244
P84022 Q9H0E3
Q13547 O60566
P12814 P29274
Q12879 O00189
P39880 Q9BQ52
Q96SD1 P49959
O95751 P28698
Q04724 P49703
Q6EEV6 O75874
P05109 Q5T3J3
P14902 Q96I34
P17612 Q07954
O60336 P45984
Q9P287 Q06609
P15311 P35368
O00418 Q9UBS0
Q9UJU5 Q01860
P10275 P27797
P46379 Q53G59
O60671 P39748
Q6KF10 Q99717
Q16799 Q8N612
P15509 O15111
Q16778 P24522
O00165 Q14247
O75553 P98155
Q9NPC2 P31946
P54793 P08621
Q07666 P62993
Q9UQC2 P20963
Q9HCE7 Q9GZS3
P62805 Q09028
O14530 Q9Y2X7
Q9Y6J0 Q14814
Q58WW2 P04150
P28482 P17181
P68104 P09466
Q16566 P56524
P21333 P35462
O15399 P51812
P50616 P84022
O60674 P32927
Q9Y219 Q04721
Q8NBJ4 Q9GZP1
Q9NXR7 Q9NWV8
Q8TEQ6 P62304
P23469 P22460
P80108 P02647
Q13309 P24941
Q9BVI4 Q9Y3Q8
P55211 P99999
Q9H0E2 O60603
P08700 P01112
P23528 P62736
P29350 P13688
Q9BVJ6 O43261
Q9UBE0 P55854
P48729 Q05940
P49901 O15162
Q99590 Q01130
O00189 P08962
P38432 Q9H2G4
P59103 P14920
P12259 P08311
P30041 P19878
P54257 Q9UFN0
Q8NFZ4 Q8NI35
P25025 P08754
O43593 Q13547
Q9UHI6 Q15833
P60983 P28482
Q53EL6 P46777
P41235 Q9UBK2
P11171 P02511
O95477 Q13424
Q12923 P48023
Q9NYV6 O95602
Q9NWQ8 P15498
P54253 Q15654
P52789 Q9NRR5
P55036 Q9UMX0
O60383 Q13873
P30988 P21333
Q15047 O14530
P43119 P29992
Q96A00 P78368
Q9UBB5 Q13547
P42229 P14784
Q6VMQ6 P08572
P54259 O75095
Q53H80 Q15834
Q9UQE7 Q92845
Q15102 Q9H190
Q92793 Q08050
P10644 Q9H8W4
Q9BXH1 Q07817
Q9UHF0 P25103
Q9UKI8 P02686
P48729 P20309
Q9Y5B0 Q9UN36
Q9NQS1 Q07817
P46109 O43516
P60033 P10721
P42262 Q13813
P07602 P07339
Q7LFX5 Q9NQL2
P17252 P10451
Q15843 P15374
Q9BXP8 Q6VMQ6
Q02548 P20226
P51959 Q15257
P43121 P06241
P08754 P50052
Q92481 Q9H270
O60494 P17931
P51681 P42224
O15350 P25208
O00631 O14983
P22748 P48751
Q92896 P16581
Q8IW19 P78411
Q9UNY4 P09651
P23297 P26678
P10144 P09874
P16157 P48751
Q15796 P50502
Q9UL45 Q6QNY1
O95425 Q99572
P04792 P07315
P29084 P29083
Q13621 O95747
P07339 P07858
Q14934 P27348
Q9HC62 O15169
P41240 P17302
P12931 P15941
P06748 O14980
P51692 Q13287
O60732 P78358
O75822 O14775
Q9H237 P04628
Q92597 P14618
Q9NRL3 Q9BT17
Q9H015 Q5T2W1
Q15796 P62263
Q9BZW8 O14796
P11171 P02730
P10275 Q99638
Q96DU3 P29350
P40818 Q14493
Q04725 P09429
O14543 P10912
O75771 O43543
O00311 P38936
P30281 O95967
P07948 Q01362
P17612 P10644
P54253 Q8NEM7
P17612 Q14103
O15151 P04637
P41146 Q13519
P52907 P60709
P35606 Q9NTJ5
P00918 P02730
Q6EEV6 P11021
P60953 Q13432
Q96G23 P07307
Q96EY1 P20936
P56537 P16144
O00299 P0DI81
O75553 Q06481
Q9UKT4 Q9UM11
P55854 P54132
P24941 P38432
Q12933 Q9UBZ4
Q92817 P35326
Q96CW1 P09958
P25391 P05556
Q99972 P36955
Q6EEV6 P25963
O00238 O60383
P29274 P00813
Q9UQM7 P11831
Q03013 Q96ID5
O00267 Q9NRX1
P11171 P05067
P22314 P16455
Q13077 P20333
Q03405 P08631
P12814 P38432
Q9NP59 Q8NBJ4
P49841 Q12778
P13497 P49750
P63244 P06213
Q15599 O76082
O43768 Q09428
Q96A72 Q9NP66
P42680 P42768
Q96J92 O14493
O75925 Q9UMX1
P07942 Q5T6C5
P17252 P41180
Q99877 Q9P287
P22459 P21673
P07339 P01308
P52294 P39687
Q9BTW9 P36404
P62714 Q6VY07
P42574 P35611
Q12770 Q12772
P41567 Q9HAU5
Q13224 Q13555
Q8WX92 P05412
Q9UBU9 P78559
Q96RT1 Q13485
P07948 P08473
O00629 P21980
Q9Y3C7 P42858
Q9UI14 P20336
Q12983 P10415
Q96SD1 Q12888
Q9Y624 P42127
Q99627 Q7L5N1
P63261 Q11203
Q14191 P31321
Q12796 P10275
P23945 Q05516
P24394 P42226
P67775 P15531
P33240 Q99689
P0DP25 P35611
P36543 O75348
Q15363 P84077
P19338 P19784
O43255 P43146
Q13873 P18075
Q9H307 P05787
P48729 P20333
Q00403 Q14978
P08727 O15287
Q9H0D6 P63241
P06396 P68133
P21731 P29992
P43364 Q9H875
P28482 Q96MX0
Q13618 Q15843
P30405 P12235
Q9BQY4 O60568
P78381 Q99750
P21333 P14416
P43119 Q96PN6
P16473 P09471
Q5RKV6 Q14687
Q03135 Q9Y4K3
P12830 P14923
P20226 Q9Y6X2
P50552 P18206
P49790 Q15796
Q92597 P34897
P09564 P09382
Q14112 P11047
Q8IZU9 Q9NP85
Q04771 Q6P3X3
Q96SD1 P78527
Q92624 Q4U2R8
P24941 P49005
Q16478 P58340
O00291 O14727
P21980 P04075
P07910 P62993
Q13547 P17542
Q05516 Q13547
O15457 P61758
Q9UK73 Q5VV43
P63165 Q9UER7
P49903 Q96ID5
Q96F86 P26651
P32121 P25963
P14635 P38936
Q9NZC3 P49795
Q13148 Q15047
Q04759 P32942
Q09472 P05549
Q96GD4 Q08J23
Q9UBX3 Q9BQ66
P61956 Q9UBE0
P07602 Q7L5N1
Q12860 P23467
Q96SB4 Q13243
Q92804 Q15637
P84022 P98177
Q9NX63 Q9BQ66
Q9BVJ6 Q9C0J8
O15182 Q5T3J3
Q9HCK4 Q08945
P00747 P09429
P25445 P29350
Q9NQC7 Q6Q0C0
P38435 P02818
P61956 P05412
Q13571 Q7Z6Z7
Q06187 Q96MX0
O75674 Q92575
O95751 Q9BXS5
O75689 P39687
Q9NV58 Q9UMX1
Q9H269 Q9P253
P25391 P02743
P01344 P24592
Q96JC9 P55199
Q6UB99 O15379
Q9Y6B2 P14373
P51116 Q5T681
Q9UNK0 A4D1P6
P17480 O15446
Q9UKG1 P23945
Q5T2W1 P13569
P49768 Q99466
P38646 P04637
Q01844 Q96QG7
Q9BUF7 Q8N3R9
P33151 Q9NPB6
Q9NZW5 Q13868
Q96EY1 O15209
O14530 Q9P2H0
P00797 P20645
Q92841 Q13547
O14939 P04406
P37231 Q12778
Q96RK1 Q09472
Q14289 P11166
Q13077 Q02223
P08246 P12259
Q06187 O00206
P63261 P23528
P02647 Q13790
Q12778 P03372
Q9NWQ8 P29350
O00499 Q13426
P29275 O95631
Q09472 Q10571
P21333 Q13003
Q14802 Q8NC51
Q92900 P54198
Q9Y3U8 Q02543
P06241 Q03135
P36405 O75695
P06401 Q9UBZ4
P05091 Q96ID5
Q9Y6Y0 O60506
Q13042 P12757
Q16594 Q12962
Q15047 P49888
Q9UEU5 Q8NEA9
O75448 P03372
Q16891 Q8NCD3
P17252 Q9Y624
P54819 P04278
Q99717 P09012
Q9NRF8 Q9NZD8
Q06323 Q92979
Q15036 Q07954
P78536 P46531
P29275 P15311
P04049 P21731
O14745 Q03431
P61956 Q15047
Q13426 Q09666
Q9UBN7 Q13885
Q13503 Q92734
Q9ULJ6 Q9UHC6
Q03113 P21731
Q99547 P42285
P55212 P05198
P62491 P49768
Q13257 P06213
Q05586 P36507
Q99627 Q93034
P16066 P01160
O75618 O15519
Q6P3X3 P36897
Q14019 P68133
O60885 Q9BPX7
Q08495 Q9UNN8
Q9NZV8 Q14315
O43292 Q9NZ81
P48995 Q03135
P35916 P05556
Q9Y3P8 P41240
Q96PY6 P05814
Q6QNY1 Q9NUP1
P46937 O15350
Q9UI14 P20339
Q9BWG4 Q9UBH0
O00587 P46531
Q9UMS0 O95278
O60336 P45983
Q12846 P63027
P68400 P84090
Q00610 P32121
Q15645 Q9NZF1
Q8NBJ4 Q9C0J1
Q86Y22 O95777
Q04724 P62308
Q8WXG6 O00220
P09327 Q8IYF3
Q12962 P21675
Q9BRP4 P62333
P01130 P04114
P13861 P15311
Q06124 P17181
P30301 P0DP25
P10644 P11802
Q9P2R6 Q12805
Q96CD2 Q96BT3
Q86X29 P61981
P78527 P11831
Q9NZU0 P11362
Q13309 P24864
Q9UPT6 Q9NPQ8
Q15796 Q99732
P10721 P21926
Q15109 P09429
Q15024 Q9NQT4
P20226 P05412
P49792 P62826
P08173 P62993
P68400 P10451
P62995 Q9Y6Y0
Q16891 Q9Y6M9
Q96NY9 O96017
Q15544 O00268
P50148 P32241
O15399 P11137
Q92934 P27348
Q92956 P03372
P22234 Q6ZVK8
Q99613 O75821
P08100 P25098
P38435 P00740
Q14498 P05412
Q9H840 P62318
O15162 Q5TA45
Q12988 Q96G25
Q96ST3 P51608
P36873 Q12972
Q96NW7 O14656
P17252 O43526
P61981 Q96F86
Q9UMS0 Q8NC60
Q9HCC8 Q70Z53
P18848 Q96EY7
O00168 P05026
P16284 P08631
Q9HB71 P63208
Q13526 Q8IZ52
P78552 P35225
Q09472 P39748
O43707 P29274
P49768 P46531
P02647 P55058
Q9UNK0 P54920
Q9H6P5 Q03164
Q99933 P04150
O95985 P14678
Q15306 Q99836
Q9NZC3 O15492
Q9C000 Q07817
Q14512 P98160
P30536 O95153
Q9UKR5 Q14061
Q14031 P13725
P15927 Q15011
P54253 P62760
Q08116 Q9NZC3
Q9NQS3 P55196
P49841 P05067
Q01780 Q08945
O60383 P27037
P38432 O60231
Q14012 P17600
P04843 Q9NRR5
P17612 Q9BY41
O60260 P29466
Q02040 O95218
P32298 P23945
P12931 P17302
Q96SB4 Q13247
Q9BQG1 O60506
P56537 Q9BZI7
Q15406 O14775
O95477 O75970
P00533 P07585
O14908 P17643
P09467 Q96D59
Q8IUC8 Q15477
Q5MNZ9 P03372
O14543 P48357
P51681 O60674
P07948 Q99062
Q07666 P22681
Q96IP4 Q92743
Q15118 P23443
P01562 P20023
P24385 P38936
O14949 P0CAP2
Q99972 P29401
O95983 Q09028
P04156 P51693
Q9P209 Q8TAU3
P38432 Q9Y4C2
Q9UJU2 P61956
P36894 P12644
O95751 O95990
P56134 Q9NVJ2
Q7Z6J0 Q9H2E6
P27448 Q96ER3
Q99750 O95336
Q96AB3 O95777
P63104 P07359
Q9NVP2 Q9UKI8
P05067 Q13387
Q99750 Q9P2T0
P61978 P15498
P06241 P16410
P11831 P28324
Q15185 P35869
Q8TF74 P07737
O00213 P54253
Q9Y287 P10415
P41595 P50148
O00755 Q9NRL3
Q16630 Q53G59
P02751 P07339
Q9Y490 P18084
P05783 O95751
P00533 P15941
Q9UBD9 P26992
P19320 P35225
P61289 P51116
Q16611 P04637
Q01780 O94842
Q9Y3F4 P37173
P48023 P15311
Q02818 P35354
P0CG47 P04626
P16871 P52333
O14599 Q66K74
P78357 P61586
O75419 P33993
P36957 P35080
Q15542 P49848
P54725 P54252
P29400 P13725
P24530 P43250
P54253 Q8WZA2
Q05586 P35222
Q92597 P26639
Q9NQX7 P56817
Q96GT9 Q96KQ7
P32942 P15311
P37198 P49792
Q5SGD2 O43318
Q9UI14 P61586
O95390 Q13705
P57796 O60840
P35244 P49736
Q6Y7W6 P14678
P20226 Q00613
Q15759 Q15750
P30153 O15399
O95292 P23763
P30260 P42574
Q9UQ80 P21860
P14373 Q9GZU1
P17096 P37231
Q9Y3M2 P35222
P42681 P16410
Q9C0C4 O14908
Q9ULB1 O14936
P41235 Q12796
O75182 Q9UKV0
O94818 O75971
Q8WUW1 Q92558
Q16539 Q9UBK2
O43707 P06396
O95988 P31749
Q13444 P07948
P16144 P62993
P63167 Q13885
P55089 P41159
P09467 P11142
O00213 P98164
P22888 P04899
Q99708 P51116
P62263 Q16594
Q14722 P16389
P11166 Q7L5N1
Q9BQA1 P14678
P60033 Q05516
P33552 Q13432
P98161 P12931
Q99750 Q9HB75
P43405 P30273
P60891 Q9H8Y8
Q15628 P19438
O60894 P10997
P56470 O15145
Q9NZL4 Q5T3J3
O00562 P61586
P17706 P10912
Q13224 Q06124
P51116 Q9BQD3
Q06187 Q99836
P40189 P26441
Q99832 Q9Y3C7
P41240 P16070
O15209 Q9NRR5
P23471 P21246
Q8TAQ2 P19387
P68104 Q9NRR5
Q96PN6 P35346
P20226 P25208
Q92597 Q15436
P45983 P04637
Q8IU57 Q8IZJ0
O14924 P25025
P29350 P17181
Q15582 P08123
Q5PSV4 P09455
P08047 P40337
P04070 P00450
P18084 P08758
O75376 P18615
P04004 P01344
P30519 P26641
O60869 P19793
P60022 P08670
Q9NYV4 P02686
P41594 P21333
Q9UQB3 Q96RT1
P68400 P36955
P38432 Q8TAP6
O95425 Q9Y383
Q92598 P23528
P14373 Q9H0Q3
P49770 P05198
P45984 O43379
O75530 P08758
Q9UHD2 Q8IUC6
P63104 P62995
O43707 P38432
O60941 Q96A04
Q6VN20 Q96KG7
Q8IU57 Q8IU54
P54259 P98175
Q9UJA2 Q14566
O14763 Q13158
P68400 Q9UNN5
P24928 O43719
Q9UBN7 Q09472
Q15629 Q9Y4K3
P29323 P98172
O60260 Q15645
Q14831 P68363
P0DP25 O95838
Q14164 Q8IUC6
Q9GZT8 Q96MA1
O75376 P51608
P17096 P08047
P18075 Q04771
Q7Z5R6 P50552
P13725 P08572
P13569 Q16623
P15822 Q92979
Q5TCQ9 Q92823
P27707 Q9UMR2
Q9UMX1 P10071
P12931 Q03135
P55317 P10275
P07384 O75629
P49286 P04899
Q86UU5 Q9NW38
P14735 P05067
P49790 O14980
P09467 P12814
Q96A00 P05129
P54259 Q96PV6
Q13547 P35251
Q08345 P02461
P08579 Q08211
P07384 O75094
P20151 P04279
P49247 Q9NP79
Q12931 Q93063
P21333 P13726
Q92499 P33240
P15927 Q9Y3C7
P24534 Q8IYT8
P52945 P11168
Q96NW7 Q8WXI2
P42229 P51681
P04637 P53350
P19793 P35637
Q7L590 Q7Z7J5
P49593 Q9UQM7
O95751 Q15834
P17096 P13631
P68400 P17677
O43809 Q9P2H0
O94875 Q9H2E6
P17706 Q02790
P43364 O14548
P78417 Q5RL73
P31946 P08238
Q13485 P08621
Q13485 Q02078
P61221 Q05823
Q9NRW7 O14662
Q9ULK5 Q5TCQ9
Q9NQX5 Q8WXG6
P53611 P20339
P04628 O75197
Q9GZN7 Q7L5N1
Q14694 Q13283
Q9NYM9 O15498
Q92934 Q13163
P37198 P49790
Q96T83 O15126
Q13200 Q5T3J3
Q53FA7 Q8IWV7
Q9UER7 O15350
P06241 P10586
Q2Y0W8 P00918
Q16543 P31948
Q9NPC2 P63104
P02787 Q13509
P16581 P35609
P31949 P19338
P54253 Q9P2G9
P50552 P68133
Q9Y262 Q9NYV6
P33993 Q9Y5S9
O00238 P18075
P49918 O96020
P22681 O43561
Q96AE4 Q16891
P38159 Q92530
Q9NR82 Q9NRI5
P23921 P31350
O60674 P40238
Q16526 Q9BQ66
P68402 Q13239
Q9Y490 P05106
Q13363 Q13873
P33151 Q06124
Q99547 P50570
P55287 P35222
Q14344 O95977
P14672 Q14764
O14678 Q15121
P52655 P35269
P16871 P13232
Q8N6C5 Q04771
Q9HD47 P43487
P38936 Q99683
P29372 P19793
O14944 Q15303
Q9NRD5 Q96NY8
P42224 P14784
P68400 Q6VY07
Q9UIF7 P27695
P30530 O14672
P16885 Q9H400
Q9NUX5 O95271
Q99959 Q14126
Q8IYF3 Q96GY3
O14936 P18827
O94972 Q15398
P00533 Q13740
O95631 P43146
Q9UBT2 Q15843
Q9BXF6 P10155
Q9Y5L0 Q9HAU4
Q6ZRS2 Q7Z3C6
P04637 P31350
P20226 P17535
P09884 P04637
Q06547 Q8N488
O95866 P29350
P08620 P21802
O15111 P19438
O75534 O60506
Q9HAZ1 Q16082
O14745 P47900
Q15645 Q9H0W9
