Q8TBF5 B3EWG3
P18146 Q75L30
P18146 Q5T440
Q9BQY9 Q14697
Q7Z6K3 Q13625
P0C5Y4 P78367
Q7Z6K4 P49279
Q7Z6K4 A6NL05
P0C5Y9 Q14469
Q8IU89 Q9GZN7
Q8IU89 P30954
Q8IU89 Q8N468
Q8IU89 P28476
Q8NFT2 Q5TEJ8
O76099 P53667
O76099 O95096
O76099 Q7Z553
Q1AE95 O94953
Q1AE95 P29083
P41146 Q96NA2
Q8IU85 P53680
Q8IU85 P10720
Q8IU85 P05089
Q8IU85 P52788
Q9NVH0 Q6ZSK4
Q9NVH0 P15813
Q9NVH0 O00253
P0CL81 Q68CJ9
Q8N6S4 Q9H079
Q8N6S5 P42331
Q8N6S5 O00506
P14859 Q8NGA8
P14859 Q92481
Q9NQZ8 Q8N4U5
Q9NQZ8 Q86Y39
Q9NQZ8 Q8IXR9
Q5VVH5 P41146
Q5VVH5 P02812
Q9H3U7 Q9GZY8
Q9H3U7 O15342
Q9H3U7 Q9NSC7
Q6UUV7 P20618
Q6UUV7 Q8WV48
Q6UUV7 Q8TCT0
Q14781 Q3SYF9
Q14781 P08100
Q14781 O60870
Q6UUV9 Q9Y534
O14786 P86481
O14786 P84095
O14786 P10412
P46059 Q9NWX5
P46059 Q02410
Q8IY57 Q9NPA2
Q8IY57 Q9UIF3
P30301 A6NGD5
O43374 Q8IZU0
O43374 P32745
Q8N7U6 Q96FF9
O14904 Q9P2K6
Q53S99 Q8TE58
Q53S99 O43823
Q14206 O00429
Q9NUQ7 Q9UBT2
O14908 Q9BQJ4
O14908 P61086
Q9GZQ4 P52564
Q9GZQ8 Q5TAP6
Q6ZN06 Q9NX61
Q6ZN06 Q6ZV60
Q6ZN06 Q8N5L8
P15090 B2RXF5
A6NKP2 O14753
A6NKP2 P05165
A6NKP2 Q9BXN1
Q9HBJ8 Q9NRM7
Q9HBJ8 I3L273
Q9H6U8 Q5VUJ6
Q9H6U8 Q9H7T3
Q9ULX9 Q9BRN9
O75030 Q9H0H3
Q9ULX6 Q6NXS1
Q9ULX6 Q8NCG5
Q9BVG8 Q9UJY1
Q86Y82 Q8IUB5
Q86Y82 P29508
Q8IZI9 Q9NUY8
Q6ZNE9 O42043
O60216 Q9NWB6
Q9NW07 P34982
O15033 Q13606
Q8N1S5 O00238
A6ND48 P36980
A6ND48 Q8WXW3
A6ND48 O43868
Q9UNF1 Q9HAV5
A0A0C4DH43 Q99728
Q16612 Q9H1Y0
Q16612 Q8N4F4
Q16612 Q8NH05
Q16612 P59536
Q6XE24 Q86UW9
Q7Z2W7 Q9UNA3
P59551 Q9BYG4
P59551 Q9HAP6
Q5VSG8 Q6JEL2
Q5VSG8 Q8N5C8
Q9HAH7 Q9P270
Q53QV2 Q8NEB9
P14415 Q9UM07
P14416 Q96DN5
P63218 Q9BRB3
Q8IXQ4 O75716
Q8IXQ4 O95876
Q8IXQ4 O95980
Q9NR96 P34981
Q9NR96 O75380
Q9NR96 O43809
A8MT19 O75818
A8MT19 Q9H1A7
P01876 Q9NP80
Q6UY27 Q9H5V7
P01871 O95793
Q68J44 Q9HAB8
Q68J44 P18089
Q2T9L4 P46060
Q2T9L4 Q5JVG8
Q7L804 Q9ULC3
Q7L804 P47974
Q8NHS2 H3BUK9
Q8NHS2 Q8IYU8
Q8NHS2 P22059
Q8NHS2 Q5M9N0
Q8NHS3 O14775
Q8NHS0 Q9UF11
Q8NHS1 Q9UBE0
O75386 Q96Q11
O75386 Q99583
O75386 Q9H0Q0
O75386 P43235
O75386 Q15771
Q8IXQ3 P09958
Q13574 Q9NVH6
Q13574 Q96L15
Q13574 Q53S58
Q6AZY7 Q6UXP7
Q6AZY7 Q8WV92
Q6AZY7 P86496
Q9UI40 Q99612
Q9UI40 Q15776
Q13572 Q00872
P47870 P42685
P47870 P23443
Q9NZP2 Q8IY81
Q8NE71 O75638
P16083 P61803
Q15532 Q9H267
Q6UXR4 A6NDN3
Q6UXR4 Q6QNK2
Q9UKB3 Q9HA82
Q9UKB3 Q8IYB7
P23588 Q8NFH4
Q96J42 P30049
P05026 Q14626
P05026 Q8TCG5
P54368 P43364
P54368 Q14831
P01911 A7E2S9
P01911 Q8WYQ3
Q13349 A1XBS5
P55327 Q9NY57
P55327 P32241
Q9UBD3 Q16513
P48668 Q9NS86
P48664 O95786
P48664 Q9BY31
P18505 O15131
P18505 Q6PF15
P18505 Q7RTZ2
Q3YBM2 Q99435
Q3YBM2 P57059
Q3YBM2 Q8WW59
O75200 O43766
Q8TBA6 Q15619
Q8TBA6 Q2PZI1
Q9BYJ4 Q5HYW3
Q9BYJ4 Q7Z624
A1A4S6 Q8TDR4
A1A4S6 Q96S16
A1A4S6 P56385
A1A4S6 O14556
Q9BRI3 Q9Y6C2
Q9BRI3 P60709
Q6IEE8 Q9NWW0
Q6IEE8 Q9BQ65
Q6IEE8 P84157
Q96AP7 Q7Z4M0
Q9P2J8 Q9GZZ6
P31512 Q9H6A0
P07384 O15403
Q6ZVM7 Q9Y666
Q6ZVM7 O75628
O95373 Q7Z6J8
O95373 Q9H3Z7
O95373 P0CG21
Q9UQ53 O75439
Q9UQ53 Q9BU79
Q9UQ53 P13945
Q9UQ52 Q8IV56
O95376 Q86YS6
P61619 O75385
P61619 Q9NZN4
Q86XL3 Q6ZVQ6
Q86XL3 P0DMP1
Q86XL3 Q96R28
Q9Y657 Q9Y6Q6
Q9BV47 P56537
Q96MG2 O75400
Q86UD0 P0CAP1
Q86UD0 P31268
Q86UD0 P43362
Q86UD1 P0C7M6
Q86UD1 Q8N1Q8
Q86UD5 Q6GPH4
Q12959 Q9BZC1
Q9NXW9 P14314
Q9C075 P51582
Q12952 Q15329
Q9UHT4 Q9BYF1
Q9UHT4 Q9HBT7
Q5TEA6 Q8NH04
P62851 Q8IY85
P62851 P16066
Q6UWW9 Q7Z692
Q6UWW9 Q5T5S1
Q6UWW9 Q96M95
P18627 P39905
Q01638 Q8N1G2
Q01638 P30047
Q8N6N7 Q96IK5
Q8N6N7 Q9BZR6
Q8N6N6 Q86UV5
Q9YNA8 Q9P0L0
Q9YNA8 Q8NGG3
Q9YNA8 P06331
Q3ZCX4 Q9UHX1
Q3ZCX4 Q8N695
Q3ZCX4 Q2M2E3
Q3ZCX4 Q9NVS9
Q969N2 P49842
P51800 P13521
P51800 Q13822
P51801 Q9Y3M9
Q7Z4B0 Q5SQ80
Q86WV1 P49685
Q86WV1 Q96R69
P09210 O95208
P09210 P25067
Q92888 Q5VWX1
Q92888 P78330
P51808 Q8TDD5
Q6ZW76 Q9HAB3
Q6ZW76 P43657
Q16270 H3BV60
Q16270 Q92928
Q16270 P36969
Q8TAA5 Q9H9K5
Q8TAA3 O43913
Q8TAA1 Q9UD57
Q9Y6X2 Q9Y4X0
Q9Y6X9 Q5TA81
Q5JRX3 Q9UJW2
Q5JRX3 Q9P2X7
P57678 O95455
P02792 Q92556
P02792 Q9H009
O95178 Q6ZP65
P04080 Q8IZW8
P04080 A6NNA5
P04080 Q99697
Q9GZL8 Q9NP86
Q6ICL7 P49757
Q6ICL7 P14618
P46459 O43272
P46459 A4D1S5
A6NKF1 Q86VQ1
A6NKF1 O75052
A6NKF1 O14508
P35611 P00750
P00797 Q92908
Q6PJG9 Q6UX39
Q86TJ5 Q9BWW8
Q86TJ5 Q8NGS2
P0C870 A7XYQ1
Q8NH48 Q9Y2H8
Q8NH48 Q8N7G0
P35348 Q9P0L2
O76095 P35321
Q8NFT8 Q8NH08
Q8NFT8 Q9UDX5
Q8NFT8 Q8N5G0
O76096 Q9P2X8
O76090 Q96GM5
Q6P1N0 O75964
P0C5Z0 O60443
Q8NFT6 P63146
Q8NFT6 P05026
P32969 Q6P9G9
Q5JTV8 Q8TCQ1
Q5JTV8 Q9HCU0
Q5JTV8 Q9UKN5
Q5JT25 Q8N6D5
Q7KZF4 Q6P9A2
Q7KZF4 Q16517
Q92558 Q5TGU0
Q5T7N3 Q02556
Q5T7N3 Q13183
Q5T7N2 Q92737
Q5T7N2 Q8WTV0
Q5T7N8 Q13275
Q5T7N8 Q9Y508
Q5JSJ4 Q9BQ65
Q9HAW9 Q9BWF3
Q9HAW0 P52824
P30837 Q96MH7
Q8N6K4 Q8NEY3
Q8N819 P59817
Q8N819 Q9UH99
Q8N769 Q7Z3S7
Q8N816 O75367
Q8N812 Q16385
Q14442 Q8N0U6
Q9H267 P01178
Q9P2R7 Q9NZU0
Q9P2R7 A8MQ14
Q9P2R7 Q02241
Q9P2R7 Q96CA5
O75154 Q9BYN8
Q14449 Q86XA0
Q9BQ61 Q9Y576
Q9BQ61 Q5TC63
P14625 Q8TF74
P14625 Q8TDN7
P14625 Q6PB30
Q8NET1 P43630
Q8NET6 P15036
P14621 Q6XPS3
Q8NET5 Q7L3V2
Q9Y3P8 Q9BUA6
Q8NET8 O14633
Q8NET8 Q8WW62
Q8TAC1 P98182
Q8TAC1 A8MT33
Q8TAC1 Q8N163
Q8TAC1 Q5VT33
A6NEV1 P43351
A6NEV1 Q8WW32
A6NEV1 Q13239
Q8N108 P61328
Q8N108 Q9H0R6
Q8N108 Q494W8
Q8N109 P28070
Q8N109 Q8TAI7
Q8N109 Q8N729
Q9Y3P4 O75487
Q8N100 Q9UGU5
B6SEH9 Q9H469
O43586 Q96JN0
O43586 O75348
O95571 P11473
Q9BRP9 Q9UBE0
Q6P435 Q9BVI0
Q6P435 Q9UD57
Q6P435 P09972
Q8N2W9 Q16581
Q96BQ3 Q8NGG4
Q9Y5Z4 P22612
Q9Y5Z4 Q9HC96
Q9Y5Z4 P57772
Q96BQ1 A6NNA5
Q6ZW31 Q96GY0
Q6ZW31 Q9H875
Q99567 P0C7P1
Q99567 Q9NQG6
Q99567 Q8NH70
Q86X45 Q5SSJ5
C9J069 Q9H3K6
C9J069 P0CW18
Q86X40 P30550
Q96RN5 Q5VZI3
Q8N3J2 Q5U5Z8
Q8N3J3 Q13761
Q8N3J3 P14174
Q8N3J3 Q9BTV7
Q96M20 Q9NYB5
Q96M20 Q6ZST2
Q6NUM6 Q8NGI4
P0DJR0 Q5FWF4
Q9UG63 Q9NWQ4
Q9UG63 Q9NRD1
O75496 O95747
O75496 Q9BYN0
Q9Y6A4 Q9Y4E8
Q9UPR0 H3BR10
Q9UPR0 O14530
Q9Y5F6 Q96GI7
Q9Y5F0 P26715
Q9Y5F1 P46778
Q8IXH8 Q9NUV7
Q8IXH8 P41146
Q9Y5F3 O14931
Q9Y5F3 P62955
Q9Y5F3 Q9Y3D5
Q8IXH6 P23297
P08240 P54107
Q9Y5F8 Q6ZTW0
Q9Y5F8 B1ANY3
Q9Y5F9 Q9H841
Q9Y5F9 Q8IY42
Q96M29 O15528
Q8IUH8 Q16706
Q9NX46 Q9BR09
Q9Y6A1 Q9Y6R1
Q92911 A6NNP5
P07305 P09493
P0CJ90 P58499
Q8WY64 O96008
Q8WY64 Q5T9L3
P10966 P36776
Q4U2R6 Q9BUH8
Q16348 Q96LA5
Q16348 P16389
Q16676 Q9H4I0
Q06418 Q8IXX5
Q14863 Q8NGX1
Q86WK7 P01903
Q86WK9 Q7L311
P10635 P17643
Q8NI08 P62955
Q06413 P27482
Q06413 P59022
Q6P995 Q7RTU7
Q9H0B8 Q9BUT9
P10632 Q9Y625
Q6P996 P48549
Q6P996 Q5BJD5
P16499 Q00688
P16499 P26378
P16499 Q8NGI1
P40818 Q06141
P40818 Q9BQC3
P40818 P55064
Q14CN4 Q86YQ2
O14718 P62140
Q96HP8 A0A0U1RRE5
Q96HP8 P48147
Q96HP8 Q6UXD5
P0CI26 Q96S79
Q14CN2 P12980
Q9NVS2 Q9UN30
Q96F83 Q9NZU1
Q96F83 Q8NCV1
Q96F83 Q16690
P50458 P0DOX2
P50458 Q9NWZ8
Q96F86 Q9H4T2
Q96F86 Q93073
Q96F86 P42702
P50454 Q8IYX0
Q9UJY4 P0DMS8
Q9UJY4 P10720
Q9UJY5 Q6B0K9
Q9UJY5 P35212
P50452 Q96JE7
P50452 Q8N1K5
P50452 B7ZC32
P50452 Q9Y3Q0
Q9NR64 Q9UBU2
Q9NR64 P05121
Q9NR61 P00742
Q9UHW9 P17275
Q9UHW9 O94876
Q96AY2 P0CG40
A6NC05 Q1ZZU3
A6NC05 Q5TFE4
A6NC05 Q9NX62
Q14765 Q8NGB8
Q9NUL7 Q99808
Q9NUL7 P56279
Q9NUL7 Q8N9N5
Q9NUL7 Q6ZSM3
Q9NUL5 Q03936
Q9NUL5 Q13470
Q9P2S6 Q01523
Q9P2S6 P56730
Q92922 Q9NS00
Q86YL5 A5PLN7
Q86YL5 Q9H9R9
Q86YL5 Q9BX97
Q7Z2F6 Q2TAM9
Q7Z2F6 Q9BRX5
Q504Y3 O43747
P34931 Q9Y2G2
P34931 P04554
Q96C57 Q4J6C6
Q9ULC5 Q5VWM6
Q9Y2S6 Q14511
Q9Y2S6 Q5VU92
Q9Y2S2 P24278
Q16777 Q9BZM4
Q8N7R0 Q9Y5B8
Q8N7R0 Q13148
Q8N7R0 Q07812
A4GXA9 A6NDV4
A8MTL3 Q7Z7H3
Q15293 O60443
Q15126 P21399
Q15126 O60282
Q15126 P17020
Q2KHT3 P0C7T4
Q2KHT3 Q7Z7K0
P08247 Q15916
P11940 Q9UHF1
Q8N7R7 Q9BRC7
Q8N7R7 P30520
Q9P0I2 Q8IWZ4
P55795 A8MU46
Q8WUM9 Q8ND83
Q8WUM9 P02768
Q96JK4 O14626
Q9UL33 Q14213
A0A0U1RR37 Q9BSI4
A0A0U1RR37 Q9BRQ0
Q03393 Q9BQN1
Q03393 Q8N5Y2
Q03393 Q8IV35
Q86V25 Q9NNX1
Q86V25 Q99645
Q86V25 Q9Y5W8
Q96NZ1 Q9H1R3
Q96NZ1 Q9NVR2
Q96NM4 P05496
Q9Y468 P12429
Q9Y468 A4D1U4
Q9Y468 Q6UWN0
Q9Y3M9 P46087
Q9Y3M9 O14874
Q5JXM2 P21127
Q9Y3M2 Q8IYP9
Q9Y3M2 Q8NAP8
O15217 Q1XH10
O15217 Q9HAU8
Q9Y466 Q8N6F1
A6NJI1 B1ATL7
A6NJI1 P43119
A6NJI1 P31641
A6NJI1 Q8WZA6
Q86V24 A6NDX5
Q86V24 P19835
P20160 Q9Y2G1
Q5SQ80 Q96PL2
Q9UM63 P49755
Q9UM63 Q8N6I4
Q9UM63 P62304
Q12884 Q9HAA7
Q12884 Q9BQE4
A4QN01 Q96LB3
Q15013 Q9Y223
Q15013 Q9BV47
Q7L0Y3 P21580
Q9BTV4 Q9C0C6
Q9BTV4 Q86YS3
Q9BTV5 Q9H209
Q9BTV5 Q7Z449
Q9BTV6 Q7RTV5
Q9BTV6 O75459
O15143 Q9HC73
O15143 Q8N428
O15144 Q13191
O15144 Q9H8H2
O15145 Q9BT23
O15145 B4DU55
O15145 Q5VUJ5
O15145 O15156
P45973 Q99583
P45973 Q9H841
P09683 P07197
P09681 Q8N4P2
P09681 Q04727
P09681 Q13496
O15294 O94788
O15294 P41238
Q8NGK2 Q5BIV9
Q9Y4I5 Q96PP9
Q8NGK6 P50549
Q8N371 Q9UQM7
Q8N370 P21580
Q8N370 Q9Y2Y9
Q8N370 P54253
A6NGQ2 Q96DN6
Q8N377 Q9H7Y0
Q8N377 P84085
Q8N377 A6NKN8
P59942 Q6UWW9
P59942 Q9UKI2
Q6UXX9 P48788
Q6UXX9 A6NCI5
Q6UXX9 B7U540
Q03828 P08247
Q8IY42 Q15165
Q92769 Q8N112
Q8IY47 Q9BQP9
Q8IY45 Q13562
Q9H2S6 Q9NQ29
Q9H2S6 Q14392
Q9H898 A8MWL7
Q9H898 P35914
Q7Z7B1 A8MV24
Q7Z7B1 O60353
Q9NW68 Q6ZUF6
Q9NW68 P81408
Q02410 O15442
Q02410 Q8N2G6
Q99795 P14210
Q99795 P43320
Q99795 Q9NR50
Q05513 Q9NZH0
Q96AK3 Q5DX21
Q96AK3 Q9P104
Q96AK3 Q5JTC6
F8WBI6 Q01534
F8WBI6 Q6P4F2
F8WBI6 Q9Y530
F8WBI6 P41238
F8WBI6 Q6N075
P78524 Q5T870
P78524 Q9H841
P78524 Q8N1V8
Q9P109 Q9NXC5
Q9P109 Q96BM1
Q9P109 Q8WWN9
Q6UWV2 A6NFF2
Q6UWV2 E5RHQ5
Q6UWV6 K7EJ46
Q6PCE3 Q9BUW7
Q6PCE3 P46597
Q6PCE3 Q9NYZ1
P10398 A6NEV1
P04141 Q7Z4T9
Q16670 Q9Y3A4
Q9H098 P20823
P16930 P78310
Q05519 O95231
Q05519 P61964
Q9H093 P41271
Q9H093 P58550
Q9UK53 P59827
Q9H091 Q99638
Q96J94 P30419
Q96J94 Q08E93
O43172 Q99726
O43172 P11712
Q7Z4H8 Q9BZF1
Q7Z4H8 Q9H981
P19419 Q96C57
P19419 O43524
P19419 Q9Y2C4
P02812 Q9UPR3
Q9UBM4 P07919
Q3ZLR7 P47887
Q3ZLR7 Q96IJ6
P02818 Q9Y265
Q96LW7 Q9UPY8
P62508 Q8IUS5
P62508 Q7LGC8
Q96LW2 P01111
Q96LW1 P39210
Q8N6U2 P31943
Q5SRH9 O00762
Q8WW34 Q3SY77
Q96LW9 Q14320
Q14050 Q9UNP4
Q14050 Q96S06
Q5VT99 P01009
P35408 Q15646
P35408 Q9P2X0
P35408 P15336
Q8WY91 Q9BXC0
Q8TAZ6 Q6TFL4
Q8TAZ6 P15391
Q8TAZ6 Q9HCL2
Q4G0W2 P29466
Q96H79 Q9NPR2
Q96H79 Q9Y5B0
Q96HF1 O75695
A6NF83 Q9BZE0
O14960 Q14392
Q8N7S2 Q53T59
Q8N7S2 O15162
Q8N7S2 Q13164
O14965 O14931
O14965 Q8TCX1
O14965 P20810
O14965 P07737
O14967 Q6NUR6
O14967 Q9Y5W9
Q8N7S6 Q96PM5
O43390 P0CW20
Q9GZW8 O95199
Q9GZW8 A1L443
Q2TAA2 Q5VYY1
Q2TAA5 P07900
Q2TAA5 E5RJ46
Q2TAA5 Q14974
P09874 Q96NT1
Q2TAA8 P48509
P09871 P59923
Q6YFQ2 Q96P70
P0DKX0 Q8N8E1
P0DKX0 P01742
A2RUT3 Q8IX03
Q8IWU6 Q8N6G2
Q8IWU6 Q99689
Q8IWU6 Q9BQB6
Q70YC5 Q06136
Q70YC5 Q9H5J4
P26006 P28223
Q9UIL1 Q13356
Q96DU9 Q6ZMM2
Q9Y3D9 Q9UK96
Q6PIU1 Q3C1V0
Q9H814 P32926
Q9BZK8 Q9UHM6
Q9BZK8 O00624
Q15654 Q9UL25
Q15654 Q96S07
Q15650 O60869
Q15651 P05452
O95498 A6NDB9
O95498 A6NKH3
Q13433 Q8N1N4
Q13434 Q53TN4
Q6DD87 Q96R47
Q6DD87 Q96RB7
Q5JSQ8 P0CG00
Q6P3V2 O95136
Q9HB14 P20337
Q9HB14 P08236
Q9HB14 Q9H6Z9
A0PJX0 Q5PT55
A0PJX0 Q8IZ41
A8MT33 P47813
A8MT33 P15880
A8MT33 Q15800
Q13557 Q8NBK3
Q13555 Q96EN9
Q13555 Q9Y5K3
O95727 A6NFH5
Q92876 P55291
Q92876 P14679
Q92876 P09238
P01893 Q13591
P01893 Q9P0P0
P01893 Q13642
O75879 O75083
Q8NHQ8 Q9Y543
Q8NHQ8 Q8NDY8
Q8NHQ8 P51793
Q5T742 P32189
Q8NHQ1 P53674
Q9UNA1 P29373
Q9NWY4 Q8IVH4
Q3SY69 Q5T619
Q3SY69 Q8N6V4
P37058 P45452
A0A1B0GVS7 P10155
A0A1B0GVS7 Q9BZJ8
Q6UXP7 Q9P2N2
Q6UXP7 Q14257
Q9UQB8 Q96LT6
Q9UQB9 Q5GH77
Q9UQB9 Q5NDL2
Q9UQB9 O95047
Q9UQB9 P09529
Q9NX45 O00471
Q13882 P29466
Q13884 P27824
Q13884 O00204
Q13884 Q5JXX7
Q13886 Q8TC76
Q13889 P20036
Q13889 Q9NRX5
Q06889 Q52M58
Q06889 A1L0T0
Q06889 P49326
Q9NQ87 Q86UQ0
Q9NQ86 Q7L0Y3
Q9NQ86 P24311
Q9NQ86 P0CE67
Q9NQ84 Q2M5E4
P51798 O00470
P51795 O75604
P51795 Q8TC94
P51795 Q86UD4
P51797 Q3MJ13
P51797 Q8N9N7
P51797 Q8IXT1
P51790 Q9H8X3
Q9BYH8 P04792
Q9BYH8 P55212
Q9BYH8 P18859
Q9BYH1 A0A1B0GTR0
Q9BYH1 Q9NV92
Q9XRX5 Q8N2R0
Q9XRX5 Q9BWJ5
Q9XRX5 Q9Y5P4
Q9UQ72 Q8NBF6
Q7L211 Q6UW88
Q6UWX4 Q8TC26
Q5VYY1 P56705
Q5VYY1 Q6ZTY9
A7MD48 A0A0J9YWL9
Q86UF4 Q5BJF2
Q86UF1 O60308
Q8TDI7 Q14151
Q8TDI7 Q9HAN9
Q17RD7 Q8N4E7
Q86XJ0 Q8N587
Q86XJ0 Q9H4G0
Q9BV29 Q9NP80
Q9BV29 O95170
Q12934 Q96RK1
Q12934 P50151
Q9NQS1 P09017
Q9NQS1 Q8IVT2
Q4KMZ1 Q53ET0
Q4KMZ1 Q13324
Q9Y672 Q4G0M1
Q9Y673 P55895
Q9Y673 Q9HAE3
Q9UBB6 Q8IZ16
Q9UBB6 Q9BXS1
A6NHZ5 Q9BR01
A6NHZ5 A0A0A0MT36
A6NHZ5 P0C880
A8K7I4 Q9NQZ5
A8K7I4 P62502
A8K7I4 Q6UWI4
Q6DRA6 Q9BWP8
Q6DRA6 Q6ULP2
Q8N0U4 Q8ND82
Q8N0U4 Q9P0N8
Q9C010 Q9UDV7
Q5SZJ8 P20936
P0DOX5 Q8IX06
P0DOX5 Q9H223
P0DOX5 Q8TC41
P0DOX4 Q9H0C1
P0DOX4 O43318
P62879 Q96LB8
P62879 P51151
P0DOX6 Q6UY18
P0DOX6 Q9UQ90
P0DOX3 Q9NPA2
P0DOX2 O00160
P62877 P12034
P62877 O75880
P0DOX8 Q8WUM0
Q9UIG5 Q15435
A0PJE2 Q9GZR1
Q969L2 P0C1H6
Q969L2 H3BRN8
Q969L2 O00631
P23469 P05408
P29508 Q15833
P02042 P04003
Q8TAG6 Q5W0B1
Q8TAG6 Q8WUF5
Q9Y6Z7 Q7L2H7
Q9Y6Z7 P20963
O60479 Q9Y3B8
O60479 P09693
Q9Y6Z5 Q9HAV0
Q9Y6Z5 Q9NYF5
Q9Y6Z5 Q9Y450
Q96IS3 P01732
Q96IS3 O75830
P35813 Q96PM9
Q5R372 Q9UNK0
Q06250 Q9Y5M1
Q06250 P11801
P0C854 O75843
P0C854 Q5MNZ9
P0C854 O14929
P0C851 Q9BWV1
P0C851 Q6ZMT9
Q86TH1 Q9BRT6
P0C853 Q6ZNA1
P09093 Q6PJG2
P09093 Q9NXF8
Q8WYK0 O43566
Q5VV42 P62308
Q5VV42 Q9GZV4
Q6QHF9 Q6UWY2
Q6QHF9 P02766
Q3LI76 Q8N8V4
Q3LI77 Q9H5J0
Q3LI77 Q9NY99
Q3LI77 O75529
P27986 Q8N114
A4FU28 Q15084
Q5VUG0 P08185
Q5VUG0 Q12765
Q8N5D0 P08493
Q56NI9 Q6NTE8
Q56NI9 Q8N5H3
Q9P2H3 P04818
Q9P2H3 Q9Y6M1
A5YM69 Q9BQE6
A5YM69 Q9ULX7
Q96BR9 Q8NG77
Q96BR9 Q9H310
Q96BR9 B2RXH8
Q8TBK2 Q8NE63
Q8TBK2 Q9Y2G7
O75223 Q9UHD9
P43628 Q5TEZ4
P43626 P03897
P49286 O00459
P49286 Q9H0F5
Q6ZMY9 Q5VV17
O75494 Q9UBM8
P04070 Q9NP78
P04070 Q07002
P16415 P18405
Q5MAI5 O75204
Q495T6 P0DMB1
Q495T6 Q8N4F0
Q6WBX8 O14649
Q86WK6 P21728
O76070 P47972
O76070 P51530
O76070 Q9BZ71
Q9UKU7 O60291
Q9UKU7 Q8IWB7
Q5HYR2 Q96GC6
Q8N0Z3 P25106
Q8N0Z2 O95231
P60827 P10635
P60827 Q69YG0
P51570 A6NKH3
P51570 Q8WW59
Q8N428 Q8IYU4
Q8WU08 Q8NGM8
Q96C24 Q9UK45
Q96C24 Q6NSX1
Q96C24 P0C5K7
Q6S9Z5 O75531
Q6S9Z5 Q08648
Q00532 P0C2W7
Q00532 Q8WWQ2
Q86XW9 Q9Y3D8
Q9P2Z0 P51523
Q9P2Z0 Q5VWQ0
Q8NEV9 Q7RTS7
Q8NEV1 Q9NXW2
Q8N9U9 P62333
Q9UL63 Q658P3
Q8N123 Q5W5X9
Q8N123 P59773
P32322 Q96HP4
P32322 Q8IYH5
P32320 Q96J02
P32320 Q7L099
Q8N128 E7ERA6
Q8N129 Q9H5V7
Q8N129 P43357
P05546 O60902
P05546 Q8TDW5
Q8N392 P07954
Q7L8C5 Q9BSH4
P01860 P15085
P01860 O60925
P01860 Q5MNZ6
Q8N423 Q13117
P0CG29 O75864
P0CG29 Q8IY37
P0CG29 Q5TYX0
P0CG24 Q9Y5Y7
Q9BT40 Q16581
Q9BT40 Q6ZV77
P0CG20 P01350
Q3KQV3 Q96LB1
Q3KQV3 Q9HCC6
Q71F78 Q658N2
Q71F78 Q8IX06
Q71F78 Q9BSJ1
O95292 P61221
Q5T8I9 Q14943
Q5T8I9 Q7L8C5
Q5T8I9 Q9H427
A3QJZ7 Q8WVJ2
A3QJZ7 Q01453
A3QJZ7 P00746
A3QJZ7 Q8N9N8
Q86X24 A8MT65
P22079 H3BQJ8
Q9NYN1 Q8N5C8
Q9NYN1 Q86X02
Q9NYN1 P51452
Q8IV35 Q92913
Q6IEZ7 P0CJ85
Q6IEZ7 Q96PB7
Q9UPE1 Q96EW2
Q96HH9 P07320
P82664 P19878
P86496 P17026
P86496 Q7Z3C6
Q9HDC5 Q9BSE5
P0C6A0 A4D256
P0C6A0 Q9BQI7
P11586 Q9NR00
P11586 Q658P3
Q9Y5H8 P53794
Q9Y5H8 P63096
Q9Y5H6 Q8NI37
Q8NDH6 Q9BYR3
O95198 O43174
Q9HDC9 Q96KK5
Q9HDC9 Q9UBK8
Q9HDC9 Q9Y6R0
Q9HDC9 Q9UBC1
Q9Y5H0 Q6UXS9
Q9Y5H0 Q9BU23
P33032 P42681
Q6UXN9 Q8NH01
Q96B96 P52744
P21912 Q09161
P21912 Q9H461
Q9NX61 O76039
P21917 Q5QP82
P21917 P15289
Q9NX63 Q8NBH2
Q16352 Q3LI83
P62318 Q5EBN2
P12724 Q9NVW2
P12724 Q86YP4
P12724 Q9H816
P07360 O15243
P15289 Q9Y5Y5
P15289 Q9P2U7
P62312 Q6ZVH7
P62310 Q5T0T0
Q9H1E1 Q8N423
Q9H1E1 P15313
Q8NHR9 P09086
Q8NHR9 Q9P0K7
Q8NHR9 Q5EBL8
Q6UWI2 P31269
Q6UWI2 Q96JD6
P56880 Q9UEW3
A6NNE9 Q6P5X7
O43542 A6NKX1
O00743 P13985
Q9BRF8 Q9UGI0
Q9HD47 P26447
Q8NI29 Q66PJ3
Q8NI29 Q9H3W5
Q8NI29 Q8TBZ0
Q9HD42 Q6ZNG0
Q9HD42 O14929
Q9HD43 P0C7P1
Q01995 Q5VSD8
O14734 Q9NT99
O14734 Q9P242
O14734 Q8TCN5
O14735 Q6K0P9
Q8N6M9 O15212
O14737 Q9Y597
O14737 Q6UX52
O14737 Q99502
O14730 Q6ZMJ4
Q13546 P01258
Q13546 Q6PI97
P07910 Q8N7X2
P07910 Q9Y397
P07910 Q8N0X2
Q9NSP4 Q9P2F9
Q9NSP4 Q13356
Q9NSP4 Q9NYS7
Q6HA08 P53597
Q6HA08 P0CG43
Q5QJU3 Q9H4I2
Q5QJU3 P68363
Q5QJU3 Q96MW5
A8MVW0 Q9UBX3
