proteinA,proteinB,interaction
P38207,P41806,0
P32505,P46982,0
P32505,P38817,0
P32505,Q03630,0
P32505,P41806,0
P32505,Q12071,0
P32505,P38301,0
P32505,Q08484,0
P32505,P22543,0
P32505,P43621,0
P32505,Q12114,0
P54791,P38736,0
P54791,P38221,0
P54791,P39106,0
P54791,P53271,0
P54791,P53959,0
P54791,P22803,0
P54791,P36096,0
P54791,Q06096,0
P54791,Q03337,0
P54791,P43682,0
P19736,P22219,0
P19736,P32629,0
P19736,P32621,0
P19736,P40009,0
P19736,P40071,0
P19736,P25386,0
P19736,P47160,0
P19736,Q12028,0
P19736,Q08754,0
P19736,P41806,0
Q03465,P38682,0
Q03465,P23642,0
Q03465,P53959,0
Q03465,P16664,0
Q03465,P15303,0
Q03465,P53093,0
Q03465,P38814,0
Q03465,P25385,0
Q03465,P50108,0
Q03465,Q08280,0
P38262,Q06815,0
P38262,P35197,0
P38262,Q12142,0
P38262,P40056,0
P38262,P25386,0
P38262,Q03784,0
P38262,P38817,0
P38262,P38069,0
P38262,P36096,0
P38262,P46982,0
O13297,P39107,0
O13297,Q03337,0
O13297,P40009,0
O13297,Q05919,0
O13297,Q04632,0
O13297,P35844,0
O13297,P47160,0
O13297,P54837,0
O13297,P40107,0
O13297,P38334,0
P14064,Q06385,0
P14064,Q06704,0
P14064,Q12239,0
P14064,P32074,0
P14064,P25641,0
P14064,P54837,0
P14064,P41544,0
P14064,P38745,0
P14064,P39727,0
P14064,P53959,0
P07269,P39904,0
P07269,Q03921,0
P07269,Q04396,0
P07269,Q01590,0
P07269,P36107,0
P07269,P24280,0
P07269,Q12270,0
P07269,P11076,0
P07269,Q03784,0
P07269,Q12114,0
P53628,P53079,0
P53628,P40529,0
P53628,P25385,0
P53628,P53314,0
P53628,P39106,0
P53628,Q08921,0
P53628,P38873,0
P53628,P38962,0
P53628,Q03784,0
P53628,P46985,0
P25615,P39524,0
P25615,P25365,0
P25615,P40482,0
P25615,P38873,0
P25615,P43621,0
P25615,Q03697,0
P25615,P47061,0
P25615,P11075,0
P25615,P36149,0
P25615,Q08754,0
P34072,P38555,0
P34072,Q03554,0
P34072,Q02896,0
P34072,Q04338,0
P34072,Q04396,0
P34072,P40056,0
P34072,Q12191,0
P34072,P46682,0
P34072,Q08754,0
P34072,Q04632,0
P46678,Q03322,0
P46678,P42223,0
P46678,P37020,0
P46678,P40482,0
P46678,P11655,0
P46678,Q12246,0
P46678,P38301,0
P46678,P32913,0
P46678,P11655,0
P46678,P35844,0
P29056,Q12067,0
P29056,Q12114,0
P29056,P47061,0
P29056,Q06704,0
P29056,P47061,0
P29056,P40955,0
P29056,P22211,0
P29056,P36051,0
P29056,P40529,0
P29056,P35845,0
Q12495,P38962,0
Q12495,P53039,0
Q12495,P53195,0
Q12495,P37296,0
Q12495,P53173,0
Q12495,P42223,0
Q12495,P40482,0
Q12495,P43682,0
Q12495,P47160,0
Q12495,P32600,0
P54790,Q06704,0
P54790,P38995,0
P54790,P38736,0
P54790,P38221,0
P54790,P38334,0
P54790,P43555,0
P54790,P39107,0
P54790,P11655,0
P54790,Q03860,0
P54790,P40482,0
P32833,P39702,0
P32833,Q12191,0
P32833,P35845,0
P32833,P36125,0
P32833,P22211,0
P32833,P37296,0
P32833,P38745,0
P32833,P53314,0
P32833,Q92331,0
P32833,P53271,0
P22336,Q08921,0
P22336,P38221,0
P22336,Q07878,0
P22336,Q04338,0
P22336,P39010,0
P22336,Q12382,0
P22336,P38745,0
P22336,Q04410,0
P22336,P36149,0
P22336,P38745,0
P39682,P53271,0
P39682,P39904,0
P39682,P22804,0
P39682,P41544,0
P39682,P35197,0
P39682,P53079,0
P39682,Q12270,0
P39682,P32613,0
P39682,P53039,0
P39682,P47818,0
P52488,P54837,0
P52488,Q12096,0
P52488,Q03660,0
P52488,P43621,0
P52488,Q03660,0
P52488,P40071,0
P52488,P35845,0
P52488,Q05919,0
P52488,Q12191,0
P52488,Q04183,0
P32776,Q06815,0
P32776,Q12096,0
P32776,P32074,0
P32776,Q07878,0
P32776,P38745,0
P32776,P38873,0
P32776,P53951,0
P32776,P43555,0
P32776,Q02804,0
P32776,P39010,0
Q02100,P36029,0
Q02100,Q08484,0
Q02100,P53951,0
Q02100,P32803,0
Q02100,Q12114,0
Q02100,P13586,0
Q02100,P39526,0
Q02100,P40107,0
Q02100,P39904,0
Q02100,P38182,0
P13574,P32600,0
P13574,P40056,0
P13574,Q04396,0
P13574,P32893,0
P13574,Q06541,0
P13574,P53037,0
P13574,P53959,0
P13574,P38962,0
P13574,P22803,0
P13574,P22214,0
P32829,P46982,0
P32829,Q02804,0
P32829,P38682,0
P32829,P37020,0
P32829,P53093,0
P32829,P38745,0
P32829,P11655,0
P32829,Q06815,0
P32829,P40509,0
P32829,P47061,0
P38121,P46989,0
P38121,P35181,0
P38121,P35845,0
P38121,P38817,0
P38121,P40529,0
P38121,P46982,0
P38121,P32613,0
P38121,P32621,0
P38121,Q03784,0
P38121,P40009,0
P53973,P25386,0
P53973,P47166,0
P53973,P40056,0
P53973,P39106,0
P53973,P40009,0
P53973,Q12154,0
P53973,Q12154,0
P53973,P40527,0
P53973,P40509,0
P53973,P32893,0
P18494,P32893,0
P18494,P35181,0
P18494,P32319,0
P18494,P53037,0
P18494,P36149,0
P18494,P38873,0
P18494,P53173,0
P18494,Q92331,0
P18494,P39107,0
P18494,P36164,0
Q03254,Q08951,0
Q03254,Q06385,0
Q03254,P38810,0
Q03254,P47061,0
Q03254,P50108,0
Q03254,P53037,0
Q03254,P38995,0
Q03254,P41806,0
Q03254,P11076,0
Q03254,P39727,0
P41895,Q04410,0
P41895,P38221,0
P41895,P46985,0
P41895,P53314,0
P41895,P47160,0
P41895,Q08280,0
P41895,P38736,0
P41895,P22543,0
P41895,P37296,0
P41895,Q08921,0
P40957,P23642,0
P40957,Q03322,0
P40957,P39010,0
P40957,Q12067,0
P40957,P35845,0
P40957,P24280,0
P40957,Q12382,0
P40957,P22543,0
P40957,P11655,0
P40957,P46989,0
P21192,Q12028,0
P21192,P38182,0
P21192,P46985,0
P21192,Q12142,0
P21192,P50108,0
P21192,P41806,0
P21192,P31755,0
P21192,P40071,0
P21192,P53633,0
P21192,P38736,0
P06839,P40009,0
P06839,P11655,0
P06839,P32913,0
P06839,P25385,0
P06839,P47160,0
P06839,Q02804,0
P06839,Q03630,0
P06839,Q12402,0
P06839,P22804,0
P06839,P38334,0
P07261,P36096,0
P07261,P35197,0
P07261,P25641,0
P07261,P22803,0
P07261,P24280,0
P07261,Q08280,0
P07261,P47061,0
P07261,P32613,0
P07261,Q01590,0
P07261,P39904,0
P40971,Q02896,0
P40971,P38334,0
P40971,Q03860,0
P40971,P38810,0
P40971,P36051,0
P40971,P47124,0
P40971,P32893,0
P40971,Q06385,0
P40971,P35845,0
P40971,P38873,0
P31244,P16664,0
P31244,P22803,0
P31244,P15303,0
P31244,P40529,0
P31244,P25365,0
P31244,P54837,0
P31244,P36125,0
P31244,P25386,0
P31244,P40482,0
P40068,Q12114,0
P40068,P42223,0
P40068,Q12191,0
P40068,P39904,0
P40068,P40009,0
P40068,Q03784,0
P40068,P22543,0
P40068,P22804,0
P40068,P41811,0
P40068,Q12382,0
P21538,Q12067,0
P21538,P32613,0
P21538,P53079,0
P21538,P38301,0
P21538,P46982,0
P21538,P43555,0
P21538,P40509,0
P21538,P38736,0
P21538,P40071,0
P21538,Q01590,0
P22035,P53622,0
P22035,Q99394,0
P22035,P53271,0
P22035,Q05919,0
P22035,P53633,0
P22035,P22543,0
P22035,P35845,0
P22035,P32613,0
P22035,P38736,0
P22035,Q12382,0
P32591,P41318,0
P32591,P25386,0
P32591,Q06815,0
P32591,P53959,0
P32591,P38221,0
P32591,Q03322,0
P32591,Q04183,0
P32591,P11076,0
P32591,Q03784,0
P32591,P38962,0
P14291,Q12028,0
P14291,P47166,0
P14291,P38182,0
P14291,P47818,0
P14291,Q08280,0
P14291,P22803,0
P14291,P53173,0
P14291,P36125,0
P14291,P11655,0
P14291,P32613,0
P10961,P36149,0
P10961,Q12067,0
P10961,P32621,0
P10961,P43621,0
P10961,P43621,0
P10961,P53314,0
P10961,Q08280,0
P10961,P22803,0
P10961,P22211,0
P10961,P53600,0
P39678,P50108,0
P39678,P38873,0
P39678,Q04183,0
P39678,Q08754,0
P39678,Q12246,0
P39678,P41810,0
P39678,P40107,0
P39678,P15303,0
P39678,P41806,0
P39678,P22543,0
Q00578,Q04767,0
Q00578,P53633,0
Q00578,P40527,0
Q00578,Q03860,0
Q00578,Q03660,0
Q00578,Q03630,0
Q00578,P36107,0
Q00578,P11075,0
Q00578,P40107,0
Q00578,Q06346,0
P29469,Q08921,0
P29469,P22214,0
P29469,P53622,0
P29469,P54837,0
P29469,Q08280,0
P29469,P38069,0
P29469,P53845,0
P29469,Q12114,0
P29469,Q03554,0
P29469,P53845,0
P04386,Q03697,0
P04386,Q08484,0
P04386,P40549,0
P04386,P20606,0
P04386,P32621,0
P04386,Q06815,0
P04386,P46989,0
P04386,P11076,0
P04386,P22214,0
P04386,P39702,0
P08638,Q06385,0
P08638,P39524,0
P08638,Q12071,0
P08638,Q08144,0
P08638,P22219,0
P08638,P53192,0
P08638,P47160,0
P08638,Q03554,0
P08638,P36149,0
P08638,Q02896,0
P32863,P26725,0
P32863,P53622,0
P32863,Q08484,0
P32863,P35181,0
P32863,P39524,0
P32863,P40509,0
P32863,P35844,0
P32863,P38166,0
P32863,P46982,0
P32863,P38962,0
P19735,Q12114,0
P19735,P35181,0
P19735,P40056,0
P19735,Q03921,0
P19735,P40549,0
P19735,P11655,0
P19735,P36051,0
P19735,P40009,0
P19735,P36051,0
P19735,P22543,0
P40317,Q99394,0
P40317,P53951,0
P40317,P13586,0
P40317,Q12028,0
P40317,P35197,0
P40317,Q08754,0
P40317,P40549,0
P40317,P32803,0
P40317,P53633,0
P40317,P53600,0
P07272,P43682,0
P07272,P40395,0
P07272,P38682,0
P07272,P38817,0
P07272,P40071,0
P07272,P39727,0
P07272,Q04396,0
P07272,P53633,0
P07272,P54837,0
P07272,P25386,0
P54784,P43621,0
P54784,P32600,0
P54784,P36096,0
P54784,P41544,0
P54784,P53845,0
P54784,Q03697,0
P54784,P32600,0
P54784,P53600,0
P54784,Q03921,0
P54784,P47818,0
Q01454,P46985,0
Q01454,P40395,0
Q01454,P47818,0
Q01454,P39106,0
Q01454,P38682,0
Q01454,P53271,0
Q01454,Q12270,0
Q01454,P40527,0
Q01454,P13134,0
Q01454,P36107,0
P14922,P32621,0
P14922,Q12402,0
P14922,Q03784,0
P14922,Q04767,0
P14922,Q03697,0
P14922,P43621,0
P14922,P53959,0
P14922,P36125,0
P14922,Q03697,0
P14922,P25386,0
P21657,Q08484,0
P21657,Q12154,0
P21657,P38814,0
P21657,P32600,0
P21657,P38221,0
P21657,Q03860,0
P21657,P41810,0
P21657,Q03921,0
P21657,P38166,0
P21657,P36029,0
P24279,Q12191,0
P24279,P53633,0
P24279,P39526,0
P24279,P32803,0
P24279,P47818,0
P24279,P35197,0
P24279,P39107,0
P24279,Q12270,0
P24279,Q03337,0
P24279,P53037,0
P06701,P38682,0
P06701,P38153,0
P06701,P36164,0
P06701,P11075,0
P06701,Q08921,0
P06701,Q06346,0
P06701,P43621,0
P06701,P32600,0
P06701,Q12191,0
P06701,P40549,0
P25502,P40527,0
P25502,P40071,0
P25502,P22214,0
P25502,P32893,0
P25502,P53195,0
P25502,P36116,0
P25502,P47818,0
P25502,P32893,0
P25502,P22804,0
P25502,P41806,0
P36048,P38745,0
P36048,Q03697,0
P36048,P53845,0
P36048,P39526,0
P36048,Q04396,0
P36048,P36125,0
P36048,P47064,0
P36048,Q02804,0
P36048,Q12142,0
P36048,P47124,0
Q00816,Q03784,0
Q00816,P22543,0
Q00816,P38301,0
Q00816,Q12239,0
Q00816,P11076,0
Q00816,P38182,0
Q00816,Q08280,0
Q00816,P47818,0
Q00816,P41544,0
Q00816,P53314,0
P41695,P53037,0
P41695,P40009,0
P41695,P32803,0
P41695,Q12246,0
P41695,P43682,0
P41695,Q08484,0
P41695,P37296,0
P41695,Q04396,0
P41695,P35181,0
P41695,P23642,0
P38691,P20606,0
P38691,P47061,0
P38691,P32621,0
P38691,Q08280,0
P38691,P37020,0
P38691,P53271,0
P38691,P36107,0
P38691,P47061,0
P38691,P36125,0
P38691,P41811,0
P07276,P17065,0
P07276,P31109,0
P07276,Q07878,0
P07276,P32613,0
P07276,P53093,0
P07276,Q03921,0
P07276,P40107,0
P07276,P35844,0
P07276,P38873,0
P07276,P46989,0
P39720,P41806,0
P39720,Q92331,0
P39720,P25385,0
P39720,P38301,0
P39720,P53195,0
P39720,P15303,0
P39720,Q12246,0
P39720,P43682,0
P39720,P25386,0
P39720,P25385,0
P39104,P13586,0
P39104,P53192,0
P39104,P38995,0
P39104,P53951,0
P39104,P22803,0
P39104,P53039,0
P39104,P36107,0
P39104,P15303,0
P39104,P42223,0
P39104,Q12114,0
P12383,P41544,0
P12383,P47166,0
P12383,P41811,0
P12383,P36051,0
P12383,P43621,0
P12383,Q03337,0
P12383,Q12114,0
P12383,P24280,0
P12383,P46982,0
P12383,P32074,0
P47047,Q92331,0
P47047,Q03337,0
P47047,Q02896,0
P47047,P53271,0
P47047,P38745,0
P47047,Q12028,0
P47047,P36096,0
P47047,P38153,0
P47047,P41810,0
P47047,P53845,0
P06777,P38810,0
P06777,Q02804,0
P06777,P53633,0
P06777,P17065,0
P06777,P32613,0
P06777,P39526,0
P06777,P23642,0
P06777,P38301,0
P06777,P54837,0
P06777,Q12239,0
P24384,P25386,0
P24384,P41318,0
P24384,Q08754,0
P24384,P24280,0
P24384,P22804,0
P24384,P41811,0
P24384,P32600,0
P24384,P40009,0
P24384,Q03660,0
P24384,P53951,0
P12954,Q12028,0
P12954,P39010,0
P12954,P32621,0
P12954,P47061,0
P12954,P47166,0
P12954,P53173,0
P12954,Q03337,0
P12954,P53039,0
P12954,P53845,0
P12954,Q12239,0
P08518,P39106,0
P08518,P26725,0
P08518,Q08951,0
P08518,P50108,0
P08518,P39702,0
P08518,Q03337,0
P08518,Q06346,0
P08518,P40071,0
P08518,P40107,0
P08518,Q06096,0
P14737,P53951,0
P14737,P32613,0
P14737,P35197,0
P14737,P40395,0
P14737,P38555,0
P14737,P42223,0
P14737,Q03697,0
P14737,P24280,0
P14737,Q01590,0
P14737,P39702,0
P07248,P38182,0
P07248,P23642,0
P07248,Q01590,0
P07248,P22219,0
P07248,P47124,0
P07248,P36107,0
P07248,P22804,0
P07248,P38814,0
P07248,P40056,0
P07248,P47818,0
P35177,P22214,0
P35177,P26725,0
P35177,P40395,0
P35177,P38182,0
P35177,Q07878,0
P35177,P40529,0
P35177,Q12382,0
P35177,P22803,0
P35177,P50108,0
P35177,P40107,0
P11978,P53622,0
P11978,P37296,0
P11978,Q04183,0
P11978,P46682,0
P11978,P36125,0
P11978,Q08484,0
P11978,P38555,0
P11978,P22804,0
P11978,P43682,0
P11978,P53192,0
P23255,P38682,0
P23255,Q04767,0
P23255,P36164,0
P23255,P22804,0
P23255,P36125,0
P23255,P11075,0
P23255,Q12270,0
P23255,P31109,0
P23255,Q04396,0
P23255,Q12191,0
P06786,Q12028,0
P06786,P40527,0
P06786,Q92331,0
P06786,P43555,0
P06786,P38682,0
P06786,Q03860,0
P06786,P38182,0
P06786,P38153,0
P06786,Q04632,0
P06786,P39106,0
P39113,P41806,0
P39113,P38301,0
P39113,P39727,0
P39113,P53195,0
P39113,P38555,0
P39113,Q04338,0
P39113,P40955,0
P39113,P40071,0
P39113,Q12191,0
P39113,Q12270,0
P13382,P42223,0
P13382,P47064,0
P13382,P32913,0
P13382,P37296,0
P13382,Q06346,0
P13382,P43682,0
P13382,P46982,0
P13382,P47064,0
P13382,P39010,0
P13382,P38182,0
P22579,P47124,0
P22579,P35844,0
P22579,P53959,0
P22579,P46682,0
P22579,P53600,0
P22579,Q06704,0
P22579,Q12191,0
P22579,P46982,0
P22579,Q12382,0
P22579,Q04651,0
P22082,P40395,0
P22082,Q12191,0
P22082,P47124,0
P22082,Q08754,0
P22082,Q03554,0
P22082,P46682,0
P22082,P38736,0
P22082,Q01590,0
P22082,P34237,0
P22082,Q06541,0
P04050,P22211,0
P04050,P53314,0
P04050,P17065,0
P04050,P35845,0
P04050,P36107,0
P04050,Q01590,0
P04050,Q12096,0
P04050,P11076,0
P04050,P36107,0
P04050,Q03660,0
P21951,P36029,0
P21951,P41810,0
P21951,P38814,0
P21951,P47818,0
P21951,P32319,0
P21951,P38995,0
P21951,Q03860,0
P21951,P40955,0
P21951,P39107,0
P21951,P25386,0
Q6WNK7,P38814,0
Q6WNK7,P40009,0
Q6WNK7,Q12028,0
Q6WNK7,P40395,0
Q6WNK7,Q08144,0
Q6WNK7,P37296,0
Q6WNK7,P53173,0
Q6WNK7,P35845,0
Q6WNK7,Q03322,0
Q6WNK7,P25641,0
P38996,P40395,0
P38996,P13586,0
P38996,P46989,0
P38996,P26725,0
P38996,P32319,0
P38996,Q03697,0
P38996,P38995,0
P38996,P53600,0
P38996,P41318,0
P38996,Q12071,0
P38351,P40071,0
P38351,P22214,0
P38351,P53192,0
P38351,P47064,0
P38351,Q08754,0
P38351,P32629,0
P38351,Q08921,0
P38351,P38069,0
P38351,P17065,0
P38351,P22804,0
P38439,P11076,0
P38439,P43621,0
P38439,Q04632,0
P38439,P46989,0
P38439,P38221,0
P38439,Q06346,0
P38439,P39524,0
P38439,P23642,0
P38439,P32629,0
P38439,Q04410,0
Q06697,P38153,0
Q06697,Q03784,0
Q06697,Q12096,0
Q06697,P53271,0
Q06697,Q04183,0
Q06697,P11076,0
Q06697,P17065,0
Q06697,P15303,0
Q06697,P25641,0
Q06697,Q03784,0
P53064,P36125,0
P53064,P41811,0
P53064,P38069,0
P53064,P53079,0
P53064,P25385,0
P53064,P38682,0
P53064,P40395,0
P53064,P22803,0
P53064,P47818,0
P53064,Q12067,0
Q12464,P23642,0
Q12464,P36096,0
Q12464,P53173,0
Q12464,Q04338,0
Q12464,Q12114,0
Q12464,P41810,0
Q12464,P53039,0
Q12464,P50108,0
Q12464,P50108,0
Q12464,Q08754,0
P89105,P36096,0
P89105,P46982,0
P89105,Q12028,0
P89105,Q02896,0
P89105,P53314,0
P89105,Q04767,0
P89105,Q12382,0
P89105,Q04410,0
P89105,P22543,0
P89105,P38069,0
P39715,P53845,0
P39715,P39727,0
P39715,Q08144,0
P39715,Q08754,0
P39715,Q04396,0
P39715,P31109,0
P39715,P32893,0
P39715,P54837,0
P39715,Q06346,0
P39715,Q03660,0
P04786,P53079,0
P04786,P41810,0
P04786,Q04767,0
P04786,P47061,0
P04786,P53173,0
P04786,P41318,0
P04786,P38873,0
P04786,P31755,0
P04786,Q08280,0
P04786,P13586,0
P26793,P39010,0
P26793,Q06385,0
P26793,Q03860,0
P26793,P38745,0
P26793,Q03697,0
P26793,P38810,0
P26793,P38745,0
P26793,P16664,0
P26793,P40509,0
P26793,Q03337,0
P42945,Q02804,0
P42945,P53959,0
P42945,Q12239,0
P42945,Q06096,0
P42945,P23642,0
P42945,P37020,0
P42945,P41811,0
P42945,Q08951,0
P42945,P47818,0
P42945,P40395,0
P05759,Q08215,0
P05759,Q05871,0
P05759,P25584,0
P05759,P53112,0
P05759,Q04370,0
P05759,P41903,0
P05759,P41903,0
P05759,P29340,0
P05759,P39718,0
P05759,Q12462,0
P29496,P46983,0
P29496,P38137,0
P29496,Q03824,0
P29496,P24004,0
P29496,P46983,0
P29496,P46983,0
P29496,Q07418,0
P29496,Q12527,0
P29496,P50091,0
P29496,Q12524,0
P38111,P23542,0
P38111,Q05568,0
P38111,Q03824,0
P38111,P27796,0
P38111,P32573,0
P38111,P40155,0
P38111,P25584,0
P38111,P35056,0
P38111,Q12524,0
P38111,Q04370,0
P15938,Q12527,0
P15938,P27796,0
P15938,P53112,0
P15938,Q03824,0
P15938,P53184,0
P15938,P46983,0
P15938,P25584,0
P15938,P29340,0
P15938,P38855,0
P15938,P38292,0
P40090,Q07418,0
P40090,P40155,0
P40090,P53112,0
P40090,Q12527,0
P40090,Q08215,0
P40090,Q12405,0
P40090,P34230,0
P40090,P39718,0
P40090,P38137,0
P40090,P38855,0
Q04002,Q07418,0
Q04002,Q05568,0
Q04002,P35056,0
Q04002,P32573,0
Q04002,P29340,0
Q04002,P27796,0
Q04002,P28795,0
Q04002,P32796,0
Q04002,P33760,0
Q04002,P46983,0
Q06630,P35056,0
Q06630,Q06169,0
Q06630,P32796,0
Q06630,P28795,0
Q06630,P32796,0
Q06630,P53248,0
Q06630,P80667,0
Q06630,P34230,0
Q06630,P41903,0
Q06630,P34230,0
Q12208,Q12527,0
Q12208,P39108,0
Q12208,Q08215,0
Q12208,P80667,0
Q12208,P80667,0
Q12208,P24004,0
Q12208,P41909,0
Q12208,Q12405,0
Q12208,P80667,0
Q12208,Q12405,0
P48567,P80667,0
P48567,Q12462,0
P48567,Q08215,0
P48567,P50091,0
P48567,Q07418,0
P48567,P32573,0
P48567,Q06497,0
P48567,P38292,0
P48567,P32800,0
P48567,Q03370,0
P36146,P32573,0
P36146,P33760,0
P36146,P53248,0
P36146,Q12405,0
P36146,P13711,0
P36146,P27796,0
P36146,Q12405,0
P36146,P39108,0
P36146,P50091,0
P36146,P40155,0
P05066,P38855,0
P05066,P32800,0
P05066,Q04370,0
P05066,P41909,0
P05066,Q03370,0
P05066,P38137,0
P05066,Q02969,0
P05066,P28795,0
P05066,P36168,0
P05066,P38292,0
P12689,Q06497,0
P12689,P33760,0
P12689,P34230,0
P12689,P13711,0
P12689,P53248,0
P12689,P38137,0
P12689,P40155,0
P12689,P28795,0
P12689,P29340,0
P12689,Q04370,0
P34111,P39108,0
P34111,Q06497,0
P34111,P13711,0
P34111,P23542,0
P34111,P27796,0
P34111,P53112,0
P34111,P38855,0
P34111,Q12405,0
P34111,Q08215,0
P34111,P35056,0
P40051,P13711,0
P40051,P50091,0
P40051,Q04370,0
P40051,Q12462,0
P40051,Q12524,0
P40051,P24004,0
P40051,P53248,0
P40051,P39718,0
P40051,P23542,0
P40051,P34230,0
Q08004,P53112,0
Q08004,Q06169,0
Q08004,P80667,0
Q08004,Q12462,0
Q08004,P46983,0
Q08004,P53112,0
Q08004,P27796,0
Q08004,P23542,0
Q08004,Q03370,0
Q08004,P80667,0
P34078,P33760,0
P34078,P39718,0
P34078,Q12524,0
P34078,P32796,0
P34078,Q02969,0
P34078,P41903,0
P34078,P29340,0
P34078,Q12462,0
P34078,Q12462,0
P34078,P39718,0
P33418,P27796,0
P33418,Q06169,0
P33418,P32573,0
P33418,P41903,0
P33418,P32573,0
P33418,P32800,0
P33418,P38292,0
P33418,P41909,0
P33418,P39718,0
P33418,Q03824,0
P19880,P38292,0
P19880,Q03824,0
P19880,P13711,0
P19880,P29340,0
P19880,P23542,0
P19880,Q03694,0
P19880,Q05871,0
P19880,P38137,0
P19880,Q08215,0
P19880,P53112,0
P25298,P24004,0
P25298,P32573,0
P25298,P39108,0
P25298,Q06497,0
P25298,P23542,0
P25298,P50091,0
P25298,Q03370,0
P25298,P39108,0
P25298,P32796,0
P25298,P53112,0
P43563,Q06169,0
P43563,Q12405,0
P43563,Q06169,0
P43563,P39108,0
P43563,Q04370,0
P43563,P34230,0
P43563,P23542,0
P43563,P33760,0
P43563,P28795,0
P43563,Q12524,0
Q99257,P29340,0
Q99257,P40155,0
Q99257,P32800,0
Q99257,P41909,0
Q99257,P24004,0
Q99257,P29340,0
Q99257,Q08215,0
Q99257,Q03824,0
Q99257,P80667,0
Q99257,P40155,0
P20433,Q07418,0
P20433,P35056,0
P20433,P33760,0
P20433,P23542,0
P20433,P80667,0
P20433,P40155,0
P20433,Q12405,0
P20433,P50091,0
P20433,Q12524,0
P20433,P38137,0
P34087,P24004,0
P34087,Q05871,0
P34087,P40155,0
P34087,Q06169,0
P34087,P41909,0
P34087,P40155,0
P34087,P27796,0
P34087,P38855,0
P34087,P25584,0
P34087,P28795,0
P47017,P50091,0
P47017,Q06169,0
P47017,P39108,0
P47017,Q12462,0
P47017,Q03824,0
P47017,Q03694,0
P47017,P80667,0
P47017,P53248,0
P47017,P23542,0
P47017,Q05568,0
P38989,Q12527,0
P38989,P53184,0
P38989,P41903,0
P38989,P50091,0
P38989,P80667,0
P38989,P25584,0
P38989,P38855,0
P38989,P28795,0
P38989,P41909,0
P38989,P46983,0
Q12267,Q03694,0
Q12267,Q04370,0
Q12267,P36168,0
Q12267,P53248,0
Q12267,Q12524,0
Q12267,Q12462,0
Q12267,Q06497,0
Q12267,P53184,0
Q12267,P50091,0
Q12267,Q03370,0
Q12098,Q02969,0
Q12098,Q06169,0
Q12098,P35056,0
Q12098,P41909,0
Q12098,P46983,0
Q12098,P38855,0
Q12098,P32573,0
Q12098,P34230,0
Q12098,P35056,0
Q12098,P32796,0
P09959,P39718,0
P09959,P25584,0
P09959,P36168,0
P09959,Q03694,0
P09959,P41903,0
P09959,P46983,0
P09959,P25584,0
P09959,Q12524,0
P09959,P39718,0
P09959,P39718,0
P46970,P34230,0
P46970,P41909,0
P46970,P53248,0
P46970,P33760,0
P46970,P39718,0
P46970,P23542,0
P46970,Q05568,0
P46970,P80667,0
P46970,Q12462,0
P46970,P80667,0
P43583,P40155,0
P43583,P53112,0
P43583,Q04370,0
P43583,Q06497,0
P43583,P32573,0
P43583,Q03694,0
P43583,P40155,0
P43583,P46983,0
P43583,Q12527,0
P43583,P41903,0
Q08920,Q12405,0
Q08920,P38137,0
Q08920,P33760,0
Q08920,P34230,0
Q08920,P36168,0
Q08920,P38137,0
Q08920,Q03370,0
Q08920,Q04370,0
Q08920,Q05568,0
Q08920,Q03370,0
P32526,Q02969,0
P32526,Q03694,0
P32526,P53112,0
P32526,P28795,0
P32526,Q05871,0
P32526,Q02969,0
P32526,P29340,0
P32526,P39108,0
P32526,P27796,0
P32526,P41909,0
Q12386,P39108,0
Q12386,P53184,0
Q12386,Q05568,0
Q12386,P35056,0
Q12386,P35056,0
Q12386,P53248,0
Q12386,Q07418,0
Q12386,P27796,0
Q12386,P38855,0
Q12386,P53112,0
P38198,P80667,0
P38198,P32573,0
P38198,P40155,0
P38198,P23542,0
P38198,P38292,0
P38198,P41909,0
P38198,P39108,0
P38198,P38137,0
P38198,P27796,0
P38198,P23542,0
P53267,P41909,0
P53267,P28795,0
P53267,P40155,0
P53267,Q06497,0
P53267,Q05568,0
P53267,P27796,0
P53267,P39718,0
P53267,P28795,0
P53267,Q07418,0
P53267,Q05568,0
P38991,P33760,0
P38991,P41909,0
P38991,P32573,0
P38991,P36168,0
P38991,P41903,0
P38991,P32573,0
P38991,P39718,0
P38991,Q12527,0
P38991,P39108,0
P38991,P32796,0
P32380,Q04370,0
P32380,Q03824,0
P32380,Q05871,0
P32380,P29340,0
P32380,Q05871,0
P32380,P53112,0
P32380,P39108,0
P32380,P33760,0
P32380,Q08215,0
P32380,P32796,0
P40457,P24004,0
P40457,P40155,0
P40457,P41903,0
P40457,P39718,0
P40457,Q06497,0
P40457,P80667,0
P40457,P24004,0
P40457,P23542,0
P40457,Q12524,0
P40457,P80667,0
Q01649,P13711,0
Q01649,P32796,0
Q01649,Q12527,0
Q01649,Q07418,0
Q01649,P53112,0
Q01649,P80667,0
Q01649,P35056,0
Q01649,P38855,0
Q01649,P24004,0
Q01649,P50091,0
P38863,Q12462,0
P38863,Q06497,0
P38863,P23542,0
P38863,P32796,0
P38863,P38292,0
P38863,Q05568,0
P38863,P32573,0
P38863,P32796,0
P38863,Q07418,0
P38863,Q03824,0
P53540,Q05568,0
P53540,P23542,0
P53540,Q05871,0
P53540,P80667,0
P53540,P32573,0
P53540,P32796,0
P53540,P13711,0
