O15344 Q8WWB3
O43283 O14920
Q92793 O15379
P15172 P47928
O75886 P40818
Q15052 Q15796
P35244 P27694
P55211 P08670
Q96J77 O43399
P17612 P11137
Q13492 P35638
P13010 O00267
Q99062 P06239
P63010 Q9UGJ1
Q12852 Q70Z53
O60494 P17931
O15155 Q13190
Q13387 P98164
Q9NRD5 P39086
Q8IYI6 Q8N6Y0
Q9BUH8 O95990
P08727 O14964
Q92793 Q01844
O43566 P10114
Q92759 P29083
Q92608 P20963
Q96N67 P61586
Q9UER7 P14672
Q86UR5 Q13936
P48549 Q92806
Q8TEU7 O14807
P23458 P29350
Q92918 Q9UN19
P09619 P42336
P01344 P08833
Q15397 Q86YV9
P42574 Q13464
Q8WTS6 Q16695
P42261 Q13002
Q04637 Q14240
Q15633 Q9H0R4
Q16270 P05019
P06241 P08174
P35372 P41143
O60383 O60341
Q96EQ0 P42166
Q9UQB8 O14910
Q9C0K7 Q15831
P05107 P63244
Q12840 Q6P597
Q13127 P42858
P32298 P30411
Q9Y297 Q9C026
Q9Y5Q9 P20226
Q15102 Q9GZT6
P68402 Q96BK5
P45973 O43463
P49335 Q03052
Q14203 P42575
Q9UKD1 Q9Y692
O60496 P16333
P50750 O94992
P27986 P17181
P63261 Q92558
P42574 P27708
Q92934 P51812
P28482 P08047
Q14676 P16104
Q13330 Q13547
Q13952 Q15796
Q92793 P16455
P23528 P68133
Q8NDV3 Q9UQE7
Q9NV56 Q9HAF1
Q99708 Q13422
P55347 P17509
P19235 O14492
P15812 P61769
Q04771 Q8TAI7
O14717 Q5RL73
P68400 P24534
Q9H0H5 P52198
O75955 Q14254
P51159 Q16623
O43255 P08247
O43734 Q9Y6K9
O00555 P62873
Q13416 P49736
Q9UHF0 Q99689
Q15691 Q99570
P00533 P07948
P21926 Q99075
Q13573 Q06330
Q99972 P08123
O00212 Q15796
P41235 Q96EB6
Q15020 Q15287
Q16621 O60675
O60331 P62330
Q09472 P42226
P10124 P02776
P51948 Q86YV9
P17252 P08100
Q9UKV8 Q9UPY3
Q99755 O14939
Q04771 Q9H082
P57058 Q15276
P42773 Q9GZT6
P54253 A7E2V4
Q9UMX0 Q8WWW0
Q9NR12 Q9NRR5
Q13485 Q01082
P49848 Q04206
P12273 P01730
Q15233 Q9P1U0
Q9Y6C2 Q13287
Q9UJY1 O95817
P63244 Q9Y3Q8
Q15020 O43395
P11171 P68366
Q8TD06 O95274
Q7Z465 Q07960
Q9NY99 Q14524
P01344 P00747
Q00613 P49137
O60763 Q14789
O96004 Q99081
Q07820 Q16611
Q9P2R6 Q16610
O60603 Q9UPT6
P51617 P01112
Q08380 P45877
P05129 Q92686
P49674 O14641
O75791 Q92918
P32927 P07332
Q8NFZ4 Q8NI35
Q92793 P38398
Q8WUA4 P06400
P48729 P20309
O00253 P32245
P35968 P05106
O60383 Q9H0Q3
P05771 P26010
P53667 Q8TE77
Q9UI36 P63279
Q9Y616 Q9Y4K3
Q7Z460 Q9UPY8
Q969L2 O43399
Q92797 P33240
P54105 P11171
Q99598 Q96AQ6
P61923 Q9UBF2
Q13596 P48357
Q06124 P51692
Q9Y3C5 Q9H201
O15530 Q9UBS0
Q9UQE7 Q14683
Q96RU2 Q12888
Q12789 P55769
Q96PU4 Q8WW12
P67775 P11473
Q96NW7 Q8WXI2
P68400 Q9UKY1
Q9H8S9 Q15834
P03372 Q9Y6C9
O95182 Q9Y478
Q13485 P17535
Q99504 Q15475
Q13224 P19174
Q7Z418 P36897
O14976 Q00535
Q9BX70 Q9C035
P51948 P09086
Q8NER5 P09529
P10636 P60709
P50995 P31942
Q8TDW5 P20336
P24666 P35222
Q5H8A3 Q9HB89
Q09472 P40763
Q12933 Q9NZD8
Q02241 Q9H0H5
Q9Y5S9 P61326
Q9UHI6 Q16637
P06729 P01730
O00238 P15882
P62993 P06748
Q8IVH2 Q9H334
O43347 Q8ND90
O60925 Q16891
P07332 P40763
P30086 P28482
Q96SB4 P26368
Q13555 Q13009
P19957 Q9UNI1
P52803 Q15375
Q92831 Q9Y2Y9
P84022 P98082
P48039 P21333
P57073 Q03014
Q14966 Q14192
O00220 O95999
O14920 P35568
Q13546 P19438
P19320 P15311
O43353 Q13077
P13747 Q96I34
P61981 P22681
Q7Z3S9 P08246
O15342 P36543
P62826 Q9HAU4
Q13485 P15336
Q16891 O60341
Q96J02 Q9UBN4
P68104 P62310
Q30201 P61769
Q09472 Q15699
Q15109 P04271
Q08629 P08254
P04439 A0A5B6
P01130 P11021
P84085 O75154
Q9C0K0 P24468
P53350 P49736
O00308 Q9NR12
Q9UBY0 Q13813
P06400 P05549
P14859 P42229
Q9NRW4 P45983
P53611 P62820
O95870 P03897
P04920 P00918
O60563 P35869
Q05513 P30086
Q9NRX2 Q99698
P40763 P06454
P53778 Q13884
Q9UKN8 Q8WUA4
P21728 P21333
P28907 P21926
Q96A56 P04637
Q13224 P29323
P14784 O14543
Q9BTP7 Q8IYD8
Q9NZU7 O00555
P02751 O75173
P53672 Q9P1Z2
P19012 Q9P1Z2
Q9Y244 Q16322
Q13705 Q8N6C5
O95477 Q5T2W1
P27701 P13612
Q02040 O95218
O75528 P04637
P16870 P01350
P54259 A2VEC9
P62324 P10276
Q92882 Q16637
P21796 P06396
Q9H9Q2 P60228
P51677 P09769
P12757 P35998
P35659 P05549
P51116 Q13137
O14503 O00327
Q15819 Q5T3J3
Q03431 P49407
P01730 P02786
Q9UBI6 Q9HAV0
P55895 P15918
Q8WV28 P46109
Q12879 O00189
O14788 P45983
P09341 P25025
P35462 P62166
Q96Q15 P41743
Q15796 Q93034
Q9ULZ3 O15553
O14920 Q9Y6Q9
Q96GM5 P04150
P16473 P09471
P17676 Q92793
Q06546 P51610
Q13480 P46109
Q9NRR4 Q8WYQ5
P05160 P00488
P63104 P00533
P31749 O14757
Q05586 Q13813
Q8TEW0 Q15796
O14641 Q9BXS5
P51790 O14745
Q969K4 O15198
Q14145 Q16236
P25789 P60900
P04637 P29320
P84103 Q15366
P09493 P05412
Q02750 P41743
Q15024 Q9Y2L1
O14795 Q16623
O96013 P61981
P16471 O60674
Q04721 Q15797
P62993 P03372
P78560 Q9H7U1
Q96QT4 P02686
P49759 P02686
Q8WW38 Q9NRR5
O15379 P48643
P28799 O15198
Q9P0L9 P19429
Q99459 P33992
Q96CW5 O95613
O00299 P0DI81
P32969 P23396
O95628 P51965
Q6EEV6 P30101
Q9GZV1 P29590
P04406 P15927
P56524 Q9Y618
P51955 P41236
Q15906 Q15834
P42574 Q08209
Q15436 P53992
P05107 P01042
P68400 P11388
Q92793 P18146
P09564 P07711
Q9NP31 P35968
P11362 O76093
O95551 P14921
Q9HCE7 Q96AE7
O00165 P27348
P01042 P08246
Q99689 Q9P0K7
P27540 Q9HBZ2
P52564 Q16539
Q13227 O60907
Q16594 Q13469
A5YKK6 P10828
Q13616 Q01094
Q14500 P11532
Q01844 Q8N6Q3
Q92574 P15311
P62714 O15344
O60381 Q13547
Q6VMQ6 Q9UIS9
Q13432 Q9NTW7
Q8N556 P05129
P14784 P43405
Q99459 O43913
O00291 P55211
O15111 Q16584
Q9HCN4 Q9UBB5
P11142 O60674
P32519 Q04864
P51608 P09429
Q11130 Q9BXR5
Q01844 Q96CW9
O96017 Q15173
Q01844 Q15906
P04626 Q9H299
Q9NQS3 Q8TEW0
Q9NZC7 O15350
Q71SY5 O75586
P58335 P53420
O95206 Q9NRR5
Q8TDQ1 Q92835
O95551 P63279
P51965 P62253
O94777 Q92535
P05106 P14543
P28482 P04150
O00238 P62987
Q9NPI1 Q16695
P06213 P42229
P28222 P08908
O76003 Q9BQ66
P23760 Q99828
Q5RKV6 P84103
Q99062 P04054
Q9H2E6 Q9BX66
Q12959 Q12879
Q13177 P08670
O95994 Q9GZT6
Q06547 P18846
O43426 Q08209
Q13753 P14543
P49755 Q92542
Q99615 O60921
Q15078 Q00536
P43364 Q13490
P21333 P04278
P84022 P41235
O15164 P19793
P10276 Q15466
P35813 P27986
O43186 O75531
P42229 P51813
P23528 P62736
Q99750 A6NN06
P13686 P45984
P43403 P22681
O75376 P06454
P48552 P37231
P43358 Q8WW24
O60383 Q9BRR6
O75293 P03372
O15105 Q15750
Q02388 Q9UKC9
Q13485 Q09472
Q9UGI8 Q9Y615
Q8WTS1 Q99541
P80108 P06727
Q9H4B4 P30307
O14757 P12956
Q92796 P23634
P00740 P08709
P50148 P46663
P51532 P04637
P35900 Q9Y2J4
Q13315 O15151
P13501 P13611
P24534 P12081
P51798 Q6VY07
O95751 Q9UGP5
Q06124 P09619
Q99895 Q16816
P56539 P29475
Q15648 P11473
P13010 Q14686
O00499 P17600
Q13155 Q13643
Q9H4A3 Q8N9I0
Q9Y613 P35080
Q56P03 Q9NRR5
P48058 Q9NRD5
O00151 Q53H12
Q04206 O43823
P38159 Q92530
Q96P71 P05067
O75419 P33993
P62877 Q13620
Q92793 Q9Y2Y9
P06239 P25963
Q9UJY5 Q00610
Q99819 P62745
Q8NFW9 P51159
Q96CJ1 P55199
Q13163 Q9Y2U5
Q9H2K8 Q12933
O75382 O43707
P49914 Q9Y3Q8
P17252 P14136
Q9UII4 P20248
Q9UEW8 Q969Z4
Q9UMS0 O95278
O15169 P25054
P40425 P55347
P47736 P55196
Q13191 O43597
O75618 P42574
Q5VT25 Q9BZL4
O60869 P18846
P09884 P09874
P05413 Q9UK41
Q00653 P56524
Q07666 P27986
Q12967 P62834
Q17RD7 Q8NB59
P05386 P21673
Q02790 P62942
P23471 Q9NRY4
P09455 Q9HCU9
P10809 Q15399
Q15075 P61020
P57073 P20264
Q8TEW6 P46108
P15498 Q8N720
P61981 P25705
Q96A23 P61081
P62258 P49815
P17301 P68133
O60260 P29466
Q9Y6Q9 Q9Y618
Q9H0C5 P11387
P03956 P16070
O75525 Q5VWX1
Q9NPC3 P14635
Q9UJM3 P00533
Q9BV68 P46379
P50281 P08253
Q13011 Q15102
Q9Y2T2 P55087
Q9UKV0 P61956
Q00994 O00463
O43823 P49736
P00533 P19174
Q9Y618 P04150
Q15645 P30039
P62857 P26641
Q8TC92 Q9GZT8
Q08050 P40763
Q92830 Q92793
Q9Y618 P41182
P27361 Q9UQC2
Q16637 P08579
Q86UP2 P60953
Q9UNE7 P84022
Q04656 P00450
Q06124 P17181
Q96NY9 O96017
Q13671 P31946
P62070 P18031
P28476 P68400
Q13547 P26358
P14778 P01584
P38432 Q96EY1
Q9BTT6 Q9P2H0
Q92608 P15498
P84022 Q12772
O95622 P17612
P12259 P27797
P78527 P05412
P04839 P19878
O75531 P42166
Q96NA2 P51149
Q9HAW0 Q5SXM2
P42224 P19438
P00533 P11171
P01116 P0DP25
P43364 Q9BXY8
O60674 P42224
P17980 O75558
P48067 Q16623
Q6EEV6 Q99832
P32927 P08631
P62333 O00233
Q99728 P54257
P23468 P23469
P53539 P17535
O14976 P51959
P20930 P68400
P48634 P02671
Q13952 Q99941
Q9Y2Y4 Q05516
O95169 Q9P1W9
Q92956 Q12933
O15379 O75081
Q86WV1 P12931
Q15560 Q96CJ1
Q14831 P68363
O15315 P68431
O43148 P52292
P51159 Q7L5N1
Q5SW96 P98164
P05154 P03952
O75925 P05412
P12757 Q9UNN5
Q03468 Q13216
Q9Y5U4 Q12770
Q15109 P09429
Q9NUX5 O95271
P54253 Q5TGY3
Q969L4 P62310
P43351 P49736
P49005 P62312
O60674 P38398
Q14005 P63252
P12757 P12755
Q96N16 Q9UBS5
Q9Y3C5 Q6ZVM7
Q05516 O60762
Q96AE4 Q16637
Q9Y5Y6 P55085
P11831 P52952
Q969D9 Q9HC73
O75888 O00300
P05067 P49810
Q09472 P06454
Q15797 P36508
P55316 O60383
P08631 P20936
P24666 P29317
Q6UY11 Q6UY14
Q6P1J9 P15884
Q13133 Q9NX61
P43405 Q9UJU6
P24941 P38936
O00165 P01583
P23443 Q09161
P24941 P24864
Q96D09 P08172
Q9ULX6 Q99741
Q7L591 P41240
Q04724 Q9H0Q3
P40763 P23769
Q9NPI1 O14503
O14836 Q9Y275
P38398 Q13885
P33151 P23467
P35869 Q13620
Q99590 Q01130
Q99728 P21246
P27986 P48023
P06401 Q05086
Q9NPQ8 P04899
Q16181 Q9UHD8
P29597 P06241
Q05513 P41594
Q9UBK2 P19793
Q02846 P04271
Q6PD62 Q9UHC6
Q9Y2L1 Q13105
Q9HCE7 P17480
P30279 P06400
O75526 P62995
Q8WY64 Q13126
Q93009 Q96JH8
P17936 P16070
Q92529 Q16620
O94761 O95084
Q96FN4 P53041
P04275 P11021
Q92858 P09429
O43240 Q5T3J3
P49674 O15055
P14210 P00749
P45985 Q14315
Q8IX07 O95985
P52565 P46527
Q9BW71 Q16778
P53355 Q8IZJ1
O14654 P62993
Q96B97 P08631
Q15389 P08648
P46108 P10721
P26045 P31946
P20936 P10809
P42081 P16410
P17600 P12931
P28072 P22087
Q15637 O00308
P63261 Q11203
Q9NZJ5 O14920
Q14653 Q92793
Q96KX2 P47755
P28702 P27816
O15151 P62258
P78527 P09874
P50613 P51946
Q13432 P49903
P25963 Q9NYS0
Q9ULB5 P55291
Q96SN8 Q9Y383
P46736 O75971
Q14654 Q96CW1
O75716 Q6UY14
Q13332 Q8IWV7
Q92574 P63104
P35249 O75943
P42680 P48426
O00238 P62070
Q13315 O96017
P28290 Q9Y383
P01100 P68400
O95243 Q13158
Q9Y572 Q8IUC6
Q14139 P55072
Q86YW5 P29350
Q13424 Q14524
P41145 P41143
P35754 P18031
P56693 Q13516
Q9Y4K3 O15455
O75558 Q96QD8
P56975 Q15303
Q9NZ52 Q00610
P68106 Q92736
P49768 Q04721
O60936 P42575
P16870 P06307
Q9NRD5 Q96RK0
Q13351 P19784
P07948 P32927
P63244 P05556
P54105 P14678
O60763 Q15075
P04637 O00231
Q92793 Q9Y692
Q9HCN6 P30273
Q07820 P12004
O43353 Q9HCE7
O43815 P03372
O75369 P05556
P24278 Q12933
P05412 Q04206
Q14055 Q99689
Q9UHY8 Q05513
O14980 Q15329
P14866 Q15366
P08311 P01024
Q5JY77 Q9H7E9
P46531 P22681
P45984 Q9P2H0
O43463 P26358
O95229 Q9H081
Q92817 P04264
P09486 Q5TAT6
O43559 Q13873
Q7L590 Q99741
P00749 Q03405
O75293 Q99683
P54253 Q9UMN6
O94776 P04637
P60510 Q6NUP7
P61981 P49760
Q04912 P12931
P11226 P30988
Q9Y3P8 P43403
Q9NP98 Q14315
P29323 O00560
P53816 P30153
Q15527 O60512
Q9UKW4 P61586
P0DP25 P10275
P29320 P40763
P67870 P17509
Q8N5U6 Q5T3J3
Q04724 P20042
Q05586 P35609
P29350 Q92734
P84022 Q13219
Q99750 Q8NDP4
P02647 P11597
O14939 P60709
P27361 Q16539
Q9GZT8 P61201
Q15796 P10071
P38435 P00740
P49662 O14727
O00716 P19532
Q9BYV9 O60675
Q9Y3C5 Q15025
P17844 P04637
P00734 P10451
P46777 Q92973
Q6X4U4 P18075
Q9Y3B2 Q9NQT4
P19235 P62993
P20936 P10721
Q9BUF7 Q9NPB6
Q86VE0 P35080
O15350 P29590
Q03164 Q9UBL3
Q16520 P80217
Q13480 Q92835
Q13239 P29317
Q969V1 P20382
P68104 O15169
Q00535 P53779
P56945 Q05209
P68400 Q6VY07
O15399 P36507
Q15078 P49418
P62826 Q9P2H0
O43739 Q969H4
Q05655 P28906
Q8NAP8 Q9H9D4
P53667 P23528
P35222 P35813
Q9Y6B2 P06400
Q5RKV6 Q9NPD3
Q14676 Q14683
P48048 O14745
Q9Y6X2 P40763
Q99952 P41240
P52945 P10997
Q15645 Q9NRY6
P55211 O14727
P29350 O60674
P55010 O14602
O14813 Q99941
P31946 P15056
Q9UM13 Q12834
P56645 O15055
Q9Y3M9 Q15834
P05155 O00187
Q15582 P02751
Q96IY1 P45973
P20151 Q02383
Q08345 P05997
P54253 Q9P1W9
P49815 Q15796
P01344 P24593
Q99750 Q5TAQ9
Q13835 P05787
O00401 P16333
Q9H0E2 O00206
Q9UQC2 P27986
P62195 P08047
Q9UBT7 Q96PY6
Q9H0D6 P62310
Q02446 Q01094
Q9HB75 P42575
Q8TES7 Q8IY31
P31946 Q15287
Q8TF68 Q15365
Q9Y6J0 P27348
O14775 O95897
P61981 O75643
P55916 P63104
P25815 Q15109
Q8TDB6 Q8IXQ6
P23458 Q92835
Q03135 P35968
Q6IA86 P23458
Q15012 Q13509
Q03426 Q01844
Q05516 Q8NHQ1
Q16594 Q6P1X5
P12755 P29590
P50502 Q93033
P11274 Q04917
P38936 Q6EMB2
Q8IZH2 O75843
P60953 P42768
Q9BUB5 P06730
P10415 P29590
O14641 P49407
Q66K89 P06400
Q9Y6N8 P21246
P55318 P09429
Q15047 Q9NTW7
P26367 O15525
Q07960 P61586
Q9NQC3 Q9NZD8
Q969H4 Q13043
O75030 Q09472
P31946 Q14C86
Q14181 Q8N2I9
P68104 P63167
Q9HAU4 P08621
P61513 Q5T3J3
P06213 Q9UNA1
P46777 Q14974
P15884 P35222
P07947 Q99704
Q9Y297 Q00653
Q13464 O14974
P08047 P10275
Q8TAE8 O95257
O14744 O60674
P19174 P42680
P41594 P0DP25
Q92793 P09629
Q8N2W9 Q13547
Q92793 Q00403
P22087 Q9HA65
P17612 Q04206
P50458 Q9NVW2
Q12959 Q13002
P0CG47 Q8TF42
P49418 Q00610
Q08170 Q9HAU4
P41235 P48552
P14672 O60662
Q14680 O75533
O15552 P09471
P51813 P40763
O60229 P19021
O14593 P04049
O14763 O15519
P40926 P23381
P24588 Q08209
P57087 Q07157
Q9Y3C7 Q96K62
P68400 P0DP25
P30153 P62491
Q15181 Q15047
Q9HAU4 Q8IV31
O60496 P07949
O60232 Q9BVV2
Q9BX66 P06213
P07315 P02489
Q99942 P49023
P52272 P06731
Q14192 P00568
O75145 Q8ND30
Q9BXX0 Q9Y6C2
P56159 Q99748
P68400 Q01082
Q8WU39 P55211
P24588 P31323
Q5T2W1 Q9BXS9
P07384 Q01082
P25098 P05387
P24928 Q05048
P52756 Q5T3J3
O95990 Q9BQ66
P14314 Q7L5D6
P14314 P41220
Q8TEW0 Q8IVF5
P14921 O75376
Q14344 Q03113
Q15542 P21675
Q9NY99 P11532
P36897 Q70EL2
Q8TAX0 P37173
Q9Y618 Q06330
O43924 P63096
P29323 Q9NRD5
O15105 Q8NCP5
O95751 O14964
P48736 P40189
P51532 P35232
O15350 Q92793
Q9UBW8 Q92905
P19419 O75928
P36956 Q92793
P98161 P35222
Q04759 O43516
P06239 P40763
P06858 P29074
Q16820 P07492
P20073 P30626
P25963 P09629
P49910 Q9NR12
O00238 Q8TAI7
Q09472 O95359
Q99502 Q15475
P46199 Q15653
P01112 Q9NR96
P08581 Q13480
Q9ULB5 P35222
P08254 P10915
O14788 P19838
P17482 Q09472
Q8N2W9 Q15797
P17096 P19793
P26368 Q7Z7J5
O75928 Q99497
P04899 P25025
Q15256 P27361
Q9UNE2 O00194
P50395 P20338
P10275 Q9Y618
O00562 Q14289
Q92830 O75478
Q05655 P14867
Q16637 P22087
P26641 Q9BUT9
O15524 Q9P1W9
Q01844 Q9HC44
P03372 P68363
O75030 P35222
Q14005 O14974
Q9NPF4 Q9UBM4
P55345 P10828
Q13526 Q7Z5J4
Q14344 P16473
P09429 P26358
O95831 Q9Y3Q8
P30279 P46527
O94972 Q9H5Z6
P59998 P61158
Q15047 Q16695
P60520 O95352
Q9C0D5 O14936
Q9NRF2 Q16620
Q9Y4D1 P61586
P00740 P00451
O43903 P68133
Q8IYI6 Q9UL45
Q01844 P43005
P40189 P08887
Q8N2W9 Q8TAD8
P35908 P84022
Q9H013 P01023
Q9BXW9 O94782
Q9Y692 Q969Q1
P26368 Q8N684
O00238 Q58WW2
P0CG47 P54727
Q15047 P68431
P52630 Q13547
O95257 O60383
Q96GD4 Q9H0H5
Q9Y624 Q8TEW0
O43633 Q9UN37
Q16526 Q9BQ66
Q9NYF8 Q07817
P33176 P60880
P23458 Q13651
P52945 P15923
Q9NS23 O00220
Q13555 P48058
P19012 Q9P2A4
O43493 O00189
P25685 P16278
P06493 Q92574
O00238 P57729
P02753 P02766
Q92597 P00338
O00161 Q12846
Q9BVG4 Q96I34
Q13319 Q9UQM7
O75293 Q07869
P27824 P04114
Q96S59 P02786
Q96EB6 Q9UBP5
P00747 P13726
P98161 Q13563
P24928 O43719
P21333 P16581
P56537 Q5T3J3
P53674 Q09428
Q15078 Q00535
Q9H0I2 Q8NHQ1
P10144 P20309
P42681 P16410
Q8TB52 Q13485
O94916 Q9BZS1
Q15102 Q9Y4G2
Q9NYK6 Q15834
P98164 P04114
O14795 Q9UNE2
Q92844 Q9Y6K9
P83916 P26358
Q9H0E2 O60603
Q92843 O00198
O60216 Q8WVM7
Q5PSV4 Q13547
P49848 O00268
P04637 P29965
P35222 P53350
Q15915 P10071
O00330 P11177
Q00653 P04150
Q9Y6X2 P12757
O15151 P31947
Q92806 P48051
P19838 O00505
Q15796 Q13485
P23409 P0DP25
Q9Y263 P04054
P16234 P46108
Q9BX70 Q96ID5
P63104 Q9Y4H2
P03950 P35609
Q15382 P15056
Q02447 P08047
Q9UBS8 P04150
Q92997 O75909
P30154 P32119
Q8WWV3 Q9Y2W2
Q8N4C8 Q92845
Q92793 Q14676
Q14738 Q13136
P30533 Q9NQC3
O43929 P33993
Q8N4C8 O15020
P31946 P19634
Q8IU60 Q9NPI6
O14965 P04637
Q9NQ30 P05107
P05783 Q9UGJ1
P84022 P28749
O76061 P19387
P06241 O15117
P11166 P27824
P25063 P09769
Q8N3R9 O14910
Q06124 Q13480
P13747 P61769
O00161 P13569
Q15796 Q10567
P17948 P35222
P12931 P10721
P06400 P14373
O60563 Q13309
Q9NYW8 P06400
Q8N2H9 Q99558
O14908 Q13641
Q9UNN8 P04070
Q93009 Q13114
P12757 Q15797
Q6VN20 P62826
P14653 Q09472
O43184 P24593
Q92597 Q13200
Q9NS23 Q12834
P19174 Q06187
P49959 Q09472
P46778 Q9P1W9
Q9NPF5 Q9UER7
P61981 P15880
P29317 Q06124
Q9UNF0 O00401
Q96FE5 P08138
Q96BH3 P17542
P50453 Q7L5N1
P04350 Q13873
Q8IUD2 P61981
Q15464 P14784
O43639 Q07889
P33240 P26641
Q9ULB1 Q8N9I0
Q9NY97 Q96EU7
O14777 Q9Y2J4
P84022 P98177
Q02750 Q9Y4K3
O15226 Q00653
P09958 Q9NQX7
O14503 Q9C0J9
Q9HBH9 Q92731
Q05655 P16144
O76036 P30273
P51884 P62995
Q15654 Q8NEC5
P62826 Q15796
P54368 P54253
Q8WUD1 Q15797
Q9H3P7 Q14789
Q05513 O14920
Q15599 O15530
P10275 P13984
Q16890 O43399
Q99952 Q13480
O14925 O43615
O60603 O43353
P00533 P30304
Q16254 P06400
Q13200 P62191
Q92934 P61981
O43561 Q08881
Q15628 P42224
P12109 P21781
Q06187 P08631
Q13137 Q9Y4E5
P42574 P05198
P61626 P15502
Q8IYD1 P15170
P35222 Q16665
P49888 Q96ID5
Q8N6Q3 Q9Y2W7
Q8TEW8 P61981
P68400 P35568
Q15796 P0DML2
P31371 P21802
Q04206 P04150
O15145 Q96G74
P19438 P29350
P27701 P23229
P10275 P04406
Q96ST3 Q13363
P43403 P15941
P01185 P30559
Q92597 P52597
Q9Y6W8 O75144
P14920 P19801
O14543 P16298
P41134 P15172
P49796 P31946
Q13137 Q9UER7
Q5JVS0 P63279
Q8N2M8 P84022
P28069 Q92793
Q16539 Q8NHW3
P28827 P18433
Q9H1J1 Q01629
P05019 P17936
Q9BXW9 O60934
Q15121 P28482
Q13077 Q02223
Q96ST3 P51608
Q9NQC3 P22695
Q9NQT4 Q01780
Q6EEV6 P20700
P04183 Q13432
P27986 P19022
P29375 P20226
Q15654 P49023
Q99623 P15172
O14964 Q9UMX0
Q13315 Q14191
O14745 Q92887
Q01844 Q01543
P22455 P21781
Q96RT1 Q03001
P03372 P34932
Q9H269 Q9P253
P35414 Q9ULZ1
P10828 Q15645
Q96ED9 Q14966
O14733 Q16584
P05412 P15036
O43765 O95967
P57729 P84022
Q01844 Q96CB9
Q86VP6 P62877
Q15750 Q12933
Q9ULH0 Q16620
Q7Z6M1 P51151
Q8NBJ7 Q969H0
Q53EL6 P62277
P46109 P22681
Q15173 P67775
P38936 Q9NPI5
P21246 P63244
P31947 P06493
P52630 P42224
P04040 Q9BXR5
O14908 P08069
Q04206 P38398
P45984 P84243
P47871 P01275
Q06945 P63279
P62857 Q9BQ66
Q9Y6X8 Q9UKY1
P31749 P42224
P56524 Q66K74
Q96MU7 Q01130
P35813 Q00975
P61981 O43524
Q9Y478 Q13131
P19838 P12980
Q9Y678 Q9NTJ5
Q14005 P48050
P13569 P13861
Q02363 Q13432
O60674 P40238
Q09472 Q92786
O75030 P23760
Q9NQT4 Q9NQT5
Q9UQB8 P60953
Q9BWT7 Q9Y6K9
P12931 Q8WU20
P17693 P61769
Q9UJY5 Q15276
Q9NR19 Q92900
P28482 P27708
Q14203 P18669
P21583 P04141
Q9NWA0 Q71SY5
Q9UIF7 P27694
O14786 Q13214
P51693 Q99547
P30154 P11802
O00238 P43026
P33992 P15927
P53618 P17693
O95777 Q9Y333
Q13469 P63098
Q15399 Q9H2U1
P62316 Q16637
O15446 Q15653
P10644 Q9ULZ3
P68400 P14317
Q9NR12 Q9BVV2
Q96RT1 Q9UQ13
P54132 O75771
Q9Y3F4 P62304
Q9NYV6 Q9H9Y6
Q8TC92 Q05516
Q71U36 Q13093
Q96T58 Q06330
Q13485 P11233
O00590 P80075
Q96BI3 P49768
Q9Y618 P19838
O15085 P48664
Q16890 O75822
Q96CG3 P51617
Q00653 O00571
Q9NY61 P08047
P06401 P14859
Q02156 P16284
Q13045 Q9Y3R0
P22455 P40763
Q9UMZ2 O75843
P49703 Q14232
Q9H772 P12643
Q9NPB6 P05129
O95059 Q9BUL9
P59190 P47224
Q9Y5K6 P22681
Q14498 P03372
Q8IZP0 Q07889
Q96ST3 Q9NVW2
P42574 Q13188
Q9NVW2 P25791
P06241 Q13224
P25025 P49407
Q6NZY7 Q16181
Q9UKT4 Q12834
P03372 P36956
Q9UKX7 Q14974
Q8NHJ6 Q06124
Q8IW41 P45984
P23588 Q14152
P61981 O14618
P06239 O43561
P35222 P49768
P07948 P55211
O95490 Q9Y566
Q04724 P84090
O43683 Q12834
Q16849 Q8WXG6
Q00403 P24928
Q9BWV1 P19022
P63104 P18825
Q96HC4 P12814
Q6VY07 Q13563
Q8TDN2 Q14721
Q15796 O15230
Q01638 Q99836
P78324 O60936
P09544 P56704
P01308 P06400
P46940 P60953
P30793 Q13129
P24928 P62487
Q9BZ72 Q14289
Q8ND90 P05129
P68104 Q6IAA8
Q92896 P16581
Q12933 Q8N2X6
Q8TCJ0 P63208
P22681 O14492
P11137 P62993
Q8IZL8 P06400
Q96ST3 P42858
P50616 Q15797
O60383 Q16637
Q5MNZ9 P03372
P04275 P08123
O14924 P36507
P07737 P27986
Q9Y6Q9 O15111
Q96AX1 O95271
Q92796 Q14957
Q9ULZ3 P11831
P19387 P53803
Q9Y5B9 P29084
P42345 Q6R327
Q9NRY6 O15162
Q01844 P49910
P22460 P16389
Q12923 P08138
Q9UKA1 P63208
Q07889 P62993
P25788 P02511
P61812 P05067
Q09472 Q14839
O95985 P28799
P78368 Q9Y5P4
Q99733 Q16695
P10398 P01112
O75586 P09874
O00418 P13639
Q9Y3C7 Q9H6R7
P16333 P19174
P62330 P32121
P01135 Q5TCQ9
P19012 Q5T5P2
P14868 P68104
Q9NPD3 Q01780
Q13555 P21333
Q8IYI6 P35900
P06681 P48740
P11831 P35269
O60716 P14923
Q15796 O95071
P07384 Q07817
Q9BQY4 O95967
P48357 P05090
P33552 Q9Y3Q8
Q9BQA1 P27348
Q09472 Q05516
P20916 P46821
Q16514 Q15545
P09104 Q00613
