Q9UKA4 P10644
P16112 P08253
Q9Y6K9 Q9UHD2
P24394 Q05513
O75934 P03372
P12931 P49789
Q14442 P37287
Q09472 Q05516
Q92823 P23467
Q15654 Q14990
Q9UIV8 P43235
Q96S55 Q9HCU8
O43353 P63279
Q8N2W9 O15105
Q15910 Q14181
Q15596 Q16665
Q06187 P58753
Q8WWW8 P09603
P36542 P21246
Q9Y5X1 Q13444
Q15582 P08123
O60674 P26951
P61981 Q96F86
O75925 P63279
Q00653 Q02878
P14598 P60709
O60716 P22223
Q15653 P52434
Q16630 Q9NRR5
Q99081 Q92793
P42345 Q8TAI7
Q9C0J8 P26641
Q15654 Q5VWP2
O15143 P59998
P09874 Q04206
Q14203 P62993
Q14449 P11362
P61204 P54259
Q14643 P35219
P34947 P21731
P08651 P22670
O15379 P40763
O95622 Q05513
P41159 P01023
Q01101 P24385
Q92743 P12644
Q9Y5N6 P33993
Q969S8 Q9Y618
P04637 P53350
P05386 Q86YJ7
Q9UQB8 Q12929
P47870 Q08209
Q96MP8 Q9H082
P48307 P00747
O43491 P68133
P61201 P55789
P35900 Q9BUW7
Q9Y6Q9 Q04206
Q9NSB8 Q13255
Q15796 Q13219
P17676 P04150
P61769 P27797
P01282 P32241
P15927 Q9BVJ6
P09958 P46531
Q15035 P13984
Q01844 Q8N6Q3
Q9ULB1 P58417
P19838 Q9Y297
Q9NP79 Q7Z7J5
Q96PK6 Q09472
P00742 P13726
P62820 O95907
O15287 Q8N6K7
Q99959 Q08554
Q6EEV6 P08865
O60869 P15336
P06756 P18564
Q13191 O43597
P28069 P04150
Q15311 P11233
Q14289 Q9ULZ2
Q86UW6 Q09472
P12004 P30281
O95490 Q9Y566
Q6ZN04 Q13485
P43354 P28702
P07288 P19235
P08670 Q9UI14
Q86VF7 P60709
O75689 P19338
Q99683 P32121
Q92734 Q9UKR5
Q9Y6C2 Q96QG7
P14618 P04049
P31271 Q99687
Q15648 Q04917
Q9Y6B2 P29374
P27448 Q04759
Q9NZW5 P51532
Q86UK5 O15198
Q14164 P25963
Q9Y5X5 P01303
P13612 O43294
O14920 Q9UGK3
P36873 P41236
P34947 P37288
Q9Y620 P63279
P51668 Q05086
P33993 Q9Y5S9
P08173 P62993
Q99959 P13647
P15056 P27348
P24386 P20337
P10767 P22607
Q96SB4 P84103
Q9NPQ8 P09471
O15083 O75334
Q13705 P36896
O15198 Q03001
P61978 O75791
Q13287 Q14765
P06729 P01730
Q86UL8 P84022
P07996 P09486
P31146 P07996
Q9Y6Q9 Q9Y6K9
Q13185 O15164
P19387 Q8TD31
P22670 Q14938
Q05655 P06213
P52735 P16471
P19174 P42702
O00264 Q12770
O43707 P68032
O00311 Q9Y5N6
P84022 P0DML3
Q05586 Q02447
Q9H0D6 Q96B26
Q9UM47 P49810
P21246 O00231
P17706 P09619
Q9H3S1 Q96D42
P35222 Q96QZ7
Q99708 P12004
P57105 P60709
P31946 Q9BRS2
P17676 P10147
Q86SG3 Q15038
Q15233 Q9Y6D9
P03372 Q99966
P21673 P49903
Q06547 P51610
O15244 Q16633
O95630 P13196
Q9UBQ5 O15372
Q4V328 Q9UGI8
Q9GZV1 P04637
P42338 Q05655
Q96MT8 Q8N6Y0
P00734 P00749
P30153 Q15628
O43924 Q9NXU5
Q13275 Q8TBE7
P28482 P46940
P06493 Q06481
Q9C000 P10415
Q9BTE0 Q15797
P20042 P78527
Q05519 Q07955
P29016 P61769
P42224 P48551
Q13485 Q9BQ65
P13631 Q9UKP3
P29274 P35609
P05556 P08648
O43521 P63167
Q9H4E5 P42768
Q9UHD9 P04843
P19012 P62195
P27361 P55211
Q13077 O43734
Q9H094 Q8WW01
Q96PU5 P51168
P68400 P55010
P68104 Q15583
P10914 Q09472
O00186 P17252
Q13627 P62258
P48549 P48051
Q9UHC3 Q9HAP6
Q6UWE0 P49840
P62166 Q86UW9
Q13619 Q86VP6
P56749 Q9NRL3
P17612 O60825
Q8N1G1 P23193
O00189 P08962
P27361 P42229
P01138 P01023
Q16363 Q9NPI1
Q12834 P17987
P26368 P11171
O14732 Q15011
Q9Y6I3 Q8NFH8
Q9Y678 O15533
Q9BUB5 Q16539
P12931 P35222
Q8TB24 P61020
P29350 P36888
Q96A98 P49190
Q9UKE5 Q12933
P61981 Q00325
P68402 Q8N1G1
P19012 Q53FD0
P12757 Q13219
Q8WV28 P46109
Q9NX01 O94906
Q14157 P48634
Q9BZR8 Q07817
P08579 O43719
P25098 P01133
Q9NVP2 Q13111
P15153 P19878
P24394 O75159
Q9UN37 P52198
Q9BWC9 Q5RL73
Q9Y297 Q00839
P07996 P02458
Q9HB21 O75970
P35590 Q06124
P54132 Q9BXW9
O95990 O94967
P39687 P27695
Q15024 Q06265
Q99567 P35658
Q9H4E7 P61586
Q13277 Q15833
Q5TZA2 Q6P597
O75366 P46108
Q9H2B2 Q16623
Q96G75 P04278
Q03181 Q96S59
P27361 P51452
Q01844 Q93062
Q9Y6W6 Q15759
P04150 P0DP25
O75461 Q01094
P49959 P18858
Q9H446 Q9Y295
P49335 Q03052
Q15910 Q9GZS3
P14672 Q8IYX3
P98095 P39060
Q99836 P14778
Q01780 Q96AT9
P05091 Q9UKR5
P35348 P25024
P41970 P15923
P55060 P53041
Q9NPH3 P40763
P80075 P13611
O75928 P63165
P02489 P02768
Q9UNH5 P04637
P14921 P23497
P08237 P29475
P17252 P49840
P39748 P24941
P04179 Q9H0R4
Q9NVP2 P84243
Q15633 P19525
O43592 P35658
Q92743 Q9Y232
P10275 P13984
Q15645 Q96FJ0
P07384 P53634
Q9H0D6 P25788
Q16539 P67870
P63165 Q13569
Q9UJC3 P15622
Q9Y2J2 P27348
Q15155 P04278
P68400 P0DP25
Q8NHY2 P17535
Q8N4C8 Q92845
Q00653 P62277
O60264 Q01826
Q8TEW0 P41743
P46527 Q00535
O95084 Q9BUL5
Q14232 P18089
O75376 P35232
Q9H2E6 Q9BX66
Q9Y6G9 Q9BW27
P02100 P69905
Q04771 Q9UF11
Q6EEV6 Q14103
P56945 P10586
Q6EEV6 P07195
Q99417 Q96A23
P02786 P61020
Q96G97 Q96HH6
Q16254 Q14186
Q02548 P06400
Q6ZVK8 Q9BPX1
Q13422 Q13547
P26367 O75030
P31749 P78527
O00267 Q9NRX1
Q96DU3 P43403
P09683 P47872
P07492 P27487
O14929 O15105
Q96G25 Q15528
P80075 P41597
Q969L4 Q13873
P0CG47 Q15038
O95251 Q99728
Q93009 Q9HBZ2
Q53EL6 Q04637
Q7Z6B0 Q9UMZ2
Q14181 P09884
Q04771 Q6P3X3
O15111 Q04759
Q8WVN6 P09564
Q15788 P10827
O60507 Q14242
Q8IZD4 Q9HAU5
Q9UPR3 Q92900
O95831 Q9Y3Q8
Q07864 P12004
P06493 P04183
P61970 Q7Z3B4
P17544 P45984
P17612 P12931
Q04771 P62979
Q99962 Q15560
Q6VN20 Q8N6C5
P17612 Q15831
Q9NQS7 Q9UQB9
P50454 Q8N357
P48059 Q99708
Q9NQX3 O43307
P38936 P30279
P62993 O96013
Q6PIL6 P49810
P49795 P19086
P08670 Q8NC51
P17612 O00418
P27701 P27824
Q03405 P05556
Q15916 Q6VMQ6
P31749 P42858
P25391 P02743
O14807 Q12967
Q9H013 P01023
P14923 P19022
Q99704 Q92835
A5YKK6 P10828
Q13547 P35251
P05060 P19388
Q15758 Q9HA65
Q9BXL6 O95999
P61289 Q6ZVK8
Q8WWB3 Q8N6Y0
Q08345 P02458
Q9H8S9 Q13033
Q9UIV8 P08246
Q09472 Q9GZR7
Q9H773 Q8NC60
Q8WV28 P29350
Q07666 Q13509
O14795 Q16623
Q14554 Q9NRR5
Q9NQX3 Q96FJ2
P26447 P48745
Q9H939 Q99952
P60174 Q9GZR7
Q9HBA0 P0DP25
P05091 Q6NSW5
P56817 Q92542
Q8TEQ6 P62314
P78508 Q12959
Q8TEW0 Q8ND90
P48736 P01116
Q99973 P17252
Q9Y698 P48058
Q13111 P12004
P43250 P20309
P29323 Q15052
P51784 Q01201
P34998 P06850
O75155 P20226
Q6IA17 P14778
P62330 P07384
P15173 P0DP25
Q16665 Q13330
P09958 O75829
P78396 P30304
P0DML3 P24928
P01009 P08246
Q9Y2N7 Q16665
Q12824 P04637
P23511 P05412
O60895 P32241
P06454 P20248
O14776 Q15459
Q14686 Q13133
P35680 P20823
P50991 P62736
Q9UBC3 P26358
Q9H3D4 O15350
Q9UIB8 O14796
O14641 P49407
P62140 O95405
Q12923 P63104
O94875 P22681
Q9H213 Q96NT1
P84022 Q15796
P40937 Q9Y3C7
Q99750 Q96HA8
Q8N556 Q05513
P49771 P35080
Q99547 P42285
O75177 Q92793
Q9UNS2 P04637
Q03164 Q15291
Q15388 Q9P2H0
P06241 Q14254
Q9UMX0 P49768
Q9UI36 O75376
Q9GZP9 P08582
Q92835 P07948
Q14764 P60484
P68104 P60709
Q96BI3 P49768
Q07820 O95271
O00186 Q9UHI6
P04150 P40763
P38936 Q9NPI5
P05111 P08476
Q12933 P47897
O60508 Q9HCE7
P51956 P15498
P29016 P07602
O75909 P24941
Q96Q15 O15198
Q92597 P52597
Q96MU7 P50402
O75888 Q02223
Q15788 P13631
Q9GZQ6 O15130
Q7Z628 Q96QZ7
P07948 P12318
Q14151 Q15424
Q9H444 O75928
P54257 Q9NQZ2
P21246 Q9H8G2
O75828 O95376
P12931 P25963
P48431 Q13285
P0CG47 Q9Y6K9
Q9UBK2 Q15648
P98164 P80188
Q14596 Q9NP79
P03951 P14210
P25440 P62805
Q15038 Q9NY61
Q15287 P61011
P62993 Q9H400
O60293 Q15834
P02766 Q7L5D6
O95677 Q15475
P43405 P27361
O43765 O95967
P23443 P23588
P51693 Q13190
Q15906 Q99750
Q13255 Q14643
Q13277 O00161
Q9NVJ2 P36897
P40763 P15976
Q9BUH8 O60941
P17482 Q9BQ66
O43347 Q8ND90
Q9UQM7 P16615
O75791 Q8IWV1
Q9BUJ2 Q9H4D5
Q99569 P33151
O00238 O15105
O95405 Q15796
Q92633 Q9NZN5
P55212 P49585
Q96ST3 Q15047
P09012 Q9BQ61
Q96IP4 Q96KS0
P22455 O76093
O43639 Q5T5P2
P17252 Q16625
Q6IAA8 Q9NUQ8
Q13526 P18031
P12931 Q13224
P17612 P04035
Q15645 O95865
P28482 P17181
P98155 P02649
O15519 P49810
Q99665 P29460
Q6PUV4 Q13277
Q16533 Q5SXM2
P38398 P14859
P12259 P08311
Q15910 Q9Y2I6
P40763 Q16665
Q86UR5 Q96AX2
P04637 P26583
Q92796 Q14957
Q99959 P05783
P04637 Q16666
P42338 P08631
Q9UIK4 Q9UQM7
P25024 P80162
Q9UBU9 P61326
Q13555 Q15121
Q9Y3C7 Q9BTY7
P19784 P18031
Q9UK53 P61981
Q9NPD3 O77932
P63279 Q9UER7
Q14814 Q02078
Q07820 Q16611
Q8WYA1 O15516
Q16531 Q13309
P17252 P43005
Q13485 P10071
P06241 P11137
P49366 P63241
P08727 O14964
Q9GZY6 Q9NRR5
Q99741 P11801
P42574 P60953
P55895 P15918
Q05516 O75182
P17948 P62993
P62987 Q99816
P09429 P26358
Q00653 P78347
Q9NZ08 P19438
Q9NZ52 Q15276
P24941 P38936
P21675 P28360
Q86UW6 P46934
Q99816 P08631
Q9Y4X5 P68036
Q12933 O94993
P50148 P32241
P40616 Q92805
Q9UNE0 Q13077
P61981 Q5H9R7
Q6WCQ1 Q9BZL4
O43432 P11940
P29508 P25774
P61457 Q6ZVK8
Q09472 Q99816
Q15788 P33076
P28482 Q13485
Q9GZV3 Q96IZ0
Q6PCB0 P98160
O00231 Q96ID5
Q99704 P46109
Q99829 P12757
P13861 P84022
Q05655 P68104
O14817 P21926
Q05513 Q96A00
Q9ULV8 P00533
Q14687 Q5RL73
Q96RK1 Q09472
Q14919 Q9NRF9
Q9H334 Q13363
P04150 Q04917
P45984 Q8WYK2
P54259 P46379
P24864 P30304
Q9UFG5 Q0VDD7
P46109 P28906
Q02750 P19419
P62324 P10827
Q12860 P23467
P62258 P61981
Q16531 Q7Z569
Q5MIZ7 P60510
Q5SZQ8 A7XYQ1
Q08050 P40763
P01282 Q9NRR5
P17252 Q01814
P10600 P37173
Q9NQ36 Q8IWY4
Q06124 Q14764
Q86SG3 Q8TB72
P09211 P21246
P36873 P19525
P68400 Q13547
Q9Y3F4 P14678
Q13526 Q99708
Q96N67 P60953
P63279 P78364
Q05655 P68133
P49902 Q6ZVK8
P10644 Q9H8W4
Q9NRR5 Q9P2K6
Q9H0E2 O75674
Q15853 O75444
Q9Y6K8 Q9Y508
P06729 P06127
Q99836 Q9BXR5
Q15365 Q9NR12
Q96AX1 O95271
Q13501 Q13303
P63167 P68032
Q99759 Q9H4A3
P18847 Q96ID5
P54253 Q5HYC2
Q5JY77 Q9Y483
P06401 Q13105
O76036 P20963
P30291 P24941
P30086 Q02750
Q9Y5P3 Q96EQ0
P19784 P04198
P29597 P42224
P84022 Q86UD4
P05023 P35611
P19388 P62875
O00339 P35556
Q16637 Q7L5N1
P02794 Q8IWV7
Q9H2X3 P32942
Q15700 O15399
O75582 Q15759
Q9BX66 Q01101
Q14669 Q6VMQ6
P14317 P61160
O43924 P62834
P24588 P63252
Q02156 P17302
Q9NPC6 O75112
Q03181 P48552
P43364 Q9Y2X8
O60500 P06241
Q15269 O75674
Q9Y5N6 Q9UBD5
P17252 P41143
P10600 P36897
P29475 P25100
O00560 Q13002
Q9BT81 Q99717
Q5MNZ9 Q96SI1
P46937 O15350
O60675 Q14494
Q13485 Q96PN8
P00750 P25391
P22607 P62917
Q92793 P17844
P10244 P49427
O43147 O75525
Q8TAS1 P19021
O14503 O00327
Q16621 Q9ULX9
O14593 P48382
Q53ET0 P63104
O14641 Q9NVV9
P43405 Q13191
Q9H4G0 Q14980
Q92729 P35222
P17676 Q92793
P46108 O15162
O96004 Q99081
O43292 Q9H490
Q13873 P18075
Q9Y272 P29475
P02792 P21246
O43570 Q9H079
Q9BVC4 Q8N122
Q7L2E3 Q16576
Q96ST3 P17542
Q9P2Y5 Q9P253
O75886 Q969R5
O14924 P10398
P41240 P16070
Q9P2K6 Q96D15
P43629 O43914
P17980 P54253
O60504 P27361
Q9BY67 Q13368
O14776 P52272
O95837 P32246
Q9UHP7 Q12918
Q96T58 P56178
Q9Y297 O15169
Q9NRD5 P39086
Q92621 Q8N1F7
Q01453 P27824
O15524 Q15370
P56945 O75807
P62312 Q9Y333
P49757 P05129
Q6UWZ7 P38398
Q15047 P50616
Q7Z3Y8 P14616
P41235 Q12778
P63104 P08069
P08069 P41240
P57678 Q9UHI6
P43364 Q9H788
O14492 Q06187
P42229 P67775
P21246 O43147
Q13113 Q7L5N1
Q13332 Q9P2H0
Q14318 Q08209
O75081 Q06455
P17252 P06127
O14786 P49765
P84090 Q5RL73
P20073 P05771
O14798 Q9Y2P4
P49023 O15530
P61981 Q9H4A3
P31749 O15105
P17612 O95477
P01042 P00734
P29400 P14780
P62258 O43896
P06756 P25116
P33402 Q02153
P41567 Q9HAU5
P62330 P20309
P24593 P46379
P42127 P32245
Q15834 Q9UPT5
Q8N5G2 O15198
Q92834 Q92845
P31749 P54253
Q99972 P08123
P23769 P10276
O14776 Q15365
O00255 O14686
O14641 P35813
Q13547 P26358
Q99972 P06733
P42681 P16410
O75293 Q99683
Q9UN73 P78509
Q13363 Q92831
O75116 O14974
P42684 P46108
Q01082 Q6NUQ1
Q9P2A4 Q9C0F1
P17612 O60240
Q15648 P19793
Q6UB99 Q15596
Q9NR82 Q9NRI5
Q03135 Q13418
Q02410 O14936
P06400 P39880
Q9NZQ3 P27361
P25025 P50502
P68400 Q14005
P48443 P10276
Q14524 Q13884
P07858 Q6UY14
Q14050 P02458
O43639 P51116
Q8NFQ8 O14656
P00492 Q9NRG1
P59998 P61158
P37231 P48443
Q9GZV9 P78562
Q93096 P68363
P04899 P18089
P40189 P21860
P25788 P48634
P12004 P24941
P63279 P46060
P27986 P07333
O14649 P62258
Q9BT49 Q15834
P42702 P26441
P67775 Q99250
Q06141 P02751
P17612 Q92934
P04424 P47897
O43638 Q93062
P00451 P04275
Q96ST3 O14901
P12757 P48307
Q16827 P10721
P19634 Q99750
Q12933 Q9H8Y8
P30154 P13639
Q12988 Q9Y3C7
Q05655 P42224
P68402 O60260
P29350 P32927
Q9Y5X4 Q16576
P29317 P33151
Q9P2R6 O15162
P28908 Q9UM73
Q9Y4K3 O00232
P63010 Q6ZU52
Q9UPT6 Q99683
P05362 P01589
P11171 P31946
P12931 P04626
Q99704 P10721
Q9GZN2 Q13547
P36542 Q8N5V2
Q7L3B6 Q16543
O14964 O43318
P60953 Q9NRR8
Q13503 P49336
P54253 Q92794
P13667 P04114
P04637 P08047
Q9P2H0 Q96D09
Q01726 P32245
O75382 P61086
O00257 Q06587
P42773 Q9GZT6
P04062 P07602
Q03014 P29590
P63104 P05783
P31269 P40424
P17813 P27037
O60684 P42224
Q9Y463 P02686
P11362 Q8NFM7
P00492 Q96HA8
Q9H9D4 P14174
P17844 P22087
P12004 P18858
O94985 O60318
P48729 P26583
Q00613 P55854
O75419 P09884
P17181 Q9UKB1
P25440 Q14209
Q15797 P62987
Q9HAP6 Q02410
P17612 P05204
P51398 P10275
P55212 P05198
P17706 P56199
P07384 P02461
O00625 O15198
Q92997 P78337
Q16576 Q8NEU8
Q15678 P35222
Q13425 P11532
P38435 P00740
Q04912 P07947
P12931 P13945
P62714 Q6VY07
P21453 P09619
P30519 P05067
P11226 P04264
P25963 Q9NYS0
O75618 P42574
Q12805 P35625
Q15843 P55036
P61925 P51817
Q01658 Q9NRF9
P17612 P14136
Q8IXJ6 Q13342
O60674 P42229
P11215 Q14773
Q99626 Q16539
Q8N668 P25963
P40425 P17481
P28482 Q16828
Q5M9N0 Q96ES7
Q7Z3B4 Q15834
P51693 P42773
O00238 Q9UNE7
P06746 Q04724
O75369 P21333
P51681 P06239
Q03135 Q10588
O14641 Q7Z7J5
P07359 P04275
Q15819 Q9H5I1
Q12860 Q04721
P17480 P68400
Q9Y371 P49418
P28069 P05412
Q92793 Q9UKI9
P04180 P02647
Q14289 O15530
Q9Y4X4 Q13363
O95477 Q5T2W1
Q0D2I5 Q13426
Q9BYV9 Q9HBE1
P23458 P42226
Q01968 P60953
Q05193 P16333
Q9Y6D5 P47870
Q96H20 Q99816
P24928 Q99728
O14795 Q96GM8
O00220 O95999
P01100 Q04206
Q9Y618 P04150
P54132 P20591
Q92793 P05412
Q13526 Q8IZ52
O94811 P04406
P31749 P63104
P52926 P19838
P55072 Q9UBN7
Q9HC98 P23443
Q5RKV6 P11474
P55211 P43146
P07948 P06493
P53816 Q9NRR5
P12956 Q9BTW9
Q15121 Q13393
Q15833 Q16623
Q8TD08 P04150
Q96GW7 P09238
Q13111 Q13263
P11150 P04114
Q13155 P07814
P43355 Q9NR46
P43694 P52952
P09668 P02818
Q96N16 Q9UBS5
O15111 Q9UGK3
P53779 P04637
Q12929 P18084
P42338 P27348
Q15172 P10636
Q01860 P26583
Q96A23 Q5TB80
P51685 Q92583
Q9P021 Q15700
P09237 P48509
P09211 Q12933
P19532 P09429
Q13526 Q7Z5J4
P04629 P27986
Q9Y490 P18084
Q99717 Q96T60
P08581 P27986
Q15788 P42226
Q92599 Q99719
Q8N114 P04637
Q9Y2U5 P45983
P03372 O94989
P84022 P21980
Q9UQN3 Q8ND90
Q08116 Q9BWH2
P02787 P17936
P31749 P98177
Q9Y4Y9 O15116
Q09472 Q14676
P56279 P31751
Q99750 Q14781
P30419 Q9Y689
Q96RY7 Q9NYQ7
Q9H4E5 P60953
P43364 Q8IYD9
Q9UHC1 O15457
Q00403 Q09472
Q13148 Q9UNZ2
P21860 P27986
P22681 P46108
P51693 P62328
Q8WVV9 Q13838
Q9Y3F4 P62304
Q04771 Q04323
P27986 O14512
Q15835 P35243
Q9NPE6 Q14990
O75665 Q9Y383
P49771 P21583
P98160 P17301
Q13177 P53667
P21796 P51808
Q14192 P06732
Q99728 P38398
Q9NZS9 Q92851
Q07817 P49768
P38435 P00734
Q96BD5 Q9P0W2
P14625 P04626
Q99743 Q09472
Q9UMQ3 P11831
O15397 P46060
Q7Z3T8 Q15075
P07996 P02452
Q16739 Q16799
P27448 O75439
P02751 O75173
Q05516 P56524
O76003 O95544
Q9NRR5 Q8WV48
Q14289 Q8N5H7
P08138 Q96GC6
P09237 P01009
Q9BQA1 P14678
Q14161 P49023
O15162 Q9NTK1
Q16787 P00747
Q14974 P17936
P51116 Q15041
P40925 P21695
P24394 O60496
P42566 Q9Y6I3
Q15650 Q09472
O60260 P41220
P78314 Q9UJU6
P14373 P29590
Q02539 P24522
Q96J02 P05412
Q9UKX7 P62826
O00560 Q01344
Q14974 P55060
P51572 P63261
P15289 Q13873
Q9HAU0 Q9Y4Z0
Q5JS13 P62993
P49841 P10636
Q9NYF8 P50402
Q9BXH1 Q92843
P31947 O00444
P29597 P07948
Q16594 Q12962
Q13432 P49903
Q13867 P05067
O75676 P01100
Q9BY67 Q6VMQ6
Q05516 Q9UBN7
P11142 P04114
P33151 Q9NPB6
Q9H0K1 Q53ET0
P11226 Q9NPY3
O14925 Q99595
Q99759 Q9UHV9
Q14644 P62834
P30281 P38936
P16035 P22894
Q9HC62 P29590
Q86SR1 Q8TAX7
P52945 P15923
P12931 P04439
P27986 P36544
Q9UQB3 P49768
P48552 P03372
P00533 P53675
Q9UBJ2 P40855
Q9UI14 Q6ZVK8
P51659 P60709
Q92831 O95359
Q9BVC3 P12004
Q9H2G9 Q9H8Y8
P45973 Q9Y689
P01344 P00747
O95551 P25942
Q9BVG4 Q96I34
Q9NWQ8 P06239
O15379 Q9UIS9
Q9P2H0 Q5UIP0
Q9H840 P62318
P14859 P26583
P31749 P67809
Q15678 Q07157
Q9BPU6 O14531
O96018 P11274
Q03701 O15350
Q96D09 P11229
P03956 Q99616
Q14469 O15360
P0DP25 Q9UM54
Q15654 Q9H5Z6
Q9UHV7 Q9ULK4
P54253 Q9NR31
O00255 P30876
Q92878 O60934
Q9UBW7 P35637
O15514 P62875
Q6QNY1 Q8TDH9
Q15669 Q12809
P12956 P09466
Q8WYK2 P15336
P12757 Q8WUA8
Q96RT1 P12830
P29350 P11274
O00165 P01583
Q8TEW0 Q8IVF5
Q9NZN5 P61586
P35568 Q9UM73
Q9Y4K4 P46108
P08183 Q03135
Q5H8A3 Q9HB89
P11473 P09769
Q92979 Q07666
O75582 Q92793
P24666 P35222
Q9UKY1 Q99728
P59768 P62873
Q99689 P42858
P46060 P49792
P36542 Q9NY33
P15036 P12931
P11532 P46939
O43566 P08754
Q16630 Q53G59
P22607 P02008
P63104 P06733
P50750 P49427
Q9NPH0 Q8N357
P51114 Q5T3J3
Q13555 P07101
P04183 Q13432
Q9H2S9 Q9UKS7
P50281 P51884
Q16594 P38432
Q9Y222 Q6VMQ6
P10275 Q05086
P01112 Q9P212
O75525 P0DJD3
P42229 P20963
Q16890 Q8IZ08
O94906 P04150
Q9NWZ3 Q99836
O15198 Q04771
P04637 P11387
Q92499 P61978
P16333 P21917
Q6EEV6 P10809
Q99459 P33991
O95571 Q96ID5
P42574 P08670
P42345 O14939
P10144 O95155
O15259 Q13885
O00238 Q14D04
P42345 P23443
Q99612 Q14181
Q9Y2T2 P55087
P61981 Q8WWI1
O43516 P08631
P08246 P08697
Q01844 P62899
P27986 P35225
Q9HBE1 O75030
P08047 P84022
Q8TD19 Q8TD16
P07948 Q05655
P57729 Q13485
Q14511 P28329
P22301 P01023
P46940 Q12904
Q16890 O43399
Q99689 Q5UIP0
Q9NXR1 P43034
P02751 P02462
O95751 P15622
P40425 P51965
Q04771 Q9H082
O14627 P20719
P63244 P05556
Q08881 P06241
Q15047 Q16695
P49796 Q8WXI2
P46109 P16234
Q15052 Q15797
P51532 P82094
Q9Y4H2 P19235
Q9Y6I3 Q9Y3C7
P46527 P20248
P59768 O95180
Q16799 Q9H8W4
Q13367 Q92572
Q86WC4 Q9UGC6
O43526 P0DP25
Q9Y2R2 P41240
Q14831 Q9NRD5
O00151 P12814
P58335 Q01955
P30154 Q99497
P14209 Q96C92
Q8WTV0 P02649
P30154 Q06830
P17844 Q15788
O75934 Q92731
Q04941 O95163
Q05655 P31431
P42226 Q71DI3
P17535 P41182
P33151 P35968
P62805 P24522
Q12888 Q04206
P35555 P07585
P48357 P05090
P23945 P62987
O15164 P29590
Q12968 Q15361
Q13428 P12004
Q9UBF9 P12814
Q9Y421 Q9UNZ2
P27986 P62993
Q86X55 P11940
P09493 Q13563
P84022 P05388
A1A4S6 Q13177
P43405 Q8IWV1
O95747 Q9HCE7
P26045 P43403
Q15744 O43166
P54259 Q9BQ66
Q96NY8 Q15223
Q13547 P08047
O15198 Q9UIQ6
Q7Z6J0 Q9H2E6
Q9NQG6 P61981
O60315 Q7L5N1
O43639 Q99704
P43405 P09769
Q05586 Q00610
Q9UKR5 Q96SN8
P03891 P12931
Q9P104 Q16288
Q13501 P28476
P35638 O43791
O14543 Q15369
Q00169 P19174
P81172 Q9NP59
P21333 P49768
Q92845 P25054
Q02962 Q9UQF2
Q5PSV4 Q9HCU9
Q9HCU9 O15131
Q9NZJ5 Q16236
O00291 Q00610
P42574 Q16513
Q9Y3L3 O43426
Q15642 P12931
Q86Y82 P60880
O95619 Q12824
P68363 P49023
P27986 P19022
Q9HB71 P04271
Q9BZG1 Q13485
Q9Y5N6 P49736
Q14134 Q8NHQ1
Q16778 P00709
Q15029 O15145
Q14686 P09874
P53618 P84077
Q12846 P60709
P0C1Z6 O60936
Q14500 O14910
P06756 P08253
P78381 O15162
P24385 P40763
Q13042 P53041
Q05195 P04198
O00238 P10114
P28482 P50616
Q9ULB5 P55291
P40763 P17948
P04437 P01889
P63098 Q08209
P60981 O15198
Q92609 P60520
P18887 P09874
P29350 Q92734
Q9H633 O75818
P06400 P49715
P11142 Q04864
Q9BX70 Q96ID5
Q03113 P21731
O60716 P28827
Q15645 P30039
O14879 Q05D60
Q9BV20 Q6VMQ6
P37198 P49790
Q9BX70 Q9NPI1
Q9Y5Y6 P00749
Q9Y3C5 Q96CV9
O75340 P25445
O14978 Q9NWS9
Q8NBJ4 Q8IYL3
O00330 Q09472
O00470 P31270
P06493 Q05682
Q86VF7 P18206
P06239 P06127
P03372 P56945
O15524 P35568
Q96G01 Q13561
Q9UI32 Q15700
Q99683 Q12933
Q9H3N8 P30679
Q9UQF2 Q16584
Q92979 Q96DW6
O75909 Q9BQ66
P54257 P56134
O43768 Q96SI1
P84022 Q9HCE7
P00533 O75159
P50750 P04637
Q12988 Q9NRN5
Q6Y7W6 Q9Y2W2
P09132 P61011
Q155Q3 O15169
Q14524 Q12959
P78314 P19174
Q6PIU1 Q14721
P01024 Q07954
Q13309 P63208
Q04725 Q04724
Q6IA17 Q9NR96
P15498 P84095
Q9H0U4 P31150
O75554 P14678
P35442 P08253
O94985 Q99767
Q9HCP0 Q12778
Q9BWS9 Q9NY15
Q15788 P11473
Q15047 Q5UIP0
Q99836 O60602
P62993 P06241
P07288 P00747
P15927 Q13432
Q9UNW1 P11831
Q9UBP5 O15162
P52565 P46527
P22748 P02730
P16591 Q14247
P42574 Q14005
P49759 O43172
Q12774 P19174
Q8TAD8 Q92793
P20366 P25103
Q9UNZ2 P55072
Q08170 Q13247
P42574 P09429
Q99952 P04626
Q9Y4K3 Q99759
Q96CW1 P09958
Q12931 P06400
Q15545 P35869
Q16891 Q9Y6M9
O14978 Q9H8W4
Q6ULP2 O43747
Q15797 Q96RT1
Q92934 Q92843
P61296 P15923
P25685 P15559
P10451 P08648
P68402 Q9BZL4
Q06124 P16284
P26367 P63167
P12644 O95405
O43148 O60942
Q8TEW0 Q9NQ66
Q13546 Q9Y6K9
P62508 P0DP25
P01112 P15056
P50222 P52198
Q99942 P13569
P18848 Q16236
