P15938 Q12354
P25491 P53541
P22470 P08518
P23968 P47135
P53060 Q12349
P28707 P02829
P25379 Q00772
P43569 P43569
Q12338 Q05635
P00830 P36130
P53944 P06774
P36047 P04385
P38629 P02829
P38286 P46965
P51601 P24814
Q12522 P53877
P22579 P43609
P32524 Q07350
P53112 Q07418
Q02794 Q06204
P06106 Q02821
P15790 P10080
Q02260 P17121
P38842 Q08271
P15646 P27476
P32386 P25639
P53332 P38238
Q07980 P15565
P32767 P32499
P47135 P04051
P04173 P40048
P38909 Q12407
Q08685 P38968
P07703 P32910
P02309 P02293
P40567 P38811
Q03375 P12962
P47113 P53130
P23641 P38217
P25377 Q12265
Q08273 P04385
P40024 P41807
Q08622 P33759
Q04121 P41930
P38276 Q02630
P12689 P14284
P39969 P21339
P39014 Q12020
P47135 Q12354
P32611 P38217
P38428 P46961
P32806 Q08960
P38328 P53960
P34730 P40494
Q06673 P39743
P39692 P53196
Q06263 P27344
P17255 P32842
Q06410 P53877
P23202 P17214
Q02821 Q02199
P29295 P34217
P09440 P07347
P87282 Q08649
P00924 P25343
Q08215 P40155
P40055 P53254
Q12517 P38203
Q08278 P53114
P06782 P38782
Q02630 P36032
Q08162 Q05636
P38555 Q12223
P32899 P47083
P06787 Q12473
P39960 Q01159
P40522 P40088
P04173 P15790
P53210 P32432
P47079 P18851
P19262 P38129
Q08032 P29469
P32259 P33203
P23301 Q08273
P38112 P37838
P15992 Q03957
Q02821 P06843
P43321 P53339
P20435 P08518
P43562 P16151
O13563 P53196
P04147 P40561
P04385 Q04437
P15891 P08458
P48237 Q07623
P31111 P40164
P32522 P57743
P25342 P53890
P42073 P27637
Q12050 P40339
P04173 P08018
P38011 P47089
Q02821 P22579
P17709 P33308
P53082 P12695
Q03935 P50091
P53932 P33335
P25298 P20448
Q08723 P38737
P16140 P31378
P40413 P33750
P54999 Q03776
P38272 P38272
P39682 Q02260
P32899 P53254
Q05979 P06243
P04173 Q12024
P12709 P32801
Q12349 Q03790
P38993 Q12380
P04385 P32350
P53091 Q04062
P06243 O13555
P23202 P28320
P23595 P54786
Q07418 Q03824
P02829 P04385
Q12021 P47079
Q04697 Q06451
P09440 P31380
P06785 Q02892
Q03834 P32445
P41808 P25491
P02994 P52492
P25344 Q02948
P25491 P26309
P19882 P24719
P02309 P38110
P52490 P16140
Q00772 P04385
Q00578 Q12004
P28707 P47135
P04385 P07260
Q03497 Q08754
P32263 P06787
P22804 P53622
P38615 P38427
P33892 P32333
P25491 P53916
P25648 Q12124
P15646 P25582
P32473 P32528
P40518 P53731
P30656 P40303
P50874 P38826
Q12223 P17709
P48836 P39111
P49686 P34216
P40461 Q06675
P16140 P38308
Q04226 Q04272
Q12464 P53632
P38691 P53233
Q07921 P38960
P04819 P17709
Q08723 P33299
P30822 Q12524
P39985 Q07623
P27895 P27895
P32602 Q01590
P20053 P32381
P25347 P07251
Q12194 P30656
P39996 P32621
P00924 P41811
Q12343 P48232
P19262 P34221
P38344 P38861
P38077 Q04964
P40089 Q12096
Q01560 Q03957
P39702 P12868
P11986 Q12154
P40089 P20053
P00358 Q03497
Q02821 P33322
P18480 P09547
P29469 P54784
Q12060 Q02336
Q01649 P25491
P38922 P38346
P21374 P21374
P38993 P36057
P38886 P28274
P53975 Q07895
P19880 Q08649
P53323 P38764
P32350 P16387
P53233 Q02783
P80428 P53201
P40991 P38789
P32842 Q03655
P15790 P22579
P53843 P42826
P25694 Q04638
P47166 Q99260
P47167 P38265
Q00245 P43639
P53322 P38992
P38883 P33759
P23644 P47106
P22936 Q08729
P32495 Q03532
P47115 P38041
Q03388 P53930
P47105 Q12349
P36160 P38789
Q12754 P40160
Q04233 P06782
Q12460 P40362
P47093 P38769
Q08962 P32334
Q06708 P12385
Q08229 Q99299
P39517 P41811
P40327 P38886
P53918 P46961
P22133 P22137
P39969 P47135
P15873 P40348
P53040 Q07508
P53933 Q03776
P38987 P22147
Q02821 P00958
P25491 P38987
P19263 P21243
P40460 P23201
P32599 P00924
P41896 P32585
P32628 P38764
P22147 P15790
Q06208 P43579
P04173 P20053
Q04491 Q12055
P38633 P40573
P23301 P12611
P39078 P38987
P46965 Q07904
Q12136 Q12506
P34730 P25579
P38790 Q08729
P36006 Q01389
P09798 P40577
Q06639 P48743
P38856 P32521
P25379 Q12347
P25615 P04173
P48236 P53868
Q12250 P33297
P47172 P26755
P14291 P22147
P20434 P32529
P17442 Q03048
Q12499 P20448
P04385 P04387
P35723 P53045
Q08208 P15790
P53933 Q06440
P38308 P25293
Q07798 P53045
Q06410 Q06628
P04050 P32570
Q12379 P23394
Q12124 P33308
P35197 P53093
P49166 P38871
P18409 P43555
P40484 P22204
P46991 Q12136
P18239 P32602
P47135 P38852
P32564 Q12223
Q03897 Q12329
P32944 P39014
P22336 P41800
P54784 P09119
P07246 P38244
P25491 Q12379
Q06224 Q01329
P38987 P40892
P29055 Q06697
P32524 P36166
Q02896 P38356
P38264 P13586
P06779 Q03071
Q12102 P36104
Q02354 P38431
P40151 P40958
P06786 P05150
Q12464 P06839
Q04491 Q03897
P53045 P12685
Q06208 Q12418
Q12749 P32327
P19262 P53323
P53043 P09624
P39010 P18851
P32366 Q06813
P41543 P41543
Q08723 Q04062
P40054 P38226
P32806 P12695
P04147 P40055
P36057 P36057
P53397 Q08096
P05150 P34221
P04147 P38217
Q06218 P32337
P52891 P53053
P53181 Q06815
P53870 P38849
P32628 P40087
P25454 P06778
Q04924 P28626
P39711 P38822
Q05040 Q06001
Q00764 P29469
P07991 P40565
Q08004 P53961
P25694 P15442
P06701 P17709
P02994 P10823
Q08949 P16140
P53201 P38811
Q00764 P32459
P52891 Q08746
P47135 Q05867
P23337 P47011
P40494 P19882
P08518 Q12223
P25300 Q07418
Q12124 Q12343
P38291 P28005
Q12455 P10127
P38286 P53835
P38262 P36124
Q02892 Q12522
P53549 P33299
P36168 P34217
Q06506 P35194
P38993 P38286
P23638 P32911
P38782 P36103
P24814 Q12018
P09119 P24279
P33204 P32381
P43639 P06786
Q08241 P43582
Q02795 Q04697
P07249 P11746
P08964 P53141
Q08817 P35193
P53883 P42846
P40476 Q12349
P46956 Q02774
P25357 P53039
Q07350 P06738
P48837 P14306
Q12136 P53339
P07560 Q08484
P17883 P32527
Q04660 P39079
P25659 Q02821
P38842 P16661
P38874 Q06706
P53254 P38930
P49018 P87284
Q03654 P21374
P06787 P32380
Q06169 Q12066
P53323 P18759
Q04370 P07149
P40494 P38080
P07257 Q00916
Q12372 P53337
Q06683 Q04773
P08678 P16387
Q02336 P39081
P14747 P41940
P41806 P43599
P32904 P25046
P53721 P53968
P48240 P53256
P52917 P69771
P06105 P19735
P33895 P31111
P14741 P23641
P38691 P33301
P38217 Q03063
P25491 P53156
P50111 Q02821
P08566 P38217
Q02795 Q02774
P38822 P25359
P02992 Q00776
P38682 P41811
P36047 P16140
P43605 P40541
P40963 P40963
Q06410 P36131
P32915 P36057
Q08842 P21827
P23542 P32457
Q08032 Q03406
P38263 P25569
P47079 P38987
P07284 P38197
P53040 P03069
Q02629 P30822
P31334 Q06630
Q07508 P34160
P32805 P50113
Q03330 Q12030
P35187 P32829
P25694 P38987
P49018 P38264
P38822 Q12342
P38041 P53939
P07703 P02994
P06243 P25694
P25347 P40364
Q04305 P25635
Q03655 P38353
Q12522 P06103
P53165 P38129
P53750 P13902
P19263 P25046
P53914 P40055
Q00539 Q07508
Q12343 Q03177
P32449 P40054
Q12206 Q12464
P15705 P28707
P15873 P38630
Q12380 P04385
P24280 Q03441
P46965 Q04651
P30822 P21827
P54786 P54786
P40537 P14291
Q12251 P25454
P32454 Q06213
P53622 P41811
P20676 P53184
P32381 P32528
P06782 P38915
P53622 P22214
P34253 P53074
P40054 P39517
P14540 Q04660
P07834 Q08273
P14680 Q08496
P40070 Q03388
P25582 P36160
P53939 P38074
P14680 P30657
P16522 P07251
P31374 P32861
P0C0X0 P39998
Q02574 P36092
P17555 P15891
P32504 P21965
P32502 P33419
Q08208 Q07381
P38822 P47146
Q08533 Q08949
P48361 P48361
P40548 P38356
P38691 P38873
Q07350 P31116
P40856 P04840
P50111 P38785
Q08216 Q02574
P41811 P12753
P43604 P21242
Q12171 P47017
P39682 P33334
Q12505 P04173
P47122 P38129
P40069 Q08273
P33767 P40350
Q06178 Q06178
Q08271 P04817
P32457 P25342
P39009 P14540
Q12446 P07251
P31384 P38931
P25346 P38819
Q03012 P43132
P38292 P40054
P25359 P38633
P46956 P50944
P13186 P14747
Q12280 Q07872
P39970 P53043
P53905 P36048
P38889 P10961
P31384 P04385
P22138 P36000
P14747 Q06103
P38262 P00830
P51534 Q08955
P53829 P06102
Q12749 P43616
P53388 P38729
P41811 P36148
P32337 P06774
P02309 Q00362
P36164 P54070
P40056 P40202
Q12461 P47017
Q12499 Q06506
Q02574 O13573
P09624 P22204
Q05583 P15992
P36127 P38822
P53934 P38822
Q07623 P25586
Q06629 Q04477
P39717 P53130
Q12276 P40991
P17214 P53091
P27929 P33759
P19524 P46970
P26309 P39078
P36057 P49018
P32837 P39742
P38987 P42884
P14741 P22137
Q03306 Q04748
P27692 P22138
P41835 Q02821
P29468 Q06102
P47037 P33892
P32905 P34730
P22141 P23638
P32793 Q04322
P00447 P00447
P22336 P06778
P37370 Q12446
Q00776 Q02892
Q06644 P25358
Q12349 Q06406
P38217 P49686
Q06675 P40993
P40573 Q06640
Q12157 P38042
P32457 P05694
P40054 P38265
P41338 P32911
P40073 P40367
P53297 P04147
P19882 P40565
P02309 P39730
P53930 P31376
Q03667 P54867
P20053 P36048
P18851 P25303
P18851 Q03818
P38153 P25491
Q02574 P38306
Q12349 P32806
Q04149 P04397
P48232 P25344
P38992 P53273
P06168 P12754
Q04183 Q03630
P07259 P30620
Q00916 Q02821
P26755 P08566
P06777 P54784
P53933 P32793
P19736 Q04693
P53278 P36047
P48581 P53933
P33304 P32468
P23639 P25451
P35727 P48837
Q04660 P40010
P32628 P33299
P16474 Q12749
P05150 P53933
P40574 P40574
P00924 P23642
Q12451 P40075
P39984 P00830
Q12380 P06168
P38987 P16861
P22137 P25347
Q12349 Q03218
P36160 Q07623
Q04003 Q04003
Q05471 Q03388
P42846 Q06436
Q02774 P38993
P14741 P16140
P39743 P04385
P38795 P38795
P33200 P25343
P38737 P23639
P16140 P23642
Q01389 Q01389
P43560 P07703
P14724 P09798
P00830 P07703
P45819 Q12175
P04173 P13434
Q06640 P52286
P25630 P06243
P25694 P36009
P06774 P43586
P34909 P39008
Q02199 P49687
P53900 P53378
P38316 P40344
P29055 Q12285
Q12263 Q03954
P0C0X0 P38254
P32629 P50108
P41909 P32386
P32381 P41940
P07342 P53622
P16649 Q03690
P28742 Q00916
P09938 Q04177
P16151 Q04396
Q07732 P19736
Q03231 P38251
Q08109 P12683
P09798 P09798
P25583 P40218
P47093 P48240
P40567 P07866
P38555 P53108
P46988 P32366
Q99257 P32263
Q02821 P08536
P38316 P04173
P32523 P21374
Q04922 P38829
P39743 P28274
Q02821 Q05543
P32366 Q12063
P20436 P47076
Q07457 P47037
P06843 P16522
P40364 P12753
Q06245 P19658
P38804 Q03656
P20448 Q12460
P25491 P04819
P39744 P32495
P17214 Q04373
P40495 Q08032
P12962 P25293
P38170 Q05934
P30656 P23638
P15180 P19735
P53043 P35192
P53322 Q04949
P42073 P20448
Q06631 P25635
P25623 P39551
P38987 P32906
Q08235 P21304
Q06629 P25847
Q02950 Q05468
Q08903 P32366
P38953 P16140
P13186 P27637
Q04110 Q12306
P31378 P23641
P38182 Q12292
P41811 Q12464
P32854 Q03860
P38333 P53251
Q12248 P30822
P15790 P40362
P53599 P23641
P23776 P22133
P38249 Q12124
P11978 Q03661
Q12421 P27999
P47079 P32581
P25358 P38992
P25491 Q08601
P32801 P17255
Q12464 P25301
P38810 P15303
P16151 Q01590
P00830 Q12417
P33313 Q00947
P38334 Q03784
P32349 P22134
P40970 P53224
Q12129 P30771
P30665 Q12146
Q04746 P41901
P53935 P53829
P53549 P07270
P25385 P22213
Q04599 P53875
P23595 P21242
P23301 P38348
Q12118 Q06325
Q06697 P38439
P22141 P23595
P38236 P25583
P12709 P53965
Q08234 P32796
P06786 P04147
P36121 P06787
P16474 P07276
P48743 P02309
P49573 Q99385
P09232 Q12018
P38219 P25847
P15705 P38111
P47115 Q02821
P52286 Q04847
P32588 P22082
P54786 P06701
P20676 Q05911
P18412 Q12464
Q12028 P43615
Q06512 Q06208
P53253 P08153
P51979 P53917
P42841 P42073
Q04437 P25567
P48743 P32597
Q04370 P22137
Q04175 P20676
P38282 Q03338
P22134 P04147
P53281 P00812
P38127 P38822
P38789 Q03532
P00127 P32259
P38328 P40518
P08566 P16861
P47079 Q06834
P53632 P37267
P38147 P49573
P38822 Q12130
Q02821 P15019
P22214 Q12451
P18851 P32917
P53220 P32897
P12709 P26755
P32610 P17255
P22336 P40562
P39014 P12709
P46995 P17123
P23255 Q04226
P46956 Q08227
P05750 Q05905
Q04049 P15873
P32908 P39013
P15790 P53064
P30624 P22204
P32191 P53157
Q02821 P25454
Q01852 Q12229
P25491 P31384
P32458 Q04921
P87270 P38962
Q12522 Q04373
P25635 P33750
Q12161 P02309
P35206 P38819
P07251 Q00772
P38264 P35206
P14906 P46961
P50896 P32505
Q01532 P38753
P32566 P33306
P40956 P40040
P08539 P11972
P32381 Q05933
P22209 P22209
Q12372 P53332
P39946 P33401
Q06405 P07251
P20457 P21951
P14682 P14682
Q12127 Q06208
P25087 Q12274
P38129 P15992
Q02630 P40069
P41800 Q12453
Q12032 P29295
P47135 Q04344
P50874 P54784
P38993 P49018
P43639 P43639
P47135 P20051
P38273 Q03308
P32473 Q12417
P34221 Q07381
Q12411 P32524
P53233 P04173
Q03834 P43609
P40348 P19358
P32939 P38273
P26755 P16474
P32571 P32473
Q02630 P31539
Q06706 Q06706
P22336 P15992
P36164 Q05521
Q99257 P17629
P38953 P04385
P02309 P25298
P32324 P17157
Q02979 P25646
P07260 Q04675
P14904 P17255
P52918 Q02630
P40073 P53552
P32902 P28817
P39998 P39998
P31244 P35187
P40054 O13569
P32912 P32939
P38789 Q06218
P17157 P00924
P39743 P16474
P48581 P48581
P36082 P47135
P53112 Q08215
P17214 P34241
P04147 P32458
P12709 P06839
Q02884 Q02884
P53298 Q02732
P40413 P53904
P32793 P39743
P38249 Q05775
P53269 P18852
Q12018 P53061
P22141 Q06103
Q05359 P54837
P32468 P43321
P16151 P14906
P25046 Q08278
Q12289 P13712
P28274 P38217
P39517 P40085
Q04149 P53551
Q07688 Q07084
P26448 P15992
P41808 P15992
P47139 P50101
Q08199 Q06688
P19524 P53256
P32911 Q00764
P46961 Q04697
Q00772 P40495
P43639 P02309
Q02260 P34234
P28000 P07251
Q08004 P35194
P53082 Q08729
P40070 P47017
Q07508 P33203
P37370 Q05080
Q06032 P32829
P22515 P33330
P38328 Q05933
P33767 Q04629
P39079 Q12417
P25385 P32074
P39944 P38080
P12695 P24814
P32504 P17106
Q01159 Q08236
P38191 P40492
P38251 P40339
P53188 P33338
P53181 P32912
P20484 Q04660
Q12495 P21691
Q12277 P47093
P25385 P41811
P12709 P08153
P40968 P28004
P04051 P27999
Q12692 P53067
P38999 Q12125
P53323 Q03705
P11076 Q04675
P46673 Q02629
P80428 P02293
P22804 Q03860
P11747 Q04226
P36048 P32495
Q12063 P53239
Q12415 P39103
P32386 Q04437
P22216 P14737
P20486 P38360
P32354 P39011
P53117 Q08387
P31381 P47154
P07342 P39928
P53298 Q06675
P40061 P38346
P38262 P54786
Q06554 P05150
Q08032 Q12146
P32381 P30665
Q08273 Q07878
P25298 P25299
P40047 P29055
Q12024 P38987
P25046 P40356
P14540 P33322
P47079 P33750
Q00362 P38164
Q12464 Q12152
P02309 P38890
P39935 P06843
P36062 Q08729
P06242 P53124
P33329 P36047
P25046 P32585
Q12263 P32468
P40089 P53905
P38285 P53290
P21242 Q02630
P53622 P40070
P43321 P40070
P22855 P07703
P53890 Q03913
P53905 Q12420
Q06625 P47068
P38217 P40069
P38293 P30656
P32837 P38829
Q08952 Q12265
Q04418 Q08270
P28496 P36062
P42943 P38987
P06243 P19882
P14065 P19735
Q02455 P32570
P53238 P53238
P19882 Q12347
P38217 P38333
Q08750 P07244
P07149 P19097
P38775 P21264
P50875 Q03330
P38729 P25358
P38822 P19262
Q03532 Q04660
P32803 P15303
P04397 P19735
P22035 P40567
P53130 P23595
P10127 P32911
P40041 P32366
Q06224 Q12102
Q08230 Q00711
P32502 P39968
P39704 P54837
P14742 P24719
P07257 Q00772
P36037 P34223
P54786 P38041
P32502 P32263
P53040 P31374
Q03655 P53337
P32803 P32915
Q08235 P53254
P38729 P38072
P38240 P30624
P07560 P32601
P35497 P32337
Q07442 P02309
P36108 P25577
P38203 P04397
P29469 P38132
P47083 P40055
Q05080 P53316
P53968 P46970
P32573 P25632
P38902 P04050
Q08649 P40856
Q08729 Q04322
P17214 Q99181
Q05775 P06103
P40325 P40325
P07251 P25615
P27636 Q03497
P25296 Q03652
P20433 P08518
P41811 P07703
Q04177 P38219
O13550 P47093
P49687 P48837
P33759 P28778
P40482 P48415
P02293 P26188
Q12159 P53861
P28007 P32505
P38953 P47079
P53104 Q12527
P32381 P53549
P30775 P25644
Q03435 P43579
P40055 P25635
P47135 Q12325
P38729 P08456
P40362 Q12511
Q12066 Q04947
P38165 P01120
P40570 P53550
P46949 P38339
P38785 P38785
Q02574 Q03818
Q00916 P14922
P39011 Q07872
P40344 P38862
P43558 O94085
P07703 Q03264
P38353 Q04697
P08456 Q03790
P20486 P38957
P53927 Q12522
P15938 O13575
P53599 P16474
P53895 P53895
P39940 P18634
P40107 P38822
P53742 Q12522
P47154 Q03655
P40348 P47079
Q08387 P38779
Q12199 P36123
P50105 P40856
P53550 P08638
Q03654 P36048
P33754 P39742
Q12159 P32337
P25619 Q12136
P43596 P22579
P24482 P21951
P32569 P28241
P19882 P26309
P53958 P38903
P53064 P35177
P18239 P38217
P32863 P02994
P10614 P28496
Q12431 P25574
P28000 P06243
P32588 P32505
P53298 P32504
P43588 P22141
P38333 Q12754
P12954 Q06148
P39705 Q06142
Q06338 P47135
Q03860 Q02724
Q04003 Q99314
Q06679 P25342
P38779 P39744
P25694 P05986
P25574 P47133
P41811 P25694
Q03322 P53039
Q99287 Q04947
P19735 P32454
P36130 P39076
Q04226 Q12030
Q12514 P37838
P53251 P32337
P37292 Q03730
P38316 P15992
P32499 P39705
P53906 P47135
Q08650 Q12274
P40169 Q06815
P24482 P49956
P38286 P49573
Q07879 P47135
P38629 P07251
P40507 P53632
P29366 P11433
P39986 Q03655
P36125 P38822
P36057 P04817
P23639 P32337
Q08817 P53915
Q06287 Q12230
Q04338 P36015
P38311 P29055
P39009 P19882
P21538 Q03898
Q99181 P22137
P32610 Q04437
P18239 P22214
P38112 P08678
P26754 P28519
P04819 P38699
Q12460 P25586
P39958 P38555
P25632 P38523
P38111 P12385
P39961 P38633
P38999 P48567
P53923 P54839
P40066 P32264
P38779 P26321
P53878 P41811
P26755 P02829
P35723 P25297
P54860 P33202
P25344 Q06410
Q12420 P33334
P46970 Q08550
Q08749 P47045
P18851 P32902
P02994 P32458
P06633 P06633
P07251 P61829
P25644 Q12468
Q06632 Q12102
Q06689 P47135
P32264 P05453
P36160 Q03532
P40164 Q06407
P38992 P38286
P17123 P32337
P36015 Q01590
Q05568 P29340
Q12107 Q12440
Q12159 Q07395
Q02821 P25367
P31384 P33892
P25046 Q12321
P39520 P25344
P06701 P07256
Q03761 O13547
P32639 P49704
P39955 P40956
P00830 Q03899
P25045 P53224
P32793 P40325
P04161 P25337
P47027 P19882
Q06208 P25563
P33296 P18239
P12695 Q00684
P33895 Q07457
P28007 Q07623
P16370 Q06834
P22137 P38191
Q03782 Q00539
P32494 P40460
Q04601 Q12440
Q01649 P47149
P38763 P53717
P47128 P07253
P23201 P32490
P53156 P32582
P53895 P21264
Q12241 P20795
P23292 P25371
P40513 P06774
P46948 Q12149
P39743 P33200
P38691 P25301
P19882 Q06164
P14741 P04397
P47093 P47068
P53845 P38555
P32591 P18888
P04385 P12753
P30822 P32569
P47135 Q99373
P53731 P33204
P28320 P25293
P08458 Q12449
P38842 P53954
P38931 P32570
Q06321 P31334
P07149 Q04437
P35202 P32569
Q05022 Q07623
P26188 P11076
Q04048 Q12309
Q12417 P32523
P15873 P17709
P40218 Q06208
P28791 P41834
P37366 P06839
P34246 P46655
P37838 Q06436
P53040 P38915
P32944 Q12433
Q12063 P15992
P11978 P06701
Q04660 Q00684
P14680 P25491
P16661 P38286
P06168 P32457
P43593 P40016
P32325 P32562
P12709 Q00916
P15992 Q03944
P38139 Q02890
Q04279 P06782
Q99247 P51601
P09201 Q99257
P02309 P53037
P53861 P40050
P47075 Q04697
P36057 Q02574
P53045 P32803
P39081 Q06411
Q02895 Q02821
P38315 Q02630
P25293 P06774
P00924 P08417
Q06410 P33420
Q12359 P38131
Q07457 P32900
P47093 Q03338
Q06819 P53905
P19262 P32337
P10862 P57743
P19882 Q03020
P35187 Q12083
P23624 P02994
Q08273 P40850
P51998 P53875
P53210 Q08001
Q04377 P25367
P06243 P04173
P40364 P38316
P41921 P41921
P53541 P25694
Q12514 P46677
P35723 P38842
P40055 Q08235
Q00772 Q12224
Q06224 P35728
P09440 P38199
Q06204 P40917
Q06682 P25694
Q08204 P87108
Q01722 Q00916
P19735 P38274
P38191 P47135
P39954 P53011
Q12230 Q03944
P28241 P53196
P26343 Q04411
P16474 P22133
P38827 P38123
Q08162 P15938
P06779 P25694
Q12346 Q12346
Q12460 P06786
P40327 P32496
P38883 P18239
P40462 P47135
P38781 P04802
P23641 P41811
P38691 Q12152
P38122 P38633
Q12306 P37263
P31111 Q12018
P22211 P38840
P32569 P43610
P32368 P87284
Q06675 Q02732
Q12023 P20449
P30620 P38691
Q03654 P49955
Q12468 P40512
P53914 P38333
P12709 P38086
P53207 Q02260
P38264 P27514
P07259 P31384
P36009 Q12329
Q08417 P29055
P00830 Q12152
P06782 P07259
P22336 P04385
P53196 P53549
P20795 Q12255
P12687 P36520
P12709 P32468
Q02608 Q08004
P38826 P54790
P33335 P38286
P43572 P38806
P33301 P38013
Q07967 P42836
P30619 P38064
Q03913 Q12411
P38264 P32915
P32908 P25651
P42843 P40327
P36224 P33895
P34162 Q12124
P29295 P38089
P06777 P39009
P06838 P12709
P40562 P22134
P12709 P15873
P00830 Q00772
Q12134 Q02821
Q03790 Q12016
P53599 P43124
P40495 P39009
P33307 Q02821
P41735 P23641
Q02784 P43582
P38842 Q99190
P46956 P39704
P39743 P53090
P46965 P47154
P32895 P35127
P25367 Q03897
P40480 P53905
P38819 Q04697
P32774 P13393
P00937 P32381
P16451 Q04437
P40020 Q06199
P38855 P80667
Q02821 P37261
P32570 Q12343
P39001 P21190
P38129 P40413
P06787 P36006
Q02199 P34077
P40363 P41735
P22204 P32565
Q12142 Q99382
P32366 P49435
P38632 Q08204
Q05567 Q05567
Q06411 Q06707
P07703 P32449
P33333 P43535
P33322 Q02630
P04147 Q02629
P54786 P39992
P00830 P09457
P40555 P07251
P43545 Q03144
P32341 P38873
P46956 P53622
P38356 Q03655
P53861 P15646
Q07418 P32796
Q08417 P25358
P46956 P25297
P41819 P38217
P14741 P14741
P22216 P07251
Q12223 P15703
P16522 P14724
P08431 P41811
P25635 Q04748
P32318 P47135
P33399 P20424
Q02821 P32337
Q99257 Q03880
P25586 P33750
P40693 Q12176
Q06815 Q04121
P06839 P43535
Q00578 P40850
P33759 Q04217
Q02821 P18494
P39676 P33313
P12709 Q12021
P15891 P39743
Q03088 P50942
P16370 P36053
P38064 P36527
Q08683 P16522
P38803 Q08004
P54999 Q06819
P49687 P47054
Q00684 P26448
P29295 P06738
Q12083 P17709
P18239 P06787
P53114 Q12124
Q02208 P04786
Q08496 P09436
P35723 P43555
Q99190 Q06644
P38992 Q07824
P48837 Q04048
P14724 P53068
P53879 P00358
P04050 O13297
P40483 P53281
P42846 Q05027
Q06102 P45976
P25343 P04840
P41930 P47135
P39108 P32844
P53196 P16140
Q04675 Q03048
Q99395 P33296
Q04748 P14747
P46956 P53045
P39743 P40453
P52918 P48837
P02994 P32259
P30822 Q07418
P34730 P34228
P53233 P19882
P02994 Q07963
P35719 Q03649
Q12083 P53916
P38696 Q04549
Q12176 P39744
P07806 P07703
Q12223 P31378
P17709 Q04049
Q07505 P29055
Q02821 Q08278
Q03944 P25297
P33333 Q04437
P28795 P28795
P08678 P04821
P38987 P54999
P53254 P06843
Q05934 Q06674
P06243 Q00764
P38065 Q99186
P06774 P80428
P49704 P38282
Q04177 P04385
P04817 Q03554
Q07350 P19736
P34221 P12753
P20967 P43597
P25623 P31334
P47135 O13567
P30283 P42845
P38768 P02829
P25342 P09624
Q08650 P53308
P32471 P02994
P40055 P39076
P38555 P53039
P16370 P34087
Q08004 P23301
P07806 P19735
P40969 P40969
P53011 P41543
P40548 Q03655
P11433 P21268
P05626 P32807
P33895 P33419
P38328 P47117
P47821 O13549
P20486 P23301
P35197 P14359
P18759 P38316
Q06218 Q12176
P29055 P32497
P43682 Q01590
P22147 Q04149
P40987 Q00362
P21264 P25365
P38993 Q04697
P22276 P35718
P53100 Q03195
P06774 P12709
P17076 P47135
P38990 P20051
P29055 P38304
Q03897 P06782
P08004 P38776
P38881 Q03195
Q06648 Q04599
P32368 P38286
P35056 P39108
P26343 P42944
P46965 P38428
Q06159 Q99316
P36531 P47135
Q08465 Q02630
P47149 Q06629
P07260 P04147
P20676 P36023
Q02821 Q05789
P35197 Q12016
P17695 Q12154
P07259 P38827
P50111 Q06648
P17214 P42945
P50102 P50875
P38883 Q06410
Q04675 P22515
P43588 P28274
P36130 P23641
Q04477 P14742
P50944 P53337
P39112 P34252
P27636 P22204
P22216 P53135
Q03554 Q12164
P00931 P14741
P41807 P39111
P06782 P06782
P17558 P53271
P15992 P32458
P16658 P38822
Q00916 P40988
P32773 P29055
P14742 P32381
Q05636 Q02821
Q12136 P53918
P54999 P19736
P08539 P38270
Q12380 P32582
P23642 P08431
Q04502 P38361
P47026 P49018
P19882 P47147
P15180 P47017
Q12176 Q08208
P40482 P53237
P38779 P53883
P34730 P19735
P14741 P29295
P21242 Q03792
Q12365 P39923
Q12154 Q12184
P02309 P43572
P43321 Q00772
P19812 P14680
P16140 P07703
P32366 Q07649
P53894 P40572
P15303 P25385
P53193 P38822
P53108 Q04053
P07274 P41832
P49018 P40054
Q99312 P38920
P40054 Q08756
P32773 P32767
P32639 P57743
P07251 P00830
Q06709 Q12326
P32481 P38203
